Reporting Economy,Product/Sector,Partner Economy,Year,Value,Product/Sector-reformatted,Type,Direction
Netherlands,SI3_AGG - MAMT - Machinery and transport equipment,World,2014,197531.0,Machinery and transport equipment,merchandise,exports
Netherlands,SI3_AGG - MATE - Textiles,World,2014,5263.0,Textiles,merchandise,exports
Netherlands,SI3_AGG - MACL - Clothing,World,2014,9455.0,Clothing,merchandise,exports
Russia,SI3_AGG - TO - Total merchandise,World,2014,496807.0,Total merchandise,merchandise,exports
Russia,SI3_AGG - AG - Agricultural products,World,2014,27898.0,Agricultural products,merchandise,exports
Russia,SI3_AGG - MI - Fuels and mining products,World,2014,369131.0,Fuels and mining products,merchandise,exports
Russia,SI3_AGG - MAIS - Iron and steel,World,2014,20906.0,Iron and steel,merchandise,exports
Russia,SI3_AGG - MACH - Chemicals,World,2014,23517.0,Chemicals,merchandise,exports
Russia,SI3_AGG - MAMT - Machinery and transport equipment,World,2014,20107.0,Machinery and transport equipment,merchandise,exports
Russia,SI3_AGG - MATE - Textiles,World,2014,470.0,Textiles,merchandise,exports
Russia,SI3_AGG - MACL - Clothing,World,2014,406.0,Clothing,merchandise,exports
Saudi Arabia,SI3_AGG - TO - Total merchandise,World,2014,342433.0,Total merchandise,merchandise,exports
Saudi Arabia,SI3_AGG - AG - Agricultural products,World,2014,3826.0,Agricultural products,merchandise,exports
Saudi Arabia,SI3_AGG - MI - Fuels and mining products,World,2014,287377.0,Fuels and mining products,merchandise,exports
Saudi Arabia,SI3_AGG - MAIS - Iron and steel,World,2014,909.0,Iron and steel,merchandise,exports
Saudi Arabia,SI3_AGG - MACH - Chemicals,World,2014,38168.0,Chemicals,merchandise,exports
Saudi Arabia,SI3_AGG - MAMT - Machinery and transport equipment,World,2014,6938.0,Machinery and transport equipment,merchandise,exports
Saudi Arabia,SI3_AGG - MATE - Textiles,World,2014,442.0,Textiles,merchandise,exports
Saudi Arabia,SI3_AGG - MACL - Clothing,World,2014,122.0,Clothing,merchandise,exports
Spain,SI3_AGG - TO - Total merchandise,World,2014,324533.0,Total merchandise,merchandise,exports
Spain,SI3_AGG - AG - Agricultural products,World,2014,54769.0,Agricultural products,merchandise,exports
Spain,SI3_AGG - MI - Fuels and mining products,World,2014,43080.0,Fuels and mining products,merchandise,exports
Spain,SI3_AGG - MAIS - Iron and steel,World,2014,10915.0,Iron and steel,merchandise,exports
Spain,SI3_AGG - MACH - Chemicals,World,2014,43591.0,Chemicals,merchandise,exports
Spain,SI3_AGG - MAMT - Machinery and transport equipment,World,2014,103328.0,Machinery and transport equipment,merchandise,exports
Spain,SI3_AGG - MATE - Textiles,World,2014,4535.0,Textiles,merchandise,exports
Spain,SI3_AGG - MACL - Clothing,World,2014,12531.0,Clothing,merchandise,exports
Switzerland,SI3_AGG - TO - Total merchandise,World,2014,311204.0,Total merchandise,merchandise,exports
Switzerland,SI3_AGG - AG - Agricultural products,World,2014,10040.0,Agricultural products,merchandise,exports
Switzerland,SI3_AGG - MI - Fuels and mining products,World,2014,10312.0,Fuels and mining products,merchandise,exports
Switzerland,SI3_AGG - MAIS - Iron and steel,World,2014,1825.0,Iron and steel,merchandise,exports
Switzerland,SI3_AGG - MACH - Chemicals,World,2014,92583.0,Chemicals,merchandise,exports
Switzerland,SI3_AGG - MAMT - Machinery and transport equipment,World,2014,45027.0,Machinery and transport equipment,merchandise,exports
Switzerland,SI3_AGG - MATE - Textiles,World,2014,1246.0,Textiles,merchandise,exports
Switzerland,SI3_AGG - MACL - Clothing,World,2014,1386.0,Clothing,merchandise,exports
United Kingdom,SI3_AGG - TO - Total merchandise,World,2014,510789.0,Total merchandise,merchandise,exports
United Kingdom,SI3_AGG - AG - Agricultural products,World,2014,35355.0,Agricultural products,merchandise,exports
United Kingdom,SI3_AGG - MI - Fuels and mining products,World,2014,72657.0,Fuels and mining products,merchandise,exports
United Kingdom,SI3_AGG - MAIS - Iron and steel,World,2014,9915.0,Iron and steel,merchandise,exports
United Kingdom,SI3_AGG - MACH - Chemicals,World,2014,75754.0,Chemicals,merchandise,exports
United Kingdom,SI3_AGG - MAMT - Machinery and transport equipment,World,2014,176576.0,Machinery and transport equipment,merchandise,exports
United Kingdom,SI3_AGG - MATE - Textiles,World,2014,4240.0,Textiles,merchandise,exports
United Kingdom,SI3_AGG - MACL - Clothing,World,2014,9040.0,Clothing,merchandise,exports
United States,SI3_AGG - TO - Total merchandise,World,2014,1620532.0,Total merchandise,merchandise,exports
United States,SI3_AGG - AG - Agricultural products,World,2014,182413.0,Agricultural products,merchandise,exports
United States,SI3_AGG - MI - Fuels and mining products,World,2014,201659.0,Fuels and mining products,merchandise,exports
United States,SI3_AGG - MAIS - Iron and steel,World,2014,19993.0,Iron and steel,merchandise,exports
United States,SI3_AGG - MACH - Chemicals,World,2014,211822.0,Chemicals,merchandise,exports
United States,SI3_AGG - MAMT - Machinery and transport equipment,World,2014,552090.0,Machinery and transport equipment,merchandise,exports
United States,SI3_AGG - MATE - Textiles,World,2014,14373.0,Textiles,merchandise,exports
United States,SI3_AGG - MACL - Clothing,World,2014,6108.0,Clothing,merchandise,exports
Australia,SI3_AGG - TO - Total merchandise,World,2015,187684.0,Total merchandise,merchandise,exports
Australia,SI3_AGG - AG - Agricultural products,World,2015,35975.0,Agricultural products,merchandise,exports
Australia,SI3_AGG - MI - Fuels and mining products,World,2015,107927.0,Fuels and mining products,merchandise,exports
Australia,SI3_AGG - MAIS - Iron and steel,World,2015,511.0,Iron and steel,merchandise,exports
Australia,SI3_AGG - MACH - Chemicals,World,2015,5513.0,Chemicals,merchandise,exports
Australia,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,12051.0,Machinery and transport equipment,merchandise,exports
Australia,SI3_AGG - MATE - Textiles,World,2015,212.0,Textiles,merchandise,exports
Australia,SI3_AGG - MACL - Clothing,World,2015,226.0,Clothing,merchandise,exports
Brazil,SI3_AGG - TO - Total merchandise,World,2015,191134.0,Total merchandise,merchandise,exports
Brazil,SI3_AGG - AG - Agricultural products,World,2015,79988.0,Agricultural products,merchandise,exports
Brazil,SI3_AGG - MI - Fuels and mining products,World,2015,36452.0,Fuels and mining products,merchandise,exports
Brazil,SI3_AGG - MAIS - Iron and steel,World,2015,9728.0,Iron and steel,merchandise,exports
Brazil,SI3_AGG - MACH - Chemicals,World,2015,11440.0,Chemicals,merchandise,exports
Brazil,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,31266.0,Machinery and transport equipment,merchandise,exports
Brazil,SI3_AGG - MATE - Textiles,World,2015,875.0,Textiles,merchandise,exports
Brazil,SI3_AGG - MACL - Clothing,World,2015,140.0,Clothing,merchandise,exports
Canada,SI3_AGG - TO - Total merchandise,World,2015,410062.0,Total merchandise,merchandise,exports
Canada,SI3_AGG - AG - Agricultural products,World,2015,63512.0,Agricultural products,merchandise,exports
Canada,SI3_AGG - MI - Fuels and mining products,World,2015,104503.0,Fuels and mining products,merchandise,exports
Canada,SI3_AGG - MAIS - Iron and steel,World,2015,6357.0,Iron and steel,merchandise,exports
Canada,SI3_AGG - MACH - Chemicals,World,2015,36660.0,Chemicals,merchandise,exports
Canada,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,117508.0,Machinery and transport equipment,merchandise,exports
Canada,SI3_AGG - MATE - Textiles,World,2015,1781.0,Textiles,merchandise,exports
Canada,SI3_AGG - MACL - Clothing,World,2015,1414.0,Clothing,merchandise,exports
China,SI3_AGG - TO - Total merchandise,World,2015,2273468.0,Total merchandise,merchandise,exports
China,SI3_AGG - AG - Agricultural products,World,2015,72678.0,Agricultural products,merchandise,exports
China,SI3_AGG - MI - Fuels and mining products,World,2015,54521.0,Fuels and mining products,merchandise,exports
China,SI3_AGG - MAIS - Iron and steel,World,2015,63829.0,Iron and steel,merchandise,exports
China,SI3_AGG - MACH - Chemicals,World,2015,129526.0,Chemicals,merchandise,exports
China,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,1060769.0,Machinery and transport equipment,merchandise,exports
China,SI3_AGG - MATE - Textiles,World,2015,108934.0,Textiles,merchandise,exports
China,SI3_AGG - MACL - Clothing,World,2015,174573.0,Clothing,merchandise,exports
France,SI3_AGG - TO - Total merchandise,World,2015,506264.0,Total merchandise,merchandise,exports
France,SI3_AGG - AG - Agricultural products,World,2015,68940.0,Agricultural products,merchandise,exports
France,SI3_AGG - MI - Fuels and mining products,World,2015,26704.0,Fuels and mining products,merchandise,exports
France,SI3_AGG - MAIS - Iron and steel,World,2015,14030.0,Iron and steel,merchandise,exports
France,SI3_AGG - MACH - Chemicals,World,2015,94415.0,Chemicals,merchandise,exports
France,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,197808.0,Machinery and transport equipment,merchandise,exports
France,SI3_AGG - MATE - Textiles,World,2015,4722.0,Textiles,merchandise,exports
France,SI3_AGG - MACL - Clothing,World,2015,10754.0,Clothing,merchandise,exports
Germany,SI3_AGG - TO - Total merchandise,World,2015,1326206.0,Total merchandise,merchandise,exports
Germany,SI3_AGG - AG - Agricultural products,World,2015,85939.0,Agricultural products,merchandise,exports
Germany,SI3_AGG - MI - Fuels and mining products,World,2015,65223.0,Fuels and mining products,merchandise,exports
Germany,SI3_AGG - MAIS - Iron and steel,World,2015,26433.0,Iron and steel,merchandise,exports
Germany,SI3_AGG - MACH - Chemicals,World,2015,210730.0,Chemicals,merchandise,exports
Germany,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,658535.0,Machinery and transport equipment,merchandise,exports
Germany,SI3_AGG - MATE - Textiles,World,2015,13255.0,Textiles,merchandise,exports
Germany,SI3_AGG - MACL - Clothing,World,2015,16954.0,Clothing,merchandise,exports
India,SI3_AGG - TO - Total merchandise,World,2015,267951.0,Total merchandise,merchandise,exports
India,SI3_AGG - AG - Agricultural products,World,2015,34643.0,Agricultural products,merchandise,exports
India,SI3_AGG - MI - Fuels and mining products,World,2015,40316.0,Fuels and mining products,merchandise,exports
India,SI3_AGG - MAIS - Iron and steel,World,2015,8289.0,Iron and steel,merchandise,exports
India,SI3_AGG - MACH - Chemicals,World,2015,35946.0,Chemicals,merchandise,exports
India,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,43325.0,Machinery and transport equipment,merchandise,exports
India,SI3_AGG - MATE - Textiles,World,2015,17263.0,Textiles,merchandise,exports
India,SI3_AGG - MACL - Clothing,World,2015,18168.0,Clothing,merchandise,exports
Indonesia,SI3_AGG - TO - Total merchandise,World,2015,150366.0,Total merchandise,merchandise,exports
Indonesia,SI3_AGG - AG - Agricultural products,World,2015,39779.0,Agricultural products,merchandise,exports
Indonesia,SI3_AGG - MI - Fuels and mining products,World,2015,42883.0,Fuels and mining products,merchandise,exports
Indonesia,SI3_AGG - MAIS - Iron and steel,World,2015,2353.0,Iron and steel,merchandise,exports
Indonesia,SI3_AGG - MACH - Chemicals,World,2015,8525.0,Chemicals,merchandise,exports
Indonesia,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,19787.0,Machinery and transport equipment,merchandise,exports
Indonesia,SI3_AGG - MATE - Textiles,World,2015,4393.0,Textiles,merchandise,exports
Indonesia,SI3_AGG - MACL - Clothing,World,2015,7593.0,Clothing,merchandise,exports
Iran,SI3_AGG - TO - Total merchandise,World,2015,70275.0,Total merchandise,merchandise,exports
Iran,SI3_AGG - AG - Agricultural products,World,2015,5796.0,Agricultural products,merchandise,exports
Iran,SI3_AGG - MI - Fuels and mining products,World,2015,28158.0,Fuels and mining products,merchandise,exports
Iran,SI3_AGG - MAIS - Iron and steel,World,2015,2491.0,Iron and steel,merchandise,exports
Iran,SI3_AGG - MACH - Chemicals,World,2015,10578.0,Chemicals,merchandise,exports
Iran,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,981.0,Machinery and transport equipment,merchandise,exports
Iran,SI3_AGG - MATE - Textiles,World,2015,808.0,Textiles,merchandise,exports
Iran,SI3_AGG - MACL - Clothing,World,2015,64.0,Clothing,merchandise,exports
Italy,SI3_AGG - TO - Total merchandise,World,2015,456990.0,Total merchandise,merchandise,exports
Italy,SI3_AGG - AG - Agricultural products,World,2015,42596.0,Agricultural products,merchandise,exports
Italy,SI3_AGG - MI - Fuels and mining products,World,2015,25402.0,Fuels and mining products,merchandise,exports
Italy,SI3_AGG - MAIS - Iron and steel,World,2015,16682.0,Iron and steel,merchandise,exports
Italy,SI3_AGG - MACH - Chemicals,World,2015,55918.0,Chemicals,merchandise,exports
Italy,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,166924.0,Machinery and transport equipment,merchandise,exports
Italy,SI3_AGG - MATE - Textiles,World,2015,11746.0,Textiles,merchandise,exports
Italy,SI3_AGG - MACL - Clothing,World,2015,21248.0,Clothing,merchandise,exports
Japan,SI3_AGG - TO - Total merchandise,World,2015,624921.0,Total merchandise,merchandise,exports
Japan,SI3_AGG - AG - Agricultural products,World,2015,10334.0,Agricultural products,merchandise,exports
Japan,SI3_AGG - MI - Fuels and mining products,World,2015,26845.0,Fuels and mining products,merchandise,exports
Japan,SI3_AGG - MAIS - Iron and steel,World,2015,30314.0,Iron and steel,merchandise,exports
Japan,SI3_AGG - MACH - Chemicals,World,2015,62847.0,Chemicals,merchandise,exports
Japan,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,366772.0,Machinery and transport equipment,merchandise,exports
Japan,SI3_AGG - MATE - Textiles,World,2015,6166.0,Textiles,merchandise,exports
Japan,SI3_AGG - MACL - Clothing,World,2015,498.0,Clothing,merchandise,exports
South Korea,SI3_AGG - TO - Total merchandise,World,2015,526757.0,Total merchandise,merchandise,exports
South Korea,SI3_AGG - AG - Agricultural products,World,2015,10835.0,Agricultural products,merchandise,exports
South Korea,SI3_AGG - MI - Fuels and mining products,World,2015,43782.0,Fuels and mining products,merchandise,exports
South Korea,SI3_AGG - MAIS - Iron and steel,World,2015,23322.0,Iron and steel,merchandise,exports
South Korea,SI3_AGG - MACH - Chemicals,World,2015,58907.0,Chemicals,merchandise,exports
South Korea,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,310592.0,Machinery and transport equipment,merchandise,exports
South Korea,SI3_AGG - MATE - Textiles,World,2015,10645.0,Textiles,merchandise,exports
South Korea,SI3_AGG - MACL - Clothing,World,2015,2118.0,Clothing,merchandise,exports
Mexico,SI3_AGG - TO - Total merchandise,World,2015,380550.0,Total merchandise,merchandise,exports
Mexico,SI3_AGG - AG - Agricultural products,World,2015,28384.0,Agricultural products,merchandise,exports
Mexico,SI3_AGG - MI - Fuels and mining products,World,2015,30006.0,Fuels and mining products,merchandise,exports
Mexico,SI3_AGG - MAIS - Iron and steel,World,2015,2977.0,Iron and steel,merchandise,exports
Mexico,SI3_AGG - MACH - Chemicals,World,2015,13426.0,Chemicals,merchandise,exports
Mexico,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,234185.0,Machinery and transport equipment,merchandise,exports
Mexico,SI3_AGG - MATE - Textiles,World,2015,2428.0,Textiles,merchandise,exports
Mexico,SI3_AGG - MACL - Clothing,World,2015,4465.0,Clothing,merchandise,exports
Netherlands,SI3_AGG - TO - Total merchandise,World,2015,570442.0,Total merchandise,merchandise,exports
Netherlands,SI3_AGG - AG - Agricultural products,World,2015,95128.0,Agricultural products,merchandise,exports
Netherlands,SI3_AGG - MI - Fuels and mining products,World,2015,93523.0,Fuels and mining products,merchandise,exports
Netherlands,SI3_AGG - MAIS - Iron and steel,World,2015,11897.0,Iron and steel,merchandise,exports
Netherlands,SI3_AGG - MACH - Chemicals,World,2015,95649.0,Chemicals,merchandise,exports
Netherlands,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,184481.0,Machinery and transport equipment,merchandise,exports
Netherlands,SI3_AGG - MATE - Textiles,World,2015,4602.0,Textiles,merchandise,exports
Netherlands,SI3_AGG - MACL - Clothing,World,2015,8050.0,Clothing,merchandise,exports
Russia,SI3_AGG - TO - Total merchandise,World,2015,341419.0,Total merchandise,merchandise,exports
Russia,SI3_AGG - AG - Agricultural products,World,2015,23429.0,Agricultural products,merchandise,exports
Russia,SI3_AGG - MI - Fuels and mining products,World,2015,236396.0,Fuels and mining products,merchandise,exports
Russia,SI3_AGG - MAIS - Iron and steel,World,2015,15166.0,Iron and steel,merchandise,exports
Russia,SI3_AGG - MACH - Chemicals,World,2015,19950.0,Chemicals,merchandise,exports
Russia,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,18509.0,Machinery and transport equipment,merchandise,exports
Russia,SI3_AGG - MATE - Textiles,World,2015,387.0,Textiles,merchandise,exports
Russia,SI3_AGG - MACL - Clothing,World,2015,321.0,Clothing,merchandise,exports
Saudi Arabia,SI3_AGG - TO - Total merchandise,World,2015,203550.0,Total merchandise,merchandise,exports
Saudi Arabia,SI3_AGG - AG - Agricultural products,World,2015,3842.0,Agricultural products,merchandise,exports
Saudi Arabia,SI3_AGG - MI - Fuels and mining products,World,2015,155515.0,Fuels and mining products,merchandise,exports
Saudi Arabia,SI3_AGG - MAIS - Iron and steel,World,2015,827.0,Iron and steel,merchandise,exports
Saudi Arabia,SI3_AGG - MACH - Chemicals,World,2015,29788.0,Chemicals,merchandise,exports
Saudi Arabia,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,7215.0,Machinery and transport equipment,merchandise,exports
