Reporting Economy,Product/Sector,Partner Economy,Year,Value,Product/Sector-reformatted,Type,Direction
Iran,SI3_AGG - MAIS - Iron and steel,World,2017,2957.0,Iron and steel,merchandise,exports
Iran,SI3_AGG - MACH - Chemicals,World,2017,10830.0,Chemicals,merchandise,exports
Iran,SI3_AGG - MAMT - Machinery and transport equipment,World,2017,1096.0,Machinery and transport equipment,merchandise,exports
Iran,SI3_AGG - MATE - Textiles,World,2017,1050.0,Textiles,merchandise,exports
Iran,SI3_AGG - MACL - Clothing,World,2017,59.0,Clothing,merchandise,exports
Italy,SI3_AGG - TO - Total merchandise,World,2017,507418.0,Total merchandise,merchandise,exports
Italy,SI3_AGG - AG - Agricultural products,World,2017,48555.0,Agricultural products,merchandise,exports
Italy,SI3_AGG - MI - Fuels and mining products,World,2017,28401.0,Fuels and mining products,merchandise,exports
Italy,SI3_AGG - MAIS - Iron and steel,World,2017,19436.0,Iron and steel,merchandise,exports
Italy,SI3_AGG - MACH - Chemicals,World,2017,66304.0,Chemicals,merchandise,exports
Italy,SI3_AGG - MAMT - Machinery and transport equipment,World,2017,183853.0,Machinery and transport equipment,merchandise,exports
Italy,SI3_AGG - MATE - Textiles,World,2017,12082.0,Textiles,merchandise,exports
Italy,SI3_AGG - MACL - Clothing,World,2017,23383.0,Clothing,merchandise,exports
Japan,SI3_AGG - TO - Total merchandise,World,2017,698329.0,Total merchandise,merchandise,exports
Japan,SI3_AGG - AG - Agricultural products,World,2017,11031.0,Agricultural products,merchandise,exports
Japan,SI3_AGG - MI - Fuels and mining products,World,2017,28299.0,Fuels and mining products,merchandise,exports
Japan,SI3_AGG - MAIS - Iron and steel,World,2017,29289.0,Iron and steel,merchandise,exports
Japan,SI3_AGG - MACH - Chemicals,World,2017,71433.0,Chemicals,merchandise,exports
Japan,SI3_AGG - MAMT - Machinery and transport equipment,World,2017,410704.0,Machinery and transport equipment,merchandise,exports
Japan,SI3_AGG - MATE - Textiles,World,2017,6523.0,Textiles,merchandise,exports
Japan,SI3_AGG - MACL - Clothing,World,2017,592.0,Clothing,merchandise,exports
South Korea,SI3_AGG - TO - Total merchandise,World,2017,573694.0,Total merchandise,merchandise,exports
South Korea,SI3_AGG - AG - Agricultural products,World,2017,12807.0,Agricultural products,merchandise,exports
South Korea,SI3_AGG - MI - Fuels and mining products,World,2017,48155.0,Fuels and mining products,merchandise,exports
South Korea,SI3_AGG - MAIS - Iron and steel,World,2017,25983.0,Iron and steel,merchandise,exports
South Korea,SI3_AGG - MACH - Chemicals,World,2017,70500.0,Chemicals,merchandise,exports
South Korea,SI3_AGG - MAMT - Machinery and transport equipment,World,2017,339013.0,Machinery and transport equipment,merchandise,exports
South Korea,SI3_AGG - MATE - Textiles,World,2017,9855.0,Textiles,merchandise,exports
South Korea,SI3_AGG - MACL - Clothing,World,2017,2026.0,Clothing,merchandise,exports
Mexico,SI3_AGG - TO - Total merchandise,World,2017,409433.0,Total merchandise,merchandise,exports
Mexico,SI3_AGG - AG - Agricultural products,World,2017,33704.0,Agricultural products,merchandise,exports
Mexico,SI3_AGG - MI - Fuels and mining products,World,2017,31682.0,Fuels and mining products,merchandise,exports
Mexico,SI3_AGG - MAIS - Iron and steel,World,2017,3523.0,Iron and steel,merchandise,exports
Mexico,SI3_AGG - MACH - Chemicals,World,2017,13175.0,Chemicals,merchandise,exports
Mexico,SI3_AGG - MAMT - Machinery and transport equipment,World,2017,251701.0,Machinery and transport equipment,merchandise,exports
Mexico,SI3_AGG - MATE - Textiles,World,2017,2535.0,Textiles,merchandise,exports
Mexico,SI3_AGG - MACL - Clothing,World,2017,4087.0,Clothing,merchandise,exports
Netherlands,SI3_AGG - TO - Total merchandise,World,2017,652065.0,Total merchandise,merchandise,exports
Netherlands,SI3_AGG - AG - Agricultural products,World,2017,106591.0,Agricultural products,merchandise,exports
Netherlands,SI3_AGG - MI - Fuels and mining products,World,2017,105750.0,Fuels and mining products,merchandise,exports
Netherlands,SI3_AGG - MAIS - Iron and steel,World,2017,13860.0,Iron and steel,merchandise,exports
Netherlands,SI3_AGG - MACH - Chemicals,World,2017,105941.0,Chemicals,merchandise,exports
Netherlands,SI3_AGG - MAMT - Machinery and transport equipment,World,2017,213417.0,Machinery and transport equipment,merchandise,exports
Netherlands,SI3_AGG - MATE - Textiles,World,2017,5171.0,Textiles,merchandise,exports
Netherlands,SI3_AGG - MACL - Clothing,World,2017,11031.0,Clothing,merchandise,exports
Russia,SI3_AGG - TO - Total merchandise,World,2017,352943.0,Total merchandise,merchandise,exports
Russia,SI3_AGG - AG - Agricultural products,World,2017,30065.0,Agricultural products,merchandise,exports
Russia,SI3_AGG - MI - Fuels and mining products,World,2017,209142.0,Fuels and mining products,merchandise,exports
Russia,SI3_AGG - MAIS - Iron and steel,World,2017,19757.0,Iron and steel,merchandise,exports
Russia,SI3_AGG - MACH - Chemicals,World,2017,20936.0,Chemicals,merchandise,exports
Russia,SI3_AGG - MAMT - Machinery and transport equipment,World,2017,22471.0,Machinery and transport equipment,merchandise,exports
Russia,SI3_AGG - MATE - Textiles,World,2017,499.0,Textiles,merchandise,exports
Russia,SI3_AGG - MACL - Clothing,World,2017,437.0,Clothing,merchandise,exports
Saudi Arabia,SI3_AGG - TO - Total merchandise,World,2017,221835.0,Total merchandise,merchandise,exports
Saudi Arabia,SI3_AGG - AG - Agricultural products,World,2017,4110.0,Agricultural products,merchandise,exports
Saudi Arabia,SI3_AGG - MI - Fuels and mining products,World,2017,173350.0,Fuels and mining products,merchandise,exports
Saudi Arabia,SI3_AGG - MAIS - Iron and steel,World,2017,953.0,Iron and steel,merchandise,exports
Saudi Arabia,SI3_AGG - MACH - Chemicals,World,2017,31057.0,Chemicals,merchandise,exports
Saudi Arabia,SI3_AGG - MAMT - Machinery and transport equipment,World,2017,7426.0,Machinery and transport equipment,merchandise,exports
Saudi Arabia,SI3_AGG - MATE - Textiles,World,2017,389.0,Textiles,merchandise,exports
Saudi Arabia,SI3_AGG - MACL - Clothing,World,2017,87.0,Clothing,merchandise,exports
Spain,SI3_AGG - TO - Total merchandise,World,2017,319531.0,Total merchandise,merchandise,exports
Spain,SI3_AGG - AG - Agricultural products,World,2017,57387.0,Agricultural products,merchandise,exports
Spain,SI3_AGG - MI - Fuels and mining products,World,2017,34076.0,Fuels and mining products,merchandise,exports
Spain,SI3_AGG - MAIS - Iron and steel,World,2017,9432.0,Iron and steel,merchandise,exports
Spain,SI3_AGG - MACH - Chemicals,World,2017,42181.0,Chemicals,merchandise,exports
Spain,SI3_AGG - MAMT - Machinery and transport equipment,World,2017,106100.0,Machinery and transport equipment,merchandise,exports
Spain,SI3_AGG - MATE - Textiles,World,2017,4525.0,Textiles,merchandise,exports
Spain,SI3_AGG - MACL - Clothing,World,2017,14359.0,Clothing,merchandise,exports
Switzerland,SI3_AGG - TO - Total merchandise,World,2017,299603.0,Total merchandise,merchandise,exports
Switzerland,SI3_AGG - AG - Agricultural products,World,2017,9517.0,Agricultural products,merchandise,exports
Switzerland,SI3_AGG - MI - Fuels and mining products,World,2017,6975.0,Fuels and mining products,merchandise,exports
Switzerland,SI3_AGG - MAIS - Iron and steel,World,2017,1697.0,Iron and steel,merchandise,exports
Switzerland,SI3_AGG - MACH - Chemicals,World,2017,100121.0,Chemicals,merchandise,exports
Switzerland,SI3_AGG - MAMT - Machinery and transport equipment,World,2017,41845.0,Machinery and transport equipment,merchandise,exports
Switzerland,SI3_AGG - MATE - Textiles,World,2017,1197.0,Textiles,merchandise,exports
Switzerland,SI3_AGG - MACL - Clothing,World,2017,2063.0,Clothing,merchandise,exports
United Kingdom,SI3_AGG - TO - Total merchandise,World,2017,440997.0,Total merchandise,merchandise,exports
United Kingdom,SI3_AGG - AG - Agricultural products,World,2017,31734.0,Agricultural products,merchandise,exports
United Kingdom,SI3_AGG - MI - Fuels and mining products,World,2017,51658.0,Fuels and mining products,merchandise,exports
United Kingdom,SI3_AGG - MAIS - Iron and steel,World,2017,5556.0,Iron and steel,merchandise,exports
United Kingdom,SI3_AGG - MACH - Chemicals,World,2017,70708.0,Chemicals,merchandise,exports
United Kingdom,SI3_AGG - MAMT - Machinery and transport equipment,World,2017,169546.0,Machinery and transport equipment,merchandise,exports
United Kingdom,SI3_AGG - MATE - Textiles,World,2017,3755.0,Textiles,merchandise,exports
United Kingdom,SI3_AGG - MACL - Clothing,World,2017,8542.0,Clothing,merchandise,exports
United States,SI3_AGG - TO - Total merchandise,World,2017,1546273.0,Total merchandise,merchandise,exports
United States,SI3_AGG - AG - Agricultural products,World,2017,168588.0,Agricultural products,merchandise,exports
United States,SI3_AGG - MI - Fuels and mining products,World,2017,177683.0,Fuels and mining products,merchandise,exports
United States,SI3_AGG - MAIS - Iron and steel,World,2017,15934.0,Iron and steel,merchandise,exports
United States,SI3_AGG - MACH - Chemicals,World,2017,206505.0,Chemicals,merchandise,exports
United States,SI3_AGG - MAMT - Machinery and transport equipment,World,2017,527511.0,Machinery and transport equipment,merchandise,exports
United States,SI3_AGG - MATE - Textiles,World,2017,13623.0,Textiles,merchandise,exports
United States,SI3_AGG - MACL - Clothing,World,2017,5714.0,Clothing,merchandise,exports
Australia,SI3_AGG - TO - Total merchandise,World,2018,257098.0,Total merchandise,merchandise,exports
Australia,SI3_AGG - AG - Agricultural products,World,2018,36472.0,Agricultural products,merchandise,exports
Australia,SI3_AGG - MI - Fuels and mining products,World,2018,170951.0,Fuels and mining products,merchandise,exports
Australia,SI3_AGG - MAIS - Iron and steel,World,2018,766.0,Iron and steel,merchandise,exports
Australia,SI3_AGG - MACH - Chemicals,World,2018,7808.0,Chemicals,merchandise,exports
Australia,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,11449.0,Machinery and transport equipment,merchandise,exports
Australia,SI3_AGG - MATE - Textiles,World,2018,202.0,Textiles,merchandise,exports
Australia,SI3_AGG - MACL - Clothing,World,2018,250.0,Clothing,merchandise,exports
Brazil,SI3_AGG - TO - Total merchandise,World,2018,239264.0,Total merchandise,merchandise,exports
Brazil,SI3_AGG - AG - Agricultural products,World,2018,92906.0,Agricultural products,merchandise,exports
Brazil,SI3_AGG - MI - Fuels and mining products,World,2018,58914.0,Fuels and mining products,merchandise,exports
Brazil,SI3_AGG - MAIS - Iron and steel,World,2018,12598.0,Iron and steel,merchandise,exports
Brazil,SI3_AGG - MACH - Chemicals,World,2018,12134.0,Chemicals,merchandise,exports
Brazil,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,34519.0,Machinery and transport equipment,merchandise,exports
Brazil,SI3_AGG - MATE - Textiles,World,2018,745.0,Textiles,merchandise,exports
Brazil,SI3_AGG - MACL - Clothing,World,2018,148.0,Clothing,merchandise,exports
Canada,SI3_AGG - TO - Total merchandise,World,2018,450743.0,Total merchandise,merchandise,exports
Canada,SI3_AGG - AG - Agricultural products,World,2018,69193.0,Agricultural products,merchandise,exports
Canada,SI3_AGG - MI - Fuels and mining products,World,2018,131072.0,Fuels and mining products,merchandise,exports
Canada,SI3_AGG - MAIS - Iron and steel,World,2018,7131.0,Iron and steel,merchandise,exports
Canada,SI3_AGG - MACH - Chemicals,World,2018,37685.0,Chemicals,merchandise,exports
Canada,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,118327.0,Machinery and transport equipment,merchandise,exports
Canada,SI3_AGG - MATE - Textiles,World,2018,1798.0,Textiles,merchandise,exports
Canada,SI3_AGG - MACL - Clothing,World,2018,1658.0,Clothing,merchandise,exports
China,SI3_AGG - TO - Total merchandise,World,2018,2486695.0,Total merchandise,merchandise,exports
China,SI3_AGG - AG - Agricultural products,World,2018,82790.0,Agricultural products,merchandise,exports
China,SI3_AGG - MI - Fuels and mining products,World,2018,79620.0,Fuels and mining products,merchandise,exports
China,SI3_AGG - MAIS - Iron and steel,World,2018,62668.0,Iron and steel,merchandise,exports
China,SI3_AGG - MACH - Chemicals,World,2018,167699.0,Chemicals,merchandise,exports
China,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,1212092.0,Machinery and transport equipment,merchandise,exports
China,SI3_AGG - MATE - Textiles,World,2018,118575.0,Textiles,merchandise,exports
China,SI3_AGG - MACL - Clothing,World,2018,158212.0,Clothing,merchandise,exports
France,SI3_AGG - TO - Total merchandise,World,2018,582222.0,Total merchandise,merchandise,exports
France,SI3_AGG - AG - Agricultural products,World,2018,77009.0,Agricultural products,merchandise,exports
France,SI3_AGG - MI - Fuels and mining products,World,2018,33181.0,Fuels and mining products,merchandise,exports
France,SI3_AGG - MAIS - Iron and steel,World,2018,16030.0,Iron and steel,merchandise,exports
France,SI3_AGG - MACH - Chemicals,World,2018,108312.0,Chemicals,merchandise,exports
France,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,227000.0,Machinery and transport equipment,merchandise,exports
France,SI3_AGG - MATE - Textiles,World,2018,5074.0,Textiles,merchandise,exports
France,SI3_AGG - MACL - Clothing,World,2018,13232.0,Clothing,merchandise,exports
Germany,SI3_AGG - TO - Total merchandise,World,2018,1560539.0,Total merchandise,merchandise,exports
Germany,SI3_AGG - AG - Agricultural products,World,2018,95769.0,Agricultural products,merchandise,exports
Germany,SI3_AGG - MI - Fuels and mining products,World,2018,77871.0,Fuels and mining products,merchandise,exports
Germany,SI3_AGG - MAIS - Iron and steel,World,2018,31964.0,Iron and steel,merchandise,exports
Germany,SI3_AGG - MACH - Chemicals,World,2018,255317.0,Chemicals,merchandise,exports
Germany,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,770749.0,Machinery and transport equipment,merchandise,exports
Germany,SI3_AGG - MATE - Textiles,World,2018,14854.0,Textiles,merchandise,exports
Germany,SI3_AGG - MACL - Clothing,World,2018,24250.0,Clothing,merchandise,exports
India,SI3_AGG - TO - Total merchandise,World,2018,324778.0,Total merchandise,merchandise,exports
India,SI3_AGG - AG - Agricultural products,World,2018,38927.0,Agricultural products,merchandise,exports
India,SI3_AGG - MI - Fuels and mining products,World,2018,59987.0,Fuels and mining products,merchandise,exports
India,SI3_AGG - MAIS - Iron and steel,World,2018,12147.0,Iron and steel,merchandise,exports
India,SI3_AGG - MACH - Chemicals,World,2018,50071.0,Chemicals,merchandise,exports
India,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,57014.0,Machinery and transport equipment,merchandise,exports
India,SI3_AGG - MATE - Textiles,World,2018,18115.0,Textiles,merchandise,exports
India,SI3_AGG - MACL - Clothing,World,2018,16552.0,Clothing,merchandise,exports
Indonesia,SI3_AGG - TO - Total merchandise,World,2018,180124.0,Total merchandise,merchandise,exports
Indonesia,SI3_AGG - AG - Agricultural products,World,2018,46033.0,Agricultural products,merchandise,exports
Indonesia,SI3_AGG - MI - Fuels and mining products,World,2018,54393.0,Fuels and mining products,merchandise,exports
Indonesia,SI3_AGG - MAIS - Iron and steel,World,2018,6369.0,Iron and steel,merchandise,exports
Indonesia,SI3_AGG - MACH - Chemicals,World,2018,11230.0,Chemicals,merchandise,exports
Indonesia,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,22627.0,Machinery and transport equipment,merchandise,exports
Indonesia,SI3_AGG - MATE - Textiles,World,2018,4008.0,Textiles,merchandise,exports
Indonesia,SI3_AGG - MACL - Clothing,World,2018,8928.0,Clothing,merchandise,exports
Iran,SI3_AGG - TO - Total merchandise,World,2018,103422.0,Total merchandise,merchandise,exports
Iran,SI3_AGG - AG - Agricultural products,World,2018,6728.0,Agricultural products,merchandise,exports
Iran,SI3_AGG - MI - Fuels and mining products,World,2018,63009.0,Fuels and mining products,merchandise,exports
Iran,SI3_AGG - MAIS - Iron and steel,World,2018,4460.0,Iron and steel,merchandise,exports
Iran,SI3_AGG - MACH - Chemicals,World,2018,11729.0,Chemicals,merchandise,exports
Iran,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,1471.0,Machinery and transport equipment,merchandise,exports
Iran,SI3_AGG - MATE - Textiles,World,2018,1168.0,Textiles,merchandise,exports
Iran,SI3_AGG - MACL - Clothing,World,2018,69.0,Clothing,merchandise,exports
Italy,SI3_AGG - TO - Total merchandise,World,2018,549526.0,Total merchandise,merchandise,exports
Italy,SI3_AGG - AG - Agricultural products,World,2018,51650.0,Agricultural products,merchandise,exports
Italy,SI3_AGG - MI - Fuels and mining products,World,2018,32616.0,Fuels and mining products,merchandise,exports
Italy,SI3_AGG - MAIS - Iron and steel,World,2018,22098.0,Iron and steel,merchandise,exports
Italy,SI3_AGG - MACH - Chemicals,World,2018,72029.0,Chemicals,merchandise,exports
Italy,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,197642.0,Machinery and transport equipment,merchandise,exports
Italy,SI3_AGG - MATE - Textiles,World,2018,12802.0,Textiles,merchandise,exports
Italy,SI3_AGG - MACL - Clothing,World,2018,25716.0,Clothing,merchandise,exports
Japan,SI3_AGG - TO - Total merchandise,World,2018,738143.0,Total merchandise,merchandise,exports
Japan,SI3_AGG - AG - Agricultural products,World,2018,12004.0,Agricultural products,merchandise,exports
Japan,SI3_AGG - MI - Fuels and mining products,World,2018,31936.0,Fuels and mining products,merchandise,exports
Japan,SI3_AGG - MAIS - Iron and steel,World,2018,31176.0,Iron and steel,merchandise,exports
Japan,SI3_AGG - MACH - Chemicals,World,2018,79045.0,Chemicals,merchandise,exports
Japan,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,433079.0,Machinery and transport equipment,merchandise,exports
Japan,SI3_AGG - MATE - Textiles,World,2018,6699.0,Textiles,merchandise,exports
Japan,SI3_AGG - MACL - Clothing,World,2018,648.0,Clothing,merchandise,exports
South Korea,SI3_AGG - TO - Total merchandise,World,2018,604860.0,Total merchandise,merchandise,exports
South Korea,SI3_AGG - AG - Agricultural products,World,2018,13336.0,Agricultural products,merchandise,exports
South Korea,SI3_AGG - MI - Fuels and mining products,World,2018,61104.0,Fuels and mining products,merchandise,exports
South Korea,SI3_AGG - MAIS - Iron and steel,World,2018,28064.0,Iron and steel,merchandise,exports
South Korea,SI3_AGG - MACH - Chemicals,World,2018,80677.0,Chemicals,merchandise,exports
South Korea,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,347535.0,Machinery and transport equipment,merchandise,exports
South Korea,SI3_AGG - MATE - Textiles,World,2018,9814.0,Textiles,merchandise,exports
South Korea,SI3_AGG - MACL - Clothing,World,2018,2105.0,Clothing,merchandise,exports
Mexico,SI3_AGG - TO - Total merchandise,World,2018,450713.0,Total merchandise,merchandise,exports
Mexico,SI3_AGG - AG - Agricultural products,World,2018,35753.0,Agricultural products,merchandise,exports
Mexico,SI3_AGG - MI - Fuels and mining products,World,2018,40032.0,Fuels and mining products,merchandise,exports
Mexico,SI3_AGG - MAIS - Iron and steel,World,2018,4288.0,Iron and steel,merchandise,exports
Mexico,SI3_AGG - MACH - Chemicals,World,2018,14020.0,Chemicals,merchandise,exports
Mexico,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,276126.0,Machinery and transport equipment,merchandise,exports
Mexico,SI3_AGG - MATE - Textiles,World,2018,2664.0,Textiles,merchandise,exports
Mexico,SI3_AGG - MACL - Clothing,World,2018,4233.0,Clothing,merchandise,exports
Netherlands,SI3_AGG - TO - Total merchandise,World,2018,726697.0,Total merchandise,merchandise,exports
Netherlands,SI3_AGG - AG - Agricultural products,World,2018,111833.0,Agricultural products,merchandise,exports
Netherlands,SI3_AGG - MI - Fuels and mining products,World,2018,124629.0,Fuels and mining products,merchandise,exports
Netherlands,SI3_AGG - MAIS - Iron and steel,World,2018,14959.0,Iron and steel,merchandise,exports
Netherlands,SI3_AGG - MACH - Chemicals,World,2018,123631.0,Chemicals,merchandise,exports
Netherlands,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,234444.0,Machinery and transport equipment,merchandise,exports
Netherlands,SI3_AGG - MATE - Textiles,World,2018,6213.0,Textiles,merchandise,exports
Netherlands,SI3_AGG - MACL - Clothing,World,2018,13110.0,Clothing,merchandise,exports
Russia,SI3_AGG - TO - Total merchandise,World,2018,443914.0,Total merchandise,merchandise,exports
Russia,SI3_AGG - AG - Agricultural products,World,2018,34664.0,Agricultural products,merchandise,exports
Russia,SI3_AGG - MI - Fuels and mining products,World,2018,263390.0,Fuels and mining products,merchandise,exports
Russia,SI3_AGG - MAIS - Iron and steel,World,2018,24584.0,Iron and steel,merchandise,exports
Russia,SI3_AGG - MACH - Chemicals,World,2018,22044.0,Chemicals,merchandise,exports
Russia,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,20642.0,Machinery and transport equipment,merchandise,exports
Russia,SI3_AGG - MATE - Textiles,World,2018,552.0,Textiles,merchandise,exports
Russia,SI3_AGG - MACL - Clothing,World,2018,413.0,Clothing,merchandise,exports
Saudi Arabia,SI3_AGG - TO - Total merchandise,World,2018,294373.0,Total merchandise,merchandise,exports
Saudi Arabia,SI3_AGG - AG - Agricultural products,World,2018,4115.0,Agricultural products,merchandise,exports
Saudi Arabia,SI3_AGG - MI - Fuels and mining products,World,2018,235176.0,Fuels and mining products,merchandise,exports
Saudi Arabia,SI3_AGG - MAIS - Iron and steel,World,2018,1829.0,Iron and steel,merchandise,exports
Saudi Arabia,SI3_AGG - MACH - Chemicals,World,2018,40505.0,Chemicals,merchandise,exports
Saudi Arabia,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,7837.0,Machinery and transport equipment,merchandise,exports
Saudi Arabia,SI3_AGG - MATE - Textiles,World,2018,367.0,Textiles,merchandise,exports
Saudi Arabia,SI3_AGG - MACL - Clothing,World,2018,101.0,Clothing,merchandise,exports
Spain,SI3_AGG - TO - Total merchandise,World,2018,346754.0,Total merchandise,merchandise,exports
Spain,SI3_AGG - AG - Agricultural products,World,2018,61521.0,Agricultural products,merchandise,exports
Spain,SI3_AGG - MI - Fuels and mining products,World,2018,39942.0,Fuels and mining products,merchandise,exports
Spain,SI3_AGG - MAIS - Iron and steel,World,2018,10703.0,Iron and steel,merchandise,exports
Spain,SI3_AGG - MACH - Chemicals,World,2018,46090.0,Chemicals,merchandise,exports
Spain,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,111847.0,Machinery and transport equipment,merchandise,exports
Spain,SI3_AGG - MATE - Textiles,World,2018,4727.0,Textiles,merchandise,exports
Spain,SI3_AGG - MACL - Clothing,World,2018,14913.0,Clothing,merchandise,exports
Switzerland,SI3_AGG - TO - Total merchandise,World,2018,310749.0,Total merchandise,merchandise,exports
Switzerland,SI3_AGG - AG - Agricultural products,World,2018,9953.0,Agricultural products,merchandise,exports
Switzerland,SI3_AGG - MI - Fuels and mining products,World,2018,8186.0,Fuels and mining products,merchandise,exports
Switzerland,SI3_AGG - MAIS - Iron and steel,World,2018,1872.0,Iron and steel,merchandise,exports
Switzerland,SI3_AGG - MACH - Chemicals,World,2018,106767.0,Chemicals,merchandise,exports
Switzerland,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,43237.0,Machinery and transport equipment,merchandise,exports
Switzerland,SI3_AGG - MATE - Textiles,World,2018,1226.0,Textiles,merchandise,exports
Switzerland,SI3_AGG - MACL - Clothing,World,2018,2563.0,Clothing,merchandise,exports
United Kingdom,SI3_AGG - TO - Total merchandise,World,2018,486439.0,Total merchandise,merchandise,exports
United Kingdom,SI3_AGG - AG - Agricultural products,World,2018,33468.0,Agricultural products,merchandise,exports
United Kingdom,SI3_AGG - MI - Fuels and mining products,World,2018,65103.0,Fuels and mining products,merchandise,exports
United Kingdom,SI3_AGG - MAIS - Iron and steel,World,2018,6203.0,Iron and steel,merchandise,exports
United Kingdom,SI3_AGG - MACH - Chemicals,World,2018,70428.0,Chemicals,merchandise,exports
United Kingdom,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,177734.0,Machinery and transport equipment,merchandise,exports
United Kingdom,SI3_AGG - MATE - Textiles,World,2018,3675.0,Textiles,merchandise,exports
United Kingdom,SI3_AGG - MACL - Clothing,World,2018,9027.0,Clothing,merchandise,exports
United States,SI3_AGG - TO - Total merchandise,World,2018,1663982.0,Total merchandise,merchandise,exports
United States,SI3_AGG - AG - Agricultural products,World,2018,171413.0,Agricultural products,merchandise,exports
United States,SI3_AGG - MI - Fuels and mining products,World,2018,238025.0,Fuels and mining products,merchandise,exports
United States,SI3_AGG - MAIS - Iron and steel,World,2018,15305.0,Iron and steel,merchandise,exports
United States,SI3_AGG - MACH - Chemicals,World,2018,222221.0,Chemicals,merchandise,exports
United States,SI3_AGG - MAMT - Machinery and transport equipment,World,2018,541004.0,Machinery and transport equipment,merchandise,exports
United States,SI3_AGG - MATE - Textiles,World,2018,13822.0,Textiles,merchandise,exports
United States,SI3_AGG - MACL - Clothing,World,2018,6046.0,Clothing,merchandise,exports
Australia,SI3_AGG - TO - Total merchandise,World,2019,271005.0,Total merchandise,merchandise,exports
Australia,SI3_AGG - AG - Agricultural products,World,2019,35184.0,Agricultural products,merchandise,exports
Australia,SI3_AGG - MI - Fuels and mining products,World,2019,184308.0,Fuels and mining products,merchandise,exports
Australia,SI3_AGG - MAIS - Iron and steel,World,2019,811.0,Iron and steel,merchandise,exports
Australia,SI3_AGG - MACH - Chemicals,World,2019,8287.0,Chemicals,merchandise,exports
Australia,SI3_AGG - MAMT - Machinery and transport equipment,World,2019,11827.0,Machinery and transport equipment,merchandise,exports
Australia,SI3_AGG - MATE - Textiles,World,2019,212.0,Textiles,merchandise,exports
Australia,SI3_AGG - MACL - Clothing,World,2019,263.0,Clothing,merchandise,exports
Brazil,SI3_AGG - TO - Total merchandise,World,2019,225383.0,Total merchandise,merchandise,exports
Brazil,SI3_AGG - AG - Agricultural products,World,2019,89086.0,Agricultural products,merchandise,exports
Brazil,SI3_AGG - MI - Fuels and mining products,World,2019,61605.0,Fuels and mining products,merchandise,exports
Brazil,SI3_AGG - MAIS - Iron and steel,World,2019,11545.0,Iron and steel,merchandise,exports
Brazil,SI3_AGG - MACH - Chemicals,World,2019,11419.0,Chemicals,merchandise,exports
Brazil,SI3_AGG - MAMT - Machinery and transport equipment,World,2019,28866.0,Machinery and transport equipment,merchandise,exports
Brazil,SI3_AGG - MATE - Textiles,World,2019,697.0,Textiles,merchandise,exports
Brazil,SI3_AGG - MACL - Clothing,World,2019,160.0,Clothing,merchandise,exports
Canada,SI3_AGG - TO - Total merchandise,World,2019,446585.0,Total merchandise,merchandise,exports
Canada,SI3_AGG - AG - Agricultural products,World,2019,65046.0,Agricultural products,merchandise,exports
Canada,SI3_AGG - MI - Fuels and mining products,World,2019,127670.0,Fuels and mining products,merchandise,exports
Canada,SI3_AGG - MAIS - Iron and steel,World,2019,5799.0,Iron and steel,merchandise,exports
Canada,SI3_AGG - MACH - Chemicals,World,2019,36768.0,Chemicals,merchandise,exports
Canada,SI3_AGG - MAMT - Machinery and transport equipment,World,2019,119369.0,Machinery and transport equipment,merchandise,exports
Canada,SI3_AGG - MATE - Textiles,World,2019,1679.0,Textiles,merchandise,exports
Canada,SI3_AGG - MACL - Clothing,World,2019,1750.0,Clothing,merchandise,exports
China,SI3_AGG - TO - Total merchandise,World,2019,2499457.0,Total merchandise,merchandise,exports
China,SI3_AGG - AG - Agricultural products,World,2019,81726.0,Agricultural products,merchandise,exports
China,SI3_AGG - MI - Fuels and mining products,World,2019,78658.0,Fuels and mining products,merchandise,exports
China,SI3_AGG - MAIS - Iron and steel,World,2019,55161.0,Iron and steel,merchandise,exports
China,SI3_AGG - MACH - Chemicals,World,2019,161930.0,Chemicals,merchandise,exports
China,SI3_AGG - MAMT - Machinery and transport equipment,World,2019,1200038.0,Machinery and transport equipment,merchandise,exports
China,SI3_AGG - MATE - Textiles,World,2019,119684.0,Textiles,merchandise,exports
China,SI3_AGG - MACL - Clothing,World,2019,151784.0,Clothing,merchandise,exports
France,SI3_AGG - TO - Total merchandise,World,2019,570951.0,Total merchandise,merchandise,exports
