Country,Metric Year,Year,AFF value added,AFF value added constant $LCU,AFF value added current $US,Compensation current LCU,Compensation pct expenses,Deposit interest rate pct,Employers pct total employment ILO,Exports G & S Pct GDP,Exports G & S Pct constant LCU,Exports G & S annual growth %,External balance on G & S pct GDP,Final Consumption Pct GDP,Final Consumption pct Growth,Foreign Direct Investment pct GDP,GDP,GDP (constant LCU),GDP 2015 US dollar,GDP Growth Pct,GDP curr LCU,GDP per capita,GDP per capita Growth Pct,GDP per capita constant LCU,GNI Atlas curr $US,GNI const LCU,GNI constant 2015,GNI current $US,GNI growth pct,GNI per capita Atlas,GNI per capita Growth Pct,GNI per capita const LCU,Goods exports current $US,Goods imports current $US,Govt Final Consumption expenditure Growth Pct,Govt Final Consumption expenditure Pct GDP,Gross capital formation,Gross capital formation constant LCU,Gross domestic savings,Gross fixed capital formation,Gross fixed capital formation growth pct,"Gross fixed capital formation, private sector",Gross national expenditure $US,Gross national expenditure Pct GDP,Gross national expenditure constant LCU,Gross savings Pct GDP,Gross savings Pct GNI,HH and NPSISHs Final consumption annual growth,HH and NPSISHs Final consumption exp,HH final consumer expenditure,High-tech exports $US,High-tech exports pct manufactured exp,Imports of G & S (constant LCU),Imports of G & S Pct GDP,Imports of G & S Pct annual growth,Imports of G & S current US dollar,Industry Pct GDP,Industry Pct Growth,Industry constant LCU,Industry curr $US,"Inflation, GDP deflator Pct","Inflation, consumer prices",Manufactures exports (pct merch exp),Manufactures imports (pct merch imp),Manufacturing Pct GDP,Manufacturing Pct Growth,Manufacturing constant LCU,Manufacturing curr $US,Merch imports residual % total merch imports,Merchandise exports curr USD,Merchandise imports curr USD,Merchandise trade pct GDP,Net trade in G & S US dollar,Net trade in Goods US dollar,Population,Population growth,Service exports curr $USD,Service imports curr $USD,Services Pct GDP,Services value added GDP,"Services, value added const LCU","Services, value added curr $US",Textiles and clothing %  manufacturing,Trade Pct GDP,Unemployment pct ILO,Unemployment pct national est,Urban population,Urban population growth Pct,Urban population pct tot Pop,GDP $B,GDP Pct Growth %,GDP Pct Growth,Imports G & S Pct GDP,Net Trade Pct GDP,Trade Pct GDP %,Trade Total,Prev Year,Year_curr,Trade Total Change,Trade Total Change %
"Egypt, Arab Rep.",1995-01-01,1995,15.7107843137255,194743624500.0,9451489236.21351,12640000000.0,22.0305010893246,10.9166666666667,16.9099998474121,22.55,110846521600.0,11.2906352266697,-5.14705882352941,85.0,3.52009989367478,0.994028431372549,60159245060.4541,1320136050200.0,136218680408.506,4.64245877018411,204000000000.0,965,2.56381087377639,21178.4182106001,57511719356.5557,1327683917867.39,137066283260.816,60485845060.4541,4.78193443465251,920,2.70051595353229,21299.5056530906,4670000000.0,12267000000.0,5.03144651871725,10.5392156862745,20.1470588235294,129288770500.0,15.0,22.5594117647059,13.1602367413393,7.9093137254902,63255676791.5069,105.147058823529,1461866128700.0,22.2434419607843,22.1233360395207,3.32866022868158,1.27611000435357,74.4607843137255,0.0,0.0,192596296600.0,27.6960784313726,4.31300327469404,17140000000.0,30.2450980392157,5.45157390846643,499108224000.0,18195222648.1864,11.3997415021018,15.7422305021596,40.3139347635594,60.6311565962851,16.3382352941176,0.0,0.0,9828959009.14185,7.50868111096067,3435000000.0,11739000000.0,25.2230558823529,-3880000000.0,-7597000000.0,62334025,2.01,8590000000.0,4873000000.0,47.6764705882353,2.96520332780923,642378525000.0,28681804777.3518,11.0307172292783,50.2450980392157,11.039999961853,11.039999961853,26687689.0,1.69858563195165,42.814,$60B,4.64%,4.64,27.7,-5.149999999999999,0.5,30079622530.22705,1994,1995,3611650999.977947,13.65
"Egypt, Arab Rep.",1996-01-01,1996,16.1150828247602,200390446900.0,10898584905.6604,14049000000.0,22.7260227438166,10.5416666666667,15.8400001525879,20.75,112819925300.0,1.78030277496772,-5.44899738448126,87.3147340889276,4.12146555410385,0.940414995640802,67629716981.1321,1385994080900.0,143014263359.897,4.98873056985471,229400000000.0,1063,2.89626146793825,21791.8005767525,64873021591.9498,1395354010455.82,144052349713.974,68066516981.1321,5.09685262265762,1020,3.00222860322287,21938.9655041527,4779000000.0,13169000000.0,5.14970058871766,10.3748910200523,18.1342632955536,140664962900.0,12.6852659110724,23.9268962510898,28.2021955581204,9.02353966870096,71314858490.566,105.448997384481,1528164037900.0,18.7518298169137,18.6314945973769,3.98907445183694,1.91652891246036,76.9398430688753,0.0,0.0,189136789600.0,26.1987794245859,-1.79624793470717,18253000000.0,29.5187445510026,5.01263243059687,524126684700.0,19963443396.2264,7.10766744373304,7.18710369719989,31.6128849832859,59.8833673734882,16.5370531822145,0.0,0.0,11183962264.1509,6.19291675683585,3535000000.0,13019000000.0,24.4774054054054,-4203000000.0,-8390000000.0,63601632,2.01,9271000000.0,5084000000.0,47.7336530078466,5.00943139405227,674558036500.0,32282134433.9623,12.4075544679808,46.9485614646905,9.0,9.0,27145813.0,1.70204442450189,42.681,$68B,4.99%,4.99,26.2,-5.449999999999999,0.47,31785966981.132088,1995,1996,1706344450.905037,5.67
"Egypt, Arab Rep.",1997-01-01,1997,15.7510342233923,206543710700.0,12354572271.3864,15373000000.0,23.8588921825773,9.83541666666667,14.8100004196167,18.84,111751534600.0,-0.946987597411578,-6.05490786009778,88.4919142534788,4.33814509029493,1.13537589319293,78436578171.0914,1462117792500.0,150869114032.583,5.49235474011323,265900000000.0,1208,3.39422597465557,22531.4635322738,73071402511.9153,1471967778103.17,151961735552.509,78947678171.0914,5.49063299157488,1130,3.39253846983227,22683.2533487643,5525300000.0,14156800000.0,5.35307521616343,11.320045129748,17.562993606619,155477531800.0,11.5080857465212,25.7543437382475,22.8420900619075,10.6118841669801,83185840707.9646,106.054907860098,1603168329800.0,17.7369398270026,17.6221125115503,4.20600858506839,2.13346385247155,77.1718691237307,0.0,0.0,199165481400.0,24.8965776607747,5.30234853896452,20926600000.0,28.9996239187665,4.91084063287724,549865710900.0,22746312684.3658,9.8762774309467,4.6256057882644,38.2091395130632,62.4678962503725,16.3155321549455,0.0,0.0,12797345132.7434,4.89544141772551,3921000000.0,13211000000.0,21.841850319669,-6021400000.0,-8631500000.0,64892269,2.01,9379900000.0,6769800000.0,48.1519368183528,5.59455903836081,712296584100.0,37768731563.4218,13.2319168544834,43.7382474614517,8.36999988555908,8.36999988555908,27681744.0,1.95503173690365,42.658,$78B,5.49%,5.49,24.9,-6.059999999999999,0.44,34512094395.28022,1996,1997,2726127414.1481323,8.58
"Egypt, Arab Rep.",1998-01-01,1998,15.8844815588031,213633891100.0,13474616292.7981,0.0,0.0,9.3625,16.0200004577637,16.21,108786698000.0,-2.6530611956357,-9.49895615866388,87.9958246346555,3.97149045772964,1.26843702157272,84828807556.0803,1543638132900.0,159280817655.143,5.57549746115957,287400000000.0,1281,3.48952835756103,23317.705341606,79937842215.2598,1559162885229.88,160963508558.53,85684807556.0803,5.92371031647714,1210,3.83086119549638,23552.2172991783,4403000000.0,14617000000.0,4.02298844738478,11.3082811412665,21.5031315240083,179443240000.0,12.0041753653445,21.346068197634,-21.8689427243259,7.19902574808629,92886658795.7497,109.498956158664,1684628939900.0,18.9593597773138,18.7699538320562,3.96471199157671,1.91056891582436,76.687543493389,0.0,0.0,202621033900.0,25.7132915796799,1.7350157646344,21109000000.0,28.6450939457203,4.60195411322928,575170278600.0,24299291617.4734,2.37768148903348,3.87257546427492,44.0367762001181,59.0421432383901,16.9791231732777,0.0,0.0,14403187721.3695,9.72279112586442,3130000000.0,16166000000.0,22.7469895615866,-8565000000.0,-10214000000.0,66200259,2.0,8141000000.0,6492000000.0,48.287891440501,6.33830250036152,757444096300.0,40962042502.9516,16.3099869324902,41.9276270006959,8.02999973297119,8.02999973297119,28270159.0,2.10336614814005,42.704,$85B,5.58%,5.58,25.71,-9.5,0.42,35628099173.55373,1997,1998,1116004778.2735062,3.23
"Egypt, Arab Rep.",1999-01-01,1999,15.9086475942783,223952915100.0,14430846358.0065,0.0,0.0,9.2175,15.9899997711182,15.05,118753110400.0,9.16142560003061,-8.25747724317295,86.6384915474642,4.52704075015642,1.1743928153446,90710704806.8416,1637081322300.0,168922784444.325,6.05343878260187,307600000000.0,1343,3.98731628149251,24247.4560031623,88414978341.4439,1646360624496.59,169965553299.142,91221904806.8416,5.59259972724746,1310,3.53545524658314,24384.8954013688,5236500000.0,15164800000.0,4.71454881005387,11.6059817945384,21.6189856957087,209220632400.0,13.3615084525358,20.8140117035111,13.0789343544869,9.8927178153446,98201120613.3884,108.257477243173,1782546702300.0,18.895144213264,18.7892573898933,4.50234600958974,2.46644174295174,75.0325097529259,0.0,0.0,228474849500.0,23.3094928478544,12.7596899010789,21616300000.0,28.4008452535761,6.73583191647205,613912781800.0,25762606900.6193,0.91943542027353,3.07949912638328,37.1192341545595,58.8518847516619,17.953511053316,0.0,0.0,16285756414.0372,7.9861618894023,3559000000.0,16022000000.0,21.5862064369311,-6886100000.0,-9928300000.0,67515591,1.97,9493700000.0,6451500000.0,47.5558192457737,-0.902090046430786,750611268500.0,43138218814.509,16.3099869306596,38.3615084525358,7.94999980926514,7.94999980926514,28862915.0,2.07507570696479,42.75,$91B,6.05%,6.05,23.31,-8.259999999999998,0.38,34470067826.59981,1998,1999,-1158031346.9539185,-3.25
"Egypt, Arab Rep.",2000-01-01,2000,15.5380770361658,232241799800.0,15512989872.303,0.0,0.0,9.45666666666667,17.1200008392334,16.2,127100265800.0,7.02899938526578,-6.61570126433402,87.0626286386357,4.93051742954533,1.23699720670391,99838543960.0763,1741363465300.0,179683172290.32,6.37000383423162,340100000000.0,1450,4.33634758828751,25298.9099767765,97432762040.192,1749600601616.46,180623752707.388,100305543960.076,6.2707997010943,1420,4.2390401092604,25418.580898034,7061000000.0,15382000000.0,4.39676401615073,11.2025874742723,19.5530726256983,226595770800.0,12.9373713613643,18.9499558953249,9.02346970897916,9.08820935019112,106443563775.136,106.615701264334,1877494956800.0,17.5838734195825,17.5020068690136,5.0009552937085,2.99347347678642,75.8600411643634,0.0,0.0,237584942500.0,22.8168185827698,3.98735047640331,22895000000.0,30.7518670979124,6.68375777739834,654945225100.0,30702216351.0935,3.94440699016727,2.68380535348548,38.4222365315143,55.4460095641679,17.9979711849456,0.0,0.0,17968912373.4038,6.56280410802354,5276000000.0,14578000000.0,19.8861073213761,-6031000000.0,-8321000000.0,68831561,1.93,9803000000.0,7513000000.0,46.5259923551897,-8.36910174897008,687791847700.0,46450873330.3978,16.3099869353421,39.0179359012055,8.97999954223633,8.97999954223633,29457843.0,2.04026373352311,42.797,$100B,6.37%,6.37,22.82,-6.620000000000001,0.39,38937032144.429756,1999,2000,4466964317.829948,12.96
"Egypt, Arab Rep.",2001-01-01,2001,15.3512684694731,241066274200.0,14842318059.2992,0.0,0.0,9.45833333333333,17.8799991607666,17.48,131282724300.0,3.29067643853817,-4.85085029272372,86.5904655701143,4.08746713138181,0.527384722609423,96684636118.5984,1802925051500.0,186035425177.246,3.53525196931786,358700000000.0,1378,1.58549666406775,25700.0233505038,100570319787.619,1823430540743.45,188245744066.418,97756136118.5984,4.2198167432485,1430,2.25716985011533,25992.3214423916,7024900000.0,13959600000.0,4.892966339456,11.318650683022,18.2603847226094,221646109700.0,13.4095344298857,17.7256202955116,-2.02694699532906,8.98003902982994,101374663072.776,104.850850292724,1940025257300.0,18.6106710342905,18.4066804224986,3.98177944527198,2.02361522326531,75.2718148870923,0.0,0.0,234911694400.0,22.330638416504,-1.12517572530928,20996100000.0,30.8988569835517,7.40253971507275,703427805500.0,29874447439.3531,1.86769984691266,2.26975720475954,32.650243674393,54.61905930454,17.6980763869529,0.0,0.0,17111320754.717,8.4773652735022,4825000000.0,13376000000.0,18.8251212712573,-4928900000.0,-6934700000.0,70152662,1.9,9042300000.0,7036500000.0,46.457987175913,24.1006965194944,853554473600.0,44917735849.0566,9.92201980822532,39.8104265402844,9.26000022888184,9.26000022888184,30055505.0,2.00856484473476,42.843,$97B,3.54%,3.54,22.33,-4.849999999999998,0.4,38673854447.43936,2000,2001,-263177696.9903946,-0.68
"Egypt, Arab Rep.",2002-01-01,2002,15.4048561625759,249745861700.0,13116629213.4831,30817000000.0,29.8487079152299,9.33333333333333,17.4500007629395,18.32,137812200600.0,4.97359902821577,-4.35471100554236,86.3552388493006,2.09229636254695,0.759753233043019,85146067415.7303,1846018638700.0,190482051403.053,2.39020402784614,378900000000.0,1191,0.481792740821831,25823.844197396,94941797647.9722,1848162334728.18,190798983609.536,85241867415.7303,1.35633320996433,1330,-0.53280816001174,25853.83223277,7117700000.0,12879425000.0,2.78399574227781,12.5890736342043,17.9994721562418,233932637200.0,13.6447611506994,17.817761942465,7.62980859090365,8.40496173132753,88853932584.2697,104.354711005542,1988265369200.0,18.4079875956717,18.3872995785607,2.00074478328607,0.0995924760168094,73.7661652150963,0.0,0.0,241199221500.0,22.6708894167326,2.67654920971869,19508400000.0,32.1817629981525,0.290354558638512,705470240200.0,27401505617.9775,3.16557906538131,2.73723855000332,35.2403724504217,50.6064741355801,17.9154658221167,0.0,346613753400.0,15254314606.7416,11.1906654833223,5546000000.0,12770000000.0,21.5112694642386,-3070500000.0,-5761725000.0,71485044,1.88,9320200000.0,6628975000.0,45.9905252045395,11.1499306656554,948725205600.0,39159123595.5056,10.0153918271106,40.9870678279229,10.0100002288818,10.0100002288818,30659221.0,1.98876265448997,42.889,$85B,2.39%,2.39,22.67,-4.350000000000001,0.41,34909887640.449425,2001,2002,-3763966806.989937,-9.73
"Egypt, Arab Rep.",2003-01-01,2003,15.2867065868263,258437269400.0,12273461538.4615,34151000000.0,29.9273527117857,8.225,17.8600006103516,21.8,156875559700.0,13.8328529818136,-2.58682634730539,85.7005988023952,2.37262758316932,0.295683832335329,80288461538.4615,1904970408400.0,196565009500.488,3.19345473897896,417500000000.0,1102,1.29319639444547,26157.797219464,90657199756.3134,1902349172548.34,196393077476.09,80181261538.4615,2.93193064277679,1240,1.03648813997827,26121.8041375926,8987300000.0,13188562500.0,2.72536687245145,12.6706586826347,16.8862275449102,218027619000.0,14.2994011976048,16.312119760479,-8.56781194436807,8.05892215568862,82365384615.3846,102.586826347305,2013984133300.0,18.6480958083832,18.6730277667024,2.32558139820344,0.441304528095628,73.0299401197605,0.0,0.0,244287919300.0,24.3832335329341,1.28055877659621,19662400000.0,33.3705868263473,1.8549330722002,718556241000.0,26792730769.2308,6.77749360450196,4.50777636319307,30.4507101106592,48.4009292604727,17.3038323353293,1.71993114569815,352575271300.0,13892980769.2308,1.43139202518973,7408000000.0,12950000000.0,25.3560718562874,397900000.0,-4201262500.0,72826102,1.86,11073000000.0,6473837500.0,44.9042395209581,3.42407815332106,981210298100.0,36052923076.9231,9.92201981334519,46.1796407185629,11.0100002288818,11.0100002288818,31267887.0,1.96581310096093,42.935,$80B,3.19%,3.19,24.38,-2.5799999999999983,0.46,36932692307.69229,2002,2003,2022804667.2428665,5.79
"Egypt, Arab Rep.",2004-01-01,2004,14.2699361219864,265568647800.0,11242207792.2078,37631000000.0,28.8362362929984,7.725,17.2999992370605,28.23,196590891300.0,25.316455715568,-1.35998351535133,84.4220070059757,2.09116117795524,1.59083618380383,78782467532.4675,1982923161700.0,204608590453.472,4.0920716120453,485300000000.0,1062,2.20315434098919,26734.0938644117,88795737076.885,1977578401002.5,204159527455.656,78575767532.4675,3.95454365264544,1200,2.06812204656879,26662.0349279236,12319600000.0,18895275000.0,2.04081630920896,12.7549969091284,16.9379765093756,231315226600.0,15.5779929940243,16.3931588708016,6.21820562064173,7.64475582114156,79853896103.8961,101.359983515351,2064828086300.0,21.1122192458273,21.1677566698342,2.09790209313378,0.245172220285312,71.6670100968473,0.0,0.0,286406526100.0,29.5899443643107,17.2413793202258,26915300000.0,34.6679167525242,2.67751822365705,737795715300.0,27312240259.7403,11.6699083397172,11.270619332052,30.3696693095201,48.3007614184844,17.2369668246446,2.38562147849647,360986382700.0,13579707792.2078,13.7674728647561,9661000000.0,15950000000.0,32.508501957552,-399100000.0,-6575675000.0,74172073,1.83,14196600000.0,8020025000.0,45.0910776839069,5.13597046398549,1031604969200.0,35523863636.3636,14.7870907139403,57.8199052132701,10.3199996948242,10.3199996948242,31879899.0,1.93840893533356,42.981,$79B,4.09%,4.09,29.59,-1.3599999999999994,0.58,45693831168.83115,2003,2004,8761138861.138855,23.72
"Egypt, Arab Rep.",2005-01-01,2005,13.9818012999071,274215984200.0,12527787021.6306,42012000000.0,28.4848361572727,7.225,14.6999998092651,30.34,236306222900.0,20.2020202143516,-2.26555246053853,84.2896935933148,4.58932021419081,5.99950900649954,89600665557.4043,2071594418500.0,213758163779.365,4.47174446860463,538500000000.0,1186,2.60221069461394,27429.7713140596,91810183216.4658,2065573675240.96,213243907421.451,89346865557.4043,4.44964782148986,1220,2.58050946951766,27350.0512640048,16073200000.0,23818200000.0,2.80000003216239,12.7390900649954,17.9758588672238,256038808600.0,15.7103064066852,17.912051996286,13.4609281306185,8.61968430826369,91630615640.599,102.265552460539,2173697444600.0,21.8422921077066,21.9043376389331,4.82876712892515,2.95284439373789,71.5506035283194,0.0,0.0,354638669100.0,32.6090993500464,23.8235294178236,34326300000.0,34.1487279480037,3.12004507787631,760815274200.0,30597487520.7987,6.21272950937575,4.86939696871988,23.5610960412379,46.1980776864887,16.7095450324977,4.42551956683546,376961905700.0,14971863560.7321,14.289073442472,12912000000.0,22449000000.0,39.4651086350975,-3610500000.0,-7745000000.0,75523576,1.81,14642600000.0,10508100000.0,45.9292293407614,4.89755620692488,1082128402400.0,41152895174.7088,11.6998362923498,62.9526462395543,11.1999998092651,11.1999998092651,32495529.0,1.91268248549015,43.027,$90B,4.47%,4.47,32.61,-2.2699999999999996,0.63,56448419301.16471,2004,2005,10754588132.333565,23.54
"Egypt, Arab Rep.",2006-01-01,2006,13.2372025254978,283124324000.0,14220208695.6522,47257100000.0,23.3505384887529,6.01666666666667,13.3800001144409,29.95,286546117300.0,21.2605041811618,-1.61890885543144,82.8881333980897,6.05031934369784,9.34856726566294,107426086956.522,2213370988600.0,228387426641.28,6.84383819698924,617700000000.0,1397,4.9673930515093,28792.3158683591,101586643878.469,2224676895190.23,229669267945.741,107956786956.522,7.70261655908753,1320,5.81108911671716,28939.387116424,20545600000.0,28983500000.0,3.11284043106967,12.2875182127246,18.7307754573418,291946722500.0,17.1118666019103,18.7373967945605,14.4433027414882,10.737412983649,109165217391.304,101.618908855431,2325629829900.0,22.9767362797474,22.863785956869,6.43580528980765,4.56652622316575,70.6006151853651,0.0,0.0,431856114900.0,31.5687226809131,21.7735550372896,40552700000.0,36.1547353084021,12.1086646159765,852939844100.0,38839617391.3043,7.35997772737937,7.64452644526432,20.7096250143507,42.741185065273,15.9775619232637,5.79948962200932,398823772300.0,17164069565.2174,16.3968049578395,16728000000.0,27300000000.0,40.9844584749879,-3872600000.0,-8437900000.0,76873670,1.77,16134500000.0,11569200000.0,44.6899951432734,5.31776870215896,1139673487900.0,48008713043.4783,13.2397010415811,61.5185365063947,10.4899997711182,10.4899997711182,33111796.0,1.87870828776128,43.073,$107B,6.84%,6.84,31.57,-1.620000000000001,0.62,66604173913.04364,2005,2006,10155754611.87893,17.99
"Egypt, Arab Rep.",2007-01-01,2007,13.4201262083781,293544343200.0,17504921190.8932,52745700000.0,24.1411459077079,6.1,14.1199998855591,30.25,353267874400.0,23.2848233047756,-4.57841031149302,83.7271750805585,6.175631008735,8.87633606337272,130437828371.278,2370250904600.0,244575133307.483,7.08782742739524,744800000000.0,1667,5.22831141169746,30297.6678045965,119972956028.603,2392009191860.9,246944174770.692,131614828371.278,7.52164491987344,1530,5.65459592312139,30575.7925204856,24454600000.0,39354300000.0,0.188679278595913,11.3319011815252,20.8512352309345,362426569500.0,16.2728249194415,20.8568609022556,24.1446214756459,13.0639500537057,136409807355.517,104.578410311493,2521702441500.0,23.5552982008593,23.3446487905649,6.93677102559408,5.07987801388445,72.3952738990333,0.0,0.0,556246400300.0,34.828141783029,28.8036410990275,53696700000.0,35.0653866809882,6.62547122061454,909451128000.0,45738528896.6725,12.5957398232619,9.31896905799228,18.5942195032676,42.3690531504675,15.3699248120301,7.26455186783758,427796532100.0,20048196147.1103,17.1591725834009,19224000000.0,37100000000.0,43.1807250268528,-9298700000.0,-14899700000.0,78232124,1.75,19943400000.0,14342400000.0,46.8939983888292,7.67021950831501,1227088946100.0,61167513134.8511,13.2397010409895,65.077873254565,8.80000019073486,8.80000019073486,33700834.0,1.76329913075549,43.078,$130B,7.09%,7.09,34.83,-4.579999999999998,0.65,84784588441.3307,2006,2007,18180414528.287064,27.3
"Egypt, Arab Rep.",2008-01-01,2008,12.6302400893356,303370945600.0,20564327272.7273,63531020000.0,23.4000487367344,6.58333333333333,15.0299997329712,33.04,454873548000.0,28.7616511330304,-5.59463986599665,83.2049134561697,5.34776414155198,5.8314126186488,162818181818.182,2539872780500.0,262077623372.816,7.15628356351688,895500000000.0,2044,5.26715476016726,31893.4928565859,146881389358.301,2561176213978.06,264408493393.413,164177881818.182,7.07217274468532,1840,5.18452678644046,32161.0026738766,29849000000.0,49607900000.0,2.13270140829349,10.8877721943049,22.3897264098269,418963890900.0,16.7950865438303,22.2819318816304,14.9563093258862,14.4143160245673,171927272727.273,105.594639865997,2693712743700.0,23.6235008375209,23.4278540565231,5.73071216788017,3.86671570297274,72.3171412618649,98833693.0,1.04475504427418,702491598800.0,38.6376326074819,26.2914417821177,67222800000.0,36.2125516471245,6.99168459330339,973037082400.0,58960618181.8182,12.2039844657607,18.3168316831684,36.4311405256934,58.8154956247742,15.5223673925181,8.02767760444874,462138658500.0,25273236363.6364,2.98960048252642,26224000000.0,48382000000.0,45.8216638749302,-12461900000.0,-19758900000.0,79636081,1.78,24911900000.0,17614900000.0,46.6682970407594,7.23567123493298,1315877068000.0,75984472727.2727,13.2397010417722,71.6806253489671,8.52000045776367,8.52000045776367,34289704.0,1.73225493566936,43.058,$163B,7.16%,7.16,38.64,-5.600000000000001,0.72,117229090909.09103,2007,2008,32444502467.76033,38.27
"Egypt, Arab Rep.",2009-01-01,2009,12.9979466513145,312989327400.0,24585226860.2541,76967300000.0,24.5538081271266,6.49166666666667,15.1300001144409,24.96,388861219900.0,-14.5122371679437,-6.63980042218384,87.4496257915947,5.65564028932874,3.54835118019574,189147005444.646,2658576269700.0,274326082655.675,4.67359980040543,1042200000000.0,2331,2.74008689745496,32767.40227549,172128963791.488,2660695854792.24,274682615941.92,189300605444.646,3.88570065078055,2120,1.96674168669266,32793.5265203221,23089300000.0,39906900000.0,5.56844546950941,11.3509882939935,19.1901746305891,380017552400.0,12.5503742084053,20.6921032431395,-10.2991285161578,10.9376223373633,201705989110.708,106.639800422184,2783418017800.0,16.8398420648628,16.8261780845755,5.66567268680764,3.71383438251256,76.0986374976012,84124958.0,0.837069313855509,576832234600.0,31.596622529265,-17.8876678973317,53842100000.0,35.8164459796584,5.41158360276692,1025693797600.0,67745735027.2232,11.1855422663012,11.7634954386443,41.5591225862599,65.1653996008539,15.786154289004,3.72296424104499,479343915500.0,29859038112.5227,1.48805710853961,23062000000.0,44946000000.0,35.9551026674343,-9233000000.0,-16817600000.0,81134789,1.86,21519800000.0,13935200000.0,46.5660621761658,4.14334176237807,1370398352100.0,88078312159.7096,5.80347976622428,56.5534446363462,9.09000015258789,9.09000015258789,34919602.0,1.82031992432262,43.039,$189B,4.67%,4.67,31.6,-6.640000000000001,0.57,107813793103.44821,2008,2009,-9415297805.642822,-8.03
"Egypt, Arab Rep.",2010-01-01,2010,13.3407591579645,323864081100.0,29214083484.5735,86377000000.0,24.8047398857874,6.23333333333333,14.7399997711182,21.35,377258102900.0,-2.983870956066,-5.23785844521797,85.7367810376264,4.15693345067953,2.91601657550141,218983666061.706,2795419434200.0,288446290408.724,5.14723485873294,1206600000000.0,2645,3.08084197232151,33776.9141580327,196291853712.876,2740244837725.51,282895024995.843,214618966061.706,2.98978114277865,2370,0.96578734577173,33110.2422496877,25024200000.0,45144500000.0,4.50549450247884,11.163600198906,19.5010774075916,409879632700.0,14.2632189623736,19.2132604011271,7.95847248900094,10.5037543510691,230453720508.167,105.237858445218,2913187856000.0,17.9503889441406,18.3154455095606,4.11686587116,2.07072218244892,74.5731808387204,104581857.0,0.95301989014809,558605193800.0,26.5871042599039,-3.15985128893489,59862200000.0,35.7845184816841,4.41906659726887,1071019889600.0,78362250453.7205,10.1068646283367,11.2651882653186,41.6747729399284,59.8724065541613,16.102270843693,5.06365922569012,503616257900.0,35261343012.7042,0.508671464398453,26438000000.0,52923000000.0,36.2406025194762,-11031000000.0,-20120300000.0,82761244,1.98,23807000000.0,14717700000.0,46.2327200397812,5.48160859102656,1445518225900.0,101242105263.158,5.85160860874185,47.9363500745898,8.76000022888184,8.76000022888184,35603060.0,1.9383255793745,43.019,$219B,5.15%,5.15,26.59,-5.239999999999998,0.48,105112159709.61887,2009,2010,-2701633393.8293457,-2.51
"Egypt, Arab Rep.",2011-01-01,2011,13.8691050980964,332679536200.0,32729655765.9208,97398100000.0,24.3359516229823,6.74166666666667,15.710000038147,20.57,381962069200.0,1.24688277437659,-4.12077893662023,87.0177229961345,5.35180341969199,-0.204542848807527,235989672977.625,2844746621400.0,293536132737.952,1.76457194925801,1371100000000.0,2791,-0.363927634374789,33653.9906333726,216784268952.982,2769913248276.33,285957906687.585,229940172977.625,1.08269196030835,2560,-1.03154547644205,32768.695043522,27913400000.0,47311500000.0,3.7854889744616,11.4506600539713,17.1030559404857,402248334000.0,12.9822770038655,16.7067609948217,-2.98829026467091,10.3330245788053,245714285714.286,104.12077893662,3039528692400.0,16.8687182554154,17.3125176566451,5.53252551009327,3.32521571351737,75.5670629421632,133427057.0,0.991983719399482,605566628500.0,24.6882065494858,8.40690978552088,61381100000.0,35.9517175990081,0.423601703764277,1075556748100.0,84842340791.7384,11.6629763504481,10.0649259874818,42.5886329237691,52.3259116679932,15.7671942236161,-0.949808554621725,498832867600.0,37208950086.0585,0.0104185665302745,30528000000.0,58903000000.0,37.8961498067245,-14328100000.0,-19398100000.0,84529251,2.11,19139600000.0,14069600000.0,45.7160236306615,2.48776639101939,1481479342500.0,107885094664.372,5.8239452482108,45.2556341623514,11.8500003814697,11.8500003814697,36347578.0,2.06959825531671,43.0,$236B,1.76%,1.76,24.69,-4.120000000000001,0.45,106195352839.93126,2010,2011,1083193130.3123932,1.03
"Egypt, Arab Rep.",2012-01-01,2012,11.2727652713919,342391602500.0,31464166666.6667,124457000000.0,25.9035555287296,7.64166666666667,15.6800003051758,16.4,373181332000.0,-2.29885056869411,-7.91783603033379,91.8910849704425,6.14092023565726,1.00234071774049,279116666666.667,2908076364900.0,300070833527.974,2.22619979662137,1674700000000.0,3229,-0.0129584539262453,33649.629596502,245180041720.371,2838761143325.69,293065566091.869,272637266666.667,2.48556141937668,2840,0.240722123083216,32847.5765419374,26834500000.0,52350400000.0,3.1408307952029,11.1781214545889,16.0267510598913,423117192100.0,8.10891502955753,14.6932704364961,-1.50432430757421,9.16716426822715,301216666666.667,107.917836030334,3222350833700.0,12.8782110228698,13.1842699909697,6.48134158980476,4.14897889902267,80.7129635158536,78780353.0,0.616318565889833,670969539900.0,24.3148026512211,10.8002832920308,68800800000.0,39.2513047112916,1.08163389988962,1087190334500.0,109556933333.333,19.4828774717686,7.11172943343078,43.4524440845351,50.892705894857,16.165468442109,0.736417854275317,502506361900.0,45120516666.6667,0.0080614507993452,29409000000.0,69200000000.0,35.3289544396011,-20199500000.0,-25515900000.0,86422240,2.21,21766800000.0,16450400000.0,51.7716367110527,2.75558125779267,1522302709600.0,144503266666.667,3.65991801536414,40.7117692721084,12.6000003814697,12.6000003814697,37114895.0,2.08907997472406,42.946,$279B,2.23%,2.23,24.31,-7.91,0.41,114437833333.33347,2011,2012,8242480493.402206,7.76
