Indicator,  Merchandise imports by product group – annual (Million US dollar),,,,,,,,
,,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2015,2016,2017,2018,2019,2020,
Saint Vincent and the Grenadines,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,10,9,8,11,10,8,
Saint Vincent and the Grenadines,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,1,1,1,0,
Saint Vincent and the Grenadines,SI3_AGG - MAMTTE - Transport equipment,World,17,24,30,22,21,10,
Saint Vincent and the Grenadines,SI3_AGG - MAMTAU - Automotive products,World,13,17,18,16,16,8,
Saint Vincent and the Grenadines,SI3_AGG - MATE - Textiles,World,4,4,5,6,5,4,
Saint Vincent and the Grenadines,SI3_AGG - MACL - Clothing,World,7,6,6,6,6,5,
Samoa,SI3_AGG - TO - Total merchandise,World,371,350,356,363,391,312,
Samoa,SI3_AGG - AG - Agricultural products,World,107,106,108,113,109,126,
Samoa,SI3_AGG - AGFO - Food,World,100,99,99,103,100,115,
Samoa,SI3_AGG - MI - Fuels and mining products,World,57,49,59,70,70,44,
Samoa,SI3_AGG - MIFU - Fuels,World,55,48,57,67,66,40,
Samoa,SI3_AGG - MA - Manufactures,World,206,194,189,180,208,141,
Samoa,SI3_AGG - MAIS - Iron and steel,World,9,8,13,9,11,11,
Samoa,SI3_AGG - MACH - Chemicals,World,30,26,24,27,26,25,
Samoa,SI3_AGG - MACHPH - Pharmaceuticals,World,6,5,5,5,5,4,
Samoa,SI3_AGG - MAMT - Machinery and transport equipment,World,68,74,71,68,88,46,
Samoa,SI3_AGG - MAMTOF - Office and telecom equipment,World,14,16,12,13,16,14,
Samoa,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,3,4,3,4,4,6,
Samoa,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,7,9,8,8,12,7,
Samoa,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,4,3,1,1,0,1,
Samoa,SI3_AGG - MAMTTE - Transport equipment,World,24,27,26,27,37,15,
Samoa,SI3_AGG - MAMTAU - Automotive products,World,18,25,23,26,35,14,
Samoa,SI3_AGG - MATE - Textiles,World,5,4,4,4,6,4,
Samoa,SI3_AGG - MACL - Clothing,World,4,4,4,5,7,6,
Sao Tomé and Principe,SI3_AGG - TO - Total merchandise,World,142,139,147,148,148,136,
Sao Tomé and Principe,SI3_AGG - AG - Agricultural products,World,45,47,46,45,48,52,
Sao Tomé and Principe,SI3_AGG - AGFO - Food,World,44,45,44,43,46,49,
Sao Tomé and Principe,SI3_AGG - MI - Fuels and mining products,World,2,3,30,34,36,3,
Sao Tomé and Principe,SI3_AGG - MIFU - Fuels,World,1,1,29,33,34,2,
Sao Tomé and Principe,SI3_AGG - MA - Manufactures,World,63,68,71,69,64,79,
Sao Tomé and Principe,SI3_AGG - MAIS - Iron and steel,World,1,1,1,1,1,5,
Sao Tomé and Principe,SI3_AGG - MACH - Chemicals,World,6,8,8,8,9,12,
Sao Tomé and Principe,SI3_AGG - MACHPH - Pharmaceuticals,World,1,1,1,1,3,3,
Sao Tomé and Principe,SI3_AGG - MAMT - Machinery and transport equipment,World,26,33,37,33,28,36,
Sao Tomé and Principe,SI3_AGG - MAMTOF - Office and telecom equipment,World,6,6,6,6,6,7,
Sao Tomé and Principe,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,2,2,1,3,2,3,
Sao Tomé and Principe,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,4,4,5,3,4,4,
Sao Tomé and Principe,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0,
Sao Tomé and Principe,SI3_AGG - MAMTTE - Transport equipment,World,10,14,10,10,11,13,
Sao Tomé and Principe,SI3_AGG - MAMTAU - Automotive products,World,8,11,8,7,8,4,
Sao Tomé and Principe,SI3_AGG - MATE - Textiles,World,1,1,2,1,1,1,
Sao Tomé and Principe,SI3_AGG - MACL - Clothing,World,1,2,1,1,1,2,
"Saudi Arabia, Kingdom of",SI3_AGG - TO - Total merchandise,World,174676,140170,134519,137065,153163,137998,
"Saudi Arabia, Kingdom of",SI3_AGG - AG - Agricultural products,World,23649,23328,22443,20550,20858,21457,
"Saudi Arabia, Kingdom of",SI3_AGG - AGFO - Food,World,22421,22281,21487,19556,19759,20336,
"Saudi Arabia, Kingdom of",SI3_AGG - MI - Fuels and mining products,World,7259,6148,7907,8536,7569,8211,
"Saudi Arabia, Kingdom of",SI3_AGG - MIFU - Fuels,World,1215,1756,3029,3974,3890,4041,
"Saudi Arabia, Kingdom of",SI3_AGG - MA - Manufactures,World,127814,102454,94404,94466,104936,93925,
"Saudi Arabia, Kingdom of",SI3_AGG - MAIS - Iron and steel,World,7189,5850,5038,5283,5939,5970,
"Saudi Arabia, Kingdom of",SI3_AGG - MACH - Chemicals,World,16316,14823,15167,15682,16088,15920,
"Saudi Arabia, Kingdom of",SI3_AGG - MACHPH - Pharmaceuticals,World,5676,5249,5399,5614,5385,5712,
"Saudi Arabia, Kingdom of",SI3_AGG - MAMT - Machinery and transport equipment,World,74984,56586,50026,49243,55411,47240,
"Saudi Arabia, Kingdom of",SI3_AGG - MAMTOF - Office and telecom equipment,World,12721,9517,10480,10470,11729,10344,
"Saudi Arabia, Kingdom of",SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,2804,2044,1924,2093,2591,2618,
"Saudi Arabia, Kingdom of",SI3_AGG - MAMTOTTL - Telecommunications equipment,World,9739,7324,8440,8235,8892,7528,
"Saudi Arabia, Kingdom of",SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,177,149,116,143,246,197,
"Saudi Arabia, Kingdom of",SI3_AGG - MAMTTE - Transport equipment,World,31204,23844,19225,20866,25265,19834,
"Saudi Arabia, Kingdom of",SI3_AGG - MAMTAU - Automotive products,World,24668,17847,13085,11634,14746,13722,
"Saudi Arabia, Kingdom of",SI3_AGG - MATE - Textiles,World,1909,1735,1684,1634,2035,1886,
"Saudi Arabia, Kingdom of",SI3_AGG - MACL - Clothing,World,3802,3716,3454,3378,4076,3309,
Senegal,SI3_AGG - TO - Total merchandise,World,5595,5478,6729,8071,8143,7812,
Senegal,SI3_AGG - AG - Agricultural products,World,1312,1380,1719,1820,1724,1991,
Senegal,SI3_AGG - AGFO - Food,World,1214,1279,1614,1699,1597,1876,
Senegal,SI3_AGG - MI - Fuels and mining products,World,1413,1175,1582,2422,2255,1916,
Senegal,SI3_AGG - MIFU - Fuels,World,1316,1084,1474,2255,2106,1809,
Senegal,SI3_AGG - MA - Manufactures,World,2772,2902,3398,3821,4101,3804,
Senegal,SI3_AGG - MAIS - Iron and steel,World,224,212,286,442,405,326,
Senegal,SI3_AGG - MACH - Chemicals,World,577,589,666,747,793,830,
Senegal,SI3_AGG - MACHPH - Pharmaceuticals,World,183,181,216,248,268,284,
Senegal,SI3_AGG - MAMT - Machinery and transport equipment,World,1356,1445,1659,1723,2016,1708,
Senegal,SI3_AGG - MAMTOF - Office and telecom equipment,World,217,234,265,251,281,307,
Senegal,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,35,33,29,38,62,52,
Senegal,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,174,163,198,187,177,186,
Senegal,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,9,38,37,27,42,68,
Senegal,SI3_AGG - MAMTTE - Transport equipment,World,486,535,524,700,782,590,
Senegal,SI3_AGG - MAMTAU - Automotive products,World,335,415,415,482,444,367,
Senegal,SI3_AGG - MATE - Textiles,World,82,66,73,85,92,86,
Senegal,SI3_AGG - MACL - Clothing,World,23,23,28,28,36,41,
Serbia,SI3_AGG - TO - Total merchandise,World,17876,19245,21947,25882,26730,26233,
Serbia,SI3_AGG - AG - Agricultural products,World,1814,1641,1996,2349,2408,2622,
Serbia,SI3_AGG - AGFO - Food,World,1508,1345,1643,1943,2029,2268,
Serbia,SI3_AGG - MI - Fuels and mining products,World,2970,2603,3563,4423,4488,3189,
Serbia,SI3_AGG - MIFU - Fuels,World,2097,1695,2301,3000,2874,1927,
Serbia,SI3_AGG - MA - Manufactures,World,11912,11758,13397,16077,16922,17246,
Serbia,SI3_AGG - MAIS - Iron and steel,World,553,475,660,872,1076,811,
Serbia,SI3_AGG - MACH - Chemicals,World,2728,2666,3055,3505,3677,4121,
Serbia,SI3_AGG - MACHPH - Pharmaceuticals,World,636,623,771,865,975,1265,
Serbia,SI3_AGG - MAMT - Machinery and transport equipment,World,5084,4863,5356,6711,7004,6901,
Serbia,SI3_AGG - MAMTOF - Office and telecom equipment,World,744,681,802,981,1051,1088,
Serbia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,249,216,271,343,343,327,
Serbia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,463,423,461,556,586,595,
Serbia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,32,42,70,82,122,165,
Serbia,SI3_AGG - MAMTTE - Transport equipment,World,2125,1992,1771,2052,2220,1611,
Serbia,SI3_AGG - MAMTAU - Automotive products,World,1886,1719,1612,1776,1530,1212,
Serbia,SI3_AGG - MATE - Textiles,World,505,546,622,683,696,804,
Serbia,SI3_AGG - MACL - Clothing,World,300,333,356,422,447,462,
Seychelles,SI3_AGG - TO - Total merchandise,World,991,1040,1302,1271,1167,1004,
Seychelles,SI3_AGG - AG - Agricultural products,World,250,315,344,325,287,338,
Seychelles,SI3_AGG - AGFO - Food,World,239,303,333,314,273,326,
Seychelles,SI3_AGG - MI - Fuels and mining products,World,178,197,219,240,238,179,
Seychelles,SI3_AGG - MIFU - Fuels,World,173,192,213,234,231,171,
Seychelles,SI3_AGG - MA - Manufactures,World,541,527,738,569,638,486,
Seychelles,SI3_AGG - MAIS - Iron and steel,World,26,27,30,24,30,26,
Seychelles,SI3_AGG - MACH - Chemicals,World,47,59,50,58,61,60,
Seychelles,SI3_AGG - MACHPH - Pharmaceuticals,World,8,7,8,9,11,14,
Seychelles,SI3_AGG - MAMT - Machinery and transport equipment,World,260,202,455,283,332,266,
Seychelles,SI3_AGG - MAMTOF - Office and telecom equipment,World,33,32,32,33,35,32,
Seychelles,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,12,13,12,15,17,11,
Seychelles,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,21,18,19,16,14,18,
Seychelles,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,1,2,4,3,
Seychelles,SI3_AGG - MAMTTE - Transport equipment,World,132,76,267,144,184,147,
Seychelles,SI3_AGG - MAMTAU - Automotive products,World,36,20,49,25,52,23,
Seychelles,SI3_AGG - MATE - Textiles,World,12,9,9,10,16,11,
Seychelles,SI3_AGG - MACL - Clothing,World,8,7,7,8,9,10,
Sierra Leone,SI3_AGG - TO - Total merchandise,World,1530,1068,1301,1354,1576,1257,
Sierra Leone,SI3_AGG - AG - Agricultural products,World,379,314,366,335,460,394,
Sierra Leone,SI3_AGG - AGFO - Food,World,365,273,350,319,446,383,
Sierra Leone,SI3_AGG - MI - Fuels and mining products,World,205,72,18,21,40,43,
Sierra Leone,SI3_AGG - MIFU - Fuels,World,195,59,6,11,32,36,
Sierra Leone,SI3_AGG - MA - Manufactures,World,891,570,683,627,1062,808,
Sierra Leone,SI3_AGG - MAIS - Iron and steel,World,29,39,52,43,63,57,
Sierra Leone,SI3_AGG - MACH - Chemicals,World,123,103,93,100,169,178,
Sierra Leone,SI3_AGG - MACHPH - Pharmaceuticals,World,34,46,22,25,56,89,
Sierra Leone,SI3_AGG - MAMT - Machinery and transport equipment,World,417,238,310,273,410,281,
Sierra Leone,SI3_AGG - MAMTOF - Office and telecom equipment,World,74,17,20,22,52,37,
Sierra Leone,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,10,9,7,5,11,9,
Sierra Leone,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,62,7,10,12,40,25,
Sierra Leone,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,2,4,1,3,
Sierra Leone,SI3_AGG - MAMTTE - Transport equipment,World,156,98,125,99,143,89,
Sierra Leone,SI3_AGG - MAMTAU - Automotive products,World,139,81,103,77,76,58,
Sierra Leone,SI3_AGG - MATE - Textiles,World,15,15,14,8,28,24,
Sierra Leone,SI3_AGG - MACL - Clothing,World,11,4,2,4,15,13,
Singapore,SI3_AGG - TO - Total merchandise,World,297087,283339,327923,370881,359266,329830,
Singapore,SI3_AGG - AG - Agricultural products,World,13535,13202,13987,14886,14423,14608,
Singapore,SI3_AGG - AGFO - Food,World,12185,11852,12664,13420,13269,13553,
Singapore,SI3_AGG - MI - Fuels and mining products,World,69547,55794,76945,91847,79062,53300,
Singapore,SI3_AGG - MIFU - Fuels,World,64575,51043,72375,87872,75264,49239,
Singapore,SI3_AGG - MA - Manufactures,World,206003,204386,219265,246032,248116,240855,
Singapore,SI3_AGG - MAIS - Iron and steel,World,4262,3163,3315,4313,3872,2902,
Singapore,SI3_AGG - MACH - Chemicals,World,22410,22818,26334,29441,29418,27617,
Singapore,SI3_AGG - MACHPH - Pharmaceuticals,World,2645,2712,2961,3406,3621,4022,
Singapore,SI3_AGG - MAMT - Machinery and transport equipment,World,141154,139453,150533,172466,174503,172852,
Singapore,SI3_AGG - MAMTOF - Office and telecom equipment,World,84291,83045,91910,101646,99263,111368,
Singapore,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,14653,13366,15156,17804,19316,20051,
Singapore,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,11409,11113,12197,10939,11516,11669,
Singapore,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,58228,58565,64556,72903,68431,79648,
Singapore,SI3_AGG - MAMTTE - Transport equipment,World,15071,14210,15260,20177,20590,12600,
Singapore,SI3_AGG - MAMTAU - Automotive products,World,4408,4935,4385,4872,4723,3275,
Singapore,SI3_AGG - MATE - Textiles,World,941,912,829,821,791,1694,
Singapore,SI3_AGG - MACL - Clothing,World,2438,2413,2588,2667,2544,2351,
Six East Asian traders,SI3_AGG - TO - Total merchandise,World,1908199,1829502,2071516,2284835,2168865,2052132,
Slovak Republic,SI3_AGG - TO - Total merchandise,World,72837,74680,81617,92902,90001,84464,
Slovak Republic,SI3_AGG - AG - Agricultural products,World,5026,5289,5684,6271,6262,6321,
Slovak Republic,SI3_AGG - AGFO - Food,World,4177,4450,4681,5187,5224,5361,
Slovak Republic,SI3_AGG - MI - Fuels and mining products,World,7887,6826,7992,9803,8287,6571,
Slovak Republic,SI3_AGG - MIFU - Fuels,World,5835,4932,5513,6933,5819,4320,
Slovak Republic,SI3_AGG - MA - Manufactures,World,59923,62564,67525,76539,75107,70351,
Slovak Republic,SI3_AGG - MAIS - Iron and steel,World,2470,2430,3031,3465,3025,2467,
Slovak Republic,SI3_AGG - MACH - Chemicals,World,6430,6784,7267,7732,7314,7420,
Slovak Republic,SI3_AGG - MACHPH - Pharmaceuticals,World,1842,1983,1931,2047,2088,2491,
Slovak Republic,SI3_AGG - MAMT - Machinery and transport equipment,World,34604,36348,39373,45992,46010,43474,
Slovak Republic,SI3_AGG - MAMTOF - Office and telecom equipment,World,10886,10697,12239,12481,11473,10829,
Slovak Republic,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1840,1781,1670,1640,1605,1687,
Slovak Republic,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,8241,8104,9719,9960,9158,8540,
Slovak Republic,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,805,812,850,881,710,602,
Slovak Republic,SI3_AGG - MAMTTE - Transport equipment,World,13007,14200,15120,19290,19991,17991,
Slovak Republic,SI3_AGG - MAMTAU - Automotive products,World,11629,13035,13709,17685,18505,16716,
Slovak Republic,SI3_AGG - MATE - Textiles,World,928,955,1011,974,950,978,
Slovak Republic,SI3_AGG - MACL - Clothing,World,1552,1468,1536,1768,1784,1537,
Slovenia,SI3_AGG - TO - Total merchandise,World,29815,30537,36078,42267,44007,42120,
Slovenia,SI3_AGG - AG - Agricultural products,World,3424,3541,3815,4308,4147,4071,
Slovenia,SI3_AGG - AGFO - Food,World,2665,2749,2966,3305,3262,3263,
Slovenia,SI3_AGG - MI - Fuels and mining products,World,4595,3923,5108,6135,6326,4360,
Slovenia,SI3_AGG - MIFU - Fuels,World,2873,2314,3128,3810,4241,2558,
Slovenia,SI3_AGG - MA - Manufactures,World,21758,23033,27068,31757,33482,33578,
Slovenia,SI3_AGG - MAIS - Iron and steel,World,1376,1357,1703,2070,1776,1626,
Slovenia,SI3_AGG - MACH - Chemicals,World,4170,4326,4900,6007,8407,10141,
Slovenia,SI3_AGG - MACHPH - Pharmaceuticals,World,1175,1277,1423,2047,4480,6007,
Slovenia,SI3_AGG - MAMT - Machinery and transport equipment,World,10132,10748,13106,15268,15119,13738,
Slovenia,SI3_AGG - MAMTOF - Office and telecom equipment,World,1498,1240,1334,1524,1548,1506,
Slovenia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,360,364,393,411,391,420,
Slovenia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1013,715,731,921,933,825,
Slovenia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,125,161,210,193,224,262,
Slovenia,SI3_AGG - MAMTTE - Transport equipment,World,4752,5389,6993,8223,8087,6566,
Slovenia,SI3_AGG - MAMTAU - Automotive products,World,4394,5007,6484,7629,7414,5995,
Slovenia,SI3_AGG - MATE - Textiles,World,504,516,531,605,580,625,
Slovenia,SI3_AGG - MACL - Clothing,World,543,617,707,753,756,836,
Solomon Islands,SI3_AGG - TO - Total merchandise,World,466,454,572,601,590,477,
Solomon Islands,SI3_AGG - AG - Agricultural products,World,116,114,145,138,105,112,
Solomon Islands,SI3_AGG - AGFO - Food,World,112,109,141,133,101,109,
Solomon Islands,SI3_AGG - MI - Fuels and mining products,World,76,75,82,103,116,84,
Solomon Islands,SI3_AGG - MIFU - Fuels,World,75,73,80,101,114,82,
Solomon Islands,SI3_AGG - MA - Manufactures,World,174,265,345,360,318,263,
Solomon Islands,SI3_AGG - MAIS - Iron and steel,World,8,18,17,17,15,20,
Solomon Islands,SI3_AGG - MACH - Chemicals,World,14,31,28,30,27,25,
Solomon Islands,SI3_AGG - MACHPH - Pharmaceuticals,World,2,10,5,4,8,4,
Solomon Islands,SI3_AGG - MAMT - Machinery and transport equipment,World,91,130,201,209,168,97,
Solomon Islands,SI3_AGG - MAMTOF - Office and telecom equipment,World,11,18,21,17,22,19,
Solomon Islands,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,3,5,5,6,6,6,
Solomon Islands,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,5,11,14,8,15,11,
Solomon Islands,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,2,3,2,3,1,1,
Solomon Islands,SI3_AGG - MAMTTE - Transport equipment,World,34,47,49,97,51,32,
Solomon Islands,SI3_AGG - MAMTAU - Automotive products,World,21,33,34,41,29,24,
Solomon Islands,SI3_AGG - MATE - Textiles,World,3,4,6,4,7,8,
Solomon Islands,SI3_AGG - MACL - Clothing,World,2,4,4,4,5,6,
South Africa,SI3_AGG - TO - Total merchandise,World,104651,91692,101576,113972,107539,84063,
South Africa,SI3_AGG - AG - Agricultural products,World,6757,7016,7358,7481,7204,6527,
South Africa,SI3_AGG - AGFO - Food,World,5961,6264,6529,6543,6344,5793,
South Africa,SI3_AGG - MI - Fuels and mining products,World,15671,12108,14540,19760,17137,11509,
South Africa,SI3_AGG - MIFU - Fuels,World,13390,10106,12264,17164,14841,9625,
South Africa,SI3_AGG - MA - Manufactures,World,56701,49869,53993,57596,55855,45300,
South Africa,SI3_AGG - MAIS - Iron and steel,World,1561,1199,1293,1447,1338,1092,
South Africa,SI3_AGG - MACH - Chemicals,World,10156,9120,10375,11560,10716,9980,
South Africa,SI3_AGG - MACHPH - Pharmaceuticals,World,2284,1990,2339,2603,2527,2530,
South Africa,SI3_AGG - MAMT - Machinery and transport equipment,World,30245,25813,27817,28216,27890,21176,
South Africa,SI3_AGG - MAMTOF - Office and telecom equipment,World,8071,6788,7116,7736,7443,5912,
South Africa,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,3027,2416,3135,3493,3460,2746,
South Africa,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,4476,3875,3455,3696,3317,2689,
South Africa,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,567,496,526,546,666,477,
South Africa,SI3_AGG - MAMTTE - Transport equipment,World,9519,7894,8722,8516,8548,5314,
South Africa,SI3_AGG - MAMTAU - Automotive products,World,6920,5605,6675,6839,6712,4225,
South Africa,SI3_AGG - MATE - Textiles,World,1304,1174,1295,1392,1292,1498,
South Africa,SI3_AGG - MACL - Clothing,World,1882,1749,1807,1984,1999,1646,
South and Central America and the Caribbean,SI3_AGG - TO - Total merchandise,World,626664,537195,583784,651820,614651,524247,
South Asian Association for Regional Cooperation (SAARC),SI3_AGG - TO - Total merchandise,World,516613,491047,602286,681396,638407,507282,
Southern African Development Community (SADC),SI3_AGG - TO - Total merchandise,World,195968,164599,177749,202207,191777,153198,
"Southern Common Market (MERCOSUR) excluding Venezuela, Bolivarian Republic of",SI3_AGG - TO - Total merchandise,World,259077,217152,244813,276273,254284,226412,
Spain,SI3_AGG - TO - Total merchandise,World,311851,310921,351981,390562,372750,324994,
Spain,SI3_AGG - AG - Agricultural products,World,39198,40344,44710,48633,46641,45227,
Spain,SI3_AGG - AGFO - Food,World,35257,36377,40284,43430,41826,40786,
Spain,SI3_AGG - MI - Fuels and mining products,World,53622,44171,59469,71796,63045,42217,
Spain,SI3_AGG - MIFU - Fuels,World,42754,33795,45985,56355,49955,30902,
Spain,SI3_AGG - MA - Manufactures,World,218045,225174,246524,268630,261463,237548,
Spain,SI3_AGG - MAIS - Iron and steel,World,7679,7126,9208,10911,9690,7755,
Spain,SI3_AGG - MACH - Chemicals,World,46878,45647,49747,55974,55332,55102,
Spain,SI3_AGG - MACHPH - Pharmaceuticals,World,15340,14612,14901,16639,16532,18131,
Spain,SI3_AGG - MAMT - Machinery and transport equipment,World,98566,103318,113697,120804,117078,102515,
Spain,SI3_AGG - MAMTOF - Office and telecom equipment,World,15527,15107,16345,18050,17892,18154,
Spain,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,5700,5554,6329,6596,5993,6413,
Spain,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,8925,8630,9053,9974,9539,9658,
Spain,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,901,924,963,1479,2361,2084,
Spain,SI3_AGG - MAMTTE - Transport equipment,World,51557,55022,60846,62180,59036,46939,
Spain,SI3_AGG - MAMTAU - Automotive products,World,41434,43368,46456,49803,46802,36096,
Spain,SI3_AGG - MATE - Textiles,World,4267,4530,4736,4885,4714,6377,
Spain,SI3_AGG - MACL - Clothing,World,16367,17632,18709,20143,20394,17602,
Sri Lanka,SI3_AGG - TO - Total merchandise,World,18935,19183,20980,22233,19937,16055,
Sri Lanka,SI3_AGG - AG - Agricultural products,World,2905,2745,3150,2961,2637,2787,
Sri Lanka,SI3_AGG - AGFO - Food,World,2489,2328,2762,2566,2260,2438,
Sri Lanka,SI3_AGG - MI - Fuels and mining products,World,2909,2617,3526,4194,3715,2361,
Sri Lanka,SI3_AGG - MIFU - Fuels,World,2653,2334,3215,3879,3438,2106,
Sri Lanka,SI3_AGG - MA - Manufactures,World,13104,13750,13794,14499,13124,10469,
Sri Lanka,SI3_AGG - MAIS - Iron and steel,World,668,687,912,949,800,626,
Sri Lanka,SI3_AGG - MACH - Chemicals,World,2194,2096,2043,2342,2187,2167,
Sri Lanka,SI3_AGG - MACHPH - Pharmaceuticals,World,423,479,475,481,504,550,
Sri Lanka,SI3_AGG - MAMT - Machinery and transport equipment,World,5151,5169,5177,5451,4296,3210,
Sri Lanka,SI3_AGG - MAMTOF - Office and telecom equipment,World,817,968,1014,983,873,813,
Sri Lanka,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,233,269,294,257,226,220,
Sri Lanka,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,545,628,630,644,576,520,
Sri Lanka,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,39,72,90,81,70,73,
Sri Lanka,SI3_AGG - MAMTTE - Transport equipment,World,2526,2043,2112,2538,1519,706,
Sri Lanka,SI3_AGG - MAMTAU - Automotive products,World,1958,1176,1152,1880,1048,465,
Sri Lanka,SI3_AGG - MATE - Textiles,World,2190,2610,2660,2780,2803,2261,
Sri Lanka,SI3_AGG - MACL - Clothing,World,340,315,314,259,238,173,
Sudan,SI3_AGG - TO - Total merchandise,World,9509,8311,9134,7850,9291,9838,
Sudan,SI3_AGG - AG - Agricultural products,World,1773,1536,2245,3185,3367,3831,
Sudan,SI3_AGG - AGFO - Food,World,1725,1495,2176,3136,3322,3793,
Sudan,SI3_AGG - MI - Fuels and mining products,World,272,178,941,1421,795,603,
Sudan,SI3_AGG - MIFU - Fuels,World,204,134,864,1348,632,335,
Sudan,SI3_AGG - MA - Manufactures,World,6273,5817,5944,3243,3477,3714,
Sudan,SI3_AGG - MAIS - Iron and steel,World,357,331,531,218,170,182,
Sudan,SI3_AGG - MACH - Chemicals,World,1205,1117,1290,1172,1132,1061,
Sudan,SI3_AGG - MACHPH - Pharmaceuticals,World,507,471,512,415,400,395,
Sudan,SI3_AGG - MAMT - Machinery and transport equipment,World,3109,2883,3371,1365,1368,1730,
Sudan,SI3_AGG - MAMTOF - Office and telecom equipment,World,191,177,172,168,168,108,
Sudan,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,40,37,47,43,45,20,
Sudan,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,150,139,105,106,111,73,
Sudan,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,2,2,20,20,12,15,
Sudan,SI3_AGG - MAMTTE - Transport equipment,World,1622,1504,1397,1163,1499,2043,
Sudan,SI3_AGG - MAMTAU - Automotive products,World,764,708,1076,928,1196,1618,
Sudan,SI3_AGG - MATE - Textiles,World,319,296,400,349,457,521,
Sudan,SI3_AGG - MACL - Clothing,World,177,164,199,136,245,214,
Suriname,SI3_AGG - TO - Total merchandise,World,2028,1252,1280,1486,1702,1329,
Suriname,SI3_AGG - AG - Agricultural products,World,259,227,199,206,227,192,
Suriname,SI3_AGG - AGFO - Food,World,255,222,188,205,225,190,
Suriname,SI3_AGG - MI - Fuels and mining products,World,244,184,14,15,196,124,
Suriname,SI3_AGG - MIFU - Fuels,World,234,179,8,10,190,117,
Suriname,SI3_AGG - MA - Manufactures,World,955,604,644,753,1081,871,
Suriname,SI3_AGG - MAIS - Iron and steel,World,40,19,23,35,38,37,
Suriname,SI3_AGG - MACH - Chemicals,World,171,86,96,105,133,110,
Suriname,SI3_AGG - MACHPH - Pharmaceuticals,World,11,8,10,4,7,4,
Suriname,SI3_AGG - MAMT - Machinery and transport equipment,World,418,306,337,395,599,455,
Suriname,SI3_AGG - MAMTOF - Office and telecom equipment,World,47,28,22,20,36,24,
Suriname,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,26,17,15,13,13,8,
Suriname,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,20,11,6,6,21,15,
Suriname,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,0,1,1,2,1,
Suriname,SI3_AGG - MAMTTE - Transport equipment,World,133,71,84,124,202,136,
Suriname,SI3_AGG - MAMTAU - Automotive products,World,109,59,70,96,160,93,
Suriname,SI3_AGG - MATE - Textiles,World,12,8,9,8,12,10,
Suriname,SI3_AGG - MACL - Clothing,World,14,6,8,11,15,15,
