Reporting Economy,Product/Sector,Partner Economy,Year,Value,Product/Sector-reformatted,Type,Direction
United States of America,SI3_AGG - AG - Agricultural products,World,2014,156912,Agricultural products,merchandise,imports
United States of America,SI3_AGG - MI - Fuels and mining products,World,2014,409556,Fuels and mining products,merchandise,imports
United States of America,SI3_AGG - MAIS - Iron and steel,World,2014,49373,Iron and steel,merchandise,imports
United States of America,SI3_AGG - MACH - Chemicals,World,2014,211687,Chemicals,merchandise,imports
United States of America,SI3_AGG - MAMT - Machinery and transport equipment,World,2014,956156,Machinery and transport equipment,merchandise,imports
United States of America,SI3_AGG - MATE - Textiles,World,2014,28268,Textiles,merchandise,imports
United States of America,SI3_AGG - MACL - Clothing,World,2014,93177,Clothing,merchandise,imports
Australia,SI3_AGG - TO - Total merchandise,World,2015,208501,Total merchandise,merchandise,imports
Australia,SI3_AGG - AG - Agricultural products,World,2015,14557,Agricultural products,merchandise,imports
Australia,SI3_AGG - MI - Fuels and mining products,World,2015,24918,Fuels and mining products,merchandise,imports
Australia,SI3_AGG - MAIS - Iron and steel,World,2015,3784,Iron and steel,merchandise,imports
Australia,SI3_AGG - MACH - Chemicals,World,2015,20188,Chemicals,merchandise,imports
Australia,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,79238,Machinery and transport equipment,merchandise,imports
Australia,SI3_AGG - MATE - Textiles,World,2015,2705,Textiles,merchandise,imports
Australia,SI3_AGG - MACL - Clothing,World,2015,6602,Clothing,merchandise,imports
Brazil,SI3_AGG - TO - Total merchandise,World,2015,179091,Total merchandise,merchandise,imports
Brazil,SI3_AGG - AG - Agricultural products,World,2015,10638,Agricultural products,merchandise,imports
Brazil,SI3_AGG - MI - Fuels and mining products,World,2015,30641,Fuels and mining products,merchandise,imports
Brazil,SI3_AGG - MAIS - Iron and steel,World,2015,3525,Iron and steel,merchandise,imports
Brazil,SI3_AGG - MACH - Chemicals,World,2015,37908,Chemicals,merchandise,imports
Brazil,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,64051,Machinery and transport equipment,merchandise,imports
Brazil,SI3_AGG - MATE - Textiles,World,2015,3335,Textiles,merchandise,imports
Brazil,SI3_AGG - MACL - Clothing,World,2015,2707,Clothing,merchandise,imports
Canada,SI3_AGG - TO - Total merchandise,World,2015,430124,Total merchandise,merchandise,imports
Canada,SI3_AGG - AG - Agricultural products,World,2015,38216,Agricultural products,merchandise,imports
Canada,SI3_AGG - MI - Fuels and mining products,World,2015,41706,Fuels and mining products,merchandise,imports
Canada,SI3_AGG - MAIS - Iron and steel,World,2015,9506,Iron and steel,merchandise,imports
Canada,SI3_AGG - MACH - Chemicals,World,2015,45019,Chemicals,merchandise,imports
Canada,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,182333,Machinery and transport equipment,merchandise,imports
Canada,SI3_AGG - MATE - Textiles,World,2015,4388,Textiles,merchandise,imports
Canada,SI3_AGG - MACL - Clothing,World,2015,9895,Clothing,merchandise,imports
China,SI3_AGG - TO - Total merchandise,World,2015,1679566,Total merchandise,merchandise,imports
China,SI3_AGG - AG - Agricultural products,World,2015,159621,Agricultural products,merchandise,imports
China,SI3_AGG - MI - Fuels and mining products,World,2015,356196,Fuels and mining products,merchandise,imports
China,SI3_AGG - MAIS - Iron and steel,World,2015,19455,Iron and steel,merchandise,imports
China,SI3_AGG - MACH - Chemicals,World,2015,170699,Chemicals,merchandise,imports
China,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,683235,Machinery and transport equipment,merchandise,imports
China,SI3_AGG - MATE - Textiles,World,2015,18970,Textiles,merchandise,imports
China,SI3_AGG - MACL - Clothing,World,2015,6569,Clothing,merchandise,imports
France,SI3_AGG - TO - Total merchandise,World,2015,570758,Total merchandise,merchandise,imports
France,SI3_AGG - AG - Agricultural products,World,2015,61315,Agricultural products,merchandise,imports
France,SI3_AGG - MI - Fuels and mining products,World,2015,73642,Fuels and mining products,merchandise,imports
France,SI3_AGG - MAIS - Iron and steel,World,2015,12484,Iron and steel,merchandise,imports
France,SI3_AGG - MACH - Chemicals,World,2015,79814,Chemicals,merchandise,imports
France,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,201708,Machinery and transport equipment,merchandise,imports
France,SI3_AGG - MATE - Textiles,World,2015,6693,Textiles,merchandise,imports
France,SI3_AGG - MACL - Clothing,World,2015,23212,Clothing,merchandise,imports
Germany,SI3_AGG - TO - Total merchandise,World,2015,1051132,Total merchandise,merchandise,imports
Germany,SI3_AGG - AG - Agricultural products,World,2015,104304,Agricultural products,merchandise,imports
Germany,SI3_AGG - MI - Fuels and mining products,World,2015,141228,Fuels and mining products,merchandise,imports
Germany,SI3_AGG - MAIS - Iron and steel,World,2015,26530,Iron and steel,merchandise,imports
Germany,SI3_AGG - MACH - Chemicals,World,2015,145177,Chemicals,merchandise,imports
Germany,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,387407,Machinery and transport equipment,merchandise,imports
Germany,SI3_AGG - MATE - Textiles,World,2015,12555,Textiles,merchandise,imports
Germany,SI3_AGG - MACL - Clothing,World,2015,34681,Clothing,merchandise,imports
India,SI3_AGG - TO - Total merchandise,World,2015,394131,Total merchandise,merchandise,imports
India,SI3_AGG - AG - Agricultural products,World,2015,27718,Agricultural products,merchandise,imports
India,SI3_AGG - MI - Fuels and mining products,World,2015,129921,Fuels and mining products,merchandise,imports
India,SI3_AGG - MAIS - Iron and steel,World,2015,10090,Iron and steel,merchandise,imports
India,SI3_AGG - MACH - Chemicals,World,2015,46819,Chemicals,merchandise,imports
India,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,80445,Machinery and transport equipment,merchandise,imports
India,SI3_AGG - MATE - Textiles,World,2015,3875,Textiles,merchandise,imports
India,SI3_AGG - MACL - Clothing,World,2015,672,Clothing,merchandise,imports
Indonesia,SI3_AGG - TO - Total merchandise,World,2015,142695,Total merchandise,merchandise,imports
Indonesia,SI3_AGG - AG - Agricultural products,World,2015,18359,Agricultural products,merchandise,imports
Indonesia,SI3_AGG - MI - Fuels and mining products,World,2015,29887,Fuels and mining products,merchandise,imports
Indonesia,SI3_AGG - MAIS - Iron and steel,World,2015,7536,Iron and steel,merchandise,imports
Indonesia,SI3_AGG - MACH - Chemicals,World,2015,21183,Chemicals,merchandise,imports
Indonesia,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,45129,Machinery and transport equipment,merchandise,imports
Indonesia,SI3_AGG - MATE - Textiles,World,2015,5709,Textiles,merchandise,imports
Indonesia,SI3_AGG - MACL - Clothing,World,2015,493,Clothing,merchandise,imports
Iran,SI3_AGG - TO - Total merchandise,World,2015,44937,Total merchandise,merchandise,imports
Iran,SI3_AGG - AG - Agricultural products,World,2015,10389,Agricultural products,merchandise,imports
Iran,SI3_AGG - MI - Fuels and mining products,World,2015,1228,Fuels and mining products,merchandise,imports
Iran,SI3_AGG - MAIS - Iron and steel,World,2015,3397,Iron and steel,merchandise,imports
Iran,SI3_AGG - MACH - Chemicals,World,2015,5902,Chemicals,merchandise,imports
Iran,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,14753,Machinery and transport equipment,merchandise,imports
Iran,SI3_AGG - MATE - Textiles,World,2015,661,Textiles,merchandise,imports
Iran,SI3_AGG - MACL - Clothing,World,2015,26,Clothing,merchandise,imports
Italy,SI3_AGG - TO - Total merchandise,World,2015,410919,Total merchandise,merchandise,imports
Italy,SI3_AGG - AG - Agricultural products,World,2015,54067,Agricultural products,merchandise,imports
Italy,SI3_AGG - MI - Fuels and mining products,World,2015,71413,Fuels and mining products,merchandise,imports
Italy,SI3_AGG - MAIS - Iron and steel,World,2015,16694,Iron and steel,merchandise,imports
Italy,SI3_AGG - MACH - Chemicals,World,2015,65365,Chemicals,merchandise,imports
Italy,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,111547,Machinery and transport equipment,merchandise,imports
Italy,SI3_AGG - MATE - Textiles,World,2015,7712,Textiles,merchandise,imports
Italy,SI3_AGG - MACL - Clothing,World,2015,15402,Clothing,merchandise,imports
Japan,SI3_AGG - TO - Total merchandise,World,2015,648117,Total merchandise,merchandise,imports
Japan,SI3_AGG - AG - Agricultural products,World,2015,74119,Agricultural products,merchandise,imports
Japan,SI3_AGG - MI - Fuels and mining products,World,2015,167933,Fuels and mining products,merchandise,imports
Japan,SI3_AGG - MAIS - Iron and steel,World,2015,6972,Iron and steel,merchandise,imports
Japan,SI3_AGG - MACH - Chemicals,World,2015,63616,Chemicals,merchandise,imports
Japan,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,176663,Machinery and transport equipment,merchandise,imports
Japan,SI3_AGG - MATE - Textiles,World,2015,8178,Textiles,merchandise,imports
Japan,SI3_AGG - MACL - Clothing,World,2015,28564,Clothing,merchandise,imports
"Korea, Republic of",SI3_AGG - TO - Total merchandise,World,2015,436499,Total merchandise,merchandise,imports
"Korea, Republic of",SI3_AGG - AG - Agricultural products,World,2015,33046,Agricultural products,merchandise,imports
"Korea, Republic of",SI3_AGG - MI - Fuels and mining products,World,2015,132743,Fuels and mining products,merchandise,imports
"Korea, Republic of",SI3_AGG - MAIS - Iron and steel,World,2015,15569,Iron and steel,merchandise,imports
"Korea, Republic of",SI3_AGG - MACH - Chemicals,World,2015,43292,Chemicals,merchandise,imports
"Korea, Republic of",SI3_AGG - MAMT - Machinery and transport equipment,World,2015,145473,Machinery and transport equipment,merchandise,imports
"Korea, Republic of",SI3_AGG - MATE - Textiles,World,2015,5168,Textiles,merchandise,imports
"Korea, Republic of",SI3_AGG - MACL - Clothing,World,2015,8517,Clothing,merchandise,imports
Mexico,SI3_AGG - TO - Total merchandise,World,2015,405282,Total merchandise,merchandise,imports
Mexico,SI3_AGG - AG - Agricultural products,World,2015,27071,Agricultural products,merchandise,imports
Mexico,SI3_AGG - MI - Fuels and mining products,World,2015,33347,Fuels and mining products,merchandise,imports
Mexico,SI3_AGG - MAIS - Iron and steel,World,2015,10734,Iron and steel,merchandise,imports
Mexico,SI3_AGG - MACH - Chemicals,World,2015,42106,Chemicals,merchandise,imports
Mexico,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,190700,Machinery and transport equipment,merchandise,imports
Mexico,SI3_AGG - MATE - Textiles,World,2015,6484,Textiles,merchandise,imports
Mexico,SI3_AGG - MACL - Clothing,World,2015,3782,Clothing,merchandise,imports
Netherlands,SI3_AGG - TO - Total merchandise,World,2015,512105,Total merchandise,merchandise,imports
Netherlands,SI3_AGG - AG - Agricultural products,World,2015,68056,Agricultural products,merchandise,imports
Netherlands,SI3_AGG - MI - Fuels and mining products,World,2015,100645,Fuels and mining products,merchandise,imports
Netherlands,SI3_AGG - MAIS - Iron and steel,World,2015,9758,Iron and steel,merchandise,imports
Netherlands,SI3_AGG - MACH - Chemicals,World,2015,67454,Chemicals,merchandise,imports
Netherlands,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,170922,Machinery and transport equipment,merchandise,imports
Netherlands,SI3_AGG - MATE - Textiles,World,2015,3669,Textiles,merchandise,imports
Netherlands,SI3_AGG - MACL - Clothing,World,2015,13367,Clothing,merchandise,imports
Russian Federation,SI3_AGG - TO - Total merchandise,World,2015,193019,Total merchandise,merchandise,imports
Russian Federation,SI3_AGG - AG - Agricultural products,World,2015,27519,Agricultural products,merchandise,imports
Russian Federation,SI3_AGG - MI - Fuels and mining products,World,2015,7515,Fuels and mining products,merchandise,imports
Russian Federation,SI3_AGG - MAIS - Iron and steel,World,2015,4253,Iron and steel,merchandise,imports
Russian Federation,SI3_AGG - MACH - Chemicals,World,2015,27436,Chemicals,merchandise,imports
Russian Federation,SI3_AGG - MAMT - Machinery and transport equipment,World,2015,76382,Machinery and transport equipment,merchandise,imports
Russian Federation,SI3_AGG - MATE - Textiles,World,2015,2750,Textiles,merchandise,imports
Russian Federation,SI3_AGG - MACL - Clothing,World,2015,5589,Clothing,merchandise,imports
"Saudi Arabia, Kingdom of",SI3_AGG - TO - Total merchandise,World,2015,174676,Total merchandise,merchandise,imports
"Saudi Arabia, Kingdom of",SI3_AGG - AG - Agricultural products,World,2015,23649,Agricultural products,merchandise,imports
"Saudi Arabia, Kingdom of",SI3_AGG - MI - Fuels and mining products,World,2015,7259,Fuels and mining products,merchandise,imports
"Saudi Arabia, Kingdom of",SI3_AGG - MAIS - Iron and steel,World,2015,7189,Iron and steel,merchandise,imports
"Saudi Arabia, Kingdom of",SI3_AGG - MACH - Chemicals,World,2015,16316,Chemicals,merchandise,imports
"Saudi Arabia, Kingdom of",SI3_AGG - MAMT - Machinery and transport equipment,World,2015,74984,Machinery and transport equipment,merchandise,imports
"Saudi Arabia, Kingdom of",SI3_AGG - MATE - Textiles,World,2015,1909,Textiles,merchandise,imports
"Saudi Arabia, Kingdom of",SI3_AGG - MACL - Clothing,World,2015,3802,Clothing,merchandise,imports
Spain,SI3_AGG - TO - Total merchandise,World,2015,311851,Total merchandise,merchandise,imports
Spain,SI3_AGG - AG - Agricultural products,World,2015,39198,Agricultural products,merchandise,imports
Spain,SI3_AGG - MI - Fuels and mining products,World,2015,53622,Fuels and mining products,merchandise,imports
Spain,SI3_AGG - MAIS - Iron and steel,World,2015,7679,Iron and steel,merchandise,imports
