Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,1031391,100,394554,100,636837,100,-242283,001D1112 Index,112D1001 Index
Advanced Economies,772219,74.87,308878,78.29,463341,72.76,-154463,110D1112 Index,112D1110 Index
European Union,519230,50.34,199593,50.59,319637,50.19,-120044,998D1112 Index,112D1998 Index
Euro-zone,454303,44.05,174587,44.25,279716,43.92,-105129,995D1112 Index,112D1995 Index
Emerging and Developing Economies,250037.6,24.24,85635.6,21.7,164402,25.82,-78766.4,200I1112 Index,112D1200 Index
Non Fuel Exporting Countries,214008.4,20.75,65681.4,16.65,148327,23.29,-82645.6,092D1112 Index,112D1092 Index
Germany,130232.9,12.63,43422.6,11.01,86810.3,13.63,-43387.7,134D1112 Index,112D1134 Index
Developing Asia,119357,11.57,29295.4,7.42,90061.6,14.14,-60766.2,505D1112 Index,112D1505 Index
United States,113598.8,11.01,54326.1,13.77,59272.7,9.31,-4946.6,111D1112 Index,112D1111 Index
China,77498.5,7.51,18648,4.73,58850.5,9.24,-40202.5,924D1112 Index,112D1924 Index
Netherlands,73474.7,7.12,26628.4,6.75,46846.3,7.36,-20217.9,138D1112 Index,112D1138 Index
Developing Europe,61334.1,5.95,22624.1,5.73,38710,6.08,-16085.9,170D1112 Index,112D1170 Index
France,58252.9,5.65,25415.3,6.44,32837.6,5.16,-7422.3,132D1112 Index,112D1132 Index
Belgium,50086.5,4.86,18078.6,4.58,32007.9,5.03,-13929.3,124D1112 Index,112D1124 Index
Switzerland,47633.5,4.62,19009,4.82,28624.5,4.49,-9615.5,146D1112 Index,112D1146 Index
Ireland,40435.9,3.92,22799.6,5.78,17636.3,2.77,5163.3,178D1112 Index,112D1178 Index
Fuel Exporting Countries,36029,3.49,19954.2,5.06,16074.8,2.52,3879.4,080D1112 Index,112D1080 Index
Italy,35633,3.45,12455.5,3.16,23177.5,3.64,-10722,136D1112 Index,112D1136 Index
Spain,34819.6,3.38,13640.7,3.46,21178.9,3.33,-7538.2,184D1112 Index,112D1184 Index
Sub-Saharan Africa,21967.93,2.13,8254.23,2.09,13713.7,2.15,-5459.47,603D1112 Index,112D1603 Index
Norway,21498.16,2.08,3660.36,0.93,17837.8,2.8,-14177.44,142D1112 Index,112D1142 Index
Canada,20261.96,1.96,6589.66,1.67,13672.3,2.15,-7082.64,156D1112 Index,112D1156 Index
Japan,18924.51,1.83,6511.11,1.65,12413.4,1.95,-5902.29,158D1112 Index,112D1158 Index
Developing Western Hemisphere,18577.84,1.8,8001.64,2.03,10576.2,1.66,-2574.56,205D1112 Index,112D1205 Index
Poland,18144.74,1.76,5707.04,1.45,12437.7,1.95,-6730.66,964D1112 Index,112D1964 Index
Turkey,17489.47,1.7,5479.97,1.39,12009.5,1.89,-6529.53,186D1112 Index,112D1186 Index
Sweden,15713.38,1.52,7278.71,1.84,8434.67,1.32,-1155.96,144D1112 Index,112D1144 Index
Hong Kong,14243.77,1.38,6504.19,1.65,7739.58,1.22,-1235.39,532D1112 Index,112D1532 Index
Australia,12849.97,1.25,5627.19,1.43,7222.78,1.13,-1595.59,193D1112 Index,112D1193 Index
CIS Countries,12464.21,1.21,5544.97,1.41,6919.24,1.09,-1374.27,901D1112 Index,112D1901 Index
