Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,121373.6,100,69182.5,100,52191.1,100,16991.4,001D1429 Index,429D1001 Index
Emerging and Developing Economies,77216,63.62,44956.3,64.98,32259.7,61.81,12696.6,200I1429 Index,429D1200 Index
Non Fuel Exporting Countries,64640.6,53.26,41693.8,60.27,22946.8,43.97,18747,092D1429 Index,429D1092 Index
Developing Asia,48356.9,39.84,30900.4,44.67,17456.5,33.45,13443.9,505D1429 Index,429D1505 Index
Advanced Economies,44089,36.33,24221.9,35.01,19867.1,38.07,4354.8,110D1429 Index,429D1110 Index
China,31640.3,26.07,18525.2,26.78,13115.1,25.13,5410.1,924D1429 Index,429D1924 Index
European Union,21889.1,18.03,11411.8,16.5,10477.3,20.07,934.5,998D1429 Index,429D1998 Index
Euro-zone,20391.38,16.8,11127,16.08,9264.38,17.75,1862.62,995D1429 Index,429D1995 Index
Developing Europe,13639.87,11.24,9092.86,13.14,4547.01,8.71,4545.85,170D1429 Index,429D1170 Index
India,13311.8,10.97,11057.2,15.98,2254.6,4.32,8802.6,534D1429 Index,429D1534 Index
Fuel Exporting Countries,12575.39,10.36,3262.48,4.72,9312.91,17.84,-6050.43,080D1429 Index,429D1080 Index
South Korea,11326.87,9.33,7645.27,11.05,3681.6,7.05,3963.67,542D1429 Index,429D1542 Index
Turkey,10790.85,8.89,7607.96,11,3182.89,6.1,4425.07,186D1429 Index,429D1186 Index
United Arab Emirates,10035.02,8.27,1855.07,2.68,8179.95,15.67,-6324.88,466D1429 Index,429D1466 Index
Italy,5245.3,4.32,3819.25,5.52,1426.05,2.73,2393.2,136D1429 Index,429D1136 Index
France,4329.71,3.57,2565.4,3.71,1764.31,3.38,801.09,132D1429 Index,429D1132 Index
Japan,4230.01,3.49,3562.53,5.15,667.48,1.28,2895.06,158D1429 Index,429D1158 Index
Germany,3500.64,2.88,428.57,0.62,3072.07,5.89,-2643.5,134D1429 Index,429D1134 Index
CIS Countries,2422.9,2,1260.5,1.82,1162.4,2.23,98.1,901D1429 Index,429D1901 Index
Switzerland,2228.6,1.84,46.75,0.07,2181.85,4.18,-2135.1,146D1429 Index,429D1146 Index
Spain,2187.77,1.8,1745.49,2.52,442.28,0.85,1303.21,184D1429 Index,429D1184 Index
Netherlands,2009.38,1.66,836.92,1.21,1172.46,2.25,-335.54,138D1429 Index,429D1138 Index
Singapore,1585.95,1.31,753.51,1.09,832.44,1.59,-78.94,576D1429 Index,429D1576 Index
Greece,1448.46,1.19,1427.88,2.06,20.58,0.04,1407.3,174D1429 Index,429D1174 Index
Developing Western Hemisphere,1273.13,1.05,178.03,0.26,1095.1,2.1,-917.07,205D1429 Index,429D1205 Index
Afghanistan,1232.96,1.02,1212.56,1.75,20.4,0.04,1192.16,512D1429 Index,429D1512 Index
United Kingdom,1138.57,0.94,32.69,0.05,1105.88,2.12,-1073.19,112D1429 Index,429D1112 Index
Russia,1097.43,0.9,393,0.57,704.43,1.35,-311.43,922D1429 Index,429D1922 Index
Thailand,856.81,0.71,507.82,0.73,348.99,0.67,158.83,578D1429 Index,429D1578 Index
Malaysia,786.7,0.65,297.25,0.43,489.45,0.94,-192.19,548D1429 Index,429D1548 Index
Belgium,784.12,0.65,151.48,0.22,632.64,1.21,-481.16,124D1429 Index,429D1124 Index
Pakistan,720.26,0.59,327.44,0.47,392.83,0.75,-65.39,564D1429 Index,429D1564 Index
Sweden,718.3,0.59,14.21,0.02,704.09,1.35,-689.89,144D1429 Index,429D1144 Index
Brazil,718.1,0.59,43.31,0.06,674.79,1.29,-631.48,223D1429 Index,429D1223 Index
Sub-Saharan Africa,621.93,0.51,358.18,0.52,263.75,0.51,94.44,603D1429 Index,429D1603 Index
Oman,579.14,0.48,501.37,0.72,77.77,0.15,423.61,449D1429 Index,429D1449 Index
Indonesia,553.84,0.46,360.28,0.52,193.56,0.37,166.73,536D1429 Index,429D1536 Index
Austria,460.53,0.38,124.6,0.18,335.93,0.64,-211.33,122D1429 Index,429D1122 Index
Philippines,350.55,0.29,90.69,0.13,259.86,0.5,-169.16,566D1429 Index,429D1566 Index
Hong Kong,282.38,0.23,178.27,0.26,104.11,0.2,74.17,532D1429 Index,429D1532 Index
Denmark,279.13,0.23,11.34,0.02,267.79,0.51,-256.45,128D1429 Index,429D1128 Index
Azerbaijan,267.17,0.22,240.28,0.35,26.89,0.05,213.38,912D1429 Index,429D1912 Index
United States,232.46,0.19,63.17,0.09,169.29,0.32,-106.12,111D1429 Index,429D1111 Index
Ukraine,231.26,0.19,67.94,0.1,163.32,0.31,-95.39,926D1429 Index,429D1926 Index
Armenia,200.38,0.17,174.7,0.25,25.68,0.05,149.02,911D1429 Index,429D1911 Index
Uruguay,172.93,0.14,6.33,0.01,166.6,0.32,-160.27,298D1429 Index,429D1298 Index
Georgia,170.87,0.14,105.19,0.15,65.68,0.13,39.51,915D1429 Index,429D1915 Index
Canada,164.23,0.14,70.4,0.1,93.82,0.18,-23.42,156D1429 Index,429D1156 Index
Australia,152.04,0.13,35.97,0.05,116.07,0.22,-80.11,193D1429 Index,429D1193 Index
Poland,136.31,0.11,78.39,0.11,57.92,0.11,20.47,964D1429 Index,429D1964 Index
Kazakhstan,134.57,0.11,67.93,0.1,66.64,0.13,1.29,916D1429 Index,429D1916 Index
Kenya,133.84,0.11,127.43,0.18,6.41,0.01,121.02,664D1429 Index,429D1664 Index
Sri Lanka,125.26,0.1,10.74,0.02,114.52,0.22,-103.78,524D1429 Index,429D1524 Index
Jordan,119.2,0.1,101.42,0.15,17.78,0.03,83.64,439D1429 Index,429D1439 Index
Uzbekistan,118.52,0.1,57.38,0.08,61.14,0.12,-3.76,927D1429 Index,429D1927 Index
Ireland,117.73,0.1,2.05,0,115.68,0.22,-113.63,178D1429 Index,429D1178 Index
Romania,116.57,0.1,52.13,0.08,64.44,0.12,-12.31,968D1429 Index,429D1968 Index
