Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,336571,100,208661,100,127910,100,80751,001D1456 Index,456D1001 Index
Advanced Economies,168301.6,50,102451,49.1,65850.6,51.48,36600.4,110D1456 Index,456D1110 Index
Emerging and Developing Economies,168256,49.99,106208,50.9,62048,48.51,44160,200I1456 Index,456D1200 Index
Non Fuel Exporting Countries,143418.1,42.61,94530,45.3,48888.1,38.22,45641.9,092D1456 Index,456D1092 Index
Developing Asia,100892.4,29.98,68198.2,32.68,32694.2,25.56,35504,505D1456 Index,456D1505 Index
European Union,53218.1,15.81,22326.4,10.7,30891.7,24.15,-8565.3,998D1456 Index,456D1998 Index
China,51485.3,15.3,31761.8,15.22,19723.5,15.42,12038.3,924D1456 Index,456D1924 Index
Euro-zone,47449.3,14.1,21140.7,10.13,26308.6,20.57,-5167.9,995D1456 Index,456D1995 Index
United States,36240,10.77,18866.4,9.04,17373.6,13.58,1492.8,111D1456 Index,456D1111 Index
Japan,33027.71,9.81,27743.5,13.3,5284.21,4.13,22459.29,158D1456 Index,456D1158 Index
India,26303.95,7.82,21067.2,10.1,5236.75,4.09,15830.45,534D1456 Index,456D1534 Index
Fuel Exporting Countries,24837.6,7.38,11677.7,5.6,13159.9,10.29,-1482.2,080D1456 Index,456D1080 Index
South Korea,24414.12,7.25,19250.6,9.23,5163.52,4.04,14087.08,542D1456 Index,456D1542 Index
United Arab Emirates,15197,4.52,6902.87,3.31,8294.13,6.48,-1391.26,466D1456 Index,456D1466 Index
Sub-Saharan Africa,11064.08,3.29,9256.06,4.44,1808.02,1.41,7448.04,603D1456 Index,456D1603 Index
Developing Europe,10301.25,3.06,3636.55,1.74,6664.7,5.21,-3028.15,170D1456 Index,456D1170 Index
Singapore,9786.32,2.91,9156.34,4.39,629.98,0.49,8526.36,576D1456 Index,456D1576 Index
France,9591.43,2.85,4570.01,2.19,5021.42,3.93,-451.41,132D1456 Index,456D1132 Index
Thailand,8425.1,2.5,6076.81,2.91,2348.29,1.84,3728.52,578D1456 Index,456D1578 Index
Italy,8283.7,2.46,3903.16,1.87,4380.54,3.42,-477.38,136D1456 Index,456D1136 Index
Germany,8088.76,2.4,642.99,0.31,7445.77,5.82,-6802.78,134D1456 Index,456D1134 Index
Developing Western Hemisphere,6779.19,2.01,2488.12,1.19,4291.07,3.35,-1802.95,205D1456 Index,456D1205 Index
Spain,6555.13,1.95,4174.57,2,2380.56,1.86,1794.01,184D1456 Index,456D1184 Index
Egypt,5439.54,1.62,3298.8,1.58,2140.74,1.67,1158.06,469D1456 Index,456D1469 Index
United Kingdom,5318.08,1.58,2286.77,1.1,3031.31,2.37,-744.54,112D1456 Index,456D1112 Index
Turkey,5127.65,1.52,2219.56,1.06,2908.09,2.27,-688.53,186D1456 Index,456D1186 Index
South Africa,4909.75,1.46,4059.15,1.95,850.6,0.67,3208.55,199D1456 Index,456D1199 Index
Indonesia,4757.3,1.41,3167.02,1.52,1590.28,1.24,1576.74,536D1456 Index,456D1536 Index
Brazil,4539.28,1.35,1995.25,0.96,2544.03,1.99,-548.78,223D1456 Index,456D1223 Index
Belgium,4518.57,1.34,3121.44,1.5,1397.13,1.09,1724.31,124D1456 Index,456D1124 Index
Netherlands,3895.76,1.16,2430.72,1.16,1465.04,1.15,965.68,138D1456 Index,456D1138 Index
Malaysia,3648.85,1.08,2515.45,1.21,1133.4,0.89,1382.05,548D1456 Index,456D1548 Index
Jordan,3599.66,1.07,2754.87,1.32,844.79,0.66,1910.09,439D1456 Index,456D1439 Index
Canada,3226.15,0.96,2142.08,1.03,1084.07,0.85,1058.01,156D1456 Index,456D1156 Index
Pakistan,3150.36,0.94,2729.39,1.31,420.97,0.33,2308.42,564D1456 Index,456D1564 Index
Vietnam,3084.69,0.92,1308.62,0.63,1776.07,1.39,-467.45,582D1456 Index,456D1582 Index
Oman,2231.58,0.66,927.81,0.44,1303.77,1.02,-375.96,449D1456 Index,456D1449 Index
Bahrain,2214.64,0.66,894.35,0.43,1320.29,1.03,-425.94,419D1456 Index,456D1419 Index
Poland,2131.01,0.63,833.43,0.4,1297.58,1.01,-464.15,964D1456 Index,456D1964 Index
Switzerland,2043.08,0.61,346.34,0.17,1696.74,1.33,-1350.4,146D1456 Index,456D1146 Index
Greece,1924.68,0.57,1088.95,0.52,835.73,0.65,253.22,174D1456 Index,456D1174 Index
CIS Countries,1678.65,0.5,419.54,0.2,1259.11,0.98,-839.57,901D1456 Index,456D1901 Index
