Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,3831130,100,2241670,100,1589460,100,652210,001D1924 Index,924D1001 Index
Advanced Economies,2501929,65.31,1535970,68.52,965959,60.77,570011,110D1924 Index,924D1110 Index
Emerging and Developing Economies,1190087,31.06,700005,31.23,490082,30.83,209923,200I1924 Index,924D1200 Index
Non Fuel Exporting Countries,899162,23.47,561439,25.05,337723,21.25,223716,092D1924 Index,924D1092 Index
United States,598475,15.62,462813,20.65,135662,8.54,327151,111D1924 Index,924D1111 Index
European Union,520456,13.58,330588,14.75,189868,11.95,140720,998D1924 Index,924D1998 Index
Developing Asia,454258,11.86,265096,11.83,189162,11.9,75934,505D1924 Index,924D1505 Index
Euro-zone,447121,11.67,278792,12.44,168329,10.59,110463,995D1924 Index,924D1995 Index
Japan,302085,7.89,156561,6.98,145524,9.16,11037,158D1924 Index,924D1158 Index
Fuel Exporting Countries,290926,7.59,138567,6.18,152359,9.59,-13792,080D1924 Index,924D1080 Index
Hong Kong,268224.7,7,251208,11.21,17016.7,1.07,234191.3,532D1924 Index,924D1532 Index
Developing Western Hemisphere,266478,6.96,165163,7.37,101315,6.37,63848,205D1924 Index,924D1205 Index
South Korea,246158.7,6.43,86971.7,3.88,159187,10.02,-72215.3,542D1924 Index,924D1542 Index
Developing Europe,170351.4,4.45,111085,4.96,59266.4,3.73,51818.6,170D1924 Index,924D1170 Index
Germany,163834.5,4.28,77457.6,3.46,86376.9,5.43,-8919.3,134D1924 Index,924D1134 Index
Australia,116989.8,3.05,46862.6,2.09,70127.2,4.41,-23264.6,193D1924 Index,924D1193 Index
CIS Countries,103273.3,2.7,55487.5,2.48,47785.8,3.01,7701.7,901D1924 Index,924D1901 Index
Sub-Saharan Africa,102639.8,2.68,49115.8,2.19,53524,3.37,-4408.2,603D1924 Index,924D1603 Index
Netherlands,88623.45,2.31,78881.6,3.52,9741.85,0.61,69139.75,138D1924 Index,924D1138 Index
Vietnam,87225,2.28,50037.7,2.23,37187.3,2.34,12850.4,582D1924 Index,924D1582 Index
Mexico,83992.1,2.19,73696.4,3.29,10295.7,0.65,63400.7,273D1924 Index,924D1273 Index
Malaysia,83334.2,2.18,34289.8,1.53,49044.4,3.09,-14754.6,548D1924 Index,924D1548 Index
Thailand,80918.4,2.11,42247.1,1.88,38671.3,2.43,3575.8,578D1924 Index,924D1578 Index
United Kingdom,77498.5,2.02,58850.5,2.63,18648,1.17,40202.5,112D1924 Index,924D1112 Index
India,72299.1,1.89,60539.5,2.7,11759.6,0.74,48779.9,534D1924 Index,924D1534 Index
Russia,70156.1,1.83,38097.7,1.7,32058.4,2.02,6039.3,922D1924 Index,924D1922 Index
Brazil,69988.9,1.83,24581.3,1.1,45407.6,2.86,-20826.3,223D1924 Index,924D1223 Index
Canada,69737.2,1.82,51489.1,2.3,18248.1,1.15,33241,156D1924 Index,924D1156 Index
Singapore,66149.9,1.73,40229,1.79,25920.9,1.63,14308.1,576D1924 Index,924D1576 Index
Switzerland,52588.6,1.37,12496.2,0.56,40092.4,2.52,-27596.2,146D1924 Index,924D1146 Index
Indonesia,52056.8,1.36,30800.5,1.37,21256.3,1.34,9544.2,536D1924 Index,924D1536 Index
France,52004.6,1.36,29305,1.31,22699.6,1.43,6605.4,132D1924 Index,924D1132 Index
Italy,47007.9,1.23,30269.9,1.35,16738,1.05,13531.9,136D1924 Index,924D1136 Index
Saudi Arabia,43677.8,1.14,20082.4,0.9,23595.4,1.48,-3513,456D1924 Index,924D1456 Index
South Africa,36938.6,0.96,14396.1,0.64,22542.5,1.42,-8146.4,199D1924 Index,924D1199 Index
Philippines,33268.3,0.87,15916.1,0.71,17352.2,1.09,-1436.1,566D1924 Index,924D1566 Index
Chile,32727.8,0.85,14320.5,0.64,18407.3,1.16,-4086.8,228D1924 Index,924D1228 Index
United Arab Emirates,32360.81,0.84,22424.5,1,9936.31,0.63,12488.19,466D1924 Index,924D1466 Index
Spain,28239.17,0.74,22038.8,0.98,6200.37,0.39,15838.43,184D1924 Index,924D1184 Index
Turkey,27632.55,0.72,24852.5,1.11,2780.05,0.17,22072.45,186D1924 Index,924D1186 Index
Iran,25615.5,0.67,10696.3,0.48,14919.2,0.94,-4222.9,429D1924 Index,924D1429 Index
Belgium,23174.52,0.6,16307.5,0.73,6867.02,0.43,9440.48,124D1924 Index,924D1124 Index
Iraq,18825.87,0.49,8207.67,0.37,10618.2,0.67,-2410.53,433D1924 Index,924D1433 Index
Poland,18103.77,0.47,15570.7,0.69,2533.07,0.16,13037.63,964D1924 Index,924D1964 Index
Peru,18009.04,0.47,8595.73,0.38,9413.31,0.59,-817.58,293D1924 Index,924D1293 Index
Argentina,15594.09,0.41,10471.6,0.47,5122.49,0.32,5349.11,213D1924 Index,924D1213 Index
Pakistan,15582.54,0.41,13680.2,0.61,1902.34,0.12,11777.86,564D1924 Index,924D1564 Index
Angola,15493.62,0.4,1674.92,0.07,13818.7,0.87,-12143.78,614D1924 Index,924D1614 Index
New Zealand,14375.83,0.38,7232.19,0.32,7143.64,0.45,88.55,196D1924 Index,924D1196 Index
Sweden,14032.85,0.37,7892.72,0.35,6140.13,0.39,1752.59,144D1924 Index,924D1144 Index
Czech Republic,13590.36,0.35,10642.3,0.47,2948.06,0.19,7694.24,935D1924 Index,924D1935 Index
Oman,13061.48,0.34,1184.38,0.05,11877.1,0.75,-10692.72,449D1924 Index,924D1449 Index
Colombia,11127.46,0.29,8631.42,0.39,2496.04,0.16,6135.38,233D1924 Index,924D1233 Index
Norway,11069.95,0.29,7880.27,0.35,3189.68,0.2,4690.59,142D1924 Index,924D1142 Index
Bangladesh,10886.92,0.28,10028.8,0.45,858.12,0.05,9170.68,513D1924 Index,924D1513 Index
Denmark,10470.83,0.27,6203.77,0.28,4267.06,0.27,1936.71,128D1924 Index,924D1128 Index
Austria,10286.61,0.27,5282.48,0.24,5004.13,0.31,278.35,122D1924 Index,924D1122 Index
Myanmar,9612.37,0.25,5391.98,0.24,4220.39,0.27,1171.59,518D1924 Index,924D1518 Index
Israel,9428.41,0.25,6226.77,0.28,3201.64,0.2,3025.13,436D1924 Index,924D1436 Index
Hungary,9333.36,0.24,5870.24,0.26,3463.12,0.22,2407.12,944D1924 Index,924D1944 Index
Algeria,8727.77,0.23,8398.99,0.37,328.78,0.02,8070.21,612D1924 Index,924D1612 Index
