Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,715365,100,324803,100,390562,100,-65759,001D1184 Index,184D1001 Index
Advanced Economies,489114,68.37,241679,74.41,247435,63.35,-5756,110D1184 Index,184D1110 Index
European Union,407436,56.95,193791,59.66,213645,54.7,-19854,998D1184 Index,184D1998 Index
Euro-zone,360058,50.33,173508,53.42,186550,47.76,-13042,995D1184 Index,184D1995 Index
Emerging and Developing Economies,224663.3,31.41,81866.3,25.2,142797,36.56,-60930.7,200I1184 Index,184D1200 Index
Non Fuel Exporting Countries,174679.6,24.42,70177.6,21.61,104502,26.76,-34324.4,092D1184 Index,184D1092 Index
Germany,92074,12.87,38809.1,11.95,53264.9,13.64,-14455.8,134D1184 Index,184D1134 Index
France,91424,12.78,48447.8,14.92,42976.2,11,5471.6,132D1184 Index,184D1132 Index
Developing Europe,59416.8,8.31,26482.4,8.15,32934.4,8.43,-6452,170D1184 Index,184D1170 Index
Developing Asia,57250.4,8,14179.2,4.37,43071.2,11.03,-28892,505D1184 Index,184D1505 Index
Italy,50833.8,7.11,24516.6,7.55,26317.2,6.74,-1800.6,136D1184 Index,184D1136 Index
Fuel Exporting Countries,49983.9,6.99,11688.7,3.6,38295.2,9.81,-26606.5,080D1184 Index,184D1080 Index
Portugal,42296.5,5.91,28060.6,8.64,14235.9,3.64,13824.7,182D1184 Index,184D1182 Index
Developing Western Hemisphere,39513.6,5.52,18122.3,5.58,21391.3,5.48,-3269,205D1184 Index,184D1205 Index
United Kingdom,36918,5.16,21036.4,6.48,15881.6,4.07,5154.8,112D1184 Index,184D1112 Index
China,35436.14,4.95,8805.44,2.71,26630.7,6.82,-17825.26,924D1184 Index,184D1924 Index
Netherlands,31081.3,4.34,11188.4,3.44,19892.9,5.09,-8704.5,138D1184 Index,184D1138 Index
United States,30260.4,4.23,17241.5,5.31,13018.9,3.33,4222.6,111D1184 Index,184D1111 Index
Belgium,23105.6,3.23,10205.1,3.14,12900.5,3.3,-2695.4,124D1184 Index,184D1124 Index
Sub-Saharan Africa,17163.25,2.4,4299.15,1.32,12864.1,3.29,-8564.95,603D1184 Index,184D1603 Index
Morocco,15846.1,2.22,7982.16,2.46,7863.94,2.01,118.22,686D1184 Index,184D1686 Index
Poland,13930.9,1.95,6322.46,1.95,7608.44,1.95,-1285.98,964D1184 Index,184D1964 Index
Turkey,13828.52,1.93,5682.75,1.75,8145.77,2.09,-2463.02,186D1184 Index,184D1186 Index
CIS Countries,13296.25,1.86,4868.17,1.5,8428.08,2.16,-3559.91,901D1184 Index,184D1901 Index
Mexico,11199.12,1.57,5851.44,1.8,5347.68,1.37,503.76,273D1184 Index,184D1273 Index
Switzerland,10764.73,1.5,5625.19,1.73,5139.54,1.32,485.65,146D1184 Index,184D1146 Index
Brazil,8737.25,1.22,3117.22,0.96,5620.03,1.44,-2502.81,223D1184 Index,184D1223 Index
Czech Republic,8119.81,1.14,2797.87,0.86,5321.94,1.36,-2524.07,935D1184 Index,184D1935 Index
Saudi Arabia,7588.82,1.06,2123.21,0.65,5465.61,1.4,-3342.4,456D1184 Index,184D1456 Index
Japan,7242.91,1.01,3353.16,1.03,3889.75,1,-536.59,158D1184 Index,184D1158 Index
Russia,6893.19,0.96,3396.36,1.05,3496.83,0.9,-100.47,922D1184 Index,184D1922 Index
Nigeria,6823.74,0.95,195.37,0.06,6628.37,1.7,-6433,694D1184 Index,184D1694 Index
Romania,6691.06,0.94,2603.36,0.8,4087.7,1.05,-1484.34,968D1184 Index,184D1968 Index
India,6144.62,0.86,1690.16,0.52,4454.46,1.14,-2764.3,534D1184 Index,184D1534 Index
South Korea,6023.07,0.84,2501.52,0.77,3521.55,0.9,-1020.03,542D1184 Index,184D1542 Index
Sweden,6002.36,0.84,2429.4,0.75,3572.96,0.91,-1143.56,144D1184 Index,184D1144 Index
Austria,5566.3,0.78,2611.09,0.8,2955.21,0.76,-344.12,122D1184 Index,184D1122 Index
Algeria,5519.59,0.77,2,0,5517.59,1.41,-5515.59,612D1184 Index,184D1612 Index
