Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,926235,100,499368,100,426867,100,72501,001D1136 Index,136D1001 Index
Advanced Economies,631899,68.22,357404,71.57,274495,64.3,82909,110D1136 Index,136D1110 Index
European Union,496316,53.58,247111,49.48,249205,58.38,-2094,998D1136 Index,136D1998 Index
Euro-zone,406831,43.92,199819,40.01,207012,48.5,-7193,995D1136 Index,136D1995 Index
Emerging and Developing Economies,292654,31.6,141714,28.38,150940,35.36,-9226,200I1136 Index,136D1200 Index
Non Fuel Exporting Countries,227025,24.51,112381,22.5,114644,26.86,-2263,092D1136 Index,136D1092 Index
Germany,133125.3,14.37,63008.1,12.62,70117.2,16.43,-7109.1,134D1136 Index,136D1134 Index
Developing Asia,87590.9,9.46,34822.4,6.97,52768.5,12.36,-17946.1,505D1136 Index,136D1505 Index
France,84639.8,9.14,48862.4,9.78,35777.4,8.38,13085,132D1136 Index,136D1132 Index
United States,66302.3,7.16,49464.9,9.91,16837.4,3.94,32627.5,111D1136 Index,136D1111 Index
Fuel Exporting Countries,65628.4,7.09,29332.5,5.87,36295.9,8.5,-6963.4,080D1136 Index,136D1080 Index
China,59064.7,6.38,22248.9,4.46,36815.8,8.62,-14566.9,924D1136 Index,136D1924 Index
Spain,44972.2,4.86,21622,4.33,23350.2,5.47,-1728.2,184D1136 Index,136D1184 Index
Netherlands,39010.2,4.21,13506,2.7,25504.2,5.97,-11998.2,138D1136 Index,136D1138 Index
Belgium,37382,4.04,16611.8,3.33,20770.2,4.87,-4158.4,124D1136 Index,136D1124 Index
Switzerland,34810.7,3.76,23712.7,4.75,11098,2.6,12614.7,146D1136 Index,136D1146 Index
CIS Countries,33615.3,3.63,15482.3,3.1,18133,4.25,-2650.7,901D1136 Index,136D1901 Index
United Kingdom,32670.3,3.53,22550.1,4.52,10120.2,2.37,12429.9,112D1136 Index,136D1112 Index
Poland,24431.8,2.64,13437.5,2.69,10994.3,2.58,2443.2,964D1136 Index,136D1964 Index
Developing Western Hemisphere,23782.69,2.57,14024.3,2.81,9758.39,2.29,4265.91,205D1136 Index,136D1205 Index
Russia,20510.2,2.21,10212.8,2.05,10297.4,2.41,-84.6,922D1136 Index,136D1922 Index
Austria,20205.11,2.18,10448.3,2.09,9756.81,2.29,691.49,122D1136 Index,136D1122 Index
Turkey,17738.14,1.92,9199.62,1.84,8538.52,2,661.1,186D1136 Index,136D1186 Index
Romania,15246.91,1.65,8216.1,1.65,7030.81,1.65,1185.29,968D1136 Index,136D1968 Index
