Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,3691090,100,1449430,100,2241660,100,-792230,001D1111 Index,111D1001 Index
Emerging and Developing Economies,1866821,50.58,676801,46.69,1190020,53.09,-513219,200I1111 Index,111D1200 Index
Advanced Economies,1824033,49.42,772393,53.29,1051640,46.91,-279247,110D1111 Index,111D1110 Index
Non Fuel Exporting Countries,1681205,45.55,583565,40.26,1097640,48.97,-514075,092D1111 Index,111D1092 Index
Developing Asia,889576,24.1,220070,15.18,669506,29.87,-449436,505D1111 Index,111D1505 Index
Developing Western Hemisphere,740098,20.05,329522,22.73,410576,18.32,-81054,205D1111 Index,111D1205 Index
China,626748,16.98,144867,9.99,481881,21.5,-337014,924D1111 Index,111D1924 Index
European Union,587137,15.91,218810,15.1,368327,16.43,-149517,998D1111 Index,111D1998 Index
Euro-zone,535899,14.52,204174,14.09,331725,14.8,-127551,995D1111 Index,111D1995 Index
Canada,531710,14.41,236520,16.32,295190,13.17,-58670,156D1111 Index,111D1156 Index
Mexico,492762,13.35,198021,13.66,294741,13.15,-96720,273D1111 Index,111D1273 Index
Japan,199442.4,5.4,68322.4,4.71,131120,5.85,-62797.6,158D1111 Index,111D1158 Index
Fuel Exporting Countries,185616.8,5.03,93235.9,6.43,92380.9,4.12,855,080D1111 Index,111D1080 Index
Germany,174184.7,4.72,50045.7,3.45,124139,5.54,-74093.3,134D1111 Index,111D1134 Index
South Korea,116039,3.14,44211.6,3.05,71827.4,3.2,-27615.8,542D1111 Index,111D1542 Index
United Kingdom,115381.1,3.13,57575.9,3.97,57805.2,2.58,-229.3,112D1111 Index,111D1112 Index
Developing Europe,79843.7,2.16,37332,2.58,42511.7,1.9,-5179.7,170D1111 Index,111D1170 Index
France,79228.9,2.15,31467.5,2.17,47761.4,2.13,-16293.9,132D1111 Index,111D1132 Index
India,65442.6,1.77,20701.2,1.43,44741.4,2,-24040.2,534D1111 Index,111D1534 Index
Italy,59765,1.62,15750.4,1.09,44014.6,1.96,-28264.2,136D1111 Index,111D1136 Index
