Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,82059.6,100,41604.4,100,40455.2,100,1149.2,001D1429 Index,429D1001 Index
Emerging and Developing Economies,60589.1,73.84,33834.3,81.32,26754.8,66.13,7079.5,200I1429 Index,429D1200 Index
Non Fuel Exporting Countries,50723.5,61.81,31871.3,76.61,18852.2,46.6,13019.1,092D1429 Index,429D1092 Index
Developing Asia,36689.6,44.71,22509.5,54.1,14180.1,35.05,8329.4,505D1429 Index,429D1505 Index
China,26486.3,32.28,16013.2,38.49,10473.1,25.89,5540.1,924D1429 Index,429D1924 Index
Advanced Economies,21377.62,26.05,7765.62,18.67,13612,33.65,-5846.38,110D1429 Index,429D1110 Index
Developing Europe,11351.61,13.83,7145.24,17.17,4206.37,10.4,2938.87,170D1429 Index,429D1170 Index
Fuel Exporting Countries,9865.67,12.02,1963.02,4.72,7902.65,19.53,-5939.63,080D1429 Index,429D1080 Index
Turkey,9132.03,11.13,6162.03,14.81,2970,7.34,3192.03,186D1429 Index,429D1186 Index
India,8540.01,10.41,6245.39,15.01,2294.62,5.67,3950.77,534D1429 Index,429D1534 Index
United Arab Emirates,7671.09,9.35,764.98,1.84,6906.11,17.07,-6141.13,466D1429 Index,429D1466 Index
European Union,7135.42,8.7,1354.94,3.26,5780.48,14.29,-4425.54,998D1429 Index,429D1998 Index
Euro-zone,6535.1,7.96,1284.85,3.09,5250.25,12.98,-3965.4,995D1429 Index,429D1995 Index
South Korea,6046.77,7.37,2367.37,5.69,3679.4,9.09,-1312.03,542D1429 Index,429D1542 Index
Japan,3544.81,4.32,3246.57,7.8,298.24,0.74,2948.33,158D1429 Index,429D1158 Index
Switzerland,2275.48,2.77,20.32,0.05,2255.16,5.57,-2234.84,146D1429 Index,429D1146 Index
Germany,2166.68,2.64,351.22,0.84,1815.46,4.49,-1464.24,134D1429 Index,429D1134 Index
CIS Countries,1954.49,2.38,924.86,2.22,1029.63,2.55,-104.77,901D1429 Index,429D1901 Index
Afghanistan,1834.05,2.24,1807.98,4.35,26.07,0.06,1781.91,512D1429 Index,429D1512 Index
Italy,1430.65,1.74,521.3,1.25,909.35,2.25,-388.05,136D1429 Index,429D1136 Index
Developing Western Hemisphere,935.78,1.14,46.83,0.11,888.95,2.2,-842.12,205D1429 Index,429D1205 Index
Russia,836.23,1.02,260.21,0.63,576.02,1.42,-315.81,922D1429 Index,429D1922 Index
Netherlands,776,0.95,41.55,0.1,734.45,1.82,-692.9,138D1429 Index,429D1138 Index
France,770.98,0.94,33.99,0.08,736.99,1.82,-703.01,132D1429 Index,429D1132 Index
Brazil,613.62,0.75,3.48,0.01,610.14,1.51,-606.66,223D1429 Index,429D1223 Index
Singapore,492.24,0.6,9.71,0.02,482.52,1.19,-472.81,576D1429 Index,429D1576 Index
Pakistan,486.78,0.59,260.89,0.63,225.89,0.56,35.01,564D1429 Index,429D1564 Index
Hong Kong,454.24,0.55,376.56,0.91,77.67,0.19,298.89,532D1429 Index,429D1532 Index
United Kingdom,395.63,0.48,36.04,0.09,359.6,0.89,-323.56,112D1429 Index,429D1112 Index
Belgium,391.16,0.48,97.52,0.23,293.63,0.73,-196.11,124D1429 Index,429D1124 Index
Turkmenistan,374.74,0.46,363.22,0.87,11.52,0.03,351.7,925D1429 Index,429D1925 Index
Spain,367.92,0.45,167.25,0.4,200.67,0.5,-33.42,184D1429 Index,429D1184 Index
Thailand,335.66,0.41,91.74,0.22,243.92,0.6,-152.18,578D1429 Index,429D1578 Index
Oman,330.51,0.4,297.73,0.72,32.78,0.08,264.95,449D1429 Index,429D1449 Index
Malaysia,309.96,0.38,36.55,0.09,273.41,0.68,-236.85,548D1429 Index,429D1548 Index
Saudi Arabia,285.68,0.35,207.56,0.5,78.12,0.19,129.44,456D1429 Index,429D1456 Index
Sub-Saharan Africa,260.11,0.32,184.58,0.44,75.53,0.19,109.05,603D1429 Index,429D1603 Index
Sweden,219.04,0.27,10.49,0.03,208.54,0.52,-198.05,144D1429 Index,429D1144 Index
Austria,217.1,0.26,14.09,0.03,203.01,0.5,-188.92,122D1429 Index,429D1122 Index
Armenia,211.61,0.26,198.34,0.48,13.28,0.03,185.06,911D1429 Index,429D1911 Index
Ukraine,207.43,0.25,30.5,0.07,176.93,0.44,-146.44,926D1429 Index,429D1926 Index
Denmark,192.47,0.23,6.32,0.02,186.16,0.46,-179.84,128D1429 Index,429D1128 Index
Argentina,192.41,0.23,0.84,0,191.57,0.47,-190.74,213D1429 Index,429D1213 Index
United States,178.16,0.22,10.77,0.03,167.39,0.41,-156.63,111D1429 Index,429D1111 Index
Kazakhstan,176.01,0.21,69.78,0.17,106.24,0.26,-36.46,916D1429 Index,429D1916 Index
Jordan,172.63,0.21,158.08,0.38,14.55,0.04,143.53,439D1429 Index,429D1439 Index
Indonesia,166.37,0.2,56.59,0.14,109.79,0.27,-53.2,536D1429 Index,429D1536 Index
Philippines,148.07,0.18,1.89,0,146.18,0.36,-144.29,566D1429 Index,429D1566 Index
Uzbekistan,146.24,0.18,101.88,0.24,44.37,0.11,57.51,927D1429 Index,429D1927 Index
Sri Lanka,135.21,0.16,7.12,0.02,128.09,0.32,-120.97,524D1429 Index,429D1524 Index
Azerbaijan,123.83,0.15,90.46,0.22,33.37,0.08,57.08,912D1429 Index,429D1912 Index
Canada,112.68,0.14,22.47,0.05,90.21,0.22,-67.74,156D1429 Index,429D1156 Index
Ireland,112.3,0.14,0.51,0,111.79,0.28,-111.28,178D1429 Index,429D1178 Index
Georgia,110.24,0.13,92.32,0.22,17.92,0.04,74.39,915D1429 Index,429D1915 Index
Qatar,108.18,0.13,105.08,0.25,3.1,0.01,101.99,453D1429 Index,429D1453 Index
Kuwait,104.94,0.13,76.32,0.18,28.62,0.07,47.7,443D1429 Index,429D1443 Index
Syria,103.61,0.13,95.74,0.23,7.87,0.02,87.88,463D1429 Index,429D1463 Index
Finland,98.82,0.12,0.28,0,98.55,0.24,-98.27,172D1429 Index,429D1172 Index
Bahrain,87.82,0.11,19.34,0.05,68.47,0.17,-49.13,419D1429 Index,429D1419 Index
Tajikistan,87.33,0.11,64.15,0.15,23.19,0.06,40.96,923D1429 Index,429D1923 Index
Lebanon,80.78,0.1,50.64,0.12,30.14,0.07,20.5,446D1429 Index,429D1446 Index
Ethiopia,66.8,0.08,66.49,0.16,0.31,0,66.17,644D1429 Index,429D1644 Index
Australia,66.39,0.08,25.84,0.06,40.55,0.1,-14.71,193D1429 Index,429D1193 Index
New Zealand,62.52,0.08,2.83,0.01,59.69,0.15,-56.86,196D1429 Index,429D1196 Index
Iraq,50.39,0.06,0,0,50.39,0.12,-50.39,433D1429 Index,429D1433 Index
Myanmar,49.33,0.06,49.17,0.12,0.15,0,49.02,518D1429 Index,429D1518 Index
Bulgaria,46.89,0.06,15.74,0.04,31.15,0.08,-15.42,918D1429 Index,429D1918 Index
Poland,46.12,0.06,16.87,0.04,29.25,0.07,-12.38,964D1429 Index,429D1964 Index
Romania,45.86,0.06,11.72,0.03,34.14,0.08,-22.43,968D1429 Index,429D1968 Index
South Africa,45.41,0.06,12.75,0.03,32.66,0.08,-19.91,199D1429 Index,429D1199 Index
Bangladesh,45.15,0.06,5.78,0.01,39.37,0.1,-33.58,513D1429 Index,429D1513 Index
Kenya,43.9,0.05,38.77,0.09,5.13,0.01,33.64,664D1429 Index,429D1664 Index
Egypt,39.69,0.05,36.79,0.09,2.9,0.01,33.89,469D1429 Index,429D1469 Index
Sudan,39.49,0.05,26.95,0.06,12.54,0.03,14.41,732D1429 Index,429D1732 Index
Greece,38.61,0.05,13.88,0.03,24.73,0.06,-10.85,174D1429 Index,429D1174 Index
Lithuania,37.02,0.05,3.78,0.01,33.23,0.08,-29.45,946D1429 Index,429D1946 Index
Belarus,36.62,0.04,11.65,0.03,24.97,0.06,-13.32,913D1429 Index,429D1913 Index
Portugal,36.06,0.04,29.52,0.07,6.54,0.02,22.98,182D1429 Index,429D1182 Index
Venezuela,34.59,0.04,34.57,0.08,0.01,0,34.56,299D1429 Index,429D1299 Index
Uruguay,32.78,0.04,0.03,0,32.74,0.08,-32.71,298D1429 Index,429D1298 Index
Czech Republic,31.25,0.04,3.43,0.01,27.82,0.07,-24.4,935D1429 Index,429D1935 Index
Luxembourg,26.48,0.03,0.14,0,26.34,0.07,-26.2,137D1429 Index,429D1137 Index
Vietnam,25.32,0.03,0,0,25.32,0.06,-25.32,582D1429 Index,429D1582 Index
Cyprus,23.75,0.03,0.65,0,23.1,0.06,-22.45,423D1429 Index,429D1423 Index
Senegal,21.62,0.03,19.31,0.05,2.31,0.01,17,722D1429 Index,429D1722 Index
Chile,19.36,0.02,0.86,0,18.5,0.05,-17.64,228D1429 Index,429D1228 Index
Tanzania,17.76,0.02,16.83,0.04,0.93,0,15.9,738D1429 Index,429D1738 Index
Peoples Democratic Republic of Yemen,15.45,0.02,15.44,0.04,0.01,0,15.42,474D1429 Index,429D1474 Index
Hungary,14.94,0.02,4.8,0.01,10.14,0.03,-5.35,944D1429 Index,429D1944 Index
Slovakia,13.38,0.02,7.2,0.02,6.18,0.02,1.02,936D1429 Index,429D1936 Index
Norway,13.35,0.02,5.15,0.01,8.21,0.02,-3.06,142D1429 Index,429D1142 Index
Latvia,12.53,0.02,0.34,0,12.19,0.03,-11.85,941D1429 Index,429D1941 Index
Slovenia,12.52,0.02,1.22,0,11.3,0.03,-10.08,961D1429 Index,429D1961 Index
Algeria,11.84,0.01,11.83,0.03,0.01,0,11.83,612D1429 Index,429D1612 Index
Zambia,11.42,0.01,0.3,0,11.12,0.03,-10.82,754D1429 Index,429D1754 Index
Guatemala,10.73,0.01,0.02,0,10.71,0.03,-10.69,258D1429 Index,429D1258 Index
Colombia,10.28,0.01,0.35,0,9.94,0.02,-9.59,233D1429 Index,429D1233 Index
Ecuador,8.16,0.01,0.32,0,7.84,0.02,-7.52,248D1429 Index,429D1248 Index
Ghana,7.54,0.01,0.14,0,7.4,0.02,-7.25,652D1429 Index,429D1652 Index
Tunisia,7.48,0.01,4.82,0.01,2.66,0.01,2.16,744D1429 Index,429D1744 Index
Kyrgyzstan,6.27,0.01,4.52,0.01,1.75,0,2.78,917D1429 Index,429D1917 Index
Mozambique,5.72,0.01,5.15,0.01,0.57,0,4.58,688D1429 Index,429D1688 Index
Mexico,5.29,0.01,3.49,0.01,1.8,0,1.69,273D1429 Index,429D1273 Index
Nigeria,5.06,0.01,4.76,0.01,0.3,0,4.46,694D1429 Index,429D1694 Index
Cuba,4.65,0.01,4.46,0.01,0.19,0,4.26,928D1429 Index,429D1928 Index
Other Countries,4.65,0.01,4.46,0.01,0.19,0,4.26,910D1429 Index,429D1910 Index
Uganda,4.32,0.01,4.2,0.01,0.13,0,4.07,746D1429 Index,429D1746 Index
"Congo, Democratic Republic",3.76,0,2.94,0.01,0.81,0,2.13,636D1429 Index,429D1636 Index
Croatia,3.74,0,0.73,0,3.01,0.01,-2.29,960D1429 Index,429D1960 Index
Rwanda,3.39,0,2.86,0.01,0.52,0,2.34,714D1429 Index,429D1714 Index
Iceland,3.33,0,0.67,0,2.66,0.01,-1.99,176D1429 Index,429D1176 Index
Panama,3.04,0,0,0,3.04,0.01,-3.04,283D1429 Index,429D1283 Index
Estonia,2.81,0,0.09,0,2.73,0.01,-2.64,939D1429 Index,429D1939 Index
Macedonia,2.76,0,2.47,0.01,0.29,0,2.17,962D1429 Index,429D1962 Index
Peru,2.53,0,1.98,0,0.56,0,1.42,293D1429 Index,429D1293 Index
Angola,2.3,0,2.3,0.01,0,0,2.3,614D1429 Index,429D1614 Index
Libya,2,0,2,0,0,0,2,672D1429 Index,429D1672 Index
Costa Rica,1.9,0,0.01,0,1.89,0,-1.88,238D1429 Index,429D1238 Index
Mali,1.87,0,0.92,0,0.94,0,-0.02,678D1429 Index,429D1678 Index
Djibouti,1.76,0,1.74,0,0.02,0,1.71,611D1429 Index,429D1611 Index
Morocco,1.73,0,1.7,0,0.03,0,1.66,686D1429 Index,429D1686 Index
Cameroon,1.69,0,1.43,0,0.25,0,1.18,622D1429 Index,429D1622 Index
Congo,1.17,0,1.17,0,0,0,1.17,634D1429 Index,429D1634 Index
Moldova,1.15,0,1.07,0,0.08,0,0.98,921D1429 Index,429D1921 Index
Albania,1.14,0,1.1,0,0.05,0,1.05,914D1429 Index,429D1914 Index
Zimbabwe,1.06,0,0.4,0,0.67,0,-0.27,698D1429 Index,429D1698 Index
Cote D Ivoire,0.99,0,0.92,0,0.07,0,0.85,662D1429 Index,429D1662 Index
Malawi,0.97,0,0,0,0.96,0,-0.96,676D1429 Index,429D1676 Index
Mauritius,0.95,0,0.47,0,0.49,0,-0.02,684D1429 Index,429D1684 Index
Burundi,0.83,0,0.83,0,0,0,0.83,618D1429 Index,429D1618 Index
Somalia,0.79,0,0,0,0.79,0,-0.79,726D1429 Index,429D1726 Index
Niger,0.78,0,0.78,0,0,0,0.78,692D1429 Index,429D1692 Index
Mauritania,0.74,0,0.09,0,0.65,0,-0.56,682D1429 Index,429D1682 Index
Paraguay,0.68,0,0.01,0,0.66,0,-0.65,288D1429 Index,429D1288 Index
Madagascar,0.53,0,0.45,0,0.08,0,0.37,674D1429 Index,429D1674 Index
Mongolia,0.52,0,0.36,0,0.16,0,0.2,948D1429 Index,429D1948 Index
Malta,0.38,0,0.33,0,0.05,0,0.27,181D1429 Index,429D1181 Index
Nepal,0.33,0,0.33,0,0,0,0.33,558D1429 Index,429D1558 Index
Guyana,0.32,0,0.32,0,0,0,0.32,336D1429 Index,429D1336 Index
Seychelles,0.28,0,0.05,0,0.24,0,-0.19,718D1429 Index,429D1718 Index
Bolivia,0.28,0,0.05,0,0.23,0,-0.18,218D1429 Index,429D1218 Index
Suriname,0.28,0,0.12,0,0.15,0,-0.03,366D1429 Index,429D1366 Index
Cambodia,0.26,0,0.23,0,0.03,0,0.2,522D1429 Index,429D1522 Index
Trinidad And Tobago,0.22,0,0.22,0,0,0,0.22,369D1429 Index,429D1369 Index
Brunei Darussalam,0.18,0,0.14,0,0.03,0,0.11,516D1429 Index,429D1516 Index
Aruba,0.17,0,0,0,0.17,0,-0.17,314D1429 Index,429D1314 Index
Guinea,0.15,0,0.15,0,0,0,0.15,656D1429 Index,429D1656 Index
Benin,0.15,0,0.14,0,0.01,0,0.13,638D1429 Index,429D1638 Index
Nicaragua,0.11,0,0.04,0,0.07,0,-0.03,278D1429 Index,429D1278 Index
Faeroe Islands,0.09,0,0.09,0,0,0,0.09,816D1429 Index,429D1816 Index
Barbados,0.08,0,0.08,0,0,0,0.08,316D1429 Index,429D1316 Index
Papua New Guinea,0.08,0,0,0,0.08,0,-0.08,853D1429 Index,429D1853 Index
Jamaica,0.07,0,0.07,0,0,0,0.07,343D1429 Index,429D1343 Index
New Caledonia,0.06,0,0.06,0,0,0,0.06,839D1429 Index,429D1839 Index
Dominican Republic,0.05,0,0,0,0.05,0,-0.05,243D1429 Index,429D1243 Index
Macau,0.05,0,0.05,0,0,0,0.05,546D1429 Index,429D1546 Index
Honduras,0.05,0,0.01,0,0.04,0,-0.03,268D1429 Index,429D1268 Index
Gabon,0.04,0,0.04,0,0,0,0.04,646D1429 Index,429D1646 Index
St. Lucia,0.03,0,0.03,0,0,0,0.03,362D1429 Index,429D1362 Index
Fiji,0.03,0,0.03,0,0,0,0.03,819D1429 Index,429D1819 Index
St. Vincent & Grens.,0.02,0,0.02,0,0,0,0.02,364I1429 Index,429D1364 Index
Sierra Leone,0.02,0,0.01,0,0.01,0,-0.01,724D1429 Index,429D1724 Index
Togo,0.01,0,0.01,0,0,0,0.01,742D1429 Index,429D1742 Index
Greenland,0.01,0,0.01,0,0,0,0.01,326D1429 Index,429D1326 Index
Bermuda,0.01,0,0.01,0,0,0,0.01,319D1429 Index,429D1319 Index
Netherlands Antilles,0,0,0,0,0,0,0,353D1429 Index,429D1353 Index
Gambia,0,0,0,0,0,0,0,648D1429 Index,429D1648 Index
El Salvador,0,0,0,0,0,0,0,253D1429 Index,429D1253 Index
Bahamas,0,0,0,0,0,0,0,313D1429 Index,429D1313 Index
Samoa,0,0,0,0,0,0,0,862D1429 Index,429D1862 Index
North Korea,0,0,0,0,0,0,0,954D1429 Index,429D1954 Index
Central African Rep.,0,0,0,0,0,0,0,626D1429 Index,429D1626 Index
Belize,0,0,0,0,0,0,0,339D1429 Index,429D1339 Index
Israel,0,0,0,0,0,0,0,436D1429 Index,429D1436 Index
Dominica,0,0,0,0,0,0,0,321D1429 Index,429D1321 Index
Tonga,0,0,0,0,0,0,0,866D1429 Index,429D1866 Index
Laos,0,0,0,0,0,0,0,544D1429 Index,429D1544 Index
Liberia,0,0,0,0,0,0,0,668D1429 Index,429D1668 Index
