Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,2359620,100,1304290,100,1055330,100,248960,001D1134 Index,134D1001 Index
Advanced Economies,1679283,71.17,929299,71.25,749984,71.07,179315,110D1134 Index,134D1110 Index
European Union,1333470,56.51,677119,51.91,656351,62.19,20768,998D1134 Index,134D1998 Index
Euro-zone,959698,40.67,484461,37.14,475237,45.03,9224,995D1134 Index,134D1995 Index
Emerging and Developing Economies,680008,28.82,374706,28.73,305302,28.93,69404,200I1134 Index,134D1200 Index
Non Fuel Exporting Countries,584140,24.76,317513,24.34,266627,25.26,50886,092D1134 Index,134D1092 Index
Developing Europe,313713,13.3,159813,12.25,153900,14.58,5913,170D1134 Index,134D1170 Index
Developing Asia,235215,9.97,119653,9.17,115562,10.95,4091,505D1134 Index,134D1505 Index
Netherlands,216737.8,9.19,76870.8,5.89,139867,13.25,-62996.2,138D1134 Index,134D1138 Index
France,187517,7.95,110344,8.46,77173,7.31,33171,132D1134 Index,134D1132 Index
China,163834.5,6.94,86376.9,6.62,77457.6,7.34,8919.3,924D1134 Index,134D1924 Index
United States,162406.1,6.88,114227,8.76,48179.1,4.57,66047.9,111D1134 Index,134D1111 Index
United Kingdom,130232.9,5.52,86810.3,6.66,43422.6,4.11,43387.7,112D1134 Index,134D1112 Index
Italy,123957.2,5.25,66359.7,5.09,57597.5,5.46,8762.2,136D1134 Index,134D1136 Index
Belgium,115723.1,4.9,51551.4,3.95,64171.7,6.08,-12620.3,124D1134 Index,134D1124 Index
Austria,112887.1,4.78,66991.9,5.14,45895.2,4.35,21096.7,122D1134 Index,134D1122 Index
Poland,111051.8,4.71,56194.5,4.31,54857.3,5.2,1337.2,964D1134 Index,134D1964 Index
Switzerland,98256.9,4.16,51706.9,3.96,46550,4.41,5156.9,146D1134 Index,134D1146 Index
Fuel Exporting Countries,95867.2,4.06,57192.8,4.38,38674.4,3.66,18518.4,080D1134 Index,134D1080 Index
Czech Republic,93419.6,3.96,43693.1,3.35,49726.5,4.71,-6033.4,935D1134 Index,134D1935 Index
Spain,76516.2,3.24,45628,3.5,30888.2,2.93,14739.8,184D1134 Index,134D1184 Index
CIS Countries,62874.6,2.66,28844.2,2.21,34030.4,3.22,-5186.2,901D1134 Index,134D1901 Index
Hungary,52673.5,2.23,25220.6,1.93,27452.9,2.6,-2232.3,944D1134 Index,134D1944 Index
Developing Western Hemisphere,52096.4,2.21,36176,2.77,15920.4,1.51,20255.6,205D1134 Index,134D1205 Index
Russia,46043.3,1.95,19415.4,1.49,26627.9,2.52,-7212.5,922D1134 Index,134D1922 Index
Sweden,42479,1.8,26493.2,2.03,15985.8,1.51,10507.4,144D1134 Index,134D1144 Index
Japan,39203.1,1.66,22035.5,1.69,17167.6,1.63,4867.9,158D1134 Index,134D1158 Index
Turkey,37458.4,1.59,22647.6,1.74,14810.8,1.4,7836.8,186D1134 Index,134D1186 Index
