Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,3578800,100,1389620,100,2189180,100,-799560,001D1111 Index,111D1001 Index
Emerging and Developing Economies,1797349,50.22,632609,45.52,1164740,53.2,-532131,200I1111 Index,111D1200 Index
Advanced Economies,1781136,49.77,756696,54.45,1024440,46.8,-267744,110D1111 Index,111D1110 Index
Non Fuel Exporting Countries,1634069,45.66,549179,39.52,1084890,49.56,-535711,092D1111 Index,111D1092 Index
Developing Asia,867396,24.24,208631,15.01,658765,30.09,-450134,505D1111 Index,111D1505 Index
Developing Western Hemisphere,708209,19.79,306263,22.04,401946,18.36,-95683,205D1111 Index,111D1205 Index
China,598475,16.72,135662,9.76,462813,21.14,-327151,924D1111 Index,111D1924 Index
European Union,578531,16.17,216111,15.55,362420,16.56,-146309,998D1111 Index,111D1998 Index
Euro-zone,527097,14.73,201136,14.47,325961,14.89,-124825,995D1111 Index,111D1995 Index
Canada,500834,13.99,222767,16.03,278067,12.7,-55300,156D1111 Index,111D1156 Index
Mexico,484440,13.54,190289,13.69,294151,13.44,-103862,273D1111 Index,111D1273 Index
Japan,201505.3,5.63,69303.3,4.99,132202,6.04,-62898.7,158D1111 Index,111D1158 Index
Fuel Exporting Countries,163279.2,4.56,83429.7,6,79849.5,3.65,3580.2,080D1111 Index,111D1080 Index
Germany,162406.1,4.54,48179.1,3.47,114227,5.22,-66047.9,134D1111 Index,111D1134 Index
United Kingdom,113598.8,3.17,59272.7,4.27,54326.1,2.48,4946.6,112D1111 Index,111D1112 Index
South Korea,113321.7,3.17,43389.4,3.12,69932.3,3.19,-26542.9,542D1111 Index,111D1542 Index
France,79707.4,2.23,32869.1,2.37,46838.3,2.14,-13969.2,132D1111 Index,111D1132 Index
Developing Europe,76079.4,2.13,36400.3,2.62,39679.1,1.81,-3278.8,170D1111 Index,111D1170 Index
India,66572.9,1.86,20574.5,1.48,45998.4,2.1,-25423.9,534D1111 Index,111D1534 Index
Switzerland,61014.5,1.7,24352,1.75,36662.5,1.67,-12310.5,146D1111 Index,111D1146 Index
Italy,60617.7,1.69,15400.9,1.11,45216.8,2.07,-29815.9,136D1111 Index,111D1136 Index
Ireland,60028.8,1.68,14524.9,1.05,45503.9,2.08,-30979,178D1111 Index,111D1178 Index
Netherlands,54468.6,1.52,38316.9,2.76,16151.7,0.74,22165.2,138D1111 Index,111D1138 Index
Brazil,51786.9,1.45,25611.2,1.84,26175.7,1.2,-564.5,223D1111 Index,111D1223 Index
Vietnam,50821.36,1.42,8712.16,0.63,42109.2,1.92,-33397.04,582D1111 Index,111D1582 Index
Malaysia,50114.1,1.4,13426.8,0.97,36687.3,1.68,-23260.5,548D1111 Index,111D1548 Index
Singapore,48258.6,1.35,30458,2.19,17800.6,0.81,12657.4,576D1111 Index,111D1576 Index
Belgium,47173.9,1.32,30154.1,2.17,17019.8,0.78,13134.3,124D1111 Index,111D1124 Index
Thailand,41596.3,1.16,12103.8,0.87,29492.5,1.35,-17388.7,578D1111 Index,111D1578 Index
Saudi Arabia,37700.6,1.05,20774.7,1.49,16925.9,0.77,3848.8,456D1111 Index,111D1456 Index
Sub-Saharan Africa,36036.4,1.01,15983.5,1.15,20052.9,0.92,-4069.4,603D1111 Index,111D1603 Index
Hong Kong,35636.21,1,28249.9,2.03,7386.31,0.34,20863.59,532D1111 Index,111D1532 Index
Australia,32591.61,0.91,23057.1,1.66,9534.51,0.44,13522.59,193D1111 Index,111D1193 Index
CIS Countries,32386.2,0.9,16050,1.15,16336.2,0.75,-286.2,901D1111 Index,111D1901 Index
Israel,30295.25,0.85,8088.85,0.58,22206.4,1.01,-14117.55,436D1111 Index,111D1436 Index
Indonesia,26522.56,0.74,7319.16,0.53,19203.4,0.88,-11884.24,536D1111 Index,111D1536 Index
Colombia,25750,0.72,11954.2,0.86,13795.8,0.63,-1841.6,233D1111 Index,111D1233 Index
Russia,25559.5,0.71,11047,0.79,14512.5,0.66,-3465.5,922D1111 Index,111D1922 Index
Spain,25149.5,0.7,11681.6,0.84,13467.9,0.62,-1786.3,184D1111 Index,111D1184 Index
United Arab Emirates,23942.99,0.67,20587,1.48,3355.99,0.15,17231.01,466D1111 Index,111D1466 Index
Turkey,19340.2,0.54,11275.9,0.81,8064.3,0.37,3211.6,186D1111 Index,111D1186 Index
Chile,19124.65,0.53,10325.2,0.74,8799.45,0.4,1525.75,228D1111 Index,111D1228 Index
Philippines,17727.9,0.5,7680.9,0.55,10047,0.46,-2366.1,566D1111 Index,111D1566 Index
Venezuela,15490,0.43,4598.2,0.33,10891.8,0.5,-6293.6,299D1111 Index,111D1299 Index
Austria,14493.49,0.4,3628.99,0.26,10864.5,0.5,-7235.51,122D1111 Index,111D1122 Index
Peru,13577.02,0.38,7328.01,0.53,6249.01,0.29,1079,293D1111 Index,111D1293 Index
Sweden,13507.11,0.38,3787.09,0.27,9720.02,0.44,-5932.93,144D1111 Index,111D1144 Index
Dominican Republic,12631.77,0.35,7947.71,0.57,4684.06,0.21,3263.65,243D1111 Index,111D1243 Index
South Africa,12058.74,0.34,5299.54,0.38,6759.2,0.31,-1459.66,199D1111 Index,111D1199 Index
Argentina,11601.25,0.32,6950.78,0.5,4650.47,0.21,2300.31,213D1111 Index,111D1213 Index
Guatemala,10469.69,0.29,6521.22,0.47,3948.47,0.18,2572.75,258D1111 Index,111D1258 Index
Denmark,10273.21,0.29,2323.74,0.17,7949.47,0.36,-5625.73,128D1111 Index,111D1128 Index
Ecuador,10170.59,0.28,4109.23,0.3,6061.36,0.28,-1952.13,248D1111 Index,111D1248 Index
Costa Rica,10076.45,0.28,5743.78,0.41,4332.67,0.2,1411.11,238D1111 Index,111D1238 Index
Poland,9834.55,0.27,3864.56,0.28,5969.99,0.27,-2105.43,964D1111 Index,111D1964 Index
Norway,9104.48,0.25,4687.02,0.34,4417.46,0.2,269.56,142D1111 Index,111D1142 Index
New Zealand,8019.05,0.22,3949.28,0.28,4069.77,0.19,-120.49,196D1111 Index,111D1196 Index
Honduras,7746.72,0.22,3128.27,0.23,4618.45,0.21,-1490.18,268D1111 Index,111D1268 Index
Iraq,7309.91,0.2,1344.86,0.1,5965.05,0.27,-4620.19,433D1111 Index,111D1433 Index
Hungary,7115.04,0.2,1771.35,0.13,5343.69,0.24,-3572.34,944D1111 Index,111D1944 Index
Nigeria,6796.51,0.19,2620.52,0.19,4175.99,0.19,-1555.47,694D1111 Index,111D1694 Index
Bangladesh,6773.57,0.19,861.29,0.06,5912.28,0.27,-5050.99,513D1111 Index,111D1513 Index
Czech Republic,6482.62,0.18,2083.73,0.15,4398.89,0.2,-2315.16,935D1111 Index,111D1935 Index
El Salvador,6167.75,0.17,3670.83,0.26,2496.92,0.11,1173.91,253D1111 Index,111D1253 Index
Finland,6016.01,0.17,1436.04,0.1,4579.97,0.21,-3143.93,172D1111 Index,111D1172 Index
Qatar,5761,0.16,4600.29,0.33,1160.71,0.05,3439.58,453D1111 Index,111D1453 Index
Algeria,5570.34,0.16,2341.56,0.17,3228.78,0.15,-887.22,612D1111 Index,111D1612 Index
Pakistan,5452.92,0.15,2006.82,0.14,3446.1,0.16,-1439.28,564D1111 Index,111D1564 Index
Trinidad And Tobago,5118.52,0.14,2157.63,0.16,2960.89,0.14,-803.26,369D1111 Index,111D1369 Index
Angola,4555.03,0.13,1698.55,0.12,2856.48,0.13,-1157.93,614D1111 Index,111D1614 Index
Nicaragua,4455.96,0.12,1152.33,0.08,3303.63,0.15,-2151.3,278D1111 Index,111D1278 Index
Egypt,4385.37,0.12,2892,0.21,1493.37,0.07,1398.63,469D1111 Index,111D1469 Index
Kuwait,4280.56,0.12,968.17,0.07,3312.39,0.15,-2344.22,443D1111 Index,111D1443 Index
Portugal,4174.22,0.12,969.38,0.07,3204.84,0.15,-2235.46,182D1111 Index,111D1182 Index
Morocco,3674.75,0.1,2652.96,0.19,1021.79,0.05,1631.17,686D1111 Index,111D1686 Index
Panama,3409.26,0.1,3001.51,0.22,407.75,0.02,2593.77,283D1111 Index,111D1283 Index
Sri Lanka,3368.82,0.09,539.28,0.04,2829.54,0.13,-2290.26,524D1111 Index,111D1524 Index
Cambodia,2985.86,0.08,173.55,0.01,2812.31,0.13,-2638.77,522D1111 Index,111D1522 Index
Slovakia,2899.17,0.08,364.35,0.03,2534.82,0.12,-2170.47,936D1111 Index,111D1936 Index
Jordan,2785,0.08,1227.81,0.09,1557.19,0.07,-329.38,439D1111 Index,111D1439 Index
Bahamas,2752.31,0.08,2454.15,0.18,298.16,0.01,2155.99,313D1111 Index,111D1313 Index
Romania,2668.52,0.07,705.38,0.05,1963.14,0.09,-1257.76,968D1111 Index,111D1968 Index
