Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,995744,100,521350,100,474394,100,46956,001D1136 Index,136D1001 Index
Non Fuel Exporting Countries,887599,89.14,477639,91.62,409960,86.42,67679,092D1136 Index,136D1092 Index
Advanced Economies,645786,64.85,356315,68.34,289471,61.02,66844,110D1136 Index,136D1110 Index
European Union,545283,54.76,274980,52.74,270303,56.98,4677,998D1136 Index,136D1998 Index
Euro-zone,417617,41.94,202313,38.81,215304,45.39,-12991,995D1136 Index,136D1995 Index
Emerging and Developing Economies,347983,34.95,164676,31.59,183307,38.64,-18631,200I1136 Index,136D1200 Index
Developing Europe,146653.6,14.73,68363.4,13.11,78290.2,16.5,-9926.8,170D1136 Index,136D1170 Index
Germany,138033.7,13.86,65756,12.61,72277.7,15.24,-6521.7,134D1136 Index,136D1134 Index
Fuel Exporting Countries,108145.3,10.86,43710.9,8.38,64434.4,13.58,-20723.5,080D1136 Index,136D1080 Index
France,92050.2,9.24,51126.3,9.81,40923.9,8.63,10202.4,132D1136 Index,136D1132 Index
Developing Asia,81823.9,8.22,31898.8,6.12,49925.1,10.52,-18026.3,505D1136 Index,136D1505 Index
United States,58703.7,5.9,42122.5,8.08,16581.2,3.5,25541.3,111D1136 Index,136D1111 Index
CIS Countries,55968.2,5.62,17991,3.45,37977.2,8.01,-19986.2,901D1136 Index,136D1901 Index
China,52554,5.28,19273.1,3.7,33280.9,7.02,-14007.8,924D1136 Index,136D1924 Index
Spain,44922.8,4.51,22029.4,4.23,22893.4,4.83,-864,184D1136 Index,136D1184 Index
United Kingdom,40746.4,4.09,27094.4,5.2,13652,2.88,13442.4,112D1136 Index,136D1112 Index
Netherlands,38447.4,3.86,10863.3,2.08,27584.1,5.81,-16720.8,138D1136 Index,136D1138 Index
Switzerland,36472.3,3.66,22632,4.34,13840.3,2.92,8791.7,146D1136 Index,136D1146 Index
Russia,35777,3.59,12727.3,2.44,23049.7,4.86,-10322.4,922D1136 Index,136D1922 Index
Belgium,35674,3.58,15632.4,3,20041.6,4.22,-4409.2,124D1136 Index,136D1124 Index
Developing Western Hemisphere,32562.9,3.27,19928.3,3.82,12634.6,2.66,7293.7,205D1136 Index,136D1205 Index
Austria,22560.6,2.27,11608.5,2.23,10952.1,2.31,656.4,122D1136 Index,136D1122 Index
Poland,21840.76,2.19,12248.8,2.35,9591.96,2.02,2656.84,964D1136 Index,136D1964 Index
Turkey,19654.08,1.97,12059.1,2.31,7594.98,1.6,4464.12,186D1136 Index,136D1186 Index
