Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,471788,100,257053,100,214735,100,42318,001D1193 Index,193D1001 Index
Emerging and Developing Economies,258888,54.87,153625,59.76,105263,49.02,48362,200I1193 Index,193D1200 Index
Non Fuel Exporting Countries,249377,52.86,148586,57.8,100791,46.94,47795,092D1193 Index,193D1092 Index
Developing Asia,236423.2,50.11,143974,56.01,92449.2,43.05,51524.8,505D1193 Index,193D1505 Index
Advanced Economies,210733,44.67,103427,40.24,107306,49.97,-3879,110D1193 Index,193D1110 Index
China,176780.7,37.47,114767,44.65,62013.7,28.88,52753.3,924D1193 Index,193D1924 Index
Japan,48511.6,10.28,35622.9,13.86,12888.7,6,22734.2,158D1193 Index,193D1158 Index
European Union,41741.86,8.85,7769.76,3.02,33972.1,15.82,-26202.34,998D1193 Index,193D1998 Index
United States,39801.6,8.44,14434.2,5.62,25367.4,11.81,-10933.2,111D1193 Index,193D1111 Index
Euro-zone,36113.39,7.65,6963.59,2.71,29149.8,13.57,-22186.21,995D1193 Index,193D1995 Index
South Korea,25311.94,5.37,18680.7,7.27,6631.24,3.09,12049.46,542D1193 Index,193D1542 Index
United Kingdom,15544.26,3.29,10431,4.06,5113.26,2.38,5317.74,112D1193 Index,193D1112 Index
Thailand,13761.63,2.92,3322.83,1.29,10438.8,4.86,-7115.97,578D1193 Index,193D1578 Index
Germany,12522.29,2.65,2565.03,1,9957.26,4.64,-7392.23,134D1193 Index,193D1134 Index
Malaysia,11714.03,2.48,4642.26,1.81,7071.77,3.29,-2429.51,548D1193 Index,193D1548 Index
India,11232.38,2.38,7251.12,2.82,3981.26,1.85,3269.86,534D1193 Index,193D1534 Index
Singapore,9679.11,2.05,3873.44,1.51,5805.67,2.7,-1932.23,576D1193 Index,193D1576 Index
New Zealand,9647.76,2.04,4500.58,1.75,5147.18,2.4,-646.6,196D1193 Index,193D1196 Index
Fuel Exporting Countries,9511.7,2.02,5039.35,1.96,4472.35,2.08,567,080D1193 Index,193D1080 Index
Vietnam,8767.63,1.86,4670.19,1.82,4097.44,1.91,572.75,582D1193 Index,193D1582 Index
Indonesia,8086.76,1.71,4646.58,1.81,3440.18,1.6,1206.4,536D1193 Index,193D1536 Index
Developing Western Hemisphere,5810.12,1.23,1592.26,0.62,4217.86,1.96,-2625.6,205D1193 Index,193D1205 Index
Italy,5320.61,1.13,386.58,0.15,4934.03,2.3,-4547.45,136D1193 Index,193D1136 Index
France,4911.97,1.04,654.65,0.25,4257.32,1.98,-3602.68,132D1193 Index,193D1132 Index
Switzerland,4398.25,0.93,1871.73,0.73,2526.52,1.18,-654.79,146D1193 Index,193D1146 Index
Hong Kong,4170.27,0.88,3263.69,1.27,906.58,0.42,2357.11,532D1193 Index,193D1532 Index
