Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,1145589,100,570943,100,574646,100,-3703,001D1138 Index,138D1001 Index
Advanced Economies,840312,73.35,489932,85.81,350380,60.97,139552,110D1138 Index,138D1110 Index
European Union,647497,56.52,413221,72.38,234276,40.77,178945,998D1138 Index,138D1998 Index
Euro-zone,558170,48.72,358897,62.86,199273,34.68,159624,995D1138 Index,138D1995 Index
Emerging and Developing Economies,301703.4,26.34,80921.4,14.17,220782,38.42,-139860.6,200I1138 Index,138D1200 Index
Non Fuel Exporting Countries,247886.7,21.64,68209.7,11.95,179677,31.27,-111467.3,092D1138 Index,138D1092 Index
Germany,247653.5,21.62,160230,28.06,87423.5,15.21,72806.5,134D1138 Index,138D1134 Index
Developing Asia,145890,12.73,19289,3.38,126601,22.03,-107312,505D1138 Index,138D1505 Index
Belgium,119122.8,10.4,70653.3,12.37,48469.5,8.43,22183.8,124D1138 Index,138D1124 Index
China,105765.2,9.23,11206.1,1.96,94559.1,16.46,-83353,924D1138 Index,138D1924 Index
Developing Europe,83721.6,7.31,36005.4,6.31,47716.2,8.3,-11710.8,170D1138 Index,138D1170 Index
United Kingdom,80768.6,7.05,51347.4,8.99,29421.2,5.12,21926.2,112D1138 Index,138D1112 Index
France,70709.7,6.17,51722.3,9.06,18987.4,3.3,32734.9,132D1138 Index,138D1132 Index
United States,57373.5,5.01,17743.3,3.11,39630.2,6.9,-21886.9,111D1138 Index,138D1111 Index
Fuel Exporting Countries,53817.1,4.7,12711.7,2.23,41105.4,7.15,-28393.7,080D1138 Index,138D1080 Index
Italy,37119.7,3.24,25712,4.5,11407.7,1.99,14304.3,136D1138 Index,138D1136 Index
CIS Countries,32887.25,2.87,5609.25,0.98,27278,4.75,-21668.75,901D1138 Index,138D1901 Index
Developing Western Hemisphere,29523.7,2.58,8367.2,1.47,21156.5,3.68,-12789.3,205D1138 Index,138D1205 Index
Russia,28656.01,2.5,3894.81,0.68,24761.2,4.31,-20866.39,922D1138 Index,138D1922 Index
Spain,27678.08,2.42,17876.4,3.13,9801.68,1.71,8074.72,184D1138 Index,138D1184 Index
Poland,23809.68,2.08,13921.9,2.44,9887.78,1.72,4034.12,964D1138 Index,138D1964 Index
Sweden,22067.61,1.93,13753.9,2.41,8313.71,1.45,5440.19,144D1138 Index,138D1144 Index
Sub-Saharan Africa,18828.33,1.64,6835.63,1.2,11992.7,2.09,-5157.07,603D1138 Index,138D1603 Index
Norway,17773.45,1.55,3162.65,0.55,14610.8,2.54,-11448.15,142D1138 Index,138D1142 Index
Czech Republic,15028.69,1.31,8425.17,1.48,6603.52,1.15,1821.65,935D1138 Index,138D1935 Index
Japan,13549.8,1.18,2395.4,0.42,11154.4,1.94,-8759,158D1138 Index,138D1158 Index
South Korea,13317.9,1.16,6258.43,1.1,7059.47,1.23,-801.04,542D1138 Index,138D1542 Index
Denmark,11706.6,1.02,7242.61,1.27,4463.99,0.78,2778.62,128D1138 Index,138D1128 Index
Finland,10768.62,0.94,6172.14,1.08,4596.48,0.8,1575.66,172D1138 Index,138D1172 Index
Ireland,10629.77,0.93,3577.4,0.63,7052.37,1.23,-3474.97,178D1138 Index,138D1178 Index
Austria,10388.29,0.91,7450.75,1.3,2937.54,0.51,4513.21,122D1138 Index,138D1122 Index
Switzerland,9194.5,0.8,5173.49,0.91,4021.01,0.7,1152.48,146D1138 Index,138D1146 Index
Brazil,9027.43,0.79,2013.81,0.35,7013.62,1.22,-4999.81,223D1138 Index,138D1223 Index
Israel,9005.54,0.79,2925.1,0.51,6080.44,1.06,-3155.34,436D1138 Index,138D1436 Index
Malaysia,8523.24,0.74,1823.07,0.32,6700.17,1.17,-4877.1,548D1138 Index,138D1548 Index
Hungary,8473.27,0.74,5365.72,0.94,3107.55,0.54,2258.17,944D1138 Index,138D1944 Index
Singapore,8403.29,0.73,3518.49,0.62,4884.8,0.85,-1366.31,576D1138 Index,138D1576 Index
Turkey,8159.05,0.71,3856.92,0.68,4302.13,0.75,-445.21,186D1138 Index,138D1186 Index
India,6899.09,0.6,2316.06,0.41,4583.03,0.8,-2266.97,534D1138 Index,138D1534 Index
Portugal,6527.34,0.57,4234.66,0.74,2292.68,0.4,1941.98,182D1138 Index,138D1182 Index
Thailand,6109.89,0.53,996.48,0.17,5113.41,0.89,-4116.93,578D1138 Index,138D1578 Index
Vietnam,6063.51,0.53,670.42,0.12,5393.09,0.94,-4722.67,582D1138 Index,138D1582 Index
Mexico,5821.19,0.51,2534.53,0.44,3286.66,0.57,-752.13,273D1138 Index,138D1273 Index
Canada,5739.83,0.5,3230.67,0.57,2509.16,0.44,721.51,156D1138 Index,138D1156 Index
Indonesia,5344.92,0.47,1026.48,0.18,4318.44,0.75,-3291.96,536D1138 Index,138D1536 Index
Romania,5008.14,0.44,3395.55,0.59,1612.59,0.28,1782.96,968D1138 Index,138D1968 Index
Australia,4251.36,0.37,1857.92,0.33,2393.44,0.42,-535.52,193D1138 Index,138D1193 Index
Nigeria,4172.3,0.36,1061.82,0.19,3110.48,0.54,-2048.66,694D1138 Index,138D1694 Index
South Africa,4009.21,0.35,1306.28,0.23,2702.93,0.47,-1396.65,199D1138 Index,138D1199 Index
Slovakia,4006.38,0.35,2117.57,0.37,1888.81,0.33,228.76,936D1138 Index,138D1936 Index
Saudi Arabia,3895.76,0.34,1465.04,0.26,2430.72,0.42,-965.68,456D1138 Index,138D1456 Index
Iraq,3759.59,0.33,495.58,0.09,3264.01,0.57,-2768.43,433D1138 Index,138D1433 Index
Greece,3683.82,0.32,3025.63,0.53,658.19,0.11,2367.44,174D1138 Index,138D1174 Index
Hong Kong,3306.21,0.29,2641.14,0.46,665.07,0.12,1976.07,532D1138 Index,138D1532 Index
Iceland,2926.25,0.26,463.78,0.08,2462.47,0.43,-1998.69,176D1138 Index,138D1176 Index
United Arab Emirates,2768.25,0.24,1659.85,0.29,1108.4,0.19,551.45,466D1138 Index,138D1466 Index
Lithuania,2629.9,0.23,1624.43,0.28,1005.47,0.17,618.96,946D1138 Index,138D1946 Index
Bangladesh,2620.4,0.23,207.14,0.04,2413.26,0.42,-2206.12,513D1138 Index,138D1513 Index
Philippines,2482.88,0.22,609.45,0.11,1873.43,0.33,-1263.98,566D1138 Index,138D1566 Index
Chile,2385.11,0.21,491.1,0.09,1894.02,0.33,-1402.93,228D1138 Index,138D1228 Index
Ukraine,2364.55,0.21,636.2,0.11,1728.35,0.3,-1092.15,926D1138 Index,138D1926 Index
Luxembourg,2103.39,0.18,1089.97,0.19,1013.42,0.18,76.55,137D1138 Index,138D1137 Index
Cote D Ivoire,2042.41,0.18,308.38,0.05,1734.03,0.3,-1425.65,662D1138 Index,138D1662 Index
Iran,2009.38,0.18,1172.46,0.21,836.92,0.15,335.54,429D1138 Index,138D1429 Index
Argentina,1971.3,0.17,490.2,0.09,1481.1,0.26,-990.9,213D1138 Index,138D1213 Index
Bulgaria,1946.02,0.17,1259.67,0.22,686.35,0.12,573.32,918D1138 Index,138D1918 Index
Kuwait,1798.45,0.16,176.39,0.03,1622.06,0.28,-1445.67,443D1138 Index,138D1443 Index
Pakistan,1661.35,0.15,943.76,0.17,717.59,0.12,226.16,564D1138 Index,138D1564 Index
Egypt,1620.8,0.14,1187.2,0.21,433.6,0.08,753.6,469D1138 Index,138D1469 Index
Slovenia,1588.53,0.14,1033.92,0.18,554.61,0.1,479.31,961D1138 Index,138D1961 Index
Colombia,1584,0.14,157.42,0.03,1426.58,0.25,-1269.16,233D1138 Index,138D1233 Index
Estonia,1330.91,0.12,985.37,0.17,345.54,0.06,639.83,939D1138 Index,138D1939 Index
Latvia,1315.24,0.11,703.56,0.12,611.68,0.11,91.88,941D1138 Index,138D1941 Index
Peru,1292.09,0.11,298.05,0.05,994.04,0.17,-695.99,293D1138 Index,138D1293 Index
Croatia,1286.7,0.11,959.62,0.17,327.08,0.06,632.54,960D1138 Index,138D1960 Index
Ghana,1248.57,0.11,237,0.04,1011.57,0.18,-774.58,652D1138 Index,138D1652 Index
Morocco,1219.97,0.11,738.75,0.13,481.22,0.08,257.53,686D1138 Index,138D1686 Index
New Zealand,1088.43,0.1,429.26,0.08,659.18,0.11,-229.92,196D1138 Index,138D1196 Index
Mozambique,1023.11,0.09,490.88,0.09,532.24,0.09,-41.36,688D1138 Index,138D1688 Index
Ecuador,1001.47,0.09,459.92,0.08,541.56,0.09,-81.64,248D1138 Index,138D1248 Index
Costa Rica,972.79,0.08,90.61,0.02,882.18,0.15,-791.57,238D1138 Index,138D1238 Index
Algeria,952.71,0.08,54.21,0.01,898.51,0.16,-844.3,612D1138 Index,138D1612 Index
Libya,785.99,0.07,225.8,0.04,560.19,0.1,-334.38,672D1138 Index,138D1672 Index
Kenya,742.66,0.06,188.9,0.03,553.77,0.1,-364.87,664D1138 Index,138D1664 Index
Uruguay,727.48,0.06,89.42,0.02,638.06,0.11,-548.64,298D1138 Index,138D1298 Index
Cambodia,651.84,0.06,25.53,0,626.31,0.11,-600.78,522D1138 Index,138D1522 Index
Kazakhstan,634.36,0.06,283.4,0.05,350.95,0.06,-67.55,916D1138 Index,138D1916 Index
Qatar,625.73,0.05,376.34,0.07,249.39,0.04,126.95,453D1138 Index,138D1453 Index
Guinea,571.54,0.05,557.22,0.1,14.32,0,542.9,656D1138 Index,138D1656 Index
Dominican Republic,569.7,0.05,293.38,0.05,276.32,0.05,17.06,243D1138 Index,138D1243 Index
Serbia,544.57,0.05,375.39,0.07,169.18,0.03,206.21,942D1138 Index,138D1942 Index
Cyprus,539.44,0.05,463.33,0.08,76.11,0.01,387.22,423D1138 Index,138D1423 Index
Guatemala,539.06,0.05,96.35,0.02,442.71,0.08,-346.37,258D1138 Index,138D1258 Index
Cameroon,520.88,0.05,120.18,0.02,400.71,0.07,-280.53,622D1138 Index,138D1622 Index
Oman,515.3,0.04,430.38,0.08,84.92,0.01,345.45,449D1138 Index,138D1449 Index
Belarus,513.54,0.04,300.4,0.05,213.15,0.04,87.25,913D1138 Index,138D1913 Index
Tunisia,415.82,0.04,216.76,0.04,199.05,0.03,17.71,744D1138 Index,138D1744 Index
Panama,400.96,0.04,73.69,0.01,327.28,0.06,-253.59,283D1138 Index,138D1283 Index
Ethiopia,393.37,0.03,179.75,0.03,213.62,0.04,-33.87,644D1138 Index,138D1644 Index
Lebanon,391.19,0.03,323.13,0.06,68.07,0.01,255.06,446D1138 Index,138D1446 Index
Malta,375.04,0.03,224.5,0.04,150.54,0.03,73.95,181D1138 Index,138D1181 Index
Bahrain,370.97,0.03,164.65,0.03,206.31,0.04,-41.66,419D1138 Index,138D1419 Index
Paraguay,366.23,0.03,170.58,0.03,195.64,0.03,-25.06,288D1138 Index,138D1288 Index
Papua New Guinea,361.16,0.03,12.16,0,349,0.06,-336.84,853D1138 Index,138D1853 Index
Jordan,350.66,0.03,298.47,0.05,52.19,0.01,246.28,439D1138 Index,138D1439 Index
