Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,306764,100,174366,100,132398,100,41968,001D1456 Index,456D1001 Index
Emerging and Developing Economies,178121.7,58.06,106344,60.99,71777.7,54.21,34566.3,200I1456 Index,456D1200 Index
Non Fuel Exporting Countries,149229.3,48.65,91410.5,52.42,57818.8,43.67,33591.7,092D1456 Index,456D1092 Index
Advanced Economies,128634,41.93,68015.5,39.01,60618.5,45.79,7397,110D1456 Index,456D1110 Index
Developing Asia,111517.6,36.35,70417.8,40.39,41099.8,31.04,29318,505D1456 Index,456D1505 Index
China,65573,21.38,39063.8,22.4,26509.2,20.02,12554.6,924D1456 Index,456D1924 Index
European Union,45372.5,14.79,17217.1,9.87,28155.4,21.27,-10938.3,998D1456 Index,456D1998 Index
Euro-zone,39428.7,12.85,15790.9,9.06,23637.8,17.85,-7846.9,995D1456 Index,456D1995 Index
Fuel Exporting Countries,28892.5,9.42,14933.6,8.56,13958.9,10.54,974.7,080D1456 Index,456D1080 Index
India,24123.32,7.86,17756.3,10.18,6367.02,4.81,11389.28,534D1456 Index,456D1534 Index
Japan,24072.84,7.85,18411.3,10.56,5661.54,4.28,12749.76,158D1456 Index,456D1158 Index
United States,23096.51,7.53,8993.01,5.16,14103.5,10.65,-5110.49,111D1456 Index,456D1111 Index
South Korea,19775.14,6.45,15954.1,9.15,3821.04,2.89,12133.06,542D1456 Index,456D1542 Index
United Arab Emirates,15455.46,5.04,6475.82,3.71,8979.64,6.78,-2503.82,466D1456 Index,456D1466 Index
Sub-Saharan Africa,8120.84,2.65,6303.91,3.62,1816.93,1.37,4486.98,603D1456 Index,456D1603 Index
Germany,7648.66,2.49,839.58,0.48,6809.08,5.14,-5969.5,134D1456 Index,456D1134 Index
Italy,7445.95,2.43,3373.81,1.93,4072.14,3.08,-698.33,136D1456 Index,456D1136 Index
Bahrain,7083.27,2.31,5279.11,3.03,1804.16,1.36,3474.95,419D1456 Index,456D1419 Index
France,6810.03,2.22,2748.07,1.58,4061.96,3.07,-1313.89,132D1456 Index,456D1132 Index
Developing Western Hemisphere,6792.42,2.21,1963.54,1.13,4828.88,3.65,-2865.34,205D1456 Index,456D1205 Index
Egypt,6564.7,2.14,3936.87,2.26,2627.83,1.98,1309.04,469D1456 Index,456D1469 Index
Thailand,6070.98,1.98,3854.49,2.21,2216.49,1.67,1638,578D1456 Index,456D1578 Index
Singapore,5456.04,1.78,4120.2,2.36,1335.84,1.01,2784.36,576D1456 Index,456D1576 Index
Malaysia,5009.83,1.63,3844.49,2.2,1165.34,0.88,2679.15,548D1456 Index,456D1548 Index
Spain,4711.88,1.54,2587.38,1.48,2124.5,1.6,462.88,184D1456 Index,456D1184 Index
Indonesia,4365.24,1.42,2613.49,1.5,1751.75,1.32,861.74,536D1456 Index,456D1536 Index
United Kingdom,4214.1,1.37,1220.82,0.7,2993.28,2.26,-1772.46,112D1456 Index,456D1112 Index
Netherlands,4082.18,1.33,2375.55,1.36,1706.63,1.29,668.92,138D1456 Index,456D1138 Index
Brazil,3774.77,1.23,1619.18,0.93,2155.59,1.63,-536.41,223D1456 Index,456D1223 Index
Turkey,3711.48,1.21,1719.67,0.99,1991.81,1.5,-272.14,186D1456 Index,456D1186 Index
South Africa,3655.39,1.19,2852.73,1.64,802.66,0.61,2050.07,199D1456 Index,456D1199 Index
Belgium,3559.71,1.16,2263.7,1.3,1296.01,0.98,967.69,124D1456 Index,456D1124 Index
Jordan,3210.95,1.05,2099.26,1.2,1111.69,0.84,987.57,439D1456 Index,456D1439 Index
Canada,3156.42,1.03,1324.16,0.76,1832.26,1.38,-508.1,156D1456 Index,456D1156 Index
Pakistan,2422.51,0.79,1895.56,1.09,526.95,0.4,1368.61,564D1456 Index,456D1564 Index
Vietnam,2351.02,0.77,1148.94,0.66,1202.08,0.91,-53.14,582D1456 Index,456D1582 Index
Oman,2322.13,0.76,670.44,0.38,1651.69,1.25,-981.26,449D1456 Index,456D1449 Index
Poland,2320.01,0.76,1218.04,0.7,1101.97,0.83,116.07,964D1456 Index,456D1964 Index
Switzerland,2134.54,0.7,651.53,0.37,1483.01,1.12,-831.49,146D1456 Index,456D1146 Index
CIS Countries,1813.92,0.59,395.93,0.23,1417.99,1.07,-1022.06,901D1456 Index,456D1901 Index
Ethiopia,1398.93,0.46,1201.28,0.69,197.65,0.15,1003.63,644D1456 Index,456D1644 Index
Australia,1315.09,0.43,676.58,0.39,638.51,0.48,38.07,193D1456 Index,456D1193 Index
Bangladesh,1304.87,0.43,964.88,0.55,339.98,0.26,624.9,513D1456 Index,456D1513 Index
Sweden,1249.43,0.41,69.38,0.04,1180.05,0.89,-1110.67,144D1456 Index,456D1144 Index
Ireland,1177.97,0.38,143.1,0.08,1034.87,0.78,-891.77,178D1456 Index,456D1178 Index
Hong Kong,1069.38,0.35,338.14,0.19,731.23,0.55,-393.09,532D1456 Index,456D1532 Index
Morocco,1055.29,0.34,896.82,0.51,158.47,0.12,738.36,686D1456 Index,456D1686 Index
Greece,1014.82,0.33,625.77,0.36,389.05,0.29,236.73,174D1456 Index,456D1174 Index
Argentina,979.94,0.32,62.18,0.04,917.76,0.69,-855.58,213D1456 Index,456D1213 Index
Kuwait,946,0.31,531.39,0.3,414.61,0.31,116.78,443D1456 Index,456D1443 Index
Mexico,934.64,0.3,112.97,0.06,821.66,0.62,-708.69,273D1456 Index,456D1273 Index
Russia,912.47,0.3,218.7,0.13,693.77,0.52,-475.07,922D1456 Index,456D1922 Index
Iraq,904.41,0.29,893.29,0.51,11.12,0.01,882.17,433D1456 Index,456D1433 Index
New Zealand,863.84,0.28,268.56,0.15,595.29,0.45,-326.73,196D1456 Index,456D1196 Index
Austria,831.26,0.27,100.47,0.06,730.78,0.55,-630.31,122D1456 Index,456D1122 Index
Denmark,807.91,0.26,26.17,0.02,781.74,0.59,-755.57,128D1456 Index,456D1128 Index
Philippines,793.51,0.26,596.03,0.34,197.48,0.15,398.54,566D1456 Index,456D1566 Index
Kenya,747.41,0.24,648.12,0.37,99.29,0.07,548.83,664D1456 Index,456D1664 Index
Ukraine,735.69,0.24,101.78,0.06,633.91,0.48,-532.13,926D1456 Index,456D1926 Index
Portugal,694.03,0.23,489.63,0.28,204.4,0.15,285.23,182D1456 Index,456D1182 Index
Sudan,673.55,0.22,432.11,0.25,241.45,0.18,190.66,732D1456 Index,456D1732 Index
Czech Republic,595.48,0.19,34.93,0.02,560.55,0.42,-525.61,935D1456 Index,456D1935 Index
"Congo, Democratic Republic",586.8,0.19,18.93,0.01,567.88,0.43,-548.95,636D1456 Index,456D1636 Index
Peoples Democratic Republic of Yemen,578.06,0.19,399.66,0.23,178.4,0.13,221.26,474D1456 Index,456D1474 Index
Finland,521.48,0.17,6.7,0,514.78,0.39,-508.08,172D1456 Index,456D1172 Index
Lebanon,430.18,0.14,183.47,0.11,246.71,0.19,-63.24,446D1456 Index,456D1446 Index
Romania,427.26,0.14,13.17,0.01,414.09,0.31,-400.92,968D1456 Index,456D1968 Index
Lithuania,362.42,0.12,193.84,0.11,168.58,0.13,25.26,946D1456 Index,456D1946 Index
Tanzania,351.55,0.11,343.31,0.2,8.23,0.01,335.08,738D1456 Index,456D1738 Index
Hungary,339.99,0.11,7.32,0,332.68,0.25,-325.36,944D1456 Index,456D1944 Index
Guatemala,326.99,0.11,29,0.02,297.98,0.23,-268.98,258D1456 Index,456D1258 Index
Sri Lanka,290.23,0.09,187.87,0.11,102.36,0.08,85.51,524D1456 Index,456D1524 Index
Uganda,279.78,0.09,274.52,0.16,5.26,0,269.26,746D1456 Index,456D1746 Index
Slovakia,210.27,0.07,0.43,0,209.84,0.16,-209.41,936D1456 Index,456D1936 Index
Syria,201.12,0.07,0.01,0,201.11,0.15,-201.11,463D1456 Index,456D1463 Index
Myanmar,196.36,0.06,114.99,0.07,81.37,0.06,33.62,518D1456 Index,456D1518 Index
Tunisia,181.34,0.06,127.48,0.07,53.86,0.04,73.61,744D1456 Index,456D1744 Index
Norway,180.52,0.06,10.58,0.01,169.94,0.13,-159.35,142D1456 Index,456D1142 Index
Chile,166.6,0.05,9.02,0.01,157.58,0.12,-148.56,228D1456 Index,456D1228 Index
Brunei Darussalam,165.44,0.05,165.12,0.09,0.31,0,164.81,516D1456 Index,456D1516 Index
Ecuador,158.93,0.05,14.81,0.01,144.12,0.11,-129.31,248D1456 Index,456D1248 Index
Libya,150.94,0.05,142.16,0.08,8.78,0.01,133.38,672D1456 Index,456D1672 Index
Bulgaria,148.59,0.05,46.02,0.03,102.57,0.08,-56.55,918D1456 Index,456D1918 Index
Nigeria,124.61,0.04,89.62,0.05,34.99,0.03,54.62,694D1456 Index,456D1694 Index
Cote D Ivoire,114.32,0.04,110.08,0.06,4.24,0,105.84,662D1456 Index,456D1662 Index
Burundi,107.87,0.04,107.58,0.06,0.29,0,107.28,618D1456 Index,456D1618 Index
Slovenia,98.11,0.03,12,0.01,86.12,0.07,-74.12,961D1456 Index,456D1961 Index
Cambodia,96.69,0.03,15.92,0.01,80.77,0.06,-64.85,522D1456 Index,456D1522 Index
Somalia,94.12,0.03,54.18,0.03,39.94,0.03,14.25,726D1456 Index,456D1726 Index
Zambia,93.54,0.03,45.07,0.03,48.47,0.04,-3.4,754D1456 Index,456D1754 Index
Ghana,85.84,0.03,82.87,0.05,2.98,0,79.89,652D1456 Index,456D1652 Index
Latvia,82.68,0.03,0.08,0,82.6,0.06,-82.53,941D1456 Index,456D1941 Index
Bahamas,81.12,0.03,0.13,0,80.99,0.06,-80.86,313D1456 Index,456D1313 Index
Madagascar,80.58,0.03,76,0.04,4.58,0,71.41,674D1456 Index,456D1674 Index
Djibouti,67.28,0.02,51.13,0.03,16.16,0.01,34.97,611D1456 Index,456D1611 Index
Panama,66.85,0.02,0.47,0,66.38,0.05,-65.91,283D1456 Index,456D1283 Index
Rwanda,64.17,0.02,62.81,0.04,1.35,0,61.46,714D1456 Index,456D1714 Index
Belarus,60.36,0.02,44.67,0.03,15.7,0.01,28.97,913D1456 Index,456D1913 Index
Nepal,57.9,0.02,57.48,0.03,0.42,0,57.06,558D1456 Index,456D1558 Index
Costa Rica,57.68,0.02,1.87,0,55.82,0.04,-53.95,238D1456 Index,456D1238 Index
Croatia,55.1,0.02,11.18,0.01,43.92,0.03,-32.75,960D1456 Index,456D1960 Index
Paraguay,55.05,0.02,26.57,0.02,28.48,0.02,-1.91,288D1456 Index,456D1288 Index
Malta,54.46,0.02,0.84,0,53.62,0.04,-52.79,181D1456 Index,456D1181 Index
Colombia,54.4,0.02,20.18,0.01,34.22,0.03,-14.04,233D1456 Index,456D1233 Index
Mozambique,53.5,0.02,44.21,0.03,9.29,0.01,34.93,688D1456 Index,456D1688 Index
Togo,50.43,0.02,49.69,0.03,0.74,0,48.95,742D1456 Index,456D1742 Index
Peru,49.7,0.02,33.1,0.02,16.6,0.01,16.5,293D1456 Index,456D1293 Index
Malawi,45.64,0.01,44.74,0.03,0.9,0,43.83,676D1456 Index,456D1676 Index
Luxembourg,43.66,0.01,7.3,0,36.35,0.03,-29.05,137D1456 Index,456D1137 Index
Cyprus,40.48,0.01,11.43,0.01,29.06,0.02,-17.63,423D1456 Index,456D1423 Index
Estonia,38.6,0.01,11.16,0.01,27.43,0.02,-16.27,939D1456 Index,456D1939 Index
Georgia,36.41,0.01,1.41,0,34.99,0.03,-33.58,915D1456 Index,456D1915 Index
Macedonia,33.72,0.01,7.76,0,25.96,0.02,-18.2,962D1456 Index,456D1962 Index
Afghanistan,31.68,0.01,3.9,0,27.79,0.02,-23.89,512D1456 Index,456D1512 Index
Cameroon,30.54,0.01,25.44,0.01,5.1,0,20.34,622D1456 Index,456D1622 Index
Macau,28.01,0.01,27.37,0.02,0.64,0,26.74,546D1456 Index,456D1546 Index
Papua New Guinea,27.83,0.01,27.77,0.02,0.06,0,27.71,853D1456 Index,456D1853 Index
Angola,26.5,0.01,26.27,0.02,0.23,0,26.04,614D1456 Index,456D1614 Index
Senegal,25.18,0.01,25.02,0.01,0.16,0,24.87,722D1456 Index,456D1722 Index
Uruguay,23.84,0.01,7.12,0,16.72,0.01,-9.61,298D1456 Index,456D1298 Index
Guinea,22.14,0.01,22.05,0.01,0.09,0,21.96,656D1456 Index,456D1656 Index
Kazakhstan,22.08,0.01,2.75,0,19.33,0.01,-16.58,916D1456 Index,456D1916 Index
Uzbekistan,19.78,0.01,8.58,0,11.2,0.01,-2.62,927D1456 Index,456D1927 Index
Dominican Republic,18.92,0.01,10.91,0.01,8.01,0.01,2.9,243D1456 Index,456D1243 Index
Bosnia and Herzegovina,17.66,0.01,2.49,0,15.17,0.01,-12.67,963D1456 Index,456D1963 Index
Azerbaijan,14.1,0,11.71,0.01,2.39,0,9.32,912D1456 Index,456D1912 Index
Liberia,12.81,0,12.73,0.01,0.08,0,12.66,668D1456 Index,456D1668 Index
Guinea-Bissau,11.26,0,11.26,0.01,0,0,11.26,654D1456 Index,456D1654 Index
El Salvador,11.17,0,6.05,0,5.12,0,0.94,253D1456 Index,456D1253 Index
Mauritius,11.06,0,6.46,0,4.6,0,1.85,684D1456 Index,456D1684 Index
Benin,10.81,0,10.44,0.01,0.36,0,10.08,638D1456 Index,456D1638 Index
Mauritania,10.74,0,10.66,0.01,0.08,0,10.58,682D1456 Index,456D1682 Index
Gabon,9.22,0,1.34,0,7.88,0.01,-6.54,646D1456 Index,456D1646 Index
Albania,8.9,0,4.4,0,4.5,0,-0.09,914D1456 Index,456D1914 Index
Moldova,8.74,0,3.5,0,5.24,0,-1.74,921D1456 Index,456D1921 Index
Dominica,7.85,0,0.06,0,7.79,0.01,-7.73,321D1456 Index,456D1321 Index
Other Countries,7.57,0,6.58,0,0.99,0,5.58,910D1456 Index,456D1910 Index
Honduras,6.91,0,3.98,0,2.92,0,1.06,268D1456 Index,456D1268 Index
Cuba,6.9,0,6.43,0,0.47,0,5.97,928D1456 Index,456D1928 Index
Nicaragua,6.08,0,4.27,0,1.81,0,2.46,278D1456 Index,456D1278 Index
Sierra Leone,5.47,0,5.26,0,0.21,0,5.06,724D1456 Index,456D1724 Index
Chad,5.26,0,4.76,0,0.49,0,4.27,628D1456 Index,456D1628 Index
Comoros,5.18,0,5.11,0,0.07,0,5.05,632D1456 Index,456D1632 Index
Algeria,5.05,0,0.87,0,4.19,0,-3.32,612D1456 Index,456D1612 Index
Maldives,4.06,0,3.94,0,0.12,0,3.81,556D1456 Index,456D1556 Index
Zimbabwe,3.16,0,1.24,0,1.92,0,-0.69,698D1456 Index,456D1698 Index
Mali,2.91,0,2.7,0,0.22,0,2.48,678D1456 Index,456D1678 Index
Haiti,2.68,0,2.5,0,0.18,0,2.32,263D1456 Index,456D1263 Index
Seychelles,2.48,0,2.47,0,0.01,0,2.46,718D1456 Index,456D1718 Index
Trinidad And Tobago,2.46,0,0.26,0,2.21,0,-1.95,369D1456 Index,456D1369 Index
Bolivia,2.43,0,1.07,0,1.36,0,-0.29,218D1456 Index,456D1218 Index
Aruba,2.3,0,0.23,0,2.07,0,-1.84,314D1456 Index,456D1314 Index
Armenia,2.27,0,1.7,0,0.58,0,1.12,911D1456 Index,456D1911 Index
Niger,2.12,0,2.07,0,0.05,0,2.02,692D1456 Index,456D1692 Index
Venezuela,1.41,0,1.13,0,0.28,0,0.85,299D1456 Index,456D1299 Index
Kyrgyzstan,1.34,0,0.57,0,0.77,0,-0.2,917D1456 Index,456D1917 Index
Congo,1.32,0,1.26,0,0.06,0,1.2,634D1456 Index,456D1634 Index
Gambia,1.07,0,0.85,0,0.22,0,0.63,648D1456 Index,456D1648 Index
Netherlands Antilles,1.03,0,0.23,0,0.8,0,-0.57,353D1456 Index,456D1353 Index
North Korea,0.67,0,0.14,0,0.53,0,-0.38,954D1456 Index,456D1954 Index
Iceland,0.53,0,0.03,0,0.49,0,-0.46,176D1456 Index,456D1176 Index
Guyana,0.4,0,0.32,0,0.07,0,0.25,336D1456 Index,456D1336 Index
Tajikistan,0.36,0,0.27,0,0.09,0,0.17,923D1456 Index,456D1923 Index
Turkmenistan,0.33,0,0.31,0,0.02,0,0.29,925D1456 Index,456D1925 Index
