Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,1102812,100,532054,100,570758,100,-38704,001D1132 Index,132D1001 Index
Advanced Economies,839935,76.16,395686,74.37,444249,77.83,-48563,110D1132 Index,132D1110 Index
European Union,636349,57.7,267830,50.34,368519,64.57,-100689,998D1132 Index,132D1998 Index
Euro-zone,568484,51.55,236935,44.53,331549,58.09,-94614,995D1132 Index,132D1995 Index
Emerging and Developing Economies,262053,23.76,136122,25.58,125931,22.06,10191,200I1132 Index,132D1200 Index
Non Fuel Exporting Countries,200281.1,18.16,106062,19.93,94219.1,16.51,11842.9,092D1132 Index,132D1092 Index
Germany,190975.1,17.32,79611.1,14.96,111364,19.51,-31752.9,134D1132 Index,132D1134 Index
Belgium,98120.8,8.9,35669.7,6.7,62451.1,10.94,-26781.4,124D1132 Index,132D1124 Index
Developing Asia,85350.5,7.74,38923,7.32,46427.5,8.13,-7504.5,505D1132 Index,132D1505 Index
Italy,79638.1,7.22,35674.1,6.7,43964,7.7,-8289.9,136D1132 Index,132D1136 Index
United States,79228.9,7.18,47761.4,8.98,31467.5,5.51,16293.9,111D1132 Index,132D1111 Index
Spain,75882.7,6.88,36850.3,6.93,39032.4,6.84,-2182.1,184D1132 Index,132D1184 Index
Developing Europe,73764.3,6.69,35689.8,6.71,38074.5,6.67,-2384.7,170D1132 Index,132D1170 Index
Netherlands,62423.1,5.66,19217.4,3.61,43205.7,7.57,-23988.3,138D1132 Index,132D1138 Index
Fuel Exporting Countries,61772.3,5.6,30060,5.65,31712.3,5.56,-1652.3,080D1132 Index,132D1080 Index
United Kingdom,61592.2,5.59,35702.8,6.71,25889.4,4.54,9813.4,112D1132 Index,132D1112 Index
China,55655.6,5.05,24974.5,4.69,30681.1,5.38,-5706.6,924D1132 Index,132D1924 Index
Switzerland,35188.4,3.19,16803.1,3.16,18385.3,3.22,-1582.2,146D1132 Index,132D1146 Index
Developing Western Hemisphere,24106.7,2.19,15936,3,8170.7,1.43,7765.3,205D1132 Index,132D1205 Index
Sub-Saharan Africa,22482.75,2.04,12534,2.36,9948.75,1.74,2585.25,603D1132 Index,132D1603 Index
CIS Countries,21317.69,1.93,8823.59,1.66,12494.1,2.19,-3670.51,901D1132 Index,132D1901 Index
Poland,18185.11,1.65,8146.21,1.53,10038.9,1.76,-1892.69,964D1132 Index,132D1964 Index
Ireland,15682.01,1.42,8874.25,1.67,6807.76,1.19,2066.49,178D1132 Index,132D1178 Index
Japan,14372.69,1.3,9479.98,1.78,4892.71,0.86,4587.27,158D1132 Index,132D1158 Index
Turkey,14305.45,1.3,7983.11,1.5,6322.34,1.11,1660.77,186D1132 Index,132D1186 Index
Sweden,12755.27,1.16,5959.7,1.12,6795.57,1.19,-835.87,144D1132 Index,132D1144 Index
Russia,12646.2,1.15,5920.8,1.11,6725.4,1.18,-804.6,922D1132 Index,132D1922 Index
Czech Republic,12252.74,1.11,4254.59,0.8,7998.15,1.4,-3743.56,935D1132 Index,132D1935 Index
Portugal,10936.23,0.99,4956.31,0.93,5979.92,1.05,-1023.61,182D1132 Index,132D1182 Index
Saudi Arabia,10933.78,0.99,5458.58,1.03,5475.2,0.96,-16.62,456D1132 Index,132D1456 Index
Austria,10638.79,0.96,3994.32,0.75,6644.47,1.16,-2650.15,122D1132 Index,132D1122 Index
Algeria,9742.54,0.88,5434.37,1.02,4308.17,0.75,1126.2,612D1132 Index,132D1612 Index
Singapore,9288.83,0.84,7305.6,1.37,1983.23,0.35,5322.37,576D1132 Index,132D1576 Index
South Korea,8768.63,0.8,6162.21,1.16,2606.42,0.46,3555.79,542D1132 Index,132D1542 Index
Hungary,8705.15,0.79,4624.13,0.87,4081.02,0.72,543.11,944D1132 Index,132D1944 Index
Morocco,8575.92,0.78,4578.25,0.86,3997.67,0.7,580.58,686D1132 Index,132D1686 Index
India,8275.02,0.75,3439.66,0.65,4835.36,0.85,-1395.7,534D1132 Index,132D1534 Index
Canada,8078.13,0.73,5636.85,1.06,2441.28,0.43,3195.57,156D1132 Index,132D1156 Index
Tunisia,7832.61,0.71,3598.24,0.68,4234.37,0.74,-636.13,744D1132 Index,132D1744 Index
Brazil,7468.45,0.68,4731.29,0.89,2737.16,0.48,1994.13,223D1132 Index,132D1223 Index
Romania,7294.1,0.66,3894.06,0.73,3400.04,0.6,494.02,968D1132 Index,132D1968 Index
Slovakia,6206.02,0.56,2671.5,0.5,3534.52,0.62,-863.02,936D1132 Index,132D1936 Index
Mexico,6054.7,0.55,3950.47,0.74,2104.23,0.37,1846.24,273D1132 Index,132D1273 Index
Denmark,6013.01,0.55,2619.63,0.49,3393.38,0.59,-773.75,128D1132 Index,132D1128 Index
United Arab Emirates,5826.49,0.53,4661.97,0.88,1164.52,0.2,3497.45,466D1132 Index,132D1466 Index
Hong Kong,5790.41,0.53,4975.51,0.94,814.9,0.14,4160.61,532D1132 Index,132D1532 Index
Luxembourg,5217.66,0.47,2245.85,0.42,2971.81,0.52,-725.96,137D1132 Index,132D1137 Index
Thailand,4563.14,0.41,2698.3,0.51,1864.84,0.33,833.46,578D1132 Index,132D1578 Index
Vietnam,4493.07,0.41,1258.53,0.24,3234.54,0.57,-1976.01,582D1132 Index,132D1582 Index
Australia,4331.92,0.39,3469.36,0.65,862.56,0.15,2606.8,193D1132 Index,132D1193 Index
Kazakhstan,4282.6,0.39,670.83,0.13,3611.77,0.63,-2940.94,916D1132 Index,132D1916 Index
Finland,4238.09,0.38,2199.48,0.41,2038.61,0.36,160.87,172D1132 Index,132D1172 Index
Norway,4083.71,0.37,2504.66,0.47,1579.05,0.28,925.61,142D1132 Index,132D1142 Index
Nigeria,3865.63,0.35,625.36,0.12,3240.27,0.57,-2614.91,694D1132 Index,132D1694 Index
Malaysia,3848.45,0.35,2237.22,0.42,1611.23,0.28,625.99,548D1132 Index,132D1548 Index
Greece,2875.44,0.26,2169.21,0.41,706.23,0.12,1462.98,174D1132 Index,132D1174 Index
Egypt,2818.93,0.26,2335.26,0.44,483.67,0.08,1851.59,469D1132 Index,132D1469 Index
Israel,2776.56,0.25,1604.9,0.3,1171.66,0.21,433.24,436D1132 Index,132D1436 Index
South Africa,2691.46,0.24,2046.05,0.38,645.41,0.11,1400.64,199D1132 Index,132D1199 Index
Indonesia,2540.68,0.23,1337.7,0.25,1202.98,0.21,134.72,536D1132 Index,132D1536 Index
Chile,2468.82,0.22,1556.94,0.29,911.88,0.16,645.06,228D1132 Index,132D1228 Index
Angola,2316.9,0.21,707.32,0.13,1609.58,0.28,-902.26,614D1132 Index,132D1614 Index
Colombia,2220.59,0.2,1918.69,0.36,301.9,0.05,1616.79,233D1132 Index,132D1233 Index
Slovenia,2176.14,0.2,936.72,0.18,1239.42,0.22,-302.7,961D1132 Index,132D1961 Index
Cote D Ivoire,1982.94,0.18,1298.02,0.24,684.92,0.12,613.1,662D1132 Index,132D1662 Index
Bulgaria,1982.91,0.18,923.55,0.17,1059.36,0.19,-135.81,918D1132 Index,132D1918 Index
Argentina,1829.53,0.17,1450.26,0.27,379.27,0.07,1070.99,213D1132 Index,132D1213 Index
Bangladesh,1805.99,0.16,222.62,0.04,1583.37,0.28,-1360.75,513D1132 Index,132D1513 Index
Libya,1731.63,0.16,786.98,0.15,944.65,0.17,-157.67,672D1132 Index,132D1672 Index
Philippines,1633.22,0.15,1140.27,0.21,492.95,0.09,647.32,566D1132 Index,132D1566 Index
Qatar,1507.53,0.14,1245.92,0.23,261.61,0.05,984.32,453D1132 Index,132D1453 Index
Lithuania,1496.2,0.14,827.68,0.16,668.52,0.12,159.16,946D1132 Index,132D1946 Index
Azerbaijan,1461.48,0.13,212.25,0.04,1249.23,0.22,-1036.98,912D1132 Index,132D1912 Index
Ukraine,1430.42,0.13,892.32,0.17,538.11,0.09,354.21,926D1132 Index,132D1926 Index
Iraq,1417.41,0.13,522.42,0.1,894.99,0.16,-372.57,433D1132 Index,132D1433 Index
Niger,1322.87,0.12,778.53,0.15,544.34,0.1,234.18,692D1132 Index,132D1692 Index
New Zealand,1255.13,0.11,966.01,0.18,289.12,0.05,676.89,196D1132 Index,132D1196 Index
Lebanon,1183.48,0.11,1123.69,0.21,59.79,0.01,1063.9,446D1132 Index,132D1446 Index
Senegal,1019.27,0.09,935.99,0.18,83.27,0.01,852.72,722D1132 Index,132D1722 Index
Cameroon,918.09,0.08,632.38,0.12,285.71,0.05,346.66,622D1132 Index,132D1622 Index
Serbia,891.73,0.08,533.07,0.1,358.65,0.06,174.42,942D1132 Index,132D1942 Index
Pakistan,887.2,0.08,416.62,0.08,470.58,0.08,-53.96,564D1132 Index,132D1564 Index
Kuwait,886.64,0.08,210.4,0.04,676.23,0.12,-465.83,443D1132 Index,132D1443 Index
Gabon,884.27,0.08,688.21,0.13,196.05,0.03,492.16,646D1132 Index,132D1646 Index
Ghana,871.14,0.08,228.47,0.04,642.67,0.11,-414.2,652D1132 Index,132D1652 Index
Iran,770.98,0.07,736.99,0.14,33.99,0.01,703.01,429D1132 Index,132D1429 Index
New Caledonia,758.74,0.07,649.83,0.12,108.91,0.02,540.91,839D1132 Index,132D1839 Index
Congo,743.81,0.07,660.87,0.12,82.95,0.01,577.92,634D1132 Index,132D1634 Index
Macau,735.34,0.07,729.65,0.14,5.69,0,723.96,546D1132 Index,132D1546 Index
Peru,714.4,0.06,381.71,0.07,332.69,0.06,49.01,293D1132 Index,132D1293 Index
Croatia,677.46,0.06,473.67,0.09,203.79,0.04,269.87,960D1132 Index,132D1960 Index
Mauritius,606.52,0.05,334.52,0.06,272,0.05,62.52,684D1132 Index,132D1684 Index
Latvia,576.04,0.05,319.71,0.06,256.32,0.04,63.39,941D1132 Index,132D1941 Index
Uzbekistan,567.68,0.05,392.87,0.07,174.81,0.03,218.05,927D1132 Index,132D1927 Index
Malta,566.96,0.05,260.21,0.05,306.75,0.05,-46.54,181D1132 Index,132D1181 Index
Madagascar,565.05,0.05,183.07,0.03,381.98,0.07,-198.91,674D1132 Index,132D1674 Index
Estonia,541.96,0.05,246.94,0.05,295.02,0.05,-48.08,939D1132 Index,132D1939 Index
Ethiopia,508.84,0.05,461.38,0.09,47.46,0.01,413.91,644D1132 Index,132D1644 Index
Equatorial Guinea,487.44,0.04,90.23,0.02,397.2,0.07,-306.97,642D1132 Index,132D1642 Index
Venezuela,476.73,0.04,379.31,0.07,97.42,0.02,281.9,299D1132 Index,132D1299 Index
Cambodia,455.34,0.04,65.47,0.01,389.88,0.07,-324.41,522D1132 Index,132D1522 Index
Belarus,447.44,0.04,320.7,0.06,126.74,0.02,193.96,913D1132 Index,132D1913 Index
Ecuador,422.26,0.04,120.25,0.02,302.01,0.05,-181.77,248D1132 Index,132D1248 Index
Jordan,399.72,0.04,383.97,0.07,15.75,0,368.22,439D1132 Index,132D1439 Index
Bahrain,338.06,0.03,238.94,0.04,99.12,0.02,139.81,419D1132 Index,132D1419 Index
Mozambique,334.31,0.03,270.17,0.05,64.14,0.01,206.03,688D1132 Index,132D1688 Index
Mali,332.5,0.03,323.29,0.06,9.21,0,314.09,678D1132 Index,132D1678 Index
Oman,328.54,0.03,267.72,0.05,60.81,0.01,206.91,449D1132 Index,132D1449 Index
"Congo, Democratic Republic",310.72,0.03,295.42,0.06,15.3,0,280.12,636D1132 Index,132D1636 Index
Sri Lanka,308.7,0.03,116.72,0.02,191.98,0.03,-75.27,524D1132 Index,132D1524 Index
Kenya,302.69,0.03,216,0.04,86.7,0.02,129.3,664D1132 Index,132D1664 Index
Benin,295.07,0.03,288.76,0.05,6.31,0,282.45,638D1132 Index,132D1638 Index
Cyprus,292.87,0.03,210.11,0.04,82.76,0.01,127.35,423D1132 Index,132D1423 Index
Burkina Faso,283.49,0.03,269.18,0.05,14.31,0,254.87,748D1132 Index,132D1748 Index
Trinidad And Tobago,281.42,0.03,71.96,0.01,209.46,0.04,-137.51,369D1132 Index,132D1369 Index
Other Countries,262.84,0.02,245.94,0.05,16.9,0,229.04,910D1132 Index,132D1910 Index
Cuba,258.98,0.02,242.41,0.05,16.57,0,225.84,928D1132 Index,132D1928 Index
Costa Rica,253.01,0.02,120.16,0.02,132.85,0.02,-12.7,238D1132 Index,132D1238 Index
Djibouti,250.9,0.02,249.22,0.05,1.69,0,247.53,611D1132 Index,132D1611 Index
Mauritania,242.2,0.02,197.19,0.04,45.01,0.01,152.18,682D1132 Index,132D1682 Index
Bosnia and Herzegovina,241.78,0.02,182.52,0.03,59.26,0.01,123.27,963D1132 Index,132D1963 Index
Guinea,231.56,0.02,142.89,0.03,88.68,0.02,54.21,656D1132 Index,132D1656 Index
Dominican Republic,210.58,0.02,177.82,0.03,32.77,0.01,145.05,243D1132 Index,132D1243 Index
Myanmar,202.29,0.02,108.1,0.02,94.19,0.02,13.9,518D1132 Index,132D1518 Index
Paraguay,199.2,0.02,127.77,0.02,71.43,0.01,56.33,288D1132 Index,132D1288 Index
Chad,198.38,0.02,153.71,0.03,44.67,0.01,109.04,628D1132 Index,132D1628 Index
Uruguay,193.91,0.02,130.28,0.02,63.62,0.01,66.66,298D1132 Index,132D1298 Index
Bolivia,185.96,0.02,142.11,0.03,43.84,0.01,98.27,218D1132 Index,132D1218 Index
Togo,172.96,0.02,162.63,0.03,10.33,0,152.3,742D1132 Index,132D1742 Index
Seychelles,171.71,0.02,77.33,0.01,94.37,0.02,-17.04,718D1132 Index,132D1718 Index
Iceland,159.98,0.01,134.75,0.03,25.23,0,109.52,176D1132 Index,132D1176 Index
Panama,153.63,0.01,144.92,0.03,8.7,0,136.22,283D1132 Index,132D1283 Index
Suriname,142.81,0.01,10.26,0,132.54,0.02,-122.28,366D1132 Index,132D1366 Index
Nicaragua,141.73,0.01,110.49,0.02,31.24,0.01,79.25,278D1132 Index,132D1278 Index
Georgia,137.66,0.01,116.97,0.02,20.69,0,96.29,915D1132 Index,132D1915 Index
Guatemala,136.54,0.01,89.67,0.02,46.86,0.01,42.81,258D1132 Index,132D1258 Index
Tanzania,135.72,0.01,95.47,0.02,40.25,0.01,55.22,738D1132 Index,132D1738 Index
Sudan,133.49,0.01,71.34,0.01,62.15,0.01,9.2,732D1132 Index,132D1732 Index
Uganda,129.41,0.01,113.52,0.02,15.89,0,97.63,746D1132 Index,132D1746 Index
Honduras,127.5,0.01,46.98,0.01,80.52,0.01,-33.54,268D1132 Index,132D1268 Index
Macedonia,125.71,0.01,102.58,0.02,23.13,0,79.45,962D1132 Index,132D1962 Index
Moldova,120.9,0.01,81.02,0.02,39.88,0.01,41.15,921D1132 Index,132D1921 Index
Albania,117.86,0.01,95.67,0.02,22.19,0,73.48,914D1132 Index,132D1914 Index
Turkmenistan,114.11,0.01,111.62,0.02,2.5,0,109.12,925D1132 Index,132D1925 Index
Central African Rep.,102.58,0.01,96.19,0.02,6.39,0,89.8,626D1132 Index,132D1626 Index
Nepal,89.04,0.01,74.51,0.01,14.53,0,59.98,558D1132 Index,132D1558 Index
Zimbabwe,79.62,0.01,18.42,0,61.2,0.01,-42.78,698D1132 Index,132D1698 Index
Papua New Guinea,69.71,0.01,56.1,0.01,13.61,0,42.48,853D1132 Index,132D1853 Index
Armenia,67.99,0.01,65.13,0.01,2.85,0,62.28,911D1132 Index,132D1911 Index
Bahamas,66.37,0.01,32.04,0.01,34.32,0.01,-2.28,313D1132 Index,132D1313 Index
Zambia,58.85,0.01,56.46,0.01,2.39,0,54.07,754D1132 Index,132D1754 Index
Liberia,57.74,0.01,19.15,0,38.59,0.01,-19.44,668D1132 Index,132D1668 Index
Haiti,56.63,0.01,43.17,0.01,13.46,0,29.72,263D1132 Index,132D1263 Index
Sierra Leone,56.18,0.01,46.91,0.01,9.27,0,37.65,724D1132 Index,132D1724 Index
El Salvador,51.51,0,38.02,0.01,13.49,0,24.53,253D1132 Index,132D1253 Index
Brunei Darussalam,49.6,0,26.6,0,23,0,3.59,516D1132 Index,132D1516 Index
Jamaica,49.31,0,29.65,0.01,19.66,0,9.99,343D1132 Index,132D1343 Index
