Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,654518,100,302537,100,351981,100,-49444,001D1184 Index,184D1001 Index
Advanced Economies,451624,69,222602,73.58,229022,65.07,-6420,110D1184 Index,184D1110 Index
European Union,374043,57.15,177966,58.82,196077,55.71,-18111,998D1184 Index,184D1998 Index
Euro-zone,331954,50.72,159564,52.74,172390,48.98,-12826,995D1184 Index,184D1995 Index
Emerging and Developing Economies,201524.5,30.79,78810.5,26.05,122714,34.86,-43903.5,200I1184 Index,184D1200 Index
Non Fuel Exporting Countries,159310.1,24.34,66759.5,22.07,92550.6,26.29,-25791.1,092D1184 Index,184D1092 Index
France,86294.1,13.18,44419.1,14.68,41875,11.9,2544.1,132D1184 Index,184D1132 Index
Germany,85809.4,13.11,35823.1,11.84,49986.3,14.2,-14163.2,134D1184 Index,184D1134 Index
Developing Europe,53175.3,8.12,25224.5,8.34,27950.8,7.94,-2726.3,170D1184 Index,184D1170 Index
Developing Asia,51967,7.94,13040.1,4.31,38926.9,11.06,-25886.8,505D1184 Index,184D1505 Index
Italy,47969,7.33,24106.8,7.97,23862.2,6.78,244.6,136D1184 Index,184D1136 Index
Fuel Exporting Countries,42214.2,6.45,12051,3.98,30163.2,8.57,-18112.2,080D1184 Index,184D1080 Index
Portugal,38553.2,5.89,25448.2,8.41,13105,3.72,12343.2,182D1184 Index,184D1182 Index
Developing Western Hemisphere,35637.9,5.44,16694.2,5.52,18943.7,5.38,-2249.5,205D1184 Index,184D1205 Index
United Kingdom,34123.4,5.21,19993.6,6.61,14129.8,4.01,5863.8,112D1184 Index,184D1112 Index
China,32249.15,4.93,7998.65,2.64,24250.5,6.89,-16251.85,924D1184 Index,184D1924 Index
United States,28658.8,4.38,15660.7,5.18,12998.1,3.69,2662.6,111D1184 Index,184D1111 Index
Netherlands,27678.08,4.23,9801.68,3.24,17876.4,5.08,-8074.72,138D1184 Index,184D1138 Index
Belgium,21429.68,3.27,9490.78,3.14,11938.9,3.39,-2448.12,124D1184 Index,184D1124 Index
Sub-Saharan Africa,16037.34,2.45,5783.44,1.91,10253.9,2.91,-4470.46,603D1184 Index,184D1603 Index
Morocco,14420.47,2.2,7420.19,2.45,7000.28,1.99,419.91,686D1184 Index,184D1686 Index
Turkey,13263.76,2.03,6531.63,2.16,6732.13,1.91,-200.5,186D1184 Index,184D1186 Index
Poland,12437.78,1.9,5687.79,1.88,6749.99,1.92,-1062.2,964D1184 Index,184D1964 Index
CIS Countries,11992.54,1.83,4568.19,1.51,7424.35,2.11,-2856.16,901D1184 Index,184D1901 Index
Mexico,9679.36,1.48,5307.02,1.75,4372.34,1.24,934.68,273D1184 Index,184D1273 Index
Switzerland,9441.07,1.44,5339.3,1.76,4101.77,1.17,1237.53,146D1184 Index,184D1146 Index
Czech Republic,7786.75,1.19,2604.91,0.86,5181.84,1.47,-2576.93,935D1184 Index,184D1935 Index
Brazil,7494.45,1.15,3022.09,1,4472.36,1.27,-1450.27,223D1184 Index,184D1223 Index
Japan,6925.72,1.06,3343.56,1.11,3582.16,1.02,-238.6,158D1184 Index,184D1158 Index
Russia,6690.83,1.02,3125.81,1.03,3565.02,1.01,-439.21,922D1184 Index,184D1922 Index
Saudi Arabia,6555.13,1,2380.56,0.79,4174.57,1.19,-1794.01,456D1184 Index,184D1456 Index
India,5979.57,0.91,1854.64,0.61,4124.93,1.17,-2270.29,534D1184 Index,184D1534 Index
South Korea,5657.94,0.86,1990.09,0.66,3667.85,1.04,-1677.76,542D1184 Index,184D1542 Index
Algeria,5420.77,0.83,266.47,0.09,5154.3,1.46,-4887.83,612D1184 Index,184D1612 Index
Ireland,5267.22,0.8,1399.92,0.46,3867.3,1.1,-2467.38,178D1184 Index,184D1178 Index
Nigeria,5134.09,0.78,189.61,0.06,4944.48,1.4,-4754.87,694D1184 Index,184D1694 Index
Sweden,5112.65,0.78,2166.9,0.72,2945.75,0.84,-778.85,144D1184 Index,184D1144 Index
Romania,4889.97,0.75,2299.81,0.76,2590.16,0.74,-290.35,968D1184 Index,184D1968 Index
