Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,390622,100,215947,100,174675,100,41272,001D1456 Index,456D1001 Index
Advanced Economies,206121.8,52.77,108697,50.34,97424.8,55.77,11272.2,110D1456 Index,456D1110 Index
Emerging and Developing Economies,184179.7,47.15,107249,49.66,76930.7,44.04,30318.3,200I1456 Index,456D1200 Index
Non Fuel Exporting Countries,155888.5,39.91,93674.5,43.38,62214,35.62,31460.5,092D1456 Index,456D1092 Index
Developing Asia,107715,27.58,65624.5,30.39,42090.5,24.1,23534,505D1456 Index,456D1505 Index
European Union,60997,15.62,21361.8,9.89,39635.2,22.69,-18273.4,998D1456 Index,456D1998 Index
Euro-zone,55162.2,14.12,20814.7,9.64,34347.5,19.66,-13532.8,995D1456 Index,456D1995 Index
China,54794.9,14.03,30155.5,13.96,24639.4,14.11,5516.1,924D1456 Index,456D1924 Index
United States,46034.3,11.78,22080.5,10.22,23953.8,13.71,-1873.3,111D1456 Index,456D1111 Index
Japan,35009.64,8.96,25066.7,11.61,9942.94,5.69,15123.76,158D1456 Index,456D1158 Index
South Korea,29495,7.55,19561.5,9.06,9933.5,5.69,9628,542D1456 Index,456D1542 Index
Fuel Exporting Countries,28291.2,7.24,13574.5,6.29,14716.7,8.43,-1142.2,080D1456 Index,456D1080 Index
India,27267.25,6.98,21258.7,9.84,6008.55,3.44,15250.15,534D1456 Index,456D1534 Index
Sub-Saharan Africa,13917.43,3.56,11489,5.32,2428.43,1.39,9060.57,603D1456 Index,456D1603 Index
Germany,13069.73,3.35,772.23,0.36,12297.5,7.04,-11525.27,134D1456 Index,456D1134 Index
United Arab Emirates,12822.44,3.28,3952.02,1.83,8870.42,5.08,-4918.4,466D1456 Index,456D1466 Index
France,10933.78,2.8,5475.2,2.54,5458.58,3.12,16.62,132D1456 Index,456D1132 Index
Developing Europe,10764.94,2.76,2837.81,1.31,7927.13,4.54,-5089.32,170D1456 Index,456D1170 Index
Italy,9006.91,2.31,3717.65,1.72,5289.26,3.03,-1571.61,136D1456 Index,456D1136 Index
Singapore,8719.31,2.23,7938.96,3.68,780.35,0.45,7158.62,576D1456 Index,456D1576 Index
Thailand,8664.46,2.22,4915.3,2.28,3749.16,2.15,1166.14,578D1456 Index,456D1578 Index
Developing Western Hemisphere,8225.17,2.11,2861.66,1.33,5363.51,3.07,-2501.85,205D1456 Index,456D1205 Index
United Kingdom,7418.29,1.9,2405.16,1.11,5013.13,2.87,-2607.97,112D1456 Index,456D1112 Index
Bahrain,6672.01,1.71,4709.57,2.18,1962.44,1.12,2747.13,419D1456 Index,456D1419 Index
Spain,6334.61,1.62,3778.17,1.75,2556.44,1.46,1221.73,184D1456 Index,456D1184 Index
Tanzania,5987.96,1.53,5976.24,2.77,11.72,0.01,5964.52,738D1456 Index,456D1738 Index
Indonesia,5970.76,1.53,3421.63,1.58,2549.13,1.46,872.5,536D1456 Index,456D1536 Index
Turkey,5539.45,1.42,2140.91,0.99,3398.54,1.95,-1257.63,186D1456 Index,456D1186 Index
Brazil,5191.23,1.33,2020.95,0.94,3170.28,1.81,-1149.33,223D1456 Index,456D1223 Index
Egypt,5187.94,1.33,2862.77,1.33,2325.17,1.33,537.6,469D1456 Index,456D1469 Index
Netherlands,4794.92,1.23,3030.56,1.4,1764.36,1.01,1266.2,138D1456 Index,456D1138 Index
Switzerland,4222.38,1.08,135.31,0.06,4087.07,2.34,-3951.76,146D1456 Index,456D1146 Index
Vietnam,4105.69,1.05,1105.81,0.51,2999.88,1.72,-1894.07,582D1456 Index,456D1582 Index
Jordan,4067.09,1.04,3061.08,1.42,1006.01,0.58,2055.07,439D1456 Index,456D1439 Index
South Africa,4020.4,1.03,2801.16,1.3,1219.24,0.7,1581.92,199D1456 Index,456D1199 Index
Pakistan,3571.77,0.91,3006.75,1.39,565.02,0.32,2441.73,564D1456 Index,456D1564 Index
Belgium,3500.37,0.9,1790.13,0.83,1710.24,0.98,79.89,124D1456 Index,456D1124 Index
Canada,3395.67,0.87,1709.78,0.79,1685.89,0.97,23.89,156D1456 Index,456D1156 Index
Malaysia,3189.64,0.82,1937.79,0.9,1251.85,0.72,685.94,548D1456 Index,456D1548 Index
CIS Countries,2628.09,0.67,422.28,0.2,2205.81,1.26,-1783.53,901D1456 Index,456D1901 Index
Oman,2375.46,0.61,1182.33,0.55,1193.13,0.68,-10.8,449D1456 Index,456D1449 Index
Philippines,2291.15,0.59,1996.76,0.92,294.39,0.17,1702.37,566D1456 Index,456D1566 Index
Australia,2254.87,0.58,345.82,0.16,1909.05,1.09,-1563.23,193D1456 Index,456D1193 Index
Austria,1944.31,0.5,277.88,0.13,1666.43,0.95,-1388.55,122D1456 Index,456D1122 Index
Qatar,1886.7,0.48,1405.92,0.65,480.78,0.28,925.14,453D1456 Index,456D1453 Index
Sweden,1587.29,0.41,125.56,0.06,1461.73,0.84,-1336.17,144D1456 Index,456D1144 Index
Ireland,1495.84,0.38,27.45,0.01,1468.39,0.84,-1440.94,178D1456 Index,456D1178 Index
Ethiopia,1423.02,0.36,1222.25,0.57,200.77,0.11,1021.48,644D1456 Index,456D1644 Index
Russia,1391.5,0.36,155.35,0.07,1236.15,0.71,-1080.8,922D1456 Index,456D1922 Index
Greece,1334.84,0.34,1059.71,0.49,275.13,0.16,784.58,174D1456 Index,456D1174 Index
Mexico,1190.07,0.3,20.11,0.01,1169.96,0.67,-1149.85,273D1456 Index,456D1273 Index
Morocco,1176.69,0.3,947.91,0.44,228.79,0.13,719.12,686D1456 Index,456D1686 Index
Poland,1149.35,0.29,142.38,0.07,1006.97,0.58,-864.59,964D1456 Index,456D1964 Index
Sudan,1119.39,0.29,436.68,0.2,682.71,0.39,-246.03,732D1456 Index,456D1732 Index
Ukraine,1072.21,0.27,144.95,0.07,927.26,0.53,-782.31,926D1456 Index,456D1926 Index
Portugal,1059.42,0.27,802.05,0.37,257.37,0.15,544.68,182D1456 Index,456D1182 Index
Denmark,986.62,0.25,146.86,0.07,839.76,0.48,-692.9,128D1456 Index,456D1128 Index
Kuwait,974.34,0.25,490.79,0.23,483.54,0.28,7.25,443D1456 Index,456D1443 Index
Bangladesh,943.91,0.24,585.14,0.27,358.77,0.21,226.37,513D1456 Index,456D1513 Index
New Zealand,871.3,0.22,350.79,0.16,520.51,0.3,-169.73,196D1456 Index,456D1196 Index
Lebanon,810.85,0.21,380.64,0.18,430.21,0.25,-49.57,446D1456 Index,456D1446 Index
Finland,778.37,0.2,4.46,0,773.91,0.44,-769.46,172D1456 Index,456D1172 Index
Czech Republic,744.61,0.19,15.95,0.01,728.66,0.42,-712.71,935D1456 Index,456D1935 Index
Argentina,739.62,0.19,176.51,0.08,563.11,0.32,-386.61,213D1456 Index,456D1213 Index
Hong Kong,686.82,0.18,643.98,0.3,42.84,0.02,601.14,532D1456 Index,456D1532 Index
"Congo, Democratic Republic",683.67,0.18,78.08,0.04,605.59,0.35,-527.5,636D1456 Index,456D1636 Index
Kenya,630.79,0.16,563.12,0.26,67.67,0.04,495.44,664D1456 Index,456D1664 Index
Algeria,595.9,0.15,587.08,0.27,8.82,0.01,578.26,612D1456 Index,456D1612 Index
Romania,556.57,0.14,13.21,0.01,543.36,0.31,-530.15,968D1456 Index,456D1968 Index
Hungary,468.34,0.12,1.97,0,466.37,0.27,-464.4,944D1456 Index,456D1944 Index
Somalia,411,0.11,92.21,0.04,318.79,0.18,-226.58,726D1456 Index,456D1726 Index
Peoples Democratic Republic of Yemen,370.7,0.09,218.74,0.1,151.96,0.09,66.79,474D1456 Index,456D1474 Index
Iraq,348.42,0.09,345.73,0.16,2.69,0,343.05,433D1456 Index,456D1433 Index
Chile,315.85,0.08,139.42,0.06,176.43,0.1,-37.01,228D1456 Index,456D1228 Index
Tunisia,292.73,0.07,237.01,0.11,55.72,0.03,181.29,744D1456 Index,456D1744 Index
Lithuania,291.14,0.07,11.83,0.01,279.32,0.16,-267.49,946D1456 Index,456D1946 Index
Zambia,290.78,0.07,40.09,0.02,250.69,0.14,-210.6,754D1456 Index,456D1754 Index
Iran,285.68,0.07,78.12,0.04,207.56,0.12,-129.44,429D1456 Index,456D1429 Index
Ecuador,269.58,0.07,189.67,0.09,79.91,0.05,109.76,248D1456 Index,456D1248 Index
Norway,244.18,0.06,19.47,0.01,224.72,0.13,-205.25,142D1456 Index,456D1142 Index
Sri Lanka,241.42,0.06,122.12,0.06,119.31,0.07,2.81,524D1456 Index,456D1524 Index
Syria,236.58,0.06,138.16,0.06,98.41,0.06,39.75,463D1456 Index,456D1463 Index
Uganda,224.39,0.06,222.98,0.1,1.41,0,221.58,746D1456 Index,456D1746 Index
Bulgaria,203.33,0.05,9.75,0,193.58,0.11,-183.82,918D1456 Index,456D1918 Index
Slovakia,179.09,0.05,3.82,0,175.28,0.1,-171.46,936D1456 Index,456D1936 Index
Peru,159.09,0.04,135.22,0.06,23.87,0.01,111.35,293D1456 Index,456D1293 Index
Guatemala,145.58,0.04,61.08,0.03,84.5,0.05,-23.42,258D1456 Index,456D1258 Index
Croatia,138.71,0.04,91.42,0.04,47.29,0.03,44.12,960D1456 Index,456D1960 Index
Libya,137.91,0.04,137.86,0.06,0.05,0,137.81,672D1456 Index,456D1672 Index
Slovenia,120.81,0.03,29.03,0.01,91.78,0.05,-62.76,961D1456 Index,456D1961 Index
Myanmar,117.91,0.03,67.55,0.03,50.36,0.03,17.19,518D1456 Index,456D1518 Index
Estonia,111.87,0.03,10.6,0,101.27,0.06,-90.67,939D1456 Index,456D1939 Index
Belarus,90.93,0.02,88.2,0.04,2.73,0,85.47,913D1456 Index,456D1913 Index
Ghana,87.6,0.02,82.31,0.04,5.29,0,77.02,652D1456 Index,456D1652 Index
Turkmenistan,84.1,0.02,84.07,0.04,0.03,0,84.04,925D1456 Index,456D1925 Index
Cote D Ivoire,81.67,0.02,79.37,0.04,2.3,0,77.07,662D1456 Index,456D1662 Index
Djibouti,79.56,0.02,48.19,0.02,31.38,0.02,16.81,611D1456 Index,456D1611 Index
Colombia,72.01,0.02,53.69,0.02,18.32,0.01,35.37,233D1456 Index,456D1233 Index
Nigeria,70.87,0.02,65.12,0.03,5.75,0,59.37,694D1456 Index,456D1694 Index
Cambodia,65.99,0.02,2.21,0,63.78,0.04,-61.57,522D1456 Index,456D1522 Index
Latvia,63.85,0.02,0.42,0,63.43,0.04,-63,941D1456 Index,456D1941 Index
Luxembourg,54.6,0.01,3.81,0,50.79,0.03,-46.99,137D1456 Index,456D1137 Index
Nepal,50.54,0.01,49.87,0.02,0.66,0,49.21,558D1456 Index,456D1558 Index
Malta,47.31,0.01,10.18,0,37.13,0.02,-26.95,181D1456 Index,456D1181 Index
Togo,42.32,0.01,42.31,0.02,0,0,42.31,742D1456 Index,456D1742 Index
Cyprus,40.47,0.01,9.58,0,30.88,0.02,-21.3,423D1456 Index,456D1423 Index
Uruguay,39.24,0.01,25.18,0.01,14.06,0.01,11.13,298D1456 Index,456D1298 Index
Costa Rica,38.39,0.01,5.03,0,33.36,0.02,-28.33,238D1456 Index,456D1238 Index
Kazakhstan,35.63,0.01,10.92,0.01,24.71,0.01,-13.79,916D1456 Index,456D1916 Index
Burundi,35.53,0.01,35.53,0.02,0,0,35.53,618D1456 Index,456D1618 Index
Senegal,33.53,0.01,33.5,0.02,0.03,0,33.47,722D1456 Index,456D1722 Index
Bosnia and Herzegovina,29.54,0.01,4.83,0,24.72,0.01,-19.89,963D1456 Index,456D1963 Index
Macau,29.29,0.01,28.46,0.01,0.83,0,27.63,546D1456 Index,456D1546 Index
Madagascar,28.54,0.01,22.64,0.01,5.89,0,16.75,674D1456 Index,456D1674 Index
Other Countries,27.69,0.01,0.69,0,27,0.02,-26.31,910D1456 Index,456D1910 Index
Angola,26.47,0.01,26.47,0.01,0,0,26.47,614D1456 Index,456D1614 Index
Mozambique,26.13,0.01,12.85,0.01,13.29,0.01,-0.44,688D1456 Index,456D1688 Index
North Korea,24.91,0.01,0.01,0,24.9,0.01,-24.89,954D1456 Index,456D1954 Index
Guinea,24.6,0.01,24.45,0.01,0.16,0,24.29,656D1456 Index,456D1656 Index
Mauritania,18.59,0,11.86,0.01,6.72,0,5.14,682D1456 Index,456D1682 Index
Malawi,18.41,0,18.13,0.01,0.28,0,17.85,676D1456 Index,456D1676 Index
Cameroon,17.9,0,11.12,0.01,6.79,0,4.33,622D1456 Index,456D1622 Index
Paraguay,14.65,0,11.49,0.01,3.17,0,8.32,288D1456 Index,456D1288 Index
Sierra Leone,13.92,0,3.17,0,10.75,0.01,-7.58,724D1456 Index,456D1724 Index
Uzbekistan,12.75,0,5.81,0,6.94,0,-1.13,927D1456 Index,456D1927 Index
El Salvador,11.23,0,10.45,0,0.79,0,9.66,253D1456 Index,456D1253 Index
Dominican Republic,11.18,0,6.66,0,4.52,0,2.14,243D1456 Index,456D1243 Index
Macedonia,10.42,0,7.54,0,2.88,0,4.66,962D1456 Index,456D1962 Index
Afghanistan,10.31,0,9.56,0,0.75,0,8.81,512D1456 Index,456D1512 Index
Rwanda,9.83,0,9.38,0,0.45,0,8.93,714D1456 Index,456D1714 Index
Dominica,9.58,0,0.03,0,9.54,0.01,-9.51,321D1456 Index,456D1321 Index
Albania,9.42,0,2.3,0,7.11,0,-4.81,914D1456 Index,456D1914 Index
Georgia,9.18,0,3.96,0,5.22,0,-1.26,915D1456 Index,456D1915 Index
Azerbaijan,9.11,0,9.06,0,0.05,0,9.01,912D1456 Index,456D1912 Index
Liberia,9.04,0,9.02,0,0.02,0,9,668D1456 Index,456D1668 Index
Mauritius,9.03,0,5.6,0,3.43,0,2.17,684D1456 Index,456D1684 Index
