Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,846802,100,440837,100,405965,100,34872,001D1273 Index,273D1001 Index
Advanced Economies,666320,78.69,393419,89.24,272901,67.22,120518,110D1273 Index,273D1110 Index
United States,503222,59.43,325394,73.81,177828,43.8,147566,111D1273 Index,273D1111 Index
Emerging and Developing Economies,179636.9,21.21,47102.9,10.68,132534,32.65,-85431.1,200I1273 Index,273D1200 Index
Non Fuel Exporting Countries,172660.8,20.39,42180.8,9.57,130480,32.14,-88299.2,092D1273 Index,273D1092 Index
Developing Asia,133213.8,15.73,21358.8,4.85,111855,27.55,-90496.2,505D1273 Index,273D1505 Index
China,93928.3,11.09,16012.3,3.63,77916,19.19,-61903.7,924D1273 Index,273D1924 Index
European Union,65766,7.77,23317.9,5.29,42448.1,10.46,-19130.2,998D1273 Index,273D1998 Index
Euro-zone,57808.8,6.83,21664.9,4.91,36143.9,8.9,-14479,995D1273 Index,273D1995 Index
Canada,32384.57,3.82,23559.3,5.34,8825.27,2.17,14734.03,156D1273 Index,273D1156 Index
Developing Western Hemisphere,31723.8,3.75,18540.8,4.21,13183,3.25,5357.8,205D1273 Index,273D1205 Index
Germany,22334.47,2.64,7630.97,1.73,14703.5,3.62,-7072.53,134D1273 Index,273D1134 Index
South Korea,21939.21,2.59,6346.81,1.44,15592.4,3.84,-9245.59,542D1273 Index,273D1542 Index
Japan,20159.25,2.38,5428.85,1.23,14730.4,3.63,-9301.55,158D1273 Index,273D1158 Index
Malaysia,11886.81,1.4,404.21,0.09,11482.6,2.83,-11078.39,548D1273 Index,273D1548 Index
Brazil,9318.93,1.1,3346.48,0.76,5972.45,1.47,-2625.97,223D1273 Index,273D1223 Index
Vietnam,7618.9,0.9,617.46,0.14,7001.44,1.72,-6383.98,582D1273 Index,273D1582 Index
India,7571.12,0.89,3061.4,0.69,4509.72,1.11,-1448.32,534D1273 Index,273D1534 Index
Spain,7440.81,0.88,3453.48,0.78,3987.33,0.98,-533.85,184D1273 Index,273D1184 Index
Fuel Exporting Countries,6976.59,0.82,4922.12,1.12,2054.47,0.51,2867.65,080D1273 Index,273D1080 Index
Thailand,6368.67,0.75,722.17,0.16,5646.5,1.39,-4924.33,578D1273 Index,273D1578 Index
Italy,6233.86,0.74,1105.53,0.25,5128.33,1.26,-4022.8,136D1273 Index,273D1136 Index
Netherlands,5690.8,0.67,3534.45,0.8,2156.35,0.53,1378.1,138D1273 Index,273D1138 Index
United Kingdom,5207.22,0.61,3287.41,0.75,1919.81,0.47,1367.6,112D1273 Index,273D1112 Index
France,5147.14,0.61,1553.7,0.35,3593.44,0.89,-2039.74,132D1273 Index,273D1132 Index
Belgium,4460.36,0.53,3456.82,0.78,1003.54,0.25,2453.28,124D1273 Index,273D1124 Index
Colombia,3951.3,0.47,2925.83,0.66,1025.47,0.25,1900.36,233D1273 Index,273D1233 Index
Singapore,3716.7,0.44,1839.71,0.42,1876.99,0.46,-37.28,576D1273 Index,273D1576 Index
Philippines,3101.18,0.37,166.31,0.04,2934.87,0.72,-2768.57,566D1273 Index,273D1566 Index
Chile,3005.3,0.35,1622.27,0.37,1383.03,0.34,239.24,228D1273 Index,273D1228 Index
Switzerland,2684.65,0.32,1099.28,0.25,1585.37,0.39,-486.09,146D1273 Index,273D1146 Index
Guatemala,2636.87,0.31,2124.39,0.48,512.48,0.13,1611.91,258D1273 Index,273D1258 Index
CIS Countries,2540.27,0.3,1440.71,0.33,1099.56,0.27,341.15,901D1273 Index,273D1901 Index
Australia,2424.24,0.29,2140.06,0.49,284.18,0.07,1855.88,193D1273 Index,273D1193 Index
Ireland,2314.45,0.27,360.65,0.08,1953.8,0.48,-1593.15,178D1273 Index,273D1178 Index
Peru,2094.64,0.25,1487.38,0.34,607.26,0.15,880.12,293D1273 Index,273D1293 Index
Russia,1940.55,0.23,1018.18,0.23,922.37,0.23,95.81,922D1273 Index,273D1922 Index
Czech Republic,1936.99,0.23,499.92,0.11,1437.07,0.35,-937.15,935D1273 Index,273D1935 Index
Austria,1883.54,0.22,141.74,0.03,1741.8,0.43,-1600.06,122D1273 Index,273D1122 Index
Indonesia,1830.96,0.22,269.46,0.06,1561.5,0.38,-1292.04,536D1273 Index,273D1536 Index
Costa Rica,1735.27,0.2,976.56,0.22,758.72,0.19,217.84,238D1273 Index,273D1238 Index
Sub-Saharan Africa,1707.42,0.2,813.9,0.18,893.52,0.22,-79.63,603D1273 Index,273D1603 Index
Turkey,1706.24,0.2,833.48,0.19,872.76,0.21,-39.28,186D1273 Index,273D1186 Index
Hungary,1609.72,0.19,362.75,0.08,1246.97,0.31,-884.22,944D1273 Index,273D1944 Index
Argentina,1568.82,0.19,945.64,0.21,623.18,0.15,322.46,213D1273 Index,273D1213 Index
United Arab Emirates,1568.11,0.19,1224.29,0.28,343.82,0.08,880.47,466D1273 Index,273D1466 Index
