Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
Jordan,260.15,0.08,99.37,0.06,160.78,0.11,-61.41,439D1536 Index,536D1439 Index
Czech Republic,250.74,0.08,105.35,0.06,145.39,0.1,-40.04,935D1536 Index,536D1935 Index
Papua New Guinea,246.95,0.08,227.31,0.13,19.64,0.01,207.67,853D1536 Index,536D1853 Index
Greece,240.09,0.08,163.66,0.09,76.43,0.05,87.23,174D1536 Index,536D1174 Index
Belarus,235.11,0.07,24.19,0.01,210.92,0.15,-186.73,913D1536 Index,536D1913 Index
Hungary,233.08,0.07,170.84,0.1,62.25,0.04,108.59,944D1536 Index,536D1944 Index
Colombia,224.43,0.07,218.39,0.13,6.05,0,212.34,233D1536 Index,536D1233 Index
Brunei Darussalam,220,0.07,88.56,0.05,131.44,0.09,-42.87,516D1536 Index,536D1516 Index
Uganda,213.81,0.07,203.59,0.12,10.22,0.01,193.36,746D1536 Index,536D1746 Index
Cote D Ivoire,201.92,0.06,79.86,0.05,122.06,0.09,-42.19,662D1536 Index,536D1662 Index
Ghana,194.23,0.06,171.86,0.1,22.37,0.02,149.49,652D1536 Index,536D1652 Index
Ireland,193.82,0.06,90.48,0.05,103.34,0.07,-12.86,178D1536 Index,536D1178 Index
Portugal,191.55,0.06,147.2,0.08,44.35,0.03,102.85,182D1536 Index,536D1182 Index
Iran,166.37,0.05,109.79,0.06,56.59,0.04,53.2,429D1536 Index,536D1429 Index
Tanzania,163.56,0.05,142.11,0.08,21.45,0.02,120.66,738D1536 Index,536D1738 Index
Liberia,152.89,0.05,137.86,0.08,15.03,0.01,122.83,668D1536 Index,536D1668 Index
Haiti,145.11,0.05,144.83,0.08,0.29,0,144.54,263D1536 Index,536D1263 Index
Romania,141.25,0.04,114.82,0.07,26.43,0.02,88.39,968D1536 Index,536D1968 Index
Sudan,132.87,0.04,132.53,0.08,0.34,0,132.18,732D1536 Index,536D1732 Index
Bahrain,130.32,0.04,106.87,0.06,23.44,0.02,83.43,419D1536 Index,536D1419 Index
Israel,129.63,0.04,51.9,0.03,77.73,0.05,-25.83,436D1536 Index,536D1436 Index
Nepal,118.12,0.04,118.08,0.07,0.04,0,118.04,558D1536 Index,536D1558 Index
Lebanon,110.69,0.03,106.98,0.06,3.7,0,103.28,446D1536 Index,536D1446 Index
Iraq,101.05,0.03,100.81,0.06,0.24,0,100.56,433D1536 Index,536D1433 Index
Bulgaria,95.36,0.03,40.84,0.02,54.52,0.04,-13.68,918D1536 Index,536D1918 Index
Tunisia,87.03,0.03,65.83,0.04,21.21,0.01,44.62,744D1536 Index,536D1744 Index
Ecuador,78.65,0.02,55.98,0.03,22.67,0.02,33.31,248D1536 Index,536D1248 Index
Mozambique,78.18,0.02,61.73,0.04,16.45,0.01,45.28,688D1536 Index,536D1688 Index
Panama,76.8,0.02,32.18,0.02,44.62,0.03,-12.45,283D1536 Index,536D1283 Index
Equatorial Guinea,73.18,0.02,4.67,0,68.5,0.05,-63.83,642D1536 Index,536D1642 Index
Slovenia,72.13,0.02,59.34,0.03,12.79,0.01,46.55,961D1536 Index,536D1961 Index
Mauritius,72.09,0.02,70.26,0.04,1.83,0,68.43,684D1536 Index,536D1684 Index
Afghanistan,67.83,0.02,67.58,0.04,0.25,0,67.34,512D1536 Index,536D1512 Index
Slovakia,65.5,0.02,50.73,0.03,14.78,0.01,35.95,936D1536 Index,536D1936 Index
Burkina Faso,60.6,0.02,11.63,0.01,48.97,0.03,-37.33,748D1536 Index,536D1748 Index
Uruguay,58.96,0.02,41.9,0.02,17.06,0.01,24.85,298D1536 Index,536D1298 Index
Guatemala,58.96,0.02,40.13,0.02,18.83,0.01,21.3,258D1536 Index,536D1258 Index
Togo,55.78,0.02,39.63,0.02,16.15,0.01,23.48,742D1536 Index,536D1742 Index
Cameroon,54.8,0.02,28.29,0.02,26.51,0.02,1.78,622D1536 Index,536D1622 Index
Mali,48.46,0.02,4.7,0,43.76,0.03,-39.05,678D1536 Index,536D1678 Index
Macau,47.95,0.02,38.78,0.02,9.17,0.01,29.61,546D1536 Index,536D1546 Index
Malawi,45.94,0.01,40.73,0.02,5.21,0,35.52,676D1536 Index,536D1676 Index
Madagascar,45.42,0.01,38.59,0.02,6.83,0,31.77,674D1536 Index,536D1674 Index
Dominican Republic,44.87,0.01,41.19,0.02,3.68,0,37.51,243D1536 Index,536D1243 Index
Kazakhstan,44.8,0.01,31.03,0.02,13.77,0.01,17.26,916D1536 Index,536D1916 Index
Uzbekistan,43.3,0.01,36.04,0.02,7.26,0.01,28.79,927D1536 Index,536D1927 Index
Lithuania,41.86,0.01,32.3,0.02,9.56,0.01,22.73,946D1536 Index,536D1946 Index
Bolivia,39.73,0.01,39.44,0.02,0.29,0,39.15,218D1536 Index,536D1218 Index
Benin,39.58,0.01,6.99,0,32.59,0.02,-25.61,638D1536 Index,536D1638 Index
"Congo, Democratic Republic",37.01,0.01,37.01,0.02,0,0,37.01,636D1536 Index,536D1636 Index
Maldives,36.39,0.01,36.39,0.02,0,0,36.39,556D1536 Index,536D1556 Index
Somalia,32.93,0.01,32.76,0.02,0.18,0,32.58,726D1536 Index,536D1726 Index
Venezuela,32.56,0.01,32.13,0.02,0.44,0,31.69,299D1536 Index,536D1299 Index
Croatia,31.84,0.01,14.06,0.01,17.78,0.01,-3.72,960D1536 Index,536D1960 Index
Costa Rica,31.67,0.01,28.78,0.02,2.89,0,25.89,238D1536 Index,536D1238 Index
Syria,31.54,0.01,29.93,0.02,1.61,0,28.32,463D1536 Index,536D1463 Index
Trinidad And Tobago,30.62,0.01,30.14,0.02,0.47,0,29.67,369D1536 Index,536D1369 Index
Peoples Democratic Republic of Yemen,30.06,0.01,29.49,0.02,0.57,0,28.91,474D1536 Index,536D1474 Index
Zimbabwe,29.5,0.01,4.17,0,25.33,0.02,-21.16,698D1536 Index,536D1698 Index
Libya,29.33,0.01,29.22,0.02,0.11,0,29.11,672D1536 Index,536D1672 Index
Mauritania,25.88,0.01,24.24,0.01,1.64,0,22.6,682D1536 Index,536D1682 Index
Armenia,25.8,0.01,25.78,0.01,0.02,0,25.77,911D1536 Index,536D1911 Index
Paraguay,25.24,0.01,14.68,0.01,10.56,0.01,4.13,288D1536 Index,536D1288 Index
Senegal,24.54,0.01,22.81,0.01,1.73,0,21.08,722D1536 Index,536D1722 Index
Moldova,23.6,0.01,4.63,0,18.97,0.01,-14.34,921D1536 Index,536D1921 Index
El Salvador,22.82,0.01,21.1,0.01,1.73,0,19.37,253D1536 Index,536D1253 Index
Solomon Islands,22.43,0.01,18.12,0.01,4.31,0,13.81,813D1536 Index,536D1813 Index
Other Countries,22.23,0.01,17.65,0.01,4.58,0,13.07,910D1536 Index,536D1910 Index
New Caledonia,19.97,0.01,19.62,0.01,0.35,0,19.27,839D1536 Index,536D1839 Index
Fiji,19.83,0.01,19.11,0.01,0.72,0,18.39,819D1536 Index,536D1819 Index
Macedonia,19.68,0.01,14.98,0.01,4.7,0,10.28,962D1536 Index,536D1962 Index
Cuba,18.52,0.01,16.55,0.01,1.97,0,14.57,928D1536 Index,536D1928 Index
Georgia,18.07,0.01,11.77,0.01,6.3,0,5.46,915D1536 Index,536D1915 Index
Jamaica,17.89,0.01,17.1,0.01,0.79,0,16.31,343D1536 Index,536D1343 Index
Bosnia and Herzegovina,16.76,0.01,16.45,0.01,0.32,0,16.13,963D1536 Index,536D1963 Index
Honduras,16.61,0.01,15.27,0.01,1.35,0,13.92,268D1536 Index,536D1268 Index
Luxembourg,16.37,0.01,0.52,0,15.85,0.01,-15.33,137D1536 Index,536D1137 Index
Albania,15.61,0,15.43,0.01,0.18,0,15.25,914D1536 Index,536D1914 Index
Cyprus,14.84,0,11.79,0.01,3.05,0,8.74,423D1536 Index,536D1423 Index
Gabon,14.48,0,14.18,0.01,0.3,0,13.89,646D1536 Index,536D1646 Index
Nicaragua,14.43,0,14.24,0.01,0.19,0,14.06,278D1536 Index,536D1278 Index
Turkmenistan,14.43,0,6.06,0,8.37,0.01,-2.3,925D1536 Index,536D1925 Index
Estonia,13.45,0,9.9,0.01,3.55,0,6.35,939D1536 Index,536D1939 Index
Zambia,13.27,0,4.04,0,9.23,0.01,-5.19,754D1536 Index,536D1754 Index
Mongolia,12.64,0,11.8,0.01,0.84,0,10.97,948D1536 Index,536D1948 Index
Guinea,12.39,0,12.1,0.01,0.29,0,11.81,656D1536 Index,536D1656 Index
Latvia,10.59,0,5.7,0,4.9,0,0.8,941D1536 Index,536D1941 Index
Rwanda,9.42,0,9.41,0.01,0.01,0,9.39,714D1536 Index,536D1714 Index
Seychelles,9.31,0,3.72,0,5.59,0,-1.88,718D1536 Index,536D1718 Index
Laos,9.02,0,8.21,0,0.81,0,7.4,544D1536 Index,536D1544 Index
Samoa,8.97,0,7.42,0,1.55,0,5.87,862D1536 Index,536D1862 Index
Central African Rep.,7.62,0,1.33,0,6.28,0,-4.95,626D1536 Index,536D1626 Index
Montenegro,6.45,0,6.28,0,0.17,0,6.11,943D1536 Index,536D1943 Index
Iceland,6.11,0,5.59,0,0.52,0,5.08,176D1536 Index,536D1176 Index
Gambia,6.1,0,6.09,0,0.01,0,6.09,648D1536 Index,536D1648 Index
Belize,5.46,0,3.13,0,2.33,0,0.8,339D1536 Index,536D1339 Index
Tonga,5.13,0,5.13,0,0,0,5.13,866D1536 Index,536D1866 Index
Netherlands Antilles,4.72,0,2.26,0,2.46,0,-0.19,353D1536 Index,536D1353 Index
Malta,4.63,0,3.65,0,0.98,0,2.67,181D1536 Index,536D1181 Index
Niger,4.25,0,4.23,0,0.01,0,4.22,692D1536 Index,536D1692 Index
Guinea-Bissau,4.24,0,4.24,0,0,0,4.24,654D1536 Index,536D1654 Index
Cape Verde,3.77,0,0.8,0,2.97,0,-2.17,624D1536 Index,536D1624 Index
Djibouti,3.77,0,3.77,0,0,0,3.77,611D1536 Index,536D1611 Index
North Korea,3.71,0,1.1,0,2.6,0,-1.5,954D1536 Index,536D1954 Index
Barbados,3.68,0,3.66,0,0.03,0,3.63,316D1536 Index,536D1316 Index
Suriname,3.59,0,3.59,0,0,0,3.59,366D1536 Index,536D1366 Index
Aruba,2.77,0,2.77,0,0,0,2.77,314D1536 Index,536D1314 Index
Comoros,2.64,0,2.64,0,0,0,2.64,632D1536 Index,536D1632 Index
Kyrgyzstan,2.62,0,1.84,0,0.78,0,1.05,917D1536 Index,536D1917 Index
Sierra Leone,2.55,0,2.32,0,0.23,0,2.09,724D1536 Index,536D1724 Index
St. Kitts And Nevis,2.47,0,1.15,0,1.32,0,-0.17,361D1536 Index,536D1361 Index
Vanuatu,2.43,0,2.35,0,0.08,0,2.27,846D1536 Index,536D1846 Index
Guyana,2.18,0,2.18,0,0,0,2.18,336D1536 Index,536D1336 Index
Bermuda,2.16,0,0.69,0,1.48,0,-0.79,319D1536 Index,536D1319 Index
St. Vincent & Grens.,1.45,0,0.57,0,0.89,0,-0.32,364I1536 Index,536D1364 Index
Chad,1.01,0,0.64,0,0.37,0,0.28,628D1536 Index,536D1628 Index
Bahamas,0.91,0,0.81,0,0.1,0,0.71,313D1536 Index,536D1313 Index
Faeroe Islands,0.9,0,0.78,0,0.12,0,0.67,816D1536 Index,536D1816 Index
Sao Tome & Principe,0.69,0,0.67,0,0.01,0,0.66,716D1536 Index,536D1716 Index
Grenada,0.51,0,0.51,0,0,0,0.51,328D1536 Index,536D1328 Index
Greenland,0.48,0,0.2,0,0.28,0,-0.08,326D1536 Index,536D1326 Index
Dominica,0.39,0,0.22,0,0.17,0,0.05,321D1536 Index,536D1321 Index
Burundi,0.38,0,0.38,0,0,0,0.38,618D1536 Index,536D1618 Index
St. Lucia,0.35,0,0.26,0,0.08,0,0.18,362D1536 Index,536D1362 Index
Tajikistan,0.02,0,0.02,0,0,0,0.02,923D1536 Index,536D1923 Index
