Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,391963,100,210219,100,181744,100,28475,001D1223 Index,223D1001 Index
Emerging and Developing Economies,217690.1,55.54,125215,59.56,92475.1,50.88,32739.9,200I1223 Index,223D1200 Index
Non Fuel Exporting Countries,181061.6,46.19,105059,49.98,76002.6,41.82,29056.4,092D1223 Index,223D1092 Index
Advanced Economies,172891,44.11,84412,40.15,88479,48.68,-4067,110D1223 Index,223D1110 Index
Developing Asia,103110.4,26.31,58645.6,27.9,44464.8,24.47,14180.8,505D1223 Index,223D1505 Index
China,76942.6,19.63,44380.4,21.11,32562.2,17.92,11818.2,924D1223 Index,223D1924 Index
Developing Western Hemisphere,69623.4,17.76,40788,19.4,28835.4,15.87,11952.6,205D1223 Index,223D1205 Index
European Union,66492.5,16.96,30600.6,14.56,35891.9,19.75,-5291.3,998D1223 Index,223D1998 Index
Euro-zone,60370.1,15.4,28224.6,13.43,32145.5,17.69,-3920.9,995D1223 Index,223D1995 Index
United States,55770.6,14.23,27405.3,13.04,28365.3,15.61,-960,111D1223 Index,223D1111 Index
Fuel Exporting Countries,36628.5,9.34,20156.1,9.59,16472.4,9.06,3683.7,080D1223 Index,223D1080 Index
Argentina,24001.2,6.12,13100,6.23,10901.2,6,2198.8,213D1223 Index,223D1213 Index
Germany,17055.39,4.35,6053.69,2.88,11001.7,6.05,-4948.01,134D1223 Index,223D1134 Index
Developing Europe,12741.38,3.25,7614.33,3.62,5127.05,2.82,2487.28,170D1223 Index,223D1170 Index
Japan,12690.55,3.24,7520.74,3.58,5169.81,2.84,2350.93,158D1223 Index,223D1158 Index
Sub-Saharan Africa,10328.06,2.63,3922.06,1.87,6406,3.52,-2483.94,603D1223 Index,223D1603 Index
Netherlands,9844.5,2.51,7227.38,3.44,2617.12,1.44,4610.26,138D1223 Index,223D1138 Index
South Korea,9804.25,2.5,4058.7,1.93,5745.55,3.16,-1686.85,542D1223 Index,223D1542 Index
Mexico,9540.1,2.43,4899.64,2.33,4640.46,2.55,259.18,273D1223 Index,223D1273 Index
India,8681.13,2.21,4134.25,1.97,4546.88,2.5,-412.63,534D1223 Index,223D1534 Index
Italy,8517.61,2.17,3551.56,1.69,4966.05,2.73,-1414.49,136D1223 Index,223D1136 Index
Chile,8483.21,2.16,4858.65,2.31,3624.56,1.99,1234.09,228D1223 Index,223D1228 Index
France,7468.45,1.91,2737.16,1.3,4731.29,2.6,-1994.13,132D1223 Index,223D1132 Index
CIS Countries,7235.88,1.85,4104.05,1.95,3131.83,1.72,972.22,901D1223 Index,223D1901 Index
Spain,6965.75,1.78,3256.85,1.55,3708.9,2.04,-452.05,184D1223 Index,223D1184 Index
United Kingdom,6709.76,1.71,3742.24,1.78,2967.52,1.63,774.72,112D1223 Index,223D1112 Index
Canada,5662.56,1.44,3095.02,1.47,2567.54,1.41,527.48,156D1223 Index,223D1156 Index
Russia,5268.74,1.34,2914.74,1.39,2354,1.3,560.74,922D1223 Index,223D1922 Index
Saudi Arabia,5191.23,1.32,3170.28,1.51,2020.95,1.11,1149.33,456D1223 Index,223D1456 Index
Nigeria,5176.3,1.32,265.19,0.13,4911.11,2.7,-4645.92,694D1223 Index,223D1694 Index
Venezuela,4624.39,1.18,3903.71,1.86,720.68,0.4,3183.03,299D1223 Index,223D1299 Index
Belgium,4601.11,1.17,2880.92,1.37,1720.19,0.95,1160.73,124D1223 Index,223D1124 Index
Vietnam,4333.22,1.11,2437.06,1.16,1896.16,1.04,540.9,582D1223 Index,223D1582 Index
Bolivia,4270.17,1.09,1613.53,0.77,2656.64,1.46,-1043.11,218D1223 Index,223D1218 Index
Switzerland,3995.9,1.02,1487,0.71,2508.9,1.38,-1021.9,146D1223 Index,223D1146 Index
Indonesia,3882.84,0.99,2425.43,1.15,1457.41,0.8,968.02,536D1223 Index,223D1536 Index
Thailand,3861.87,0.99,2088.23,0.99,1773.64,0.98,314.59,578D1223 Index,223D1578 Index
Paraguay,3498.4,0.89,2561.04,1.22,937.36,0.52,1623.68,288D1223 Index,223D1288 Index
Peru,3368.12,0.86,2033.35,0.97,1334.77,0.73,698.58,293D1223 Index,223D1293 Index
Malaysia,3351.11,0.85,1721.59,0.82,1629.52,0.9,92.07,548D1223 Index,223D1548 Index
Colombia,3345.15,0.85,2084.31,0.99,1260.84,0.69,823.47,233D1223 Index,223D1233 Index
Algeria,3014.38,0.77,1092.53,0.52,1921.85,1.06,-829.32,612D1223 Index,223D1612 Index
United Arab Emirates,2946.99,0.75,2457.5,1.17,489.49,0.27,1968.01,466D1223 Index,223D1466 Index
Uruguay,2915.73,0.74,1626.11,0.77,1289.62,0.71,336.49,298D1223 Index,223D1298 Index
Hong Kong,2794.37,0.71,2139.33,1.02,655.04,0.36,1484.29,532D1223 Index,223D1532 Index
Egypt,2640.05,0.67,2525.37,1.2,114.68,0.06,2410.69,469D1223 Index,223D1469 Index
Trinidad And Tobago,2453.33,0.63,1400.1,0.67,1053.23,0.58,346.87,369D1223 Index,223D1369 Index
Turkey,2416.38,0.62,1815.58,0.86,600.8,0.33,1214.78,186D1223 Index,223D1186 Index
South Africa,2164,0.55,1480.68,0.7,683.32,0.38,797.36,199D1223 Index,223D1199 Index
Norway,2084.39,0.53,1261.33,0.6,823.06,0.45,438.27,142D1223 Index,223D1142 Index
Singapore,2054,0.52,1384.27,0.66,669.73,0.37,714.54,576D1223 Index,223D1576 Index
