Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,1463045,100,742242,100,720803,100,21439,001D1158 Index,158D1001 Index
Emerging and Developing Economies,790841,54.05,375026,50.53,415815,57.69,-40789,200I1158 Index,158D1200 Index
Advanced Economies,672120,45.94,367164,49.47,304956,42.31,62208,110D1158 Index,158D1110 Index
Non Fuel Exporting Countries,657059,44.91,341318,45.98,315741,43.8,25577,092D1158 Index,158D1092 Index
Developing Asia,566353,38.71,286861,38.65,279492,38.78,7369,505D1158 Index,158D1505 Index
China,340756,23.29,171523,23.11,169233,23.48,2290,924D1158 Index,158D1924 Index
United States,224882.1,15.37,143636,19.35,81246.1,11.27,62389.9,111D1158 Index,158D1111 Index
European Union,151589.6,10.36,70576.1,9.51,81013.5,11.24,-10437.4,998D1158 Index,158D1998 Index
Euro-zone,134278.2,9.18,62808.2,8.46,71470,9.92,-8661.8,995D1158 Index,158D1995 Index
Fuel Exporting Countries,133781.4,9.14,33707.4,4.54,100074,13.88,-66366.6,080D1158 Index,158D1080 Index
South Korea,77088,5.27,47473.9,6.4,29614.1,4.11,17859.8,542D1158 Index,158D1542 Index
Australia,61318.4,4.19,15865.5,2.14,45452.9,6.31,-29587.4,193D1158 Index,158D1193 Index
Developing Western Hemisphere,59964.7,4.1,32874.1,4.43,27090.6,3.76,5783.5,205D1158 Index,158D1205 Index
Thailand,58944.9,4.03,33585.7,4.52,25359.2,3.52,8226.5,578D1158 Index,158D1578 Index
Germany,43852.5,3,18920.5,2.55,24932,3.46,-6011.5,134D1158 Index,158D1134 Index
Vietnam,42016.4,2.87,19540.2,2.63,22476.2,3.12,-2936,582D1158 Index,158D1582 Index
Developing Europe,40723.2,2.78,20153.7,2.72,20569.5,2.85,-415.8,170D1158 Index,158D1170 Index
United Arab Emirates,38828.1,2.65,12613.9,1.7,26214.2,3.64,-13600.3,466D1158 Index,158D1466 Index
Hong Kong,35788.83,2.45,33727.2,4.54,2061.63,0.29,31665.57,532D1158 Index,158D1532 Index
Indonesia,33803.3,2.31,15661.8,2.11,18141.5,2.52,-2479.7,536D1158 Index,158D1536 Index
Saudi Arabia,33673.51,2.3,6044.61,0.81,27628.9,3.83,-21584.29,456D1158 Index,158D1456 Index
Malaysia,32985.5,2.25,15347,2.07,17638.5,2.45,-2291.5,548D1158 Index,158D1548 Index
CIS Countries,28100.7,1.92,11871.2,1.6,16229.5,2.25,-4358.3,901D1158 Index,158D1901 Index
Singapore,27228.74,1.86,19429.9,2.62,7798.84,1.08,11631.06,576D1158 Index,158D1576 Index
Mexico,25040.88,1.71,19039.5,2.57,6001.38,0.83,13038.12,273D1158 Index,158D1273 Index
Canada,24993.7,1.71,13164.8,1.77,11828.9,1.64,1335.9,156D1158 Index,158D1156 Index
Russia,23304.93,1.59,8959.33,1.21,14345.6,1.99,-5386.27,922D1158 Index,158D1922 Index
Philippines,21792.1,1.49,11217.9,1.51,10574.2,1.47,643.7,566D1158 Index,158D1566 Index
United Kingdom,20280.9,1.39,12136.1,1.64,8144.8,1.13,3991.3,112D1158 Index,158D1112 Index
France,18922.52,1.29,6882.22,0.93,12040.3,1.67,-5158.08,132D1158 Index,158D1132 Index
India,18109.53,1.24,12746.1,1.72,5363.43,0.74,7382.67,534D1158 Index,158D1534 Index
Italy,16211.52,1.11,4608.62,0.62,11602.9,1.61,-6994.28,136D1158 Index,158D1136 Index
Belgium,15755.46,1.08,12559.3,1.69,3196.16,0.44,9363.14,124D1158 Index,158D1124 Index
Sub-Saharan Africa,15404.83,1.05,8138.35,1.1,7266.48,1.01,871.87,603D1158 Index,158D1603 Index
Netherlands,14871.44,1.02,11697.3,1.58,3174.14,0.44,8523.16,138D1158 Index,158D1138 Index
Qatar,14044.09,0.96,889.49,0.12,13154.6,1.82,-12265.11,453D1158 Index,158D1453 Index
Switzerland,12663.63,0.87,4482.39,0.6,8181.24,1.14,-3698.85,146D1158 Index,158D1146 Index
Brazil,12316.41,0.84,4338.74,0.58,7977.67,1.11,-3638.93,223D1158 Index,158D1223 Index
Chile,9163.81,0.63,2438.38,0.33,6725.43,0.93,-4287.05,228D1158 Index,158D1228 Index
South Africa,8107.89,0.55,2974.69,0.4,5133.2,0.71,-2158.51,199D1158 Index,158D1199 Index
Ireland,7650.32,0.52,801.28,0.11,6849.04,0.95,-6047.76,178D1158 Index,158D1178 Index
Kuwait,7586.09,0.52,696.12,0.09,6889.97,0.96,-6193.85,443D1158 Index,158D1443 Index
Spain,7361.38,0.5,3961.45,0.53,3399.93,0.47,561.52,184D1158 Index,158D1184 Index
New Zealand,5438.92,0.37,2767.28,0.37,2671.64,0.37,95.64,196D1158 Index,158D1196 Index
Turkey,4413.25,0.3,3647.96,0.49,765.29,0.11,2882.67,186D1158 Index,158D1186 Index
Sweden,4317.51,0.3,1421.01,0.19,2896.5,0.4,-1475.49,144D1158 Index,158D1144 Index
Peru,3620.97,0.25,1144.59,0.15,2476.38,0.34,-1331.79,293D1158 Index,158D1293 Index
