Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,972541,100,489985,100,482556,100,7429,001D1273 Index,273D1001 Index
Advanced Economies,769826,79.16,437189,89.22,332637,68.93,104552,110D1273 Index,273D1110 Index
United States,576195,59.25,358126,73.09,218069,45.19,140057,111D1273 Index,273D1111 Index
Emerging and Developing Economies,201693.3,20.74,52278.3,10.67,149415,30.96,-97136.7,200I1273 Index,273D1200 Index
Non Fuel Exporting Countries,193300.8,19.88,46884.8,9.57,146416,30.34,-99531.2,092D1273 Index,273D1092 Index
Developing Asia,146347,15.05,21627,4.41,124720,25.85,-103093,505D1273 Index,273D1505 Index
China,102361.6,10.53,14348.8,2.93,88012.8,18.24,-73664,924D1273 Index,273D1924 Index
European Union,79040.9,8.13,27273.4,5.57,51767.5,10.73,-24494.1,998D1273 Index,273D1998 Index
Euro-zone,70497,7.25,25700.6,5.25,44796.4,9.28,-19095.8,995D1273 Index,273D1995 Index
Canada,39779.1,4.09,29349.4,5.99,10429.7,2.16,18919.7,156D1273 Index,273D1156 Index
Developing Western Hemisphere,38099.9,3.92,22715.3,4.64,15384.6,3.19,7330.7,205D1273 Index,273D1205 Index
Germany,27151.86,2.79,8411.16,1.72,18740.7,3.88,-10329.54,134D1273 Index,273D1134 Index
Japan,25040.88,2.57,6001.38,1.22,19039.5,3.95,-13038.12,158D1273 Index,273D1158 Index
South Korea,24860.69,2.56,6154.49,1.26,18706.2,3.88,-12551.71,542D1273 Index,273D1542 Index
Malaysia,12698.3,1.31,417,0.09,12281.3,2.55,-11864.3,548D1273 Index,273D1548 Index
Brazil,11485.74,1.18,4448.24,0.91,7037.5,1.46,-2589.26,223D1273 Index,273D1223 Index
India,10371.82,1.07,4880.99,1,5490.83,1.14,-609.84,534D1273 Index,273D1534 Index
Developing Europe,9925.18,1.02,3315.64,0.68,6609.54,1.37,-3293.9,170D1273 Index,273D1170 Index
