Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,403718,100,202613,100,201105,100,1508,001D1193 Index,193D1001 Index
Emerging and Developing Economies,204093.9,50.55,110571,54.57,93522.9,46.5,17048.1,200I1193 Index,193D1200 Index
Advanced Economies,196782,48.74,92039,45.43,104743,52.08,-12704,110D1193 Index,193D1110 Index
Non Fuel Exporting Countries,194117.6,48.08,104498,51.58,89619.6,44.56,14878.4,092D1193 Index,193D1092 Index
Developing Asia,180364.6,44.68,98525,48.63,81839.6,40.69,16685.4,505D1193 Index,193D1505 Index
China,116989.8,28.98,70127.2,34.61,46862.6,23.3,23264.6,924D1193 Index,193D1924 Index
Japan,45920.1,11.37,30409.5,15.01,15510.6,7.71,14898.9,158D1193 Index,193D1158 Index
European Union,40418.7,10.01,7293.1,3.6,33125.6,16.47,-25832.5,998D1193 Index,193D1998 Index
Euro-zone,34887.15,8.64,6384.15,3.15,28503,14.17,-22118.85,995D1193 Index,193D1995 Index
United States,32591.61,8.07,9534.51,4.71,23057.1,11.47,-13522.59,111D1193 Index,193D1111 Index
South Korea,23693.22,5.87,15133.1,7.47,8560.12,4.26,6572.98,542D1193 Index,193D1542 Index
Thailand,14945.23,3.7,3432.53,1.69,11512.7,5.72,-8080.17,578D1193 Index,193D1578 Index
United Kingdom,12849.97,3.18,7222.78,3.56,5627.19,2.8,1595.59,112D1193 Index,193D1112 Index
Germany,12351.67,3.06,1651.87,0.82,10699.8,5.32,-9047.93,134D1193 Index,193D1134 Index
India,12185.59,3.02,8742.2,4.31,3443.39,1.71,5298.81,534D1193 Index,193D1534 Index
Malaysia,11133.78,2.76,3759.4,1.86,7374.38,3.67,-3614.98,548D1193 Index,193D1548 Index
New Zealand,10563.88,2.62,4595.24,2.27,5968.64,2.97,-1373.4,196D1193 Index,193D1196 Index
Fuel Exporting Countries,9977,2.47,6073.73,3,3903.27,1.94,2170.46,080D1193 Index,193D1080 Index
Indonesia,9126.94,2.26,5260.85,2.6,3866.09,1.92,1394.76,536D1193 Index,193D1536 Index
Singapore,8597.48,2.13,3059.94,1.51,5537.54,2.75,-2477.6,576D1193 Index,193D1576 Index
Hong Kong,6880.22,1.7,6137.17,3.03,743.05,0.37,5394.12,532D1193 Index,193D1532 Index
Developing Western Hemisphere,6467.67,1.6,2299.28,1.13,4168.39,2.07,-1869.11,205D1193 Index,193D1205 Index
Vietnam,5974.59,1.48,2442.14,1.21,3532.45,1.76,-1090.31,582D1193 Index,193D1582 Index
Italy,5200.25,1.29,538.57,0.27,4661.68,2.32,-4123.11,136D1193 Index,193D1136 Index
Papua New Guinea,4537.51,1.12,1740.73,0.86,2796.78,1.39,-1056.05,853D1193 Index,193D1853 Index
France,4400.76,1.09,831.1,0.41,3569.66,1.78,-2738.56,132D1193 Index,193D1132 Index
Developing Europe,4199.36,1.04,1707.98,0.84,2491.38,1.24,-783.4,170D1193 Index,193D1170 Index
United Arab Emirates,3725.77,0.92,2117.09,1.04,1608.68,0.8,508.41,466D1193 Index,193D1466 Index
Netherlands,3567.19,0.88,1765.63,0.87,1801.56,0.9,-35.93,138D1193 Index,193D1138 Index
Switzerland,3409.01,0.84,893.77,0.44,2515.24,1.25,-1621.47,146D1193 Index,193D1146 Index
Sub-Saharan Africa,3381.15,0.84,1828.68,0.9,1552.47,0.77,276.21,603D1193 Index,193D1603 Index
Canada,3112.71,0.77,1604.33,0.79,1508.38,0.75,95.95,156D1193 Index,193D1156 Index
Mexico,2544.7,0.63,558.92,0.28,1985.78,0.99,-1426.86,273D1193 Index,193D1273 Index
Ireland,2265.59,0.56,119.11,0.06,2146.48,1.07,-2027.37,178D1193 Index,193D1178 Index
Spain,2169.64,0.54,522.09,0.26,1647.55,0.82,-1125.46,184D1193 Index,193D1184 Index
Belgium,2062.59,0.51,699.56,0.35,1363.03,0.68,-663.47,124D1193 Index,193D1124 Index
Sweden,1913.61,0.47,289.82,0.14,1623.79,0.81,-1333.97,144D1193 Index,193D1144 Index
Saudi Arabia,1714.96,0.42,1371.78,0.68,343.18,0.17,1028.61,456D1193 Index,193D1456 Index
Philippines,1579.3,0.39,967.34,0.48,611.96,0.3,355.38,566D1193 Index,193D1566 Index
Brazil,1515.33,0.38,919.39,0.45,595.94,0.3,323.45,223D1193 Index,193D1223 Index
Turkey,1413.16,0.35,633.66,0.31,779.51,0.39,-145.85,186D1193 Index,193D1186 Index
Bangladesh,1310.25,0.32,611.29,0.3,698.97,0.35,-87.68,513D1193 Index,193D1513 Index
Austria,1241.74,0.31,99.98,0.05,1141.76,0.57,-1041.78,122D1193 Index,193D1122 Index
South Africa,1232.94,0.31,792.73,0.39,440.21,0.22,352.53,199D1193 Index,193D1199 Index
Denmark,1074.33,0.27,116.52,0.06,957.8,0.48,-841.28,128D1193 Index,193D1128 Index
Poland,1025.53,0.25,318.11,0.16,707.42,0.35,-389.31,964D1193 Index,193D1964 Index
CIS Countries,851.95,0.21,632.58,0.31,219.36,0.11,413.22,901D1193 Index,193D1901 Index
Israel,805.46,0.2,178.88,0.09,626.58,0.31,-447.69,436D1193 Index,193D1436 Index
Qatar,788.99,0.2,522.35,0.26,266.64,0.13,255.72,453D1193 Index,193D1453 Index
Chile,779.01,0.19,356.54,0.18,422.47,0.21,-65.93,228D1193 Index,193D1228 Index
Pakistan,696.23,0.17,418.84,0.21,277.39,0.14,141.45,564D1193 Index,193D1564 Index
Argentina,691.51,0.17,159.68,0.08,531.83,0.26,-372.15,213D1193 Index,193D1213 Index
Czech Republic,673.68,0.17,76.89,0.04,596.79,0.3,-519.9,935D1193 Index,193D1935 Index
Finland,667.71,0.17,63.94,0.03,603.76,0.3,-539.82,172D1193 Index,193D1172 Index
Russia,643.08,0.16,469.5,0.23,173.58,0.09,295.93,922D1193 Index,193D1922 Index
Bahrain,615.01,0.15,567.83,0.28,47.17,0.02,520.66,419D1193 Index,193D1419 Index
Gabon,605.95,0.15,116.24,0.06,489.71,0.24,-373.48,646D1193 Index,193D1646 Index
Fiji,552.91,0.14,402.14,0.2,150.77,0.07,251.37,819D1193 Index,193D1819 Index
Hungary,493.47,0.12,31.65,0.02,461.82,0.23,-430.17,944D1193 Index,193D1944 Index
Sudan,437.17,0.11,33.71,0.02,403.46,0.2,-369.75,732D1193 Index,193D1732 Index
Peru,393.18,0.1,114.2,0.06,278.98,0.14,-164.78,293D1193 Index,193D1293 Index
Sri Lanka,373.28,0.09,196.55,0.1,176.73,0.09,19.82,524D1193 Index,193D1524 Index
Egypt,346.52,0.09,319.4,0.16,27.12,0.01,292.28,469D1193 Index,193D1469 Index
Norway,336.24,0.08,84.41,0.04,251.83,0.13,-167.42,142D1193 Index,193D1142 Index
Slovakia,291.84,0.07,31.91,0.02,259.93,0.13,-228.02,936D1193 Index,193D1936 Index
Brunei Darussalam,288.51,0.07,43.28,0.02,245.23,0.12,-201.94,516D1193 Index,193D1516 Index
Algeria,272.26,0.07,16.49,0.01,255.78,0.13,-239.29,612D1193 Index,193D1612 Index
Congo,233.3,0.06,1.18,0,232.12,0.12,-230.94,634D1193 Index,193D1634 Index
Romania,231.54,0.06,37.05,0.02,194.49,0.1,-157.43,968D1193 Index,193D1968 Index
Oman,230.21,0.06,191.75,0.09,38.46,0.02,153.29,449D1193 Index,193D1449 Index
Kuwait,193.34,0.05,176.49,0.09,16.86,0.01,159.63,443D1193 Index,193D1443 Index
New Caledonia,185.47,0.05,162.17,0.08,23.3,0.01,138.86,839D1193 Index,193D1839 Index
Cambodia,182.72,0.05,26.45,0.01,156.27,0.08,-129.82,522D1193 Index,193D1522 Index
Portugal,180.35,0.04,14.95,0.01,165.4,0.08,-150.45,182D1193 Index,193D1182 Index
Greece,177.58,0.04,10.28,0.01,167.31,0.08,-157.03,174D1193 Index,193D1174 Index
Cape Verde,168.41,0.04,0.27,0,168.14,0.08,-167.87,624D1193 Index,193D1624 Index
Jordan,158.82,0.04,134.7,0.07,24.12,0.01,110.58,439D1193 Index,193D1439 Index
Nigeria,147.03,0.04,146.06,0.07,0.97,0,145.1,694D1193 Index,193D1694 Index
Ukraine,144.77,0.04,109.31,0.05,35.45,0.02,73.86,926D1193 Index,193D1926 Index
Iceland,131.31,0.03,118.52,0.06,12.79,0.01,105.72,176D1193 Index,193D1176 Index
Iran,128.65,0.03,60.6,0.03,68.05,0.03,-7.45,429D1193 Index,193D1429 Index
Myanmar,127.56,0.03,101.78,0.05,25.78,0.01,75.99,518D1193 Index,193D1518 Index
Peoples Democratic Republic of Yemen,123.09,0.03,123.07,0.06,0.02,0,123.05,474D1193 Index,193D1474 Index
Macau,122.4,0.03,109.04,0.05,13.35,0.01,95.69,546D1193 Index,193D1546 Index
Mauritius,112.15,0.03,91.15,0.04,21,0.01,70.15,684D1193 Index,193D1684 Index
Slovenia,109.64,0.03,3.5,0,106.14,0.05,-102.64,961D1193 Index,193D1961 Index
Colombia,106.13,0.03,45.48,0.02,60.65,0.03,-15.17,233D1193 Index,193D1233 Index
"Congo, Democratic Republic",104.49,0.03,104.3,0.05,0.19,0,104.11,636D1193 Index,193D1636 Index
Ghana,99.15,0.02,91.19,0.05,7.97,0,83.22,652D1193 Index,193D1652 Index
Costa Rica,98.96,0.02,8.47,0,90.49,0.04,-82.02,238D1193 Index,193D1238 Index
Equatorial Guinea,98.76,0.02,29.51,0.01,69.25,0.03,-39.73,642D1193 Index,193D1642 Index
Bulgaria,93.21,0.02,37.33,0.02,55.87,0.03,-18.54,918D1193 Index,193D1918 Index
Solomon Islands,79.7,0.02,76.05,0.04,3.65,0,72.4,813D1193 Index,193D1813 Index
Morocco,79.67,0.02,27.67,0.01,51.99,0.03,-24.32,686D1193 Index,193D1686 Index
Mozambique,77.28,0.02,76.39,0.04,0.89,0,75.5,688D1193 Index,193D1688 Index
Estonia,74.39,0.02,16.33,0.01,58.06,0.03,-41.74,939D1193 Index,193D1939 Index
Vanuatu,73.9,0.02,72.48,0.04,1.42,0,71.06,846D1193 Index,193D1846 Index
Tanzania,68.92,0.02,64.52,0.03,4.4,0,60.11,738D1193 Index,193D1738 Index
Dominican Republic,65.19,0.02,7.7,0,57.49,0.03,-49.79,243D1193 Index,193D1243 Index
Samoa,62.34,0.02,36.13,0.02,26.21,0.01,9.92,862D1193 Index,193D1862 Index
Lebanon,53.74,0.01,39.87,0.02,13.87,0.01,26.01,446D1193 Index,193D1446 Index
Kenya,52.74,0.01,28.36,0.01,24.38,0.01,3.99,664D1193 Index,193D1664 Index
Nepal,52.72,0.01,46.14,0.02,6.58,0,39.57,558D1193 Index,193D1558 Index
Ethiopia,52.38,0.01,33.05,0.02,19.33,0.01,13.71,644D1193 Index,193D1644 Index
