Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,528908,100,359263,100,169645,100,189618,001D1456 Index,456D1001 Index
Non Fuel Exporting Countries,493462,93.3,338891,94.33,154571,91.11,184320,092D1456 Index,456D1092 Index
Advanced Economies,294531.1,55.69,202048,56.24,92483.1,54.52,109564.9,110D1456 Index,456D1110 Index
Emerging and Developing Economies,234368.1,44.31,157214,43.76,77154.1,45.48,80059.9,200I1456 Index,456D1200 Index
Developing Asia,145272.6,27.47,103367,28.77,41905.6,24.7,61461.4,505D1456 Index,456D1505 Index
European Union,80574.9,15.23,38165.9,10.62,42409,25,-4243.1,998D1456 Index,456D1998 Index
China,71756.8,13.57,48678.6,13.55,23078.2,13.6,25600.4,924D1456 Index,456D1924 Index
United States,68425.1,12.94,47040.8,13.09,21384.3,12.61,25656.5,111D1456 Index,456D1111 Index
Euro-zone,67613.5,12.78,34726.7,9.67,32886.8,19.39,1839.9,995D1456 Index,456D1995 Index
Japan,57440.37,10.86,47537,13.23,9903.37,5.84,37633.63,158D1456 Index,456D1158 Index
South Korea,45241,8.55,36694.5,10.21,8546.5,5.04,28148,542D1456 Index,456D1542 Index
India,38752.21,7.33,32580.7,9.07,6171.51,3.64,26409.19,534D1456 Index,456D1534 Index
Fuel Exporting Countries,35446.2,6.7,20372.5,5.67,15073.7,8.89,5298.8,080D1456 Index,456D1080 Index
Singapore,16035.41,3.03,14645,4.08,1390.41,0.82,13254.59,576D1456 Index,456D1576 Index
France,13637.77,2.58,9141.53,2.54,4496.24,2.65,4645.29,132D1456 Index,456D1132 Index
Germany,13630.99,2.58,1214.39,0.34,12416.6,7.32,-11202.21,134D1456 Index,456D1134 Index
Sub-Saharan Africa,13496.74,2.55,10963.2,3.05,2533.54,1.49,8429.66,603D1456 Index,456D1603 Index
United Arab Emirates,13065.07,2.47,4860.69,1.35,8204.38,4.84,-3343.69,466D1456 Index,456D1466 Index
Developing Europe,11509.76,2.18,3175.35,0.88,8334.41,4.91,-5159.06,170D1456 Index,456D1170 Index
Italy,11307.63,2.14,5578.98,1.55,5728.65,3.38,-149.67,136D1456 Index,456D1136 Index
Developing Western Hemisphere,10638.18,2.01,4623.11,1.29,6015.07,3.55,-1391.96,205D1456 Index,456D1205 Index
Bahrain,10294.14,1.95,8367.39,2.33,1926.75,1.14,6440.64,419D1456 Index,456D1419 Index
Thailand,10255.95,1.94,6585.49,1.83,3670.46,2.16,2915.03,578D1456 Index,456D1578 Index
Spain,9092.09,1.72,6906.67,1.92,2185.42,1.29,4721.25,184D1456 Index,456D1184 Index
Indonesia,8924.03,1.69,6516.22,1.81,2407.81,1.42,4108.41,536D1456 Index,456D1536 Index
South Africa,8645.92,1.63,7592.91,2.11,1053.01,0.62,6539.9,199D1456 Index,456D1199 Index
Netherlands,8244.99,1.56,6404.71,1.78,1840.28,1.08,4564.43,138D1456 Index,456D1138 Index
United Kingdom,7571.51,1.43,3060.85,0.85,4510.66,2.66,-1449.81,112D1456 Index,456D1112 Index
Brazil,6478.09,1.22,3497.21,0.97,2980.88,1.76,516.33,223D1456 Index,456D1223 Index
Jordan,5367.4,1.01,4460.17,1.24,907.23,0.53,3552.94,439D1456 Index,456D1439 Index
Turkey,5134.23,0.97,2343.14,0.65,2791.09,1.65,-447.95,186D1456 Index,456D1186 Index
Pakistan,4979.68,0.94,4417.35,1.23,562.33,0.33,3855.02,564D1456 Index,456D1564 Index
Switzerland,4861.48,0.92,184.67,0.05,4676.81,2.76,-4492.15,146D1456 Index,456D1146 Index
Egypt,4590.24,0.87,2380.5,0.66,2209.74,1.3,170.76,469D1456 Index,456D1469 Index
Malaysia,4208.52,0.8,2836.47,0.79,1372.05,0.81,1464.42,548D1456 Index,456D1548 Index
Canada,4126.54,0.78,2560.41,0.71,1566.13,0.92,994.28,156D1456 Index,456D1156 Index
Vietnam,3987.44,0.75,1338.34,0.37,2649.1,1.56,-1310.76,582D1456 Index,456D1582 Index
Philippines,3803.78,0.72,3574.53,0.99,229.25,0.14,3345.28,566D1456 Index,456D1566 Index
CIS Countries,3800.27,0.72,597.61,0.17,3202.66,1.89,-2605.05,901D1456 Index,456D1901 Index
Belgium,3128.22,0.59,1982.79,0.55,1145.43,0.68,837.36,124D1456 Index,456D1124 Index
Australia,2708.12,0.51,406.52,0.11,2301.6,1.36,-1895.09,193D1456 Index,456D1193 Index
Oman,2644.21,0.5,1201.45,0.33,1442.76,0.85,-241.31,449D1456 Index,456D1449 Index
Morocco,2630.61,0.5,2467.52,0.69,163.09,0.1,2304.44,686D1456 Index,456D1686 Index
Greece,2577.93,0.49,1737.1,0.48,840.83,0.5,896.27,174D1456 Index,456D1174 Index
Russia,2159.5,0.41,267.01,0.07,1892.49,1.12,-1625.48,922D1456 Index,456D1922 Index
Kuwait,2082.18,0.39,1570.29,0.44,511.89,0.3,1058.4,443D1456 Index,456D1443 Index
Mexico,1958.68,0.37,404.77,0.11,1553.91,0.92,-1149.14,273D1456 Index,456D1273 Index
Qatar,1949,0.37,1390.24,0.39,558.76,0.33,831.48,453D1456 Index,456D1453 Index
Ethiopia,1816.21,0.34,1612.69,0.45,203.52,0.12,1409.17,644D1456 Index,456D1644 Index
Sweden,1811.49,0.34,138.26,0.04,1673.23,0.99,-1534.97,144D1456 Index,456D1144 Index
Austria,1744.23,0.33,578.88,0.16,1165.35,0.69,-586.47,122D1456 Index,456D1122 Index
Ireland,1437.01,0.27,39.78,0.01,1397.23,0.82,-1357.45,178D1456 Index,456D1178 Index
Ukraine,1435.27,0.27,205.23,0.06,1230.04,0.73,-1024.82,926D1456 Index,456D1926 Index
New Zealand,1305.9,0.25,599.82,0.17,706.09,0.42,-106.27,196D1456 Index,456D1196 Index
Portugal,1232.07,0.23,1039.5,0.29,192.57,0.11,846.93,182D1456 Index,456D1182 Index
Bangladesh,1204.69,0.23,969.2,0.27,235.48,0.14,733.72,513D1456 Index,456D1513 Index
Argentina,1174.45,0.22,62.56,0.02,1111.89,0.66,-1049.33,213D1456 Index,456D1213 Index
Peoples Democratic Republic of Yemen,1087.15,0.21,822.9,0.23,264.25,0.16,558.65,474D1456 Index,456D1474 Index
Poland,1052.58,0.2,23.21,0.01,1029.37,0.61,-1006.16,964D1456 Index,456D1964 Index
Sudan,994.9,0.19,415.29,0.12,579.61,0.34,-164.32,732D1456 Index,456D1732 Index
Finland,927.94,0.18,26.18,0.01,901.76,0.53,-875.58,172D1456 Index,456D1172 Index
"Congo, Democratic Republic",833.82,0.16,8.08,0,825.75,0.49,-817.67,636D1456 Index,456D1636 Index
Denmark,791.59,0.15,44.29,0.01,747.3,0.44,-703,128D1456 Index,456D1128 Index
Lebanon,790.83,0.15,415.42,0.12,375.42,0.22,40,446D1456 Index,456D1446 Index
Kenya,684.81,0.13,631.5,0.18,53.31,0.03,578.19,664D1456 Index,456D1664 Index
Hong Kong,676.71,0.13,642.57,0.18,34.14,0.02,608.43,532D1456 Index,456D1532 Index
Iraq,645.74,0.12,644.53,0.18,1.21,0,643.32,433D1456 Index,456D1433 Index
Algeria,614.22,0.12,608.05,0.17,6.17,0,601.88,612D1456 Index,456D1612 Index
Czech Republic,588.56,0.11,9.77,0,578.79,0.34,-569.02,935D1456 Index,456D1935 Index
Somalia,454.35,0.09,171.9,0.05,282.45,0.17,-110.55,726D1456 Index,456D1726 Index
Hungary,426.84,0.08,65.04,0.02,361.8,0.21,-296.76,944D1456 Index,456D1944 Index
Romania,424.89,0.08,12.62,0,412.28,0.24,-399.66,968D1456 Index,456D1968 Index
Syria,380.12,0.07,275.85,0.08,104.27,0.06,171.58,463D1456 Index,456D1463 Index
Iran,318.14,0.06,141.15,0.04,176.99,0.1,-35.84,429D1456 Index,456D1429 Index
Tunisia,307.89,0.06,265.11,0.07,42.77,0.03,222.34,744D1456 Index,456D1744 Index
Zambia,271.49,0.05,28.04,0.01,243.45,0.14,-215.4,754D1456 Index,456D1754 Index
