Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,1262121,100,607463,100,654658,100,-47195,001D1132 Index,132D1001 Index
Advanced Economies,957328,75.85,454813,74.87,502515,76.76,-47702,110D1132 Index,132D1110 Index
European Union,719208,56.98,301997,49.71,417211,63.73,-115214,998D1132 Index,132D1998 Index
Euro-zone,636907,50.46,265632,43.73,371275,56.71,-105643,995D1132 Index,132D1995 Index
Emerging and Developing Economies,303271,24.03,152376,25.08,150895,23.05,1481,200I1132 Index,132D1200 Index
Non Fuel Exporting Countries,233933,18.53,120112,19.77,113821,17.39,6291,092D1132 Index,132D1092 Index
Germany,193713.6,15.35,78301.6,12.89,115412,17.63,-37110.4,134D1132 Index,132D1134 Index
Belgium,106756.3,8.46,42582,7.01,64174.3,9.8,-21592.3,124D1132 Index,132D1124 Index
Developing Asia,105488.8,8.36,49815.8,8.2,55673,8.5,-5857.2,505D1132 Index,132D1505 Index
United States,94358.9,7.48,57507.3,9.47,36851.6,5.63,20655.7,111D1132 Index,132D1111 Index
Italy,92053.4,7.29,39000.4,6.42,53053,8.1,-14052.6,136D1132 Index,132D1136 Index
Developing Europe,89802.7,7.12,41982,6.91,47820.7,7.3,-5838.7,170D1132 Index,132D1170 Index
Spain,88814.6,7.04,41701.7,6.86,47112.9,7.2,-5411.2,184D1132 Index,132D1184 Index
Netherlands,72419.8,5.74,20207.4,3.33,52212.4,7.98,-32005,138D1132 Index,132D1138 Index
Fuel Exporting Countries,69338.3,5.49,32264.1,5.31,37074.2,5.66,-4810.1,080D1132 Index,132D1080 Index
China,68517.7,5.43,32580.8,5.36,35936.9,5.49,-3356.1,924D1132 Index,132D1924 Index
United Kingdom,65788.4,5.21,38161.6,6.28,27626.8,4.22,10534.8,112D1132 Index,132D1112 Index
Switzerland,38431,3.04,18893,3.11,19538,2.98,-645,146D1132 Index,132D1146 Index
CIS Countries,26563.4,2.1,12209.9,2.01,14353.5,2.19,-2143.6,901D1132 Index,132D1901 Index
Poland,24599.1,1.95,10692.6,1.76,13906.5,2.12,-3213.9,964D1132 Index,132D1964 Index
Ireland,23337.37,1.85,15086.2,2.48,8251.17,1.26,6835.03,178D1132 Index,132D1178 Index
Sub-Saharan Africa,23116.1,1.83,13535.6,2.23,9580.5,1.46,3955.1,603D1132 Index,132D1603 Index
Developing Western Hemisphere,22242.39,1.76,14359.2,2.36,7883.19,1.2,6476.01,205D1132 Index,132D1205 Index
Japan,18922.52,1.5,12040.3,1.98,6882.22,1.05,5158.08,158D1132 Index,132D1158 Index
Russia,17832.04,1.41,8573.33,1.41,9258.71,1.41,-685.38,922D1132 Index,132D1922 Index
Portugal,16636.7,1.32,8795.02,1.45,7841.68,1.2,953.34,182D1132 Index,132D1182 Index
Singapore,15759.41,1.25,12126.3,2,3633.11,0.55,8493.19,576D1132 Index,132D1576 Index
Turkey,15284.03,1.21,6760.06,1.11,8523.97,1.3,-1763.91,186D1132 Index,132D1186 Index
Czech Republic,15280.89,1.21,5577.38,0.92,9703.51,1.48,-4126.13,935D1132 Index,132D1935 Index
Sweden,13605.13,1.08,6004.83,0.99,7600.3,1.16,-1595.47,144D1132 Index,132D1144 Index
Austria,12000.54,0.95,4449.82,0.73,7550.72,1.15,-3100.9,122D1132 Index,132D1122 Index
Morocco,11788.41,0.93,6154.07,1.01,5634.34,0.86,519.73,686D1132 Index,132D1686 Index
Saudi Arabia,11730.15,0.93,4376.12,0.72,7354.03,1.12,-2977.91,456D1132 Index,132D1456 Index
India,10094.74,0.8,4125.69,0.68,5969.05,0.91,-1843.36,534D1132 Index,132D1534 Index
