Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,1348195,100,700205,100,647990,100,52215,001D1158 Index,158D1001 Index
Emerging and Developing Economies,724039,53.7,329788,47.1,394251,60.84,-64463,200I1158 Index,158D1200 Index
Advanced Economies,624071,46.29,370366,52.89,253705,39.15,116661,110D1158 Index,158D1110 Index
Non Fuel Exporting Countries,583846,43.31,291781,41.67,292065,45.07,-284,092D1158 Index,158D1092 Index
Developing Asia,498255,36.96,238135,34.01,260120,40.14,-21985,505D1158 Index,158D1505 Index
China,303314,22.5,142716,20.38,160598,24.78,-17882,924D1158 Index,158D1924 Index
United States,199442.4,14.79,131120,18.73,68322.4,10.54,62797.6,111D1158 Index,158D1111 Index
Fuel Exporting Countries,140192.2,10.4,38007.2,5.43,102185,15.77,-64177.8,080D1158 Index,158D1080 Index
European Union,121353.9,9,56648.3,8.09,64705.6,9.99,-8057.3,998D1158 Index,158D1998 Index
Euro-zone,108066.4,8.02,50660.5,7.24,57405.9,8.86,-6745.4,995D1158 Index,158D1995 Index
South Korea,72665.7,5.39,45853.8,6.55,26811.9,4.14,19041.9,542D1158 Index,158D1542 Index
Developing Western Hemisphere,57291.4,4.25,33563,4.79,23728.4,3.66,9834.6,205D1158 Index,158D1205 Index
Thailand,51547.6,3.82,31125.8,4.45,20421.8,3.15,10704,578D1158 Index,158D1578 Index
Australia,50519.1,3.75,15701.7,2.24,34817.4,5.37,-19115.7,193D1158 Index,158D1193 Index
Hong Kong,37130.1,2.75,35252.7,5.03,1877.4,0.29,33375.3,532D1158 Index,158D1532 Index
Developing Europe,36953,2.74,15952.3,2.28,21000.7,3.24,-5048.4,170D1158 Index,158D1170 Index
Germany,35762.4,2.65,15486,2.21,20276.4,3.13,-4790.4,134D1158 Index,158D1134 Index
Malaysia,35314.7,2.62,13785.4,1.97,21529.3,3.32,-7743.9,548D1158 Index,158D1548 Index
Saudi Arabia,35009.64,2.6,9942.94,1.42,25066.7,3.87,-15123.76,456D1158 Index,158D1456 Index
United Arab Emirates,33909.5,2.52,10396.9,1.48,23512.6,3.63,-13115.7,466D1158 Index,158D1466 Index
Indonesia,33026.1,2.45,13263.5,1.89,19762.6,3.05,-6499.1,536D1158 Index,158D1536 Index
Vietnam,29318.8,2.17,14182.1,2.03,15136.7,2.34,-954.6,582D1158 Index,158D1582 Index
CIS Countries,26670.17,1.98,9437.67,1.35,17232.5,2.66,-7794.83,901D1158 Index,158D1901 Index
Singapore,26491.49,1.96,18589.4,2.65,7902.09,1.22,10687.31,576D1158 Index,158D1576 Index
Mexico,23159.24,1.72,18411.4,2.63,4747.84,0.73,13663.56,273D1158 Index,158D1273 Index
Russia,22566.61,1.67,6813.11,0.97,15753.5,2.43,-8940.39,922D1158 Index,158D1922 Index
Canada,21428.06,1.59,12263.8,1.75,9164.26,1.41,3099.54,156D1158 Index,158D1156 Index
Sub-Saharan Africa,18554.92,1.38,8774.97,1.25,9779.95,1.51,-1004.98,603D1158 Index,158D1603 Index
Qatar,18477.09,1.37,2134.19,0.3,16342.9,2.52,-14208.71,453D1158 Index,158D1453 Index
United Kingdom,16045.46,1.19,9533.95,1.36,6511.51,1,3022.44,112D1158 Index,158D1112 Index
Philippines,15901.51,1.18,7022.95,1,8878.56,1.37,-1855.61,566D1158 Index,158D1566 Index
India,14505.46,1.08,9638.08,1.38,4867.38,0.75,4770.7,534D1158 Index,158D1534 Index
France,14372.69,1.07,4892.71,0.7,9479.98,1.46,-4587.27,132D1158 Index,158D1132 Index
Netherlands,14269.42,1.06,11559.7,1.65,2709.72,0.42,8849.98,138D1158 Index,158D1138 Index
Brazil,12690.55,0.94,5169.81,0.74,7520.74,1.16,-2350.93,223D1158 Index,158D1223 Index
Italy,10982.7,0.81,3459.83,0.49,7522.87,1.16,-4063.04,136D1158 Index,158D1136 Index
Switzerland,10891.93,0.81,3504.59,0.5,7387.34,1.14,-3882.75,146D1158 Index,158D1146 Index
Belgium,10709.52,0.79,8525.39,1.22,2184.13,0.34,6341.26,124D1158 Index,158D1124 Index
Ireland,8654.6,0.64,1451.88,0.21,7202.72,1.11,-5750.84,178D1158 Index,158D1178 Index
South Africa,8285.26,0.61,3342.43,0.48,4942.83,0.76,-1600.4,199D1158 Index,158D1199 Index
Chile,8090.96,0.6,2084.59,0.3,6006.37,0.93,-3921.78,228D1158 Index,158D1228 Index
Kuwait,7126.23,0.53,712.46,0.1,6413.77,0.99,-5701.31,443D1158 Index,158D1443 Index
Spain,6393.31,0.47,2732.87,0.39,3660.44,0.56,-927.57,184D1158 Index,158D1184 Index
New Zealand,4781.76,0.35,2397.3,0.34,2384.46,0.37,12.84,196D1158 Index,158D1196 Index
Turkey,3895.76,0.29,3268.13,0.47,627.63,0.1,2640.5,186D1158 Index,158D1186 Index
Iran,3544.81,0.26,298.24,0.04,3246.57,0.5,-2948.33,429D1158 Index,158D1429 Index
Norway,3427.93,0.25,1659.46,0.24,1768.47,0.27,-109.01,142D1158 Index,158D1142 Index
Sweden,3369.55,0.25,1500.61,0.21,1868.94,0.29,-368.33,144D1158 Index,158D1144 Index
Oman,3233.15,0.24,1725.01,0.25,1508.14,0.23,216.87,449D1158 Index,158D1449 Index
Nigeria,3220.85,0.24,390.34,0.06,2830.51,0.44,-2440.17,694D1158 Index,158D1694 Index
Papua New Guinea,2903.88,0.22,192.53,0.03,2711.35,0.42,-2518.82,853D1158 Index,158D1853 Index
Israel,2668.75,0.2,1161.4,0.17,1507.35,0.23,-345.95,436D1158 Index,158D1436 Index
Bangladesh,2614.71,0.19,1533.48,0.22,1081.23,0.17,452.25,513D1158 Index,158D1513 Index
Brunei Darussalam,2593.29,0.19,246.09,0.04,2347.2,0.36,-2101.11,516D1158 Index,158D1516 Index
Hungary,2517.88,0.19,1272.28,0.18,1245.6,0.19,26.68,944D1158 Index,158D1944 Index
Austria,2504.19,0.19,953.18,0.14,1551.01,0.24,-597.84,122D1158 Index,158D1122 Index
Myanmar,2399.53,0.18,1534.61,0.22,864.92,0.13,669.69,518D1158 Index,158D1518 Index
Peru,2372.8,0.18,1132.35,0.16,1240.45,0.19,-108.1,293D1158 Index,158D1293 Index
Poland,2308.17,0.17,1244,0.18,1064.17,0.16,179.83,964D1158 Index,158D1964 Index
Denmark,2223.46,0.16,388.24,0.06,1835.22,0.28,-1446.98,128D1158 Index,158D1128 Index
Colombia,2196.94,0.16,1227.45,0.18,969.49,0.15,257.96,233D1158 Index,158D1233 Index
Argentina,2012.75,0.15,1223.23,0.17,789.52,0.12,433.71,213D1158 Index,158D1213 Index
Pakistan,1985.64,0.15,1725.91,0.25,259.73,0.04,1466.18,564D1158 Index,158D1564 Index
Egypt,1863.13,0.14,1712.23,0.24,150.9,0.02,1561.33,469D1158 Index,158D1469 Index
Czech Republic,1818.92,0.13,1135.46,0.16,683.46,0.11,452,935D1158 Index,158D1935 Index
Finland,1733.42,0.13,300.69,0.04,1432.73,0.22,-1132.04,172D1158 Index,158D1172 Index
Sri Lanka,1661.89,0.12,1392.05,0.2,269.84,0.04,1122.21,524D1158 Index,158D1524 Index
Iraq,1531.9,0.11,532.28,0.08,999.62,0.15,-467.34,433D1158 Index,158D1433 Index
Algeria,1476.18,0.11,551.81,0.08,924.37,0.14,-372.55,612D1158 Index,158D1612 Index
Bahrain,1448.2,0.11,1123.47,0.16,324.73,0.05,798.74,419D1158 Index,158D1419 Index
Cambodia,1391.42,0.1,422.95,0.06,968.47,0.15,-545.51,522D1158 Index,158D1522 Index
Kazakhstan,1391.39,0.1,584.52,0.08,806.87,0.12,-222.35,916D1158 Index,158D1916 Index
Ecuador,1257.14,0.09,478.02,0.07,779.12,0.12,-301.09,248D1158 Index,158D1248 Index
Ukraine,986.28,0.07,382.25,0.05,604.03,0.09,-221.79,926D1158 Index,158D1926 Index
Kenya,968.44,0.07,898.44,0.13,70,0.01,828.43,664D1158 Index,158D1664 Index
Macau,929.71,0.07,901.37,0.13,28.34,0,873.03,546D1158 Index,158D1546 Index
Romania,758.39,0.06,324.49,0.05,433.9,0.07,-109.41,968D1158 Index,158D1968 Index
Bolivia,756.98,0.06,510.36,0.07,246.62,0.04,263.75,218D1158 Index,158D1218 Index
Ethiopia,670.26,0.05,583.26,0.08,86.99,0.01,496.27,644D1158 Index,158D1644 Index
Costa Rica,635.93,0.05,418.78,0.06,217.15,0.03,201.63,238D1158 Index,158D1238 Index
Tanzania,631.1,0.05,395.9,0.06,235.21,0.04,160.69,738D1158 Index,158D1738 Index
Portugal,629.25,0.05,300.74,0.04,328.51,0.05,-27.77,182D1158 Index,158D1182 Index
Jordan,626.52,0.05,596.29,0.09,30.23,0,566.06,439D1158 Index,158D1439 Index
Uzbekistan,594.93,0.04,592.21,0.08,2.72,0,589.49,927D1158 Index,158D1927 Index
Panama,573.03,0.04,292.11,0.04,280.93,0.04,11.18,283D1158 Index,158D1283 Index
Venezuela,570.9,0.04,455.05,0.06,115.86,0.02,339.19,299D1158 Index,158D1299 Index
Azerbaijan,559.27,0.04,558.1,0.08,1.17,0,556.93,912D1158 Index,158D1912 Index
Morocco,544.24,0.04,282.4,0.04,261.83,0.04,20.57,686D1158 Index,158D1686 Index
Guatemala,520.78,0.04,279.64,0.04,241.15,0.04,38.49,258D1158 Index,158D1258 Index
Angola,507.42,0.04,237.55,0.03,269.87,0.04,-32.32,614D1158 Index,158D1614 Index
Sudan,465.29,0.03,301.75,0.04,163.53,0.03,138.22,732D1158 Index,158D1732 Index
Slovakia,440.13,0.03,295.13,0.04,145,0.02,150.13,936D1158 Index,158D1936 Index
Lebanon,427.75,0.03,411.81,0.06,15.94,0,395.87,446D1158 Index,158D1446 Index
Lithuania,402.11,0.03,42.62,0.01,359.49,0.06,-316.86,946D1158 Index,158D1946 Index
Congo,392.5,0.03,390.92,0.06,1.58,0,389.34,634D1158 Index,158D1634 Index
Dominican Republic,374.17,0.03,373.56,0.05,0.61,0,372.95,243D1158 Index,158D1243 Index
Uganda,359.78,0.03,346.85,0.05,12.93,0,333.92,746D1158 Index,158D1746 Index
Tunisia,351.79,0.03,228.54,0.03,123.25,0.02,105.29,744D1158 Index,158D1744 Index
Mongolia,328.67,0.02,274.64,0.04,54.03,0.01,220.61,948D1158 Index,158D1948 Index
Mozambique,321.21,0.02,243.14,0.03,78.07,0.01,165.07,688D1158 Index,158D1688 Index
New Caledonia,321.02,0.02,89.49,0.01,231.53,0.04,-142.04,839D1158 Index,158D1839 Index
Luxembourg,319.59,0.02,247.67,0.04,71.91,0.01,175.76,137D1158 Index,158D1137 Index
Gabon,315.16,0.02,40.64,0.01,274.52,0.04,-233.88,646D1158 Index,158D1646 Index
Paraguay,311.72,0.02,220.29,0.03,91.43,0.01,128.87,288D1158 Index,158D1288 Index
Serbia,307.51,0.02,109.2,0.02,198.31,0.03,-89.11,942D1158 Index,158D1942 Index
Afghanistan,292.64,0.02,292.08,0.04,0.56,0,291.52,512D1158 Index,158D1512 Index
Ghana,290.42,0.02,168.78,0.02,121.64,0.02,47.14,652D1158 Index,158D1652 Index
Chad,260.86,0.02,9.31,0,251.54,0.04,-242.23,628D1158 Index,158D1628 Index
Trinidad And Tobago,255.82,0.02,199.71,0.03,56.12,0.01,143.59,369D1158 Index,158D1369 Index
Iceland,245.75,0.02,91.59,0.01,154.16,0.02,-62.57,176D1158 Index,158D1176 Index
Cote D Ivoire,237.97,0.02,218.01,0.03,19.96,0,198.05,662D1158 Index,158D1662 Index
Zambia,230.04,0.02,183.89,0.03,46.15,0.01,137.74,754D1158 Index,158D1754 Index
Georgia,222.71,0.02,212.21,0.03,10.5,0,201.72,915D1158 Index,158D1915 Index
Malta,221.8,0.02,76.84,0.01,144.96,0.02,-68.12,181D1158 Index,158D1181 Index
Greece,220.12,0.02,110.72,0.02,109.39,0.02,1.33,174D1158 Index,158D1174 Index
Equatorial Guinea,218.83,0.02,9.72,0,209.11,0.03,-199.4,642D1158 Index,158D1642 Index
Laos,208.36,0.02,110.96,0.02,97.4,0.02,13.56,544D1158 Index,158D1544 Index
Mauritania,204.17,0.02,73.25,0.01,130.91,0.02,-57.66,682D1158 Index,158D1682 Index
Peoples Democratic Republic of Yemen,202.2,0.01,65.52,0.01,136.69,0.02,-71.17,474D1158 Index,158D1474 Index
Jamaica,198.87,0.01,177.25,0.03,21.62,0,155.64,343D1158 Index,158D1343 Index
Bulgaria,197.15,0.01,93.74,0.01,103.41,0.02,-9.67,918D1158 Index,158D1918 Index
Madagascar,183.73,0.01,46.45,0.01,137.28,0.02,-90.83,674D1158 Index,158D1674 Index
El Salvador,181.28,0.01,155.12,0.02,26.16,0,128.96,253D1158 Index,158D1253 Index
Honduras,172.2,0.01,134.66,0.02,37.54,0.01,97.13,268D1158 Index,158D1268 Index
Nicaragua,171.61,0.01,148.53,0.02,23.08,0,125.44,278D1158 Index,158D1278 Index
Cameroon,161.65,0.01,155.85,0.02,5.8,0,150.04,622D1158 Index,158D1622 Index
Slovenia,150.04,0.01,85.23,0.01,64.81,0.01,20.42,961D1158 Index,158D1961 Index
Uruguay,145.74,0.01,85.26,0.01,60.48,0.01,24.79,298D1158 Index,158D1298 Index
Fiji,143.67,0.01,97.08,0.01,46.59,0.01,50.48,819D1158 Index,158D1819 Index
"Congo, Democratic Republic",142.5,0.01,141.45,0.02,1.05,0,140.4,636D1158 Index,158D1636 Index
Estonia,133.36,0.01,32.15,0,101.21,0.02,-69.06,939D1158 Index,158D1939 Index
Mauritius,124.7,0.01,113.81,0.02,10.89,0,102.93,684D1158 Index,158D1684 Index
