Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,378610,100,200431,100,178179,100,22252,001D1536 Index,536D1001 Index
Non Fuel Exporting Countries,348430,92.03,190614,95.1,157816,88.57,32798,092D1536 Index,536D1092 Index
Advanced Economies,202628.6,53.52,113179,56.47,89449.6,50.2,23729.4,110D1536 Index,536D1110 Index
Emerging and Developing Economies,175789.6,46.43,87241,43.53,88548.6,49.7,-1307.6,200I1536 Index,536D1200 Index
Developing Asia,124157.3,32.79,63817,31.84,60340.3,33.86,3476.7,505D1536 Index,536D1505 Index
China,55213.3,14.58,24589,12.27,30624.3,17.19,-6035.3,924D1536 Index,536D1924 Index
Singapore,43975,11.61,18789.3,9.37,25185.7,14.14,-6396.4,576D1536 Index,536D1576 Index
Japan,42639,11.26,25631.4,12.79,17007.6,9.55,8623.8,158D1536 Index,536D1158 Index
European Union,31885.8,8.42,19180.7,9.57,12705.1,7.13,6475.6,998D1536 Index,536D1998 Index
Fuel Exporting Countries,30179.79,7.97,9817.19,4.9,20362.6,11.43,-10545.41,080D1536 Index,536D1080 Index
United States,27549.43,7.28,19360.9,9.66,8188.53,4.6,11172.37,111D1536 Index,536D1111 Index
Euro-zone,26569.6,7.02,16093.5,8.03,10476.1,5.88,5617.4,995D1536 Index,536D1995 Index
South Korea,24113.7,6.37,12266.3,6.12,11847.4,6.65,418.9,542D1536 Index,536D1542 Index
Malaysia,19337.57,5.11,8482.17,4.23,10855.4,6.09,-2373.23,548D1536 Index,536D1548 Index
India,19212.88,5.07,15260.8,7.61,3952.08,2.22,11308.72,534D1536 Index,536D1534 Index
Thailand,15988.94,4.22,6207.9,3.1,9781.04,5.49,-3573.14,578D1536 Index,536D1578 Index
Australia,11558.85,3.05,5911.35,2.95,5647.5,3.17,263.85,193D1536 Index,536D1193 Index
Developing Europe,10919.67,2.88,4980.42,2.48,5939.25,3.33,-958.83,170D1536 Index,536D1170 Index
Developing Western Hemisphere,9774.67,2.58,5003.25,2.5,4771.42,2.68,231.83,205D1536 Index,536D1205 Index
Saudi Arabia,8924.03,2.36,2407.81,1.2,6516.22,3.66,-4108.41,456D1536 Index,536D1456 Index
Sub-Saharan Africa,8847.26,2.34,4056.39,2.02,4790.87,2.69,-734.48,603D1536 Index,536D1603 Index
Germany,7799.9,2.06,3708.72,1.85,4091.18,2.3,-382.46,134D1536 Index,536D1134 Index
CIS Countries,6627.01,1.75,2073.97,1.03,4553.04,2.56,-2479.07,901D1536 Index,536D1901 Index
Vietnam,5915.15,1.56,2497.37,1.25,3417.78,1.92,-920.41,582D1536 Index,536D1582 Index
Netherlands,4841.62,1.28,3933.35,1.96,908.27,0.51,3025.08,138D1536 Index,536D1138 Index
Brazil,4456.52,1.18,1902.99,0.95,2553.53,1.43,-650.54,223D1536 Index,536D1223 Index
Hong Kong,4390.53,1.16,2542.09,1.27,1848.44,1.04,693.65,532D1536 Index,536D1532 Index
Italy,4377.35,1.16,2654.34,1.32,1723.01,0.97,931.33,136D1536 Index,536D1136 Index
Nigeria,4209.01,1.11,902.71,0.45,3306.3,1.86,-2403.59,694D1536 Index,536D1694 Index
United Arab Emirates,4165.57,1.1,2411.24,1.2,1754.33,0.98,656.91,466D1536 Index,536D1466 Index
Philippines,3999.67,1.06,3299.93,1.65,699.74,0.39,2600.19,566D1536 Index,536D1566 Index
Canada,3309.27,0.87,1449.07,0.72,1860.2,1.04,-411.13,156D1536 Index,536D1156 Index
