Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,1314893,100,708022,100,606871,100,101151,001D1158 Index,158D1001 Index
Emerging and Developing Economies,683876,52.01,328664,46.42,355212,58.53,-26548,200I1158 Index,158D1200 Index
Advanced Economies,630921,47.98,379294,53.57,251627,41.46,127667,110D1158 Index,158D1110 Index
Non Fuel Exporting Countries,576719,43.86,295696,41.76,281023,46.31,14673,092D1158 Index,158D1092 Index
Developing Asia,494418,37.6,244355,34.51,250063,41.21,-5708,505D1158 Index,158D1505 Index
China,302085,22.97,145524,20.55,156561,25.8,-11037,924D1158 Index,158D1924 Index
United States,201505.3,15.32,132202,18.67,69303.3,11.42,62898.7,111D1158 Index,158D1111 Index
European Union,129126.2,9.82,60492.2,8.54,68634,11.31,-8141.8,998D1158 Index,158D1998 Index
Euro-zone,114309.6,8.69,53746.1,7.59,60563.5,9.98,-6817.4,995D1158 Index,158D1995 Index
Fuel Exporting Countries,107156,8.15,32967.2,4.66,74188.8,12.22,-41221.6,080D1158 Index,158D1080 Index
South Korea,72479.7,5.51,47462.1,6.7,25017.6,4.12,22444.5,542D1158 Index,158D1542 Index
Developing Western Hemisphere,54467.2,4.14,31766.5,4.49,22700.7,3.74,9065.8,205D1158 Index,158D1205 Index
Thailand,50984.2,3.88,30840.7,4.36,20143.5,3.32,10697.2,578D1158 Index,158D1578 Index
Australia,45920.1,3.49,15510.6,2.19,30409.5,5.01,-14898.9,193D1158 Index,158D1193 Index
Germany,39203.1,2.98,17167.6,2.42,22035.5,3.63,-4867.9,134D1158 Index,158D1134 Index
Hong Kong,35470.35,2.7,33517.1,4.73,1953.25,0.32,31563.85,532D1158 Index,158D1532 Index
Developing Europe,32981.9,2.51,16619.9,2.35,16362,2.7,257.9,170D1158 Index,158D1170 Index
Vietnam,31356.2,2.38,15098.3,2.13,16257.9,2.68,-1159.6,582D1158 Index,158D1582 Index
Indonesia,31167.1,2.37,12984.8,1.83,18182.3,3,-5197.5,536D1158 Index,158D1536 Index
Malaysia,31037.1,2.36,13746.2,1.94,17290.9,2.85,-3544.7,548D1158 Index,158D1548 Index
Singapore,27107.84,2.06,19637.7,2.77,7470.14,1.23,12167.56,576D1158 Index,158D1576 Index
Saudi Arabia,27003.17,2.05,7418.87,1.05,19584.3,3.23,-12165.43,456D1158 Index,158D1456 Index
United Arab Emirates,26960.52,2.05,9659.32,1.36,17301.2,2.85,-7641.88,466D1158 Index,158D1466 Index
Mexico,24560.1,1.87,18817.4,2.66,5742.7,0.95,13074.7,273D1158 Index,158D1273 Index
Canada,21839.16,1.66,12659.6,1.79,9179.56,1.51,3480.04,156D1158 Index,158D1156 Index
CIS Countries,21644.46,1.65,9155.86,1.29,12488.6,2.06,-3332.74,901D1158 Index,158D1901 Index
Philippines,19250.31,1.46,10196.5,1.44,9053.81,1.49,1142.69,566D1158 Index,158D1566 Index
United Kingdom,18924.51,1.44,12413.4,1.75,6511.11,1.07,5902.29,112D1158 Index,158D1112 Index
Russia,17949.1,1.37,6680.4,0.94,11268.7,1.86,-4588.3,922D1158 Index,158D1922 Index
France,15904.22,1.21,5660.32,0.8,10243.9,1.69,-4583.58,132D1158 Index,158D1132 Index
India,14512.64,1.1,9842.91,1.39,4669.73,0.77,5173.18,534D1158 Index,158D1534 Index
Sub-Saharan Africa,13907.22,1.06,7622.61,1.08,6284.61,1.04,1338,603D1158 Index,158D1603 Index
Italy,13221.42,1.01,4453.57,0.63,8767.85,1.44,-4314.28,136D1158 Index,158D1136 Index
Qatar,12991.76,0.99,2136.36,0.3,10855.4,1.79,-8719.04,453D1158 Index,158D1453 Index
Netherlands,12644.45,0.96,10285,1.45,2359.45,0.39,7925.55,138D1158 Index,158D1138 Index
Belgium,11759.05,0.89,9272.86,1.31,2486.19,0.41,6786.67,124D1158 Index,158D1124 Index
Switzerland,11659.18,0.89,4010.22,0.57,7648.96,1.26,-3638.74,146D1158 Index,158D1146 Index
Brazil,10435.3,0.79,3734.29,0.53,6701.01,1.1,-2966.72,223D1158 Index,158D1223 Index
Chile,7305.95,0.56,1976.14,0.28,5329.81,0.88,-3353.67,228D1158 Index,158D1228 Index
South Africa,6927.83,0.53,2715.77,0.38,4212.06,0.69,-1496.29,199D1158 Index,158D1199 Index
Spain,6921.12,0.53,3230.92,0.46,3690.2,0.61,-459.28,184D1158 Index,158D1184 Index
Ireland,6886.67,0.52,671.35,0.09,6215.32,1.02,-5543.97,178D1158 Index,158D1178 Index
New Zealand,4955.3,0.38,2609.14,0.37,2346.16,0.39,262.98,196D1158 Index,158D1196 Index
Kuwait,4903.6,0.37,664.61,0.09,4238.99,0.7,-3574.38,443D1158 Index,158D1443 Index
Turkey,4624.82,0.35,4062.9,0.57,561.92,0.09,3500.99,186D1158 Index,158D1186 Index
Sweden,3973.34,0.3,1759.3,0.25,2214.04,0.36,-454.74,144D1158 Index,158D1144 Index
Iran,3906.88,0.3,546.52,0.08,3360.36,0.55,-2813.84,429D1158 Index,158D1429 Index
Israel,3698.07,0.28,2406.19,0.34,1291.88,0.21,1114.31,436D1158 Index,158D1436 Index
Norway,3442.89,0.26,1691.71,0.24,1751.18,0.29,-59.47,142D1158 Index,158D1142 Index
Bangladesh,3051.1,0.23,1835.91,0.26,1215.19,0.2,620.72,513D1158 Index,158D1513 Index
Oman,2798.72,0.21,1045.39,0.15,1753.33,0.29,-707.94,449D1158 Index,158D1449 Index
Austria,2790.45,0.21,1101.31,0.16,1689.14,0.28,-587.83,122D1158 Index,158D1122 Index
Hungary,2671.22,0.2,1436.9,0.2,1234.32,0.2,202.58,944D1158 Index,158D1944 Index
Denmark,2458.76,0.19,400.25,0.06,2058.51,0.34,-1658.26,128D1158 Index,158D1128 Index
Peru,2395.2,0.18,1072.97,0.15,1322.23,0.22,-249.26,293D1158 Index,158D1293 Index
Poland,2361.16,0.18,1208.87,0.17,1152.29,0.19,56.58,964D1158 Index,158D1964 Index
Pakistan,2224.91,0.17,1961.4,0.28,263.51,0.04,1697.89,564D1158 Index,158D1564 Index
Czech Republic,2199.24,0.17,1431.99,0.2,767.25,0.13,664.74,935D1158 Index,158D1935 Index
Myanmar,2189.59,0.17,1254.23,0.18,935.36,0.15,318.87,518D1158 Index,158D1518 Index
Papua New Guinea,2185.74,0.17,180.47,0.03,2005.27,0.33,-1824.8,853D1158 Index,158D1853 Index
Brunei Darussalam,1853.38,0.14,114.82,0.02,1738.56,0.29,-1623.74,516D1158 Index,158D1516 Index
Colombia,1755.08,0.13,1115.63,0.16,639.45,0.11,476.18,233D1158 Index,158D1233 Index
Cambodia,1733.37,0.13,528.27,0.07,1205.1,0.2,-676.83,522D1158 Index,158D1522 Index
Argentina,1707.09,0.13,953.45,0.13,753.64,0.12,199.81,213D1158 Index,158D1213 Index
Finland,1704.49,0.13,310.16,0.04,1394.33,0.23,-1084.17,172D1158 Index,158D1172 Index
Iraq,1461.78,0.11,363.42,0.05,1098.36,0.18,-734.94,433D1158 Index,158D1433 Index
Nigeria,1204.14,0.09,354.94,0.05,849.2,0.14,-494.26,694D1158 Index,158D1694 Index
Sri Lanka,1191.44,0.09,951.1,0.13,240.34,0.04,710.76,524D1158 Index,158D1524 Index
Bahrain,1171.67,0.09,895.86,0.13,275.81,0.05,620.05,419D1158 Index,158D1419 Index
Kazakhstan,1135.55,0.09,552.88,0.08,582.67,0.1,-29.79,916D1158 Index,158D1916 Index
Ukraine,1127.04,0.09,551.96,0.08,575.08,0.09,-23.12,926D1158 Index,158D1926 Index
Kenya,870.02,0.07,811.8,0.11,58.22,0.01,753.58,664D1158 Index,158D1664 Index
Romania,847.87,0.06,367.33,0.05,480.53,0.08,-113.2,968D1158 Index,158D1968 Index
Egypt,841.7,0.06,702.9,0.1,138.8,0.02,564.1,469D1158 Index,158D1469 Index
Ecuador,803.46,0.06,292.88,0.04,510.58,0.08,-217.7,248D1158 Index,158D1248 Index
Algeria,796.78,0.06,476.88,0.07,319.91,0.05,156.97,612D1158 Index,158D1612 Index
Morocco,783.09,0.06,511.27,0.07,271.82,0.04,239.45,686D1158 Index,158D1686 Index
Costa Rica,726.55,0.06,421.4,0.06,305.14,0.05,116.26,238D1158 Index,158D1238 Index
Bolivia,682.29,0.05,414.17,0.06,268.11,0.04,146.06,218D1158 Index,158D1218 Index
Panama,666.61,0.05,314.11,0.04,352.5,0.06,-38.39,283D1158 Index,158D1283 Index
Portugal,615.3,0.05,330.99,0.05,284.31,0.05,46.68,182D1158 Index,158D1182 Index
Macau,592.68,0.05,565.12,0.08,27.55,0,537.57,546D1158 Index,158D1546 Index
Lithuania,579.32,0.04,42.02,0.01,537.3,0.09,-495.28,946D1158 Index,158D1946 Index
Ethiopia,568.82,0.04,491.5,0.07,77.32,0.01,414.18,644D1158 Index,158D1644 Index
Congo,567.4,0.04,543.23,0.08,24.17,0,519.07,634D1158 Index,158D1634 Index
Luxembourg,540.96,0.04,467.94,0.07,73.02,0.01,394.92,137D1158 Index,158D1137 Index
Tanzania,537.95,0.04,371.01,0.05,166.94,0.03,204.07,738D1158 Index,158D1738 Index
Slovakia,537.26,0.04,311,0.04,226.26,0.04,84.74,936D1158 Index,158D1936 Index
Guatemala,527.03,0.04,307.13,0.04,219.89,0.04,87.24,258D1158 Index,158D1258 Index
Jordan,511.26,0.04,475.3,0.07,35.96,0.01,439.34,439D1158 Index,158D1439 Index
Lebanon,442.97,0.03,416.02,0.06,26.95,0,389.07,446D1158 Index,158D1446 Index
Dominican Republic,439.86,0.03,439.21,0.06,0.65,0,438.55,243D1158 Index,158D1243 Index
Turkmenistan,430.3,0.03,430.19,0.06,0.11,0,430.08,925D1158 Index,158D1925 Index
Serbia,362.34,0.03,106.09,0.01,256.25,0.04,-150.17,942D1158 Index,158D1942 Index
Mongolia,348.21,0.03,330.61,0.05,17.61,0,313,948D1158 Index,158D1948 Index
Ghana,335.36,0.03,152.63,0.02,182.73,0.03,-30.1,652D1158 Index,158D1652 Index
Tunisia,314.21,0.02,217.23,0.03,96.98,0.02,120.25,744D1158 Index,158D1744 Index
Sudan,307.15,0.02,283.15,0.04,24,0,259.15,732D1158 Index,158D1732 Index
Bermuda,291.16,0.02,291.13,0.04,0.03,0,291.11,319D1158 Index,158D1319 Index
Azerbaijan,285.94,0.02,282.65,0.04,3.29,0,279.37,912D1158 Index,158D1912 Index
Iceland,273.18,0.02,111.79,0.02,161.39,0.03,-49.6,176D1158 Index,158D1176 Index
Greece,268.32,0.02,164.16,0.02,104.16,0.02,60,174D1158 Index,158D1174 Index
Paraguay,265.14,0.02,223.54,0.03,41.6,0.01,181.95,288D1158 Index,158D1288 Index
Venezuela,258.07,0.02,183.56,0.03,74.51,0.01,109.06,299D1158 Index,158D1299 Index
Uganda,255.9,0.02,245.58,0.03,10.32,0,235.26,746D1158 Index,158D1746 Index
New Caledonia,254.42,0.02,85.35,0.01,169.07,0.03,-83.72,839D1158 Index,158D1839 Index
Trinidad And Tobago,250.22,0.02,177.46,0.03,72.76,0.01,104.71,369D1158 Index,158D1369 Index
Afghanistan,249.12,0.02,248.69,0.04,0.43,0,248.26,512D1158 Index,158D1512 Index
Uzbekistan,241.41,0.02,238.8,0.03,2.62,0,236.18,927D1158 Index,158D1927 Index
Laos,239.38,0.02,124.12,0.02,115.26,0.02,8.86,544D1158 Index,158D1544 Index
Jamaica,239.3,0.02,213.38,0.03,25.92,0,187.46,343D1158 Index,158D1343 Index
Mozambique,234.66,0.02,108.3,0.02,126.35,0.02,-18.05,688D1158 Index,158D1688 Index
Slovenia,230.57,0.02,87.94,0.01,142.64,0.02,-54.7,961D1158 Index,158D1961 Index
Cote D Ivoire,221.04,0.02,206.33,0.03,14.72,0,191.61,662D1158 Index,158D1662 Index
Bulgaria,211.85,0.02,105.44,0.01,106.42,0.02,-0.98,918D1158 Index,158D1918 Index
Georgia,209.66,0.02,200.35,0.03,9.31,0,191.04,915D1158 Index,158D1915 Index
Fiji,196.67,0.01,158.99,0.02,37.68,0.01,121.31,819D1158 Index,158D1819 Index
Mauritania,192.72,0.01,64.02,0.01,128.7,0.02,-64.68,682D1158 Index,158D1682 Index
Malta,189.78,0.01,57.74,0.01,132.04,0.02,-74.29,181D1158 Index,158D1181 Index
El Salvador,179.11,0.01,157.22,0.02,21.9,0,135.32,253D1158 Index,158D1253 Index
Guinea,169.51,0.01,168.38,0.02,1.12,0,167.26,656D1158 Index,158D1656 Index
Honduras,165.19,0.01,141.73,0.02,23.46,0,118.28,268D1158 Index,158D1268 Index
Cameroon,161,0.01,156.49,0.02,4.51,0,151.99,622D1158 Index,158D1622 Index
Nicaragua,155.95,0.01,128.22,0.02,27.73,0,100.5,278D1158 Index,158D1278 Index
Madagascar,154.02,0.01,53.11,0.01,100.92,0.02,-47.81,674D1158 Index,158D1674 Index
Zambia,149.54,0.01,124.96,0.02,24.58,0,100.38,754D1158 Index,158D1754 Index
Mauritius,149.41,0.01,143.59,0.02,5.82,0,137.77,684D1158 Index,158D1684 Index
Estonia,133.12,0.01,38.06,0.01,95.06,0.02,-57,939D1158 Index,158D1939 Index
Senegal,132.31,0.01,124.46,0.02,7.85,0,116.62,722D1158 Index,158D1722 Index
Belarus,130.33,0.01,112.38,0.02,17.95,0,94.43,913D1158 Index,158D1913 Index
Equatorial Guinea,122.08,0.01,1.39,0,120.68,0.02,-119.29,642D1158 Index,158D1642 Index
Uruguay,119.17,0.01,60.37,0.01,58.8,0.01,1.57,298D1158 Index,158D1298 Index
Latvia,107.33,0.01,21.11,0,86.22,0.01,-65.1,941D1158 Index,158D1941 Index
Nepal,97.38,0.01,84.22,0.01,13.16,0,71.07,558D1158 Index,158D1558 Index
Burkina Faso,96.28,0.01,82.54,0.01,13.74,0,68.8,748D1158 Index,158D1748 Index
Dominica,95.87,0.01,6.92,0,88.95,0.01,-82.03,321D1158 Index,158D1321 Index
Croatia,93.09,0.01,35.95,0.01,57.14,0.01,-21.18,960D1158 Index,158D1960 Index
Bahamas,90.52,0.01,51.36,0.01,39.16,0.01,12.21,313D1158 Index,158D1313 Index
