Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,4175370,100,1632640,100,2542730,100,-910090,001D1111 Index,111D1001 Index
Emerging and Developing Economies,2122927,50.84,750577,45.97,1372350,53.97,-621773,200I1111 Index,111D1200 Index
Advanced Economies,2052090,49.15,881710,54.01,1170380,46.03,-288670,110D1111 Index,111D1110 Index
Non Fuel Exporting Countries,1931878,46.27,669028,40.98,1262850,49.67,-593822,092D1111 Index,111D1092 Index
Developing Asia,1018186,24.39,256359,15.7,761827,29.96,-505468,505D1111 Index,111D1505 Index
Developing Western Hemisphere,838740,20.09,369927,22.66,468813,18.44,-98886,205D1111 Index,111D1205 Index
China,695762,16.66,156259,9.57,539503,21.22,-383244,924D1111 Index,111D1924 Index
European Union,680557,16.3,253328,15.52,427229,16.8,-173901,998D1111 Index,111D1998 Index
Euro-zone,618297,14.81,233545,14.3,384752,15.13,-151207,995D1111 Index,111D1995 Index
Mexico,575306,13.78,228778,14.01,346528,13.63,-117750,273D1111 Index,111D1273 Index
Canada,567622,13.59,249141,15.26,318481,12.53,-69340,156D1111 Index,111D1156 Index
Japan,226182.4,5.42,83586.4,5.12,142596,5.61,-59009.6,158D1111 Index,111D1158 Index
Fuel Exporting Countries,191043.2,4.58,81549.2,4.99,109494,4.31,-27944.8,080D1111 Index,111D1080 Index
Germany,183282.1,4.39,57378.1,3.51,125904,4.95,-68525.9,134D1111 Index,111D1134 Index
South Korea,133272.4,3.19,58981.7,3.61,74290.7,2.92,-15309,542D1111 Index,111D1542 Index
United Kingdom,126216.2,3.02,65404.2,4.01,60812,2.39,4592.2,112D1111 Index,111D1112 Index
Developing Europe,96149,2.3,42893.3,2.63,53255.7,2.09,-10362.4,170D1111 Index,111D1170 Index
France,88101.4,2.11,35454.3,2.17,52647.1,2.07,-17192.8,132D1111 Index,111D1132 Index
India,87410.5,2.09,33003,2.02,54407.5,2.14,-21404.5,534D1111 Index,111D1534 Index
Ireland,77268.7,1.85,19799.6,1.21,57469.1,2.26,-37669.5,178D1111 Index,111D1178 Index
Italy,73568.8,1.76,18846.5,1.15,54722.3,2.15,-35875.8,136D1111 Index,111D1136 Index
Netherlands,70768.7,1.69,46162.9,2.83,24605.8,0.97,21557.1,138D1111 Index,111D1138 Index
Singapore,69376.2,1.66,42119.8,2.58,27256.4,1.07,14863.4,576D1111 Index,111D1576 Index
Switzerland,62442.2,1.5,20999.4,1.29,41442.8,1.63,-20443.4,146D1111 Index,111D1146 Index
Brazil,62268.5,1.49,31107.1,1.91,31161.4,1.23,-54.3,223D1111 Index,111D1223 Index
Vietnam,61959.4,1.48,12747.3,0.78,49212.1,1.94,-36464.8,582D1111 Index,111D1582 Index
Malaysia,55481.1,1.33,16097.2,0.99,39383.9,1.55,-23286.7,548D1111 Index,111D1548 Index
Belgium,48230.7,1.16,31037.8,1.9,17192.9,0.68,13844.9,124D1111 Index,111D1124 Index
Thailand,46952.9,1.12,15052.5,0.92,31900.4,1.25,-16847.9,578D1111 Index,111D1578 Index
CIS Countries,44164.9,1.06,19395.5,1.19,24769.4,0.97,-5373.9,901D1111 Index,111D1901 Index
Sub-Saharan Africa,41428.4,0.99,16414.2,1.01,25014.2,0.98,-8600,603D1111 Index,111D1603 Index
Saudi Arabia,41278.9,0.99,17189,1.05,24089.9,0.95,-6900.9,456D1111 Index,111D1456 Index
Hong Kong,38085.62,0.91,31774.4,1.95,6311.22,0.25,25463.18,532D1111 Index,111D1532 Index
Australia,34986.5,0.84,24860.6,1.52,10125.9,0.4,14734.7,193D1111 Index,111D1193 Index
Russia,33486.2,0.8,12690.7,0.78,20795.5,0.82,-8104.8,922D1111 Index,111D1922 Index
Israel,31518.2,0.75,9754.8,0.6,21763.4,0.86,-12008.6,436D1111 Index,111D1436 Index
Indonesia,31089.5,0.74,10212.4,0.63,20877.1,0.82,-10664.7,536D1111 Index,111D1536 Index
Spain,30260.4,0.72,13018.9,0.8,17241.5,0.68,-4222.6,184D1111 Index,111D1184 Index
Colombia,26884.6,0.64,13095.6,0.8,13789,0.54,-693.4,233D1111 Index,111D1233 Index
