Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,529192,100,346788,100,182404,100,164384,001D1922 Index,922D1001 Index
Advanced Economies,277243.9,52.39,184914,53.32,92329.9,50.62,92584.1,110D1922 Index,922D1110 Index
Emerging and Developing Economies,251595.8,47.54,161578,46.59,90017.8,49.35,71560.2,200I1922 Index,922D1200 Index
Non Fuel Exporting Countries,222456.3,42.04,139581,40.25,82875.3,45.44,56705.7,092D1922 Index,922D1092 Index
European Union,210925.4,39.86,144534,41.68,66391.4,36.4,78142.6,998D1922 Index,922D1998 Index
Euro-zone,164120.3,31.01,111122,32.04,52998.3,29.06,58123.7,995D1922 Index,922D1995 Index
Developing Europe,128094.3,24.21,93942.3,27.09,34152,18.72,59790.3,170D1922 Index,922D1170 Index
Developing Asia,88658.8,16.75,43746.1,12.61,44912.7,24.62,-1166.6,505D1922 Index,922D1505 Index
China,68090.6,12.87,33144.8,9.56,34945.8,19.16,-1801,924D1922 Index,922D1924 Index
CIS Countries,66838.3,12.63,45822.2,13.21,21016.1,11.52,24806.1,901D1922 Index,922D1901 Index
Germany,50816.8,9.6,30377.5,8.76,20439.3,11.21,9938.2,134D1922 Index,922D1134 Index
Fuel Exporting Countries,29139.22,5.51,21996.7,6.34,7142.52,3.92,14854.18,080D1922 Index,922D1080 Index
United States,28142.4,5.32,16561.7,4.78,11580.7,6.35,4981,111D1922 Index,922D1111 Index
Belarus,25805.19,4.88,17143.2,4.94,8661.99,4.75,8481.21,913D1922 Index,922D1913 Index
Turkey,24777.25,4.68,20744,5.98,4033.25,2.21,16710.75,186D1922 Index,922D1186 Index
Italy,24303.78,4.59,15981.2,4.61,8322.58,4.56,7658.62,136D1922 Index,922D1136 Index
Netherlands,23470.98,4.44,20375.3,5.88,3095.68,1.7,17279.62,138D1922 Index,922D1138 Index
Japan,22566.61,4.26,15753.5,4.54,6813.11,3.74,8940.39,158D1922 Index,922D1158 Index
Poland,18101.73,3.42,14004.6,4.04,4097.13,2.25,9907.47,964D1922 Index,922D1964 Index
Developing Western Hemisphere,15885.45,3,8223.33,2.37,7662.12,4.2,561.21,205D1922 Index,922D1205 Index
South Korea,15867.84,3,11308.3,3.26,4559.54,2.5,6748.76,542D1922 Index,922D1542 Index
Kazakhstan,15296.65,2.89,10529.3,3.04,4767.35,2.61,5761.95,916D1922 Index,922D1916 Index
Ukraine,13156.43,2.49,7485.2,2.16,5671.23,3.11,1813.97,926D1922 Index,922D1926 Index
France,12646.2,2.39,6725.4,1.94,5920.8,3.25,804.6,132D1922 Index,922D1132 Index
Belgium,11314.97,2.14,9222.3,2.66,2092.67,1.15,7129.63,124D1922 Index,922D1124 Index
