Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,592873,100,366775,100,226098,100,140677,001D1922 Index,922D1001 Index
Advanced Economies,304990,51.44,192097,52.37,112893,49.93,79204,110D1922 Index,922D1110 Index
Emerging and Developing Economies,287362,48.47,174197,47.49,113165,50.05,61032,200I1922 Index,922D1200 Index
Non Fuel Exporting Countries,258708,43.64,153316,41.8,105392,46.61,47924,092D1922 Index,922D1092 Index
European Union,237984,40.14,155813,42.48,82171,36.34,73642,998D1922 Index,922D1998 Index
Euro-zone,187693.2,31.66,121395,33.1,66298.2,29.32,55096.8,995D1922 Index,922D1995 Index
Developing Europe,134680.8,22.72,95368.8,26,39312,17.39,56056.8,170D1922 Index,922D1170 Index
Developing Asia,118372.8,19.97,56524.4,15.41,61848.4,27.35,-5324,505D1922 Index,922D1505 Index
China,89121.5,15.03,41114.3,11.21,48007.2,21.23,-6892.9,924D1922 Index,922D1924 Index
CIS Countries,71673.1,12.09,47308.3,12.9,24364.8,10.78,22943.5,901D1922 Index,922D1901 Index
Germany,56349.8,9.5,32231.9,8.79,24117.9,10.67,8114,134D1922 Index,922D1134 Index
Belarus,30902.8,5.21,19599.1,5.34,11303.7,5,8295.4,913D1922 Index,922D1913 Index
United States,29667.4,5,17003.3,4.64,12664.1,5.6,4339.2,111D1922 Index,922D1111 Index
Netherlands,28656.01,4.83,24761.2,6.75,3894.81,1.72,20866.39,138D1922 Index,922D1138 Index
Fuel Exporting Countries,28653.91,4.83,20880.8,5.69,7773.11,3.44,13107.69,080D1922 Index,922D1080 Index
Italy,24012.3,4.05,13912.1,3.79,10100.2,4.47,3811.9,136D1922 Index,922D1136 Index
Turkey,23468.08,3.96,20097,5.48,3371.08,1.49,16725.92,186D1922 Index,922D1186 Index
Japan,21617.03,3.65,13855.4,3.78,7761.63,3.43,6093.77,158D1922 Index,922D1158 Index
Poland,19478.81,3.29,14579.5,3.98,4899.31,2.17,9680.19,964D1922 Index,922D1964 Index
South Korea,18664.86,3.15,11738.5,3.2,6926.36,3.06,4812.14,542D1922 Index,922D1542 Index
France,17812.67,3,8282.59,2.26,9530.08,4.22,-1247.49,132D1922 Index,922D1132 Index
