Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,816910,100,388443,100,428467,100,-40024,001D1156 Index,156D1001 Index
Advanced Economies,624510,76.45,331657,85.38,292853,68.35,38804,110D1156 Index,156D1110 Index
United States,479738,58.73,270382,69.61,209356,48.86,61026,111D1156 Index,156D1111 Index
Emerging and Developing Economies,188610.7,23.09,56587.7,14.57,132023,30.81,-75435.3,200I1156 Index,156D1200 Index
Non Fuel Exporting Countries,178234.6,21.82,50191.6,12.92,128043,29.88,-77851.4,092D1156 Index,156D1092 Index
Developing Asia,111514,13.65,30487.9,7.85,81026.1,18.91,-50538.2,505D1156 Index,156D1505 Index
China,82150.2,10.06,21873.2,5.63,60277,14.07,-38403.8,924D1156 Index,156D1924 Index
European Union,70565.7,8.64,23405.8,6.03,47159.9,11.01,-23754.1,998D1156 Index,156D1998 Index
Euro-zone,62744.2,7.68,21872.7,5.63,40871.5,9.54,-18998.8,995D1156 Index,156D1995 Index
Developing Western Hemisphere,52368.6,6.41,14979.3,3.86,37389.3,8.73,-22410,205D1156 Index,156D1205 Index
Mexico,32384.57,3.96,8825.27,2.27,23559.3,5.5,-14734.03,273D1156 Index,156D1273 Index
United Kingdom,21194.34,2.59,15109.1,3.89,6085.24,1.42,9023.86,112D1156 Index,156D1112 Index
Japan,20576.92,2.52,9856.92,2.54,10720,2.5,-863.08,158D1156 Index,156D1158 Index
Germany,18774.47,2.3,5167.87,1.33,13606.6,3.18,-8438.73,134D1156 Index,156D1134 Index
South Korea,11936.65,1.46,4381.68,1.13,7554.97,1.76,-3173.29,542D1156 Index,156D1542 Index
Fuel Exporting Countries,10376.2,1.27,6396.11,1.65,3980.09,0.93,2416.02,080D1156 Index,156D1080 Index
Italy,9113.83,1.12,2008.37,0.52,7105.46,1.66,-5097.09,136D1156 Index,156D1136 Index
France,8246.03,1.01,3141.5,0.81,5104.53,1.19,-1963.03,132D1156 Index,156D1132 Index
Belgium,7255.62,0.89,3832.77,0.99,3422.85,0.8,409.92,124D1156 Index,156D1124 Index
Vietnam,7211.76,0.88,754.99,0.19,6456.77,1.51,-5701.78,582D1156 Index,156D1582 Index
Brazil,7110.35,0.87,1913.57,0.49,5196.78,1.21,-3283.21,223D1156 Index,156D1223 Index
India,6662.79,0.82,2731.33,0.7,3931.46,0.92,-1200.13,534D1156 Index,156D1534 Index
Switzerland,6576.13,0.81,1924.21,0.5,4651.92,1.09,-2727.71,146D1156 Index,156D1146 Index
Netherlands,6087.86,0.75,3565.1,0.92,2522.76,0.59,1042.34,138D1156 Index,156D1138 Index
Sub-Saharan Africa,4958.54,0.61,1738.07,0.45,3220.47,0.75,-1482.4,603D1156 Index,156D1603 Index
Spain,3801.86,0.47,1416.73,0.36,2385.13,0.56,-968.4,184D1156 Index,156D1184 Index
Australia,3621.74,0.44,1756.69,0.45,1865.05,0.44,-108.36,193D1156 Index,156D1193 Index
Thailand,3563.97,0.44,772.08,0.2,2791.89,0.65,-2019.81,578D1156 Index,156D1578 Index
Peru,3475.5,0.43,561.19,0.14,2914.31,0.68,-2353.12,293D1156 Index,156D1293 Index
Ireland,3458.92,0.42,935.27,0.24,2523.65,0.59,-1588.38,178D1156 Index,156D1178 Index
Saudi Arabia,3156.42,0.39,1832.26,0.47,1324.16,0.31,508.1,456D1156 Index,156D1456 Index
Malaysia,3138.48,0.38,722.94,0.19,2415.54,0.56,-1692.6,548D1156 Index,156D1548 Index
Norway,2957.77,0.36,2026.86,0.52,930.91,0.22,1095.95,142D1156 Index,156D1142 Index
Indonesia,2889.91,0.35,1615.46,0.42,1274.45,0.3,341.01,536D1156 Index,156D1536 Index
CIS Countries,2822.85,0.35,1253.7,0.32,1569.15,0.37,-315.45,901D1156 Index,156D1901 Index
Turkey,2561.74,0.31,1078.39,0.28,1483.35,0.35,-404.96,186D1156 Index,156D1186 Index
Singapore,2294.47,0.28,1368.94,0.35,925.53,0.22,443.41,576D1156 Index,156D1576 Index
Bangladesh,2218.37,0.27,968.29,0.25,1250.08,0.29,-281.79,513D1156 Index,156D1513 Index
Chile,2086.46,0.26,809.92,0.21,1276.54,0.3,-466.62,228D1156 Index,156D1228 Index
Sweden,2079.58,0.25,421.73,0.11,1657.85,0.39,-1236.12,144D1156 Index,156D1144 Index
United Arab Emirates,2016.77,0.25,1820.19,0.47,196.58,0.05,1623.61,466D1156 Index,156D1466 Index
Poland,1870.05,0.23,245.87,0.06,1624.18,0.38,-1378.31,964D1156 Index,156D1964 Index
South Africa,1802.13,0.22,292.58,0.08,1509.55,0.35,-1216.97,199D1156 Index,156D1199 Index
Russia,1775.62,0.22,826.57,0.21,949.04,0.22,-122.47,922D1156 Index,156D1922 Index
Austria,1729.53,0.21,210.51,0.05,1519.02,0.35,-1308.51,122D1156 Index,156D1122 Index
Hong Kong,1476.28,0.18,1032,0.27,444.28,0.1,587.72,532D1156 Index,156D1532 Index
Egypt,1445.71,0.18,439.54,0.11,1006.17,0.23,-566.64,469D1156 Index,156D1469 Index
Philippines,1440.07,0.18,496.92,0.13,943.15,0.22,-446.23,566D1156 Index,156D1566 Index
Colombia,1422.33,0.17,751.14,0.19,671.19,0.16,79.94,233D1156 Index,156D1233 Index
Denmark,1396.21,0.17,302.38,0.08,1093.83,0.26,-791.45,128D1156 Index,156D1128 Index
Finland,1342.88,0.16,553.98,0.14,788.9,0.18,-234.92,172D1156 Index,156D1172 Index
Israel,1261.07,0.15,272.4,0.07,988.67,0.23,-716.27,436D1156 Index,156D1436 Index
Cambodia,1250.23,0.15,55.53,0.01,1194.7,0.28,-1139.17,522D1156 Index,156D1522 Index
New Zealand,1035.12,0.13,392.68,0.1,642.44,0.15,-249.76,196D1156 Index,156D1196 Index
Nigeria,904.61,0.11,373.75,0.1,530.86,0.12,-157.12,694D1156 Index,156D1694 Index
Pakistan,855.51,0.1,509.57,0.13,345.94,0.08,163.63,564D1156 Index,156D1564 Index
Argentina,845.91,0.1,293.83,0.08,552.07,0.13,-258.24,213D1156 Index,156D1213 Index
Morocco,837.54,0.1,527.8,0.14,309.74,0.07,218.06,686D1156 Index,156D1686 Index
Dominican Republic,789.58,0.1,266.6,0.07,522.97,0.12,-256.37,243D1156 Index,156D1243 Index
Hungary,753.46,0.09,81.96,0.02,671.5,0.16,-589.54,944D1156 Index,156D1944 Index
Czech Republic,743.93,0.09,203.32,0.05,540.61,0.13,-337.29,935D1156 Index,156D1935 Index
Other Countries,662.99,0.08,198.14,0.05,464.85,0.11,-266.7,910D1156 Index,156D1910 Index
Cuba,662.83,0.08,198.09,0.05,464.74,0.11,-266.65,928D1156 Index,156D1928 Index
Mauritania,643.77,0.08,28.19,0.01,615.58,0.14,-587.38,682D1156 Index,156D1682 Index
Portugal,624.71,0.08,153.67,0.04,471.03,0.11,-317.36,182D1156 Index,156D1182 Index
Costa Rica,620.48,0.08,171.76,0.04,448.73,0.1,-276.97,238D1156 Index,156D1238 Index
Guatemala,612.16,0.07,94.46,0.02,517.7,0.12,-423.25,258D1156 Index,156D1258 Index
Slovakia,605.39,0.07,82.54,0.02,522.85,0.12,-440.31,936D1156 Index,156D1936 Index
Ecuador,523.23,0.06,331.26,0.09,191.98,0.04,139.28,248D1156 Index,156D1248 Index
Sri Lanka,503.79,0.06,207.86,0.05,295.93,0.07,-88.07,524D1156 Index,156D1524 Index
Romania,432.33,0.05,86.64,0.02,345.69,0.08,-259.05,968D1156 Index,156D1968 Index
Kazakhstan,431.34,0.05,111.42,0.03,319.91,0.07,-208.49,916D1156 Index,156D1916 Index
Bulgaria,422.81,0.05,172.29,0.04,250.52,0.06,-78.24,918D1156 Index,156D1918 Index
Trinidad And Tobago,410.6,0.05,167.39,0.04,243.2,0.06,-75.81,369D1156 Index,156D1369 Index
Ghana,373.74,0.05,290.85,0.07,82.9,0.02,207.95,652D1156 Index,156D1652 Index
Latvia,362.08,0.04,313.93,0.08,48.16,0.01,265.77,941D1156 Index,156D1941 Index
Honduras,354.28,0.04,50.01,0.01,304.27,0.07,-254.27,268D1156 Index,156D1268 Index
Guyana,350.04,0.04,22.64,0.01,327.41,0.08,-304.77,336D1156 Index,156D1336 Index
Ukraine,314.93,0.04,201.3,0.05,113.63,0.03,87.68,926D1156 Index,156D1926 Index
Greece,306.07,0.04,66.1,0.02,239.97,0.06,-173.87,174D1156 Index,156D1174 Index
Cote D Ivoire,292.81,0.04,25.94,0.01,266.88,0.06,-240.94,662D1156 Index,156D1662 Index
Iran,278.65,0.03,251.89,0.06,26.76,0.01,225.13,429D1156 Index,156D1429 Index
Slovenia,255.22,0.03,67.97,0.02,187.26,0.04,-119.29,961D1156 Index,156D1961 Index
Luxembourg,254.81,0.03,118.63,0.03,136.18,0.03,-17.55,137D1156 Index,156D1137 Index
Sudan,248.45,0.03,247.89,0.06,0.56,0,247.33,732D1156 Index,156D1732 Index
Algeria,242.71,0.03,208.32,0.05,34.39,0.01,173.93,612D1156 Index,156D1612 Index
Bolivia,230.65,0.03,28.07,0.01,202.58,0.05,-174.5,218D1156 Index,156D1218 Index
Malta,190.06,0.02,163.6,0.04,26.45,0.01,137.15,181D1156 Index,156D1181 Index
Lithuania,187.94,0.02,21.46,0.01,166.48,0.04,-145.02,946D1156 Index,156D1946 Index
Myanmar,185.09,0.02,46.8,0.01,138.29,0.03,-91.49,518D1156 Index,156D1518 Index
Qatar,178.61,0.02,113.12,0.03,65.49,0.02,47.63,453D1156 Index,156D1453 Index
Jamaica,164.2,0.02,97.56,0.03,66.65,0.02,30.91,343D1156 Index,156D1343 Index
Nepal,154.67,0.02,145.9,0.04,8.77,0,137.13,558D1156 Index,156D1558 Index
Haiti,144.12,0.02,85.67,0.02,58.45,0.01,27.22,263D1156 Index,156D1263 Index
"Congo, Democratic Republic",142.04,0.02,25.58,0.01,116.46,0.03,-90.88,636D1156 Index,156D1636 Index
Tunisia,137.4,0.02,17.39,0,120.01,0.03,-102.63,744D1156 Index,156D1744 Index
Niger,134.97,0.02,1.28,0,133.7,0.03,-132.42,692D1156 Index,156D1692 Index
Jordan,134.19,0.02,43.79,0.01,90.4,0.02,-46.6,439D1156 Index,156D1439 Index
Estonia,133.09,0.02,41.45,0.01,91.64,0.02,-50.19,939D1156 Index,156D1939 Index
Nicaragua,133.06,0.02,34.15,0.01,98.91,0.02,-64.76,278D1156 Index,156D1278 Index
El Salvador,126.34,0.02,64.72,0.02,61.62,0.01,3.1,253D1156 Index,156D1253 Index
Uzbekistan,125.68,0.02,11.92,0,113.76,0.03,-101.84,927D1156 Index,156D1927 Index
Uruguay,124.98,0.02,33.5,0.01,91.49,0.02,-57.99,298D1156 Index,156D1298 Index
Croatia,123.05,0.02,18.9,0,104.15,0.02,-85.25,960D1156 Index,156D1960 Index
Kenya,121.11,0.01,98.03,0.03,23.08,0.01,74.94,664D1156 Index,156D1664 Index
Iceland,110.12,0.01,43.35,0.01,66.78,0.02,-23.43,176D1156 Index,156D1176 Index
Madagascar,102.67,0.01,9.58,0,93.1,0.02,-83.52,674D1156 Index,156D1674 Index
Zambia,92.79,0.01,8.39,0,84.39,0.02,-76,754D1156 Index,156D1754 Index
Lebanon,89.29,0.01,58.62,0.02,30.67,0.01,27.95,446D1156 Index,156D1446 Index
Serbia,82.8,0.01,21.28,0.01,61.52,0.01,-40.24,942D1156 Index,156D1942 Index
Bermuda,76.18,0.01,75.78,0.02,0.4,0,75.38,319D1156 Index,156D1319 Index
Cameroon,74.93,0.01,64.78,0.02,10.15,0,54.62,622D1156 Index,156D1622 Index
Panama,71.6,0.01,59.35,0.02,12.25,0,47.11,283D1156 Index,156D1283 Index
Mozambique,71.03,0.01,45.62,0.01,25.41,0.01,20.21,688D1156 Index,156D1688 Index
Iraq,69.53,0.01,69.14,0.02,0.39,0,68.75,433D1156 Index,156D1433 Index
Venezuela,68.03,0.01,57.64,0.01,10.39,0,47.25,299D1156 Index,156D1299 Index
Oman,66.47,0.01,28.12,0.01,38.35,0.01,-10.24,449D1156 Index,156D1449 Index
Burkina Faso,63.36,0.01,26.73,0.01,36.63,0.01,-9.9,748D1156 Index,156D1748 Index
Tanzania,60.92,0.01,31.04,0.01,29.88,0.01,1.16,738D1156 Index,156D1738 Index
Guinea,56.24,0.01,7.85,0,48.39,0.01,-40.54,656D1156 Index,156D1656 Index
Kuwait,55.61,0.01,55.39,0.01,0.22,0,55.16,443D1156 Index,156D1443 Index
Albania,53.25,0.01,45.23,0.01,8.01,0,37.22,914D1156 Index,156D1914 Index
Bahrain,52.74,0.01,28.81,0.01,23.94,0.01,4.87,419D1156 Index,156D1419 Index
Ethiopia,51.95,0.01,15.32,0,36.64,0.01,-21.32,644D1156 Index,156D1644 Index
Barbados,48.54,0.01,36.28,0.01,12.26,0,24.02,316D1156 Index,156D1316 Index
Macau,48.19,0.01,35.62,0.01,12.57,0,23.05,546D1156 Index,156D1546 Index
Belarus,47.49,0.01,29.03,0.01,18.46,0,10.56,913D1156 Index,156D1913 Index
Senegal,45.99,0.01,40.52,0.01,5.47,0,35.05,722D1156 Index,156D1722 Index
Paraguay,44.65,0.01,36.38,0.01,8.27,0,28.11,288D1156 Index,156D1288 Index
Uganda,38.98,0,27.34,0.01,11.64,0,15.71,746D1156 Index,156D1746 Index
Libya,38.67,0,38.63,0.01,0.05,0,38.58,672D1156 Index,156D1672 Index
Georgia,37.41,0,20.26,0.01,17.15,0,3.12,915D1156 Index,156D1915 Index
Suriname,29.71,0,16.56,0,13.14,0,3.42,366D1156 Index,156D1366 Index
Angola,28.76,0,28.72,0.01,0.04,0,28.68,614D1156 Index,156D1614 Index
Armenia,27.88,0,14.6,0,13.28,0,1.33,911D1156 Index,156D1911 Index
Mali,27.37,0,24.94,0.01,2.43,0,22.51,678D1156 Index,156D1678 Index
Liberia,26.09,0,6.66,0,19.43,0,-12.77,668D1156 Index,156D1668 Index
Laos,25.79,0,2.04,0,23.75,0.01,-21.72,544D1156 Index,156D1544 Index
Mongolia,23.26,0,22.16,0.01,1.11,0,21.05,948D1156 Index,156D1948 Index
Macedonia,22.05,0,8.34,0,13.71,0,-5.37,962D1156 Index,156D1962 Index
New Caledonia,21.14,0,20.86,0.01,0.28,0,20.58,839D1156 Index,156D1839 Index
Moldova,18.89,0,6.26,0,12.63,0,-6.36,921D1156 Index,156D1921 Index
Bosnia and Herzegovina,18.67,0,8.53,0,10.13,0,-1.6,963D1156 Index,156D1963 Index
Afghanistan,18.1,0,13.89,0,4.21,0,9.67,512D1156 Index,156D1512 Index
Papua New Guinea,17.67,0,12.34,0,5.33,0,7.02,853D1156 Index,156D1853 Index
St. Vincent & Grens.,17.18,0,17.09,0,0.09,0,17,364I1156 Index,156D1364 Index
Mauritius,16.66,0,7.94,0,8.71,0,-0.77,684D1156 Index,156D1684 Index
Azerbaijan,15.82,0,15.13,0,0.69,0,14.43,912D1156 Index,156D1912 Index
St. Lucia,15.7,0,14.9,0,0.79,0,14.11,362D1156 Index,156D1362 Index
Bahamas,14.82,0,8.4,0,6.42,0,1.97,313D1156 Index,156D1313 Index
Turkmenistan,14.23,0,4.22,0,10.02,0,-5.8,925D1156 Index,156D1925 Index
Cyprus,13.87,0,11.23,0,2.64,0,8.59,423D1156 Index,156D1423 Index
Malawi,13.47,0,12.86,0,0.61,0,12.25,676D1156 Index,156D1676 Index
Maldives,13.46,0,11.34,0,2.12,0,9.22,556D1156 Index,156D1556 Index
Togo,11.92,0,10.42,0,1.5,0,8.92,742D1156 Index,156D1742 Index
Fiji,9.5,0,4.38,0,5.12,0,-0.73,819D1156 Index,156D1819 Index
Sierra Leone,9.35,0,6.57,0,2.78,0,3.79,724D1156 Index,156D1724 Index
Grenada,9.19,0,7.9,0,1.29,0,6.61,328D1156 Index,156D1328 Index
Gabon,9.06,0,8.25,0,0.81,0,7.44,646D1156 Index,156D1646 Index
Zimbabwe,8.05,0,1.35,0,6.69,0,-5.34,698D1156 Index,156D1698 Index
Tajikistan,7.75,0,7.67,0,0.08,0,7.59,923D1156 Index,156D1923 Index
Montenegro,7.54,0,3.67,0,3.87,0,-0.2,943D1156 Index,156D1943 Index
Faeroe Islands,7.54,0,3.54,0,3.99,0,-0.45,816D1156 Index,156D1816 Index
Chad,7.49,0,7.38,0,0.11,0,7.27,628D1156 Index,156D1628 Index
Belize,7.4,0,6.12,0,1.28,0,4.84,339D1156 Index,156D1339 Index
St. Kitts And Nevis,6.89,0,4.95,0,1.94,0,3.02,361D1156 Index,156D1361 Index
Congo,6.76,0,4.47,0,2.29,0,2.19,634D1156 Index,156D1634 Index
Brunei Darussalam,6.53,0,5.1,0,1.43,0,3.67,516D1156 Index,156D1516 Index
Greenland,6.45,0,3.96,0,2.49,0,1.48,326D1156 Index,156D1326 Index
Kyrgyzstan,5.82,0,5.31,0,0.5,0,4.81,917D1156 Index,156D1917 Index
Equatorial Guinea,5.58,0,2.37,0,3.21,0,-0.84,642D1156 Index,156D1642 Index
Benin,4.72,0,4.25,0,0.47,0,3.78,638D1156 Index,156D1638 Index
Peoples Democratic Republic of Yemen,4.36,0,3.82,0,0.54,0,3.28,474D1156 Index,156D1474 Index
Rwanda,4.35,0,2.47,0,1.88,0,0.59,714D1156 Index,156D1714 Index
Aruba,3.86,0,3.75,0,0.11,0,3.65,314D1156 Index,156D1314 Index
Djibouti,3.4,0,3.03,0,0.37,0,2.66,611D1156 Index,156D1611 Index
Somalia,2.82,0,2.47,0,0.34,0,2.13,726D1156 Index,156D1726 Index
Dominica,2.74,0,2.5,0,0.24,0,2.26,321D1156 Index,156D1321 Index
Burundi,2.19,0,1.75,0,0.45,0,1.3,618D1156 Index,156D1618 Index
Seychelles,2.05,0,1.17,0,0.89,0,0.28,718D1156 Index,156D1718 Index
Cape Verde,1.52,0,1.18,0,0.34,0,0.85,624D1156 Index,156D1624 Index
Gambia,0.91,0,0.71,0,0.21,0,0.5,648D1156 Index,156D1648 Index
Comoros,0.7,0,0.09,0,0.62,0,-0.53,632D1156 Index,156D1632 Index
Netherlands Antilles,0.68,0,0.6,0,0.08,0,0.51,353D1156 Index,156D1353 Index
Sao Tome & Principe,0.29,0,0.02,0,0.27,0,-0.25,716D1156 Index,156D1716 Index
Guinea-Bissau,0.26,0,0.24,0,0.02,0,0.22,654D1156 Index,156D1654 Index
Samoa,0.24,0,0.13,0,0.12,0,0.01,862D1156 Index,156D1862 Index
Vanuatu,0.19,0,0.15,0,0.04,0,0.12,846D1156 Index,156D1846 Index
Central African Rep.,0.17,0,0.01,0,0.16,0,-0.14,626D1156 Index,156D1626 Index
Solomon Islands,0.17,0,0.02,0,0.15,0,-0.13,813D1156 Index,156D1813 Index
North Korea,0.16,0,0.05,0,0.11,0,-0.06,954D1156 Index,156D1954 Index
