Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,836927,100,413592,100,423335,100,-9743,001D1273 Index,273D1001 Index
Non Fuel Exporting Countries,819049,97.86,399973,96.71,419076,98.99,-19103,092D1273 Index,273D1092 Index
Advanced Economies,668569,79.88,361240,87.34,307329,72.6,53911,110D1273 Index,273D1110 Index
United States,501069,59.87,294074,71.1,206995,48.9,87079,111D1273 Index,273D1111 Index
Emerging and Developing Economies,167924.3,20.06,51962.3,12.56,115962,27.39,-63999.7,200I1273 Index,273D1200 Index
Developing Asia,108615.7,12.98,16146.6,3.9,92469.1,21.84,-76322.5,505D1273 Index,273D1505 Index
China,81463.4,9.73,11232.1,2.72,70231.3,16.59,-58999.2,924D1273 Index,273D1924 Index
European Union,70620.4,8.44,23913.3,5.78,46707.1,11.03,-22793.8,998D1273 Index,273D1998 Index
Euro-zone,59616.6,7.12,20886.2,5.05,38730.4,9.15,-17844.2,995D1273 Index,273D1995 Index
Developing Western Hemisphere,44450.3,5.31,28008.2,6.77,16442.1,3.88,11566.1,205D1273 Index,273D1205 Index
Canada,38199.2,4.56,27551.6,6.66,10647.6,2.52,16904,156D1273 Index,273D1156 Index
Japan,22885.69,2.73,4288.49,1.04,18597.2,4.39,-14308.71,158D1273 Index,273D1158 Index
Germany,18682.91,2.23,4094.81,0.99,14588.1,3.45,-10493.29,134D1273 Index,273D1134 Index
Fuel Exporting Countries,17878.04,2.14,13618.8,3.29,4259.24,1.01,9359.56,080D1273 Index,273D1080 Index
South Korea,17877.4,2.14,3268.5,0.79,14608.9,3.45,-11340.4,542D1273 Index,273D1542 Index
Spain,11303.07,1.35,6264.63,1.51,5038.44,1.19,1226.19,184D1273 Index,273D1184 Index
Brazil,10426.12,1.25,5684.77,1.37,4741.35,1.12,943.42,223D1273 Index,273D1223 Index
Developing Europe,7668.43,0.92,2659.22,0.64,5009.21,1.18,-2349.99,170D1273 Index,273D1170 Index
India,7399.16,0.88,3449.05,0.83,3950.11,0.93,-501.06,534D1273 Index,273D1534 Index
Malaysia,7379.77,0.88,425.55,0.1,6954.22,1.64,-6528.68,548D1273 Index,273D1548 Index
Italy,7143.01,0.85,1612.73,0.39,5530.28,1.31,-3917.55,136D1273 Index,273D1136 Index
Netherlands,6612.25,0.79,2702.94,0.65,3909.31,0.92,-1206.37,138D1273 Index,273D1138 Index
Colombia,6263.18,0.75,5272.63,1.27,990.55,0.23,4282.08,233D1273 Index,273D1233 Index
France,5858.31,0.7,1845.03,0.45,4013.28,0.95,-2168.25,132D1273 Index,273D1132 Index
Thailand,5077.41,0.61,462.62,0.11,4614.79,1.09,-4152.17,578D1273 Index,273D1578 Index
United Kingdom,4619.13,0.55,1954.96,0.47,2664.17,0.63,-709.21,112D1273 Index,273D1112 Index
Singapore,4096.73,0.49,2824.83,0.68,1271.9,0.3,1552.93,576D1273 Index,273D1576 Index
Switzerland,4067.05,0.49,1960.63,0.47,2106.42,0.5,-145.79,146D1273 Index,273D1146 Index
Chile,3912.21,0.47,2430.75,0.59,1481.46,0.35,949.29,228D1273 Index,273D1228 Index
Costa Rica,3841.43,0.46,1147.13,0.28,2694.3,0.64,-1547.17,238D1273 Index,273D1238 Index
Belgium,3526.11,0.42,2527.63,0.61,998.48,0.24,1529.15,124D1273 Index,273D1124 Index
Peru,3237.74,0.39,2065.09,0.5,1172.65,0.28,892.44,293D1273 Index,273D1293 Index
CIS Countries,2935.06,0.35,1080.31,0.26,1854.75,0.44,-774.44,901D1273 Index,273D1901 Index
Argentina,2737.58,0.33,1624.92,0.39,1112.66,0.26,512.26,213D1273 Index,273D1213 Index
Guatemala,2470.48,0.3,1951.55,0.47,518.93,0.12,1432.62,258D1273 Index,273D1258 Index
Australia,2469.95,0.3,1883.2,0.46,586.75,0.14,1296.45,193D1273 Index,273D1193 Index
Russia,2384.42,0.28,783.28,0.19,1601.14,0.38,-817.86,922D1273 Index,273D1922 Index
Philippines,2131.2,0.25,79.43,0.02,2051.77,0.48,-1972.34,566D1273 Index,273D1566 Index
Ireland,2050.97,0.25,371.93,0.09,1679.04,0.4,-1307.12,178D1273 Index,273D1178 Index
Venezuela,2023.76,0.24,1947.43,0.47,76.33,0.02,1871.1,299D1273 Index,273D1299 Index
Saudi Arabia,1958.68,0.23,1553.91,0.38,404.77,0.1,1149.14,456D1273 Index,273D1456 Index
Sub-Saharan Africa,1936.19,0.23,788.74,0.19,1147.45,0.27,-358.71,603D1273 Index,273D1603 Index
Turkey,1622.16,0.19,944.67,0.23,677.49,0.16,267.17,186D1273 Index,273D1186 Index
Indonesia,1616.28,0.19,187.46,0.05,1428.82,0.34,-1241.36,536D1273 Index,273D1536 Index
United Arab Emirates,1614.25,0.19,1614.25,0.39,0,0,1614.25,466D1273 Index,273D1466 Index
Czech Republic,1368.65,0.16,207.83,0.05,1160.82,0.27,-952.99,935D1273 Index,273D1935 Index
Austria,1332.37,0.16,207.05,0.05,1125.32,0.27,-918.27,122D1273 Index,273D1122 Index
Dominican Republic,1297.22,0.15,1126,0.27,171.22,0.04,954.78,243D1273 Index,273D1243 Index
Hungary,1270.19,0.15,227.57,0.06,1042.62,0.25,-815.05,944D1273 Index,273D1944 Index
Sweden,1225.69,0.15,114.96,0.03,1110.73,0.26,-995.77,144D1273 Index,273D1144 Index
Nicaragua,1221.21,0.15,545.84,0.13,675.37,0.16,-129.53,278D1273 Index,273D1278 Index
Hong Kong,1183.48,0.14,875.8,0.21,307.69,0.07,568.11,532D1273 Index,273D1532 Index
Ecuador,1141.61,0.14,966.93,0.23,174.68,0.04,792.24,248D1273 Index,273D1248 Index
Poland,1140.94,0.14,195.52,0.05,945.42,0.22,-749.9,964D1273 Index,273D1964 Index
Luxembourg,1053.71,0.13,930.28,0.22,123.43,0.03,806.85,137D1273 Index,273D1137 Index
Honduras,1025.92,0.12,519.58,0.13,506.35,0.12,13.23,268D1273 Index,273D1268 Index
El Salvador,869.18,0.1,734.24,0.18,134.94,0.03,599.31,253D1273 Index,273D1253 Index
Israel,829.81,0.1,150.8,0.04,679.01,0.16,-528.21,436D1273 Index,273D1436 Index
Finland,811.78,0.1,90.07,0.02,721.71,0.17,-631.65,172D1273 Index,273D1172 Index
Denmark,745.14,0.09,169.38,0.04,575.76,0.14,-406.38,128D1273 Index,273D1128 Index
Uruguay,669.62,0.08,274.55,0.07,395.06,0.09,-120.51,298D1273 Index,273D1298 Index
Portugal,652.33,0.08,65.59,0.02,586.74,0.14,-521.15,182D1273 Index,273D1182 Index
Nigeria,597.27,0.07,35.73,0.01,561.54,0.13,-525.8,694D1273 Index,273D1694 Index
Panama,588.06,0.07,566.56,0.14,21.49,0.01,545.07,283D1273 Index,273D1283 Index
New Zealand,574.32,0.07,204.88,0.05,369.45,0.09,-164.57,196D1273 Index,273D1196 Index
South Africa,563.04,0.07,563.04,0.14,0,0,563.04,199D1273 Index,273D1199 Index
Romania,554.43,0.07,140.09,0.03,414.34,0.1,-274.25,968D1273 Index,273D1968 Index
Trinidad And Tobago,535.13,0.06,128.03,0.03,407.1,0.1,-279.07,369D1273 Index,273D1369 Index
Morocco,411.88,0.05,154.33,0.04,257.55,0.06,-103.22,686D1273 Index,273D1686 Index
Cuba,401.42,0.05,389.08,0.09,12.34,0,376.74,928D1273 Index,273D1928 Index
Other Countries,401.42,0.05,389.08,0.09,12.34,0,376.74,910D1273 Index,273D1910 Index
Paraguay,398.16,0.05,220.11,0.05,178.05,0.04,42.06,288D1273 Index,273D1288 Index
Algeria,357.4,0.04,357.39,0.09,0.01,0,357.38,612D1273 Index,273D1612 Index
Norway,355.75,0.04,192.04,0.05,163.71,0.04,28.33,142D1273 Index,273D1142 Index
Ukraine,349.01,0.04,95.4,0.02,253.61,0.06,-158.22,926D1273 Index,273D1926 Index
Bolivia,330.72,0.04,303.03,0.07,27.7,0.01,275.33,218D1273 Index,273D1218 Index
Vietnam,264.53,0.03,264.53,0.06,0,0,264.53,582D1273 Index,273D1582 Index
Bahamas,256.37,0.03,9.77,0,246.6,0.06,-236.83,313D1273 Index,273D1313 Index
Greece,246.97,0.03,33.44,0.01,213.53,0.05,-180.09,174D1273 Index,273D1174 Index
Slovakia,239.44,0.03,36.66,0.01,202.78,0.05,-166.12,936D1273 Index,273D1936 Index
Pakistan,226.37,0.03,38.99,0.01,187.38,0.04,-148.39,564D1273 Index,273D1564 Index
Jamaica,194.7,0.02,194.19,0.05,0.51,0,193.68,343D1273 Index,273D1343 Index
Sri Lanka,175.99,0.02,7.85,0,168.13,0.04,-160.28,524D1273 Index,273D1524 Index
Qatar,175.8,0.02,175.8,0.04,0,0,175.8,453D1273 Index,273D1453 Index
Kuwait,171.49,0.02,171.4,0.04,0.09,0,171.31,443D1273 Index,273D1443 Index
Belize,135.26,0.02,107.73,0.03,27.53,0.01,80.2,339D1273 Index,273D1339 Index
Cote D Ivoire,130.73,0.02,12.46,0,118.27,0.03,-105.81,662D1273 Index,273D1662 Index
Kazakhstan,120.07,0.01,120.07,0.03,0,0,120.07,916D1273 Index,273D1916 Index
Haiti,88.39,0.01,65.02,0.02,23.37,0.01,41.65,263D1273 Index,273D1263 Index
Egypt,88.34,0.01,48.56,0.01,39.78,0.01,8.78,469D1273 Index,273D1469 Index
Angola,81.67,0.01,81.67,0.02,0,0,81.67,614D1273 Index,273D1614 Index
Bulgaria,73.6,0.01,10.76,0,62.83,0.01,-52.07,918D1273 Index,273D1918 Index
Lithuania,68.29,0.01,68.29,0.02,0,0,68.29,946D1273 Index,273D1946 Index
Lebanon,55.68,0.01,54.79,0.01,0.89,0,53.9,446D1273 Index,273D1446 Index
Jordan,54.32,0.01,54.32,0.01,0,0,54.32,439D1273 Index,273D1439 Index
Belarus,53.7,0.01,53.7,0.01,0,0,53.7,913D1273 Index,273D1913 Index
