Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,404774,100,236305,100,168469,100,67836,001D1223 Index,223D1001 Index
Emerging and Developing Economies,236206.2,58.36,154912,65.56,81294.2,48.25,73617.8,200I1223 Index,223D1200 Index
Non Fuel Exporting Countries,215640.9,53.27,142664,60.37,72976.9,43.32,69687.1,092D1223 Index,223D1092 Index
Advanced Economies,154936.4,38.28,81142.7,34.34,73793.7,43.8,7349,110D1223 Index,223D1110 Index
Developing Asia,146679.5,36.24,99663.3,42.18,47016.2,27.91,52647.1,505D1223 Index,223D1505 Index
China,120097.4,29.67,84021.2,35.56,36076.2,21.41,47945,924D1223 Index,223D1924 Index
European Union,56901.6,14.06,28470.8,12.05,28430.8,16.88,40,998D1223 Index,223D1998 Index
Developing Western Hemisphere,53611.6,13.24,32173.6,13.62,21438,12.73,10735.6,205D1223 Index,223D1205 Index
Euro-zone,50934.4,12.58,26145.4,11.06,24789,14.71,1356.4,995D1223 Index,223D1995 Index
United States,49235.9,12.16,23311.1,9.86,25924.8,15.39,-2613.7,111D1223 Index,223D1111 Index
Fuel Exporting Countries,20566.16,5.08,12248.9,5.18,8317.26,4.94,3931.64,080D1223 Index,223D1080 Index
Argentina,16941.07,4.19,8685.28,3.68,8255.79,4.9,429.49,213D1223 Index,223D1213 Index
Germany,13807.13,3.41,4693.39,1.99,9113.74,5.41,-4420.35,134D1223 Index,223D1134 Index
Japan,11040.17,2.73,7104.87,3.01,3935.3,2.34,3169.57,158D1223 Index,223D1158 Index
Mexico,9318.93,2.3,5972.45,2.53,3346.48,1.99,2625.97,273D1223 Index,223D1273 Index
South Korea,8571.93,2.12,4239.47,1.79,4332.46,2.57,-92.99,542D1223 Index,223D1542 Index
Netherlands,7546.79,1.86,6127.7,2.59,1419.09,0.84,4708.61,138D1223 Index,223D1138 Index
Chile,7387.23,1.83,4317.52,1.83,3069.71,1.82,1247.81,228D1223 Index,223D1228 Index
India,7375.41,1.82,3191.5,1.35,4183.91,2.48,-992.41,534D1223 Index,223D1534 Index
Canada,7110.35,1.76,5196.78,2.2,1913.57,1.14,3283.21,156D1223 Index,223D1156 Index
Italy,7092.7,1.75,3432.22,1.45,3660.48,2.17,-228.26,136D1223 Index,223D1136 Index
Spain,6660.86,1.65,3976.56,1.68,2684.3,1.59,1292.26,184D1223 Index,223D1184 Index
CIS Countries,6589.47,1.63,2924.88,1.24,3664.59,2.18,-739.71,901D1223 Index,223D1901 Index
France,5795.17,1.43,2408.58,1.02,3386.59,2.01,-978.01,132D1223 Index,223D1132 Index
Vietnam,5330.07,1.32,2888.47,1.22,2441.6,1.45,446.87,582D1223 Index,223D1582 Index
United Kingdom,5212.54,1.29,2905.36,1.23,2307.18,1.37,598.18,112D1223 Index,223D1112 Index
Russia,4888.91,1.21,2009.98,0.85,2878.93,1.71,-868.95,922D1223 Index,223D1922 Index
Sub-Saharan Africa,4704.32,1.16,3133.55,1.33,1570.77,0.93,1562.78,603D1223 Index,223D1603 Index
Paraguay,3983.73,0.98,2376.57,1.01,1607.16,0.95,769.41,288D1223 Index,223D1288 Index
Colombia,3828.64,0.95,2435.49,1.03,1393.15,0.83,1042.34,233D1223 Index,223D1233 Index
Turkey,3817.82,0.94,3228.35,1.37,589.47,0.35,2638.88,186D1223 Index,223D1186 Index
Thailand,3797.01,0.94,2359.29,1,1437.72,0.85,921.57,578D1223 Index,223D1578 Index
Saudi Arabia,3774.77,0.93,2155.59,0.91,1619.18,0.96,536.41,456D1223 Index,223D1456 Index
Indonesia,3753.72,0.93,2560.82,1.08,1192.9,0.71,1367.92,536D1223 Index,223D1536 Index
Belgium,3716.83,0.92,2318.83,0.98,1398,0.83,920.83,124D1223 Index,223D1124 Index
Switzerland,3459.76,0.85,1432.92,0.61,2026.84,1.2,-593.92,146D1223 Index,223D1146 Index
Malaysia,3244.86,0.8,2077.08,0.88,1167.78,0.69,909.3,548D1223 Index,223D1548 Index
United Arab Emirates,3072.3,0.76,2294.29,0.97,778.01,0.46,1516.28,466D1223 Index,223D1466 Index
Singapore,2918.92,0.72,2071.31,0.88,847.61,0.5,1223.7,576D1223 Index,223D1576 Index
Hong Kong,2867.47,0.71,2242.15,0.95,625.32,0.37,1616.83,532D1223 Index,223D1532 Index
Uruguay,2638.94,0.65,1460.32,0.62,1178.62,0.7,281.7,298D1223 Index,223D1298 Index
Portugal,2546.86,0.63,1823.25,0.77,723.61,0.43,1099.64,182D1223 Index,223D1182 Index
Peru,2436.96,0.6,1662.61,0.7,774.35,0.46,888.26,293D1223 Index,223D1293 Index
Bolivia,2339.44,0.58,1195.92,0.51,1143.52,0.68,52.4,218D1223 Index,223D1218 Index
Egypt,2166.54,0.54,1941.61,0.82,224.93,0.13,1716.68,469D1223 Index,223D1469 Index
Norway,1955,0.48,1303.07,0.55,651.93,0.39,651.14,142D1223 Index,223D1142 Index
Morocco,1953.16,0.48,767.79,0.32,1185.37,0.7,-417.58,686D1223 Index,223D1686 Index
South Africa,1777.28,0.44,1130.7,0.48,646.58,0.38,484.12,199D1223 Index,223D1199 Index
Bangladesh,1695.48,0.42,1560.04,0.66,135.44,0.08,1424.61,513D1223 Index,223D1513 Index
Poland,1547.42,0.38,978.82,0.41,568.61,0.34,410.21,964D1223 Index,223D1964 Index
Denmark,1529.03,0.38,294.55,0.12,1234.48,0.73,-939.93,128D1223 Index,223D1128 Index
Algeria,1386.04,0.34,569.78,0.24,816.26,0.48,-246.48,612D1223 Index,223D1612 Index
Sweden,1324.13,0.33,425.19,0.18,898.94,0.53,-473.75,144D1223 Index,223D1144 Index
Israel,1285.9,0.32,218.8,0.09,1067.1,0.63,-848.3,436D1223 Index,223D1436 Index
Australia,1247.39,0.31,639.37,0.27,608.03,0.36,31.34,193D1223 Index,223D1193 Index
Philippines,1028.96,0.25,759.23,0.32,269.73,0.16,489.5,566D1223 Index,223D1566 Index
Austria,1017.13,0.25,171.11,0.07,846.01,0.5,-674.9,122D1223 Index,223D1122 Index
Pakistan,1005.49,0.25,935.73,0.4,69.76,0.04,865.97,564D1223 Index,223D1564 Index
Venezuela,932.76,0.23,852.23,0.36,80.54,0.05,771.69,299D1223 Index,223D1299 Index
Ireland,907.36,0.22,301.73,0.13,605.63,0.36,-303.9,178D1223 Index,223D1178 Index
Qatar,815.97,0.2,283.13,0.12,532.84,0.32,-249.71,453D1223 Index,223D1453 Index
Finland,813.66,0.2,287.5,0.12,526.15,0.31,-238.65,172D1223 Index,223D1172 Index
Ecuador,755.2,0.19,662.99,0.28,92.21,0.05,570.79,248D1223 Index,223D1248 Index
Belarus,752,0.19,177.93,0.08,574.06,0.34,-396.13,913D1223 Index,223D1913 Index
Iraq,701.77,0.17,593.97,0.25,107.8,0.06,486.18,433D1223 Index,223D1433 Index
Nigeria,680.82,0.17,228.73,0.1,452.09,0.27,-223.36,694D1223 Index,223D1694 Index
Angola,630.08,0.16,433.82,0.18,196.26,0.12,237.56,614D1223 Index,223D1614 Index
Bahrain,618.17,0.15,500.35,0.21,117.82,0.07,382.53,419D1223 Index,223D1419 Index
Dominican Republic,609.49,0.15,583.02,0.25,26.47,0.02,556.55,243D1223 Index,223D1243 Index
Oman,557.26,0.14,391.56,0.17,165.71,0.1,225.85,449D1223 Index,223D1449 Index
Czech Republic,497.3,0.12,90.77,0.04,406.52,0.24,-315.75,935D1223 Index,223D1935 Index
Romania,458.78,0.11,297.7,0.13,161.07,0.1,136.63,968D1223 Index,223D1968 Index
Trinidad And Tobago,431.76,0.11,239.37,0.1,192.39,0.11,46.98,369D1223 Index,223D1369 Index
Hungary,400.66,0.1,95.56,0.04,305.1,0.18,-209.55,944D1223 Index,223D1944 Index
Slovenia,391.7,0.1,314.2,0.13,77.51,0.05,236.69,961D1223 Index,223D1961 Index
Iran,368.53,0.09,245.57,0.1,122.96,0.07,122.61,429D1223 Index,223D1429 Index
Costa Rica,350.45,0.09,305.76,0.13,44.69,0.03,261.07,238D1223 Index,223D1238 Index
Guatemala,345.08,0.09,293.52,0.12,51.56,0.03,241.96,258D1223 Index,223D1258 Index
Ukraine,340.67,0.08,265.57,0.11,75.1,0.04,190.46,926D1223 Index,223D1926 Index
Jordan,339.42,0.08,281.88,0.12,57.53,0.03,224.35,439D1223 Index,223D1439 Index
