Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,435309,100,247335,100,187974,100,59361,001D1223 Index,223D1001 Index
Emerging and Developing Economies,250054.7,57.44,157024,63.49,93030.7,49.49,63993.3,200I1223 Index,223D1200 Index
Non Fuel Exporting Countries,224605.6,51.6,143254,57.92,81351.6,43.28,61902.4,092D1223 Index,223D1092 Index
Advanced Economies,177483.1,40.77,89989,36.38,87494.1,46.55,2494.9,110D1223 Index,223D1110 Index
Developing Asia,142986.4,32.85,93457.7,37.79,49528.7,26.35,43929,505D1223 Index,223D1505 Index
China,116589.5,26.78,79203.6,32.02,37385.9,19.89,41817.7,924D1223 Index,223D1924 Index
Developing Western Hemisphere,65293.9,15,38520.5,15.57,26773.4,14.24,11747.1,205D1223 Index,223D1205 Index
European Union,63239.4,14.53,30351.1,12.27,32888.3,17.5,-2537.2,998D1223 Index,223D1998 Index
United States,63087.3,14.49,30853.1,12.47,32234.2,17.15,-1381.1,111D1223 Index,223D1111 Index
Euro-zone,56963.8,13.09,27743,11.22,29220.8,15.55,-1477.8,995D1223 Index,223D1995 Index
Fuel Exporting Countries,25448.5,5.85,13769.5,5.57,11679,6.21,2090.5,080D1223 Index,223D1080 Index
Argentina,21344.5,4.9,10159.3,4.11,11185.2,5.95,-1025.9,213D1223 Index,223D1213 Index
Germany,15864.16,3.64,4966.16,2.01,10898,5.8,-5931.84,134D1223 Index,223D1134 Index
Developing Europe,14687.01,3.37,8071.2,3.26,6615.81,3.52,1455.39,170D1223 Index,223D1170 Index
Japan,12316.41,2.83,7977.67,3.23,4338.74,2.31,3638.93,158D1223 Index,223D1158 Index
Mexico,11485.74,2.64,7037.5,2.85,4448.24,2.37,2589.26,273D1223 Index,223D1273 Index
South Korea,9282.18,2.13,4297.47,1.74,4984.71,2.65,-687.24,542D1223 Index,223D1542 Index
Chile,9022.11,2.07,5654.42,2.29,3367.69,1.79,2286.73,228D1223 Index,223D1228 Index
Netherlands,8936.55,2.05,6668.27,2.7,2268.28,1.21,4399.99,138D1223 Index,223D1138 Index
CIS Countries,8116.37,1.86,3357.2,1.36,4759.17,2.53,-1401.97,901D1223 Index,223D1901 Index
Italy,7814.36,1.8,3529.84,1.43,4284.52,2.28,-754.68,136D1223 Index,223D1136 Index
India,7576.79,1.74,3064.79,1.24,4512,2.4,-1447.21,534D1223 Index,223D1534 Index
Spain,7193.18,1.65,4194.13,1.7,2999.05,1.6,1195.08,184D1223 Index,223D1184 Index
Canada,6715.49,1.54,4315.18,1.74,2400.31,1.28,1914.87,156D1223 Index,223D1156 Index
France,6674.57,1.53,2992.41,1.21,3682.16,1.96,-689.75,132D1223 Index,223D1132 Index
Russia,6044.61,1.39,2143.33,0.87,3901.28,2.08,-1757.95,922D1223 Index,223D1922 Index
Sub-Saharan Africa,5684.25,1.31,3192.6,1.29,2491.65,1.33,700.95,603D1223 Index,223D1603 Index
United Kingdom,5504.62,1.26,3038.64,1.23,2465.98,1.31,572.66,112D1223 Index,223D1112 Index
Vietnam,5420.45,1.25,2746.53,1.11,2673.92,1.42,72.61,582D1223 Index,223D1582 Index
Colombia,4705.03,1.08,3173.99,1.28,1531.04,0.81,1642.95,233D1223 Index,223D1233 Index
Saudi Arabia,4510.25,1.04,2072.46,0.84,2437.79,1.3,-365.33,456D1223 Index,223D1456 Index
Belgium,4458.73,1.02,2692.34,1.09,1766.39,0.94,925.95,124D1223 Index,223D1124 Index
Peru,4178.33,0.96,2549.81,1.03,1628.52,0.87,921.29,293D1223 Index,223D1293 Index
Switzerland,4098.76,0.94,1358.93,0.55,2739.83,1.46,-1380.9,146D1223 Index,223D1146 Index
Paraguay,3984.6,0.92,2603.11,1.05,1381.49,0.73,1221.62,288D1223 Index,223D1288 Index
Thailand,3691.33,0.85,2063.71,0.83,1627.62,0.87,436.09,578D1223 Index,223D1578 Index
Indonesia,3311.05,0.76,1940.39,0.78,1370.66,0.73,569.73,536D1223 Index,223D1536 Index
United Arab Emirates,3288.16,0.76,2700.65,1.09,587.51,0.31,2113.14,466D1223 Index,223D1466 Index
Turkey,3274.75,0.75,2655.11,1.07,619.64,0.33,2035.47,186D1223 Index,223D1186 Index
Malaysia,3168.37,0.73,1823.27,0.74,1345.1,0.72,478.17,548D1223 Index,223D1548 Index
Egypt,3129.72,0.72,2795.91,1.13,333.81,0.18,2462.1,469D1223 Index,223D1469 Index
Bolivia,3019.43,0.69,1571.5,0.64,1447.93,0.77,123.57,218D1223 Index,223D1218 Index
Hong Kong,2895.41,0.67,2251.36,0.91,644.05,0.34,1607.31,532D1223 Index,223D1532 Index
Uruguay,2835.43,0.65,1655.1,0.67,1180.33,0.63,474.77,298D1223 Index,223D1298 Index
Algeria,2532.9,0.58,696.08,0.28,1836.82,0.98,-1140.74,612D1223 Index,223D1612 Index
Singapore,2140.65,0.49,1470.2,0.59,670.45,0.36,799.75,576D1223 Index,223D1576 Index
Norway,2077.31,0.48,1438.24,0.58,639.07,0.34,799.17,142D1223 Index,223D1142 Index
South Africa,2053.49,0.47,1256.67,0.51,796.82,0.42,459.85,199D1223 Index,223D1199 Index
Portugal,1951.62,0.45,1147.97,0.46,803.65,0.43,344.32,182D1223 Index,223D1182 Index
Poland,1733.9,0.4,1120.93,0.45,612.97,0.33,507.96,964D1223 Index,223D1964 Index
Australia,1637.69,0.38,628.85,0.25,1008.84,0.54,-379.99,193D1223 Index,223D1193 Index
Bangladesh,1595.62,0.37,1404.97,0.57,190.65,0.1,1214.32,513D1223 Index,223D1513 Index
Morocco,1584.39,0.36,574.58,0.23,1009.81,0.54,-435.23,686D1223 Index,223D1686 Index
Israel,1508.71,0.35,232.1,0.09,1276.61,0.68,-1044.51,436D1223 Index,223D1436 Index
Sweden,1434.23,0.33,400.61,0.16,1033.62,0.55,-633.01,144D1223 Index,223D1144 Index
Denmark,1286.86,0.3,322.93,0.13,963.93,0.51,-641,128D1223 Index,223D1128 Index
Philippines,1219.36,0.28,936.63,0.38,282.73,0.15,653.9,566D1223 Index,223D1566 Index
Nigeria,1202.62,0.28,229.9,0.09,972.72,0.52,-742.83,694D1223 Index,223D1694 Index
Austria,1131.91,0.26,188.35,0.08,943.55,0.5,-755.2,122D1223 Index,223D1122 Index
Ireland,1081.03,0.25,525.94,0.21,555.09,0.3,-29.15,178D1223 Index,223D1178 Index
Ecuador,1012.34,0.23,925.44,0.37,86.89,0.05,838.55,248D1223 Index,223D1248 Index
Bahrain,972.66,0.22,854.08,0.35,118.58,0.06,735.5,419D1223 Index,223D1419 Index
Iraq,940.38,0.22,691.72,0.28,248.66,0.13,443.06,433D1223 Index,223D1433 Index
Belarus,934.58,0.21,304.94,0.12,629.64,0.33,-324.7,913D1223 Index,223D1913 Index
Dominican Republic,839.05,0.19,814.13,0.33,24.92,0.01,789.22,243D1223 Index,223D1243 Index
Qatar,824.68,0.19,466.1,0.19,358.58,0.19,107.53,453D1223 Index,223D1453 Index
Finland,738.39,0.17,236.6,0.1,501.8,0.27,-265.2,172D1223 Index,223D1172 Index
Angola,707.18,0.16,558.25,0.23,148.93,0.08,409.32,614D1223 Index,223D1614 Index
Czech Republic,592.65,0.14,125.22,0.05,467.43,0.25,-342.22,935D1223 Index,223D1935 Index
Pakistan,585.69,0.13,501.55,0.2,84.14,0.04,417.4,564D1223 Index,223D1564 Index
Romania,558.96,0.13,381.06,0.15,177.89,0.09,203.17,968D1223 Index,223D1968 Index
Oman,538.55,0.12,443.85,0.18,94.7,0.05,349.15,449D1223 Index,223D1449 Index
Venezuela,534.14,0.12,448.49,0.18,85.65,0.05,362.85,299D1223 Index,223D1299 Index
Hungary,481.71,0.11,150.94,0.06,330.78,0.18,-179.84,944D1223 Index,223D1944 Index
Iran,465.74,0.11,342.37,0.14,123.38,0.07,218.99,429D1223 Index,223D1429 Index
Libya,436.82,0.1,260.07,0.11,176.74,0.09,83.33,672D1223 Index,223D1672 Index
Trinidad And Tobago,426.1,0.1,158.85,0.06,267.26,0.14,-108.41,369D1223 Index,223D1369 Index
Costa Rica,400.73,0.09,348.15,0.14,52.58,0.03,295.57,238D1223 Index,223D1238 Index
Slovenia,398.04,0.09,316.49,0.13,81.54,0.04,234.95,961D1223 Index,223D1961 Index
Jordan,395.75,0.09,366.75,0.15,29,0.02,337.75,439D1223 Index,223D1439 Index
Guatemala,356.2,0.08,321.79,0.13,34.42,0.02,287.37,258D1223 Index,223D1258 Index
Other Countries,332.02,0.08,322.69,0.13,9.33,0,313.35,910D1223 Index,223D1910 Index
Ukraine,329.84,0.08,217.59,0.09,112.25,0.06,105.34,926D1223 Index,223D1926 Index
Kazakhstan,322.9,0.07,255.33,0.1,67.57,0.04,187.76,916D1223 Index,223D1916 Index
Greece,322.84,0.07,149.98,0.06,172.86,0.09,-22.88,174D1223 Index,223D1174 Index
Lebanon,320.53,0.07,310.22,0.13,10.3,0.01,299.92,446D1223 Index,223D1446 Index
Tunisia,308.09,0.07,244.79,0.1,63.3,0.03,181.49,744D1223 Index,223D1744 Index
Cuba,305.95,0.07,296.9,0.12,9.05,0,287.84,928D1223 Index,223D1928 Index
Cote D Ivoire,236.53,0.05,74.48,0.03,162.05,0.09,-87.57,662D1223 Index,223D1662 Index
Peoples Democratic Republic of Yemen,220.7,0.05,220.68,0.09,0.02,0,220.66,474D1223 Index,223D1474 Index
Panama,211.66,0.05,197.51,0.08,14.15,0.01,183.36,283D1223 Index,223D1283 Index
New Zealand,200.29,0.05,126.11,0.05,74.18,0.04,51.92,196D1223 Index,223D1196 Index
Jamaica,198.56,0.05,197.72,0.08,0.83,0,196.89,343D1223 Index,223D1343 Index
Kuwait,192.52,0.04,88.68,0.04,103.84,0.06,-15.16,443D1223 Index,223D1443 Index
Slovakia,182.63,0.04,30.4,0.01,152.23,0.08,-121.82,936D1223 Index,223D1936 Index
