Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,931652,100,525620,100,406032,100,119588,001D1542 Index,542D1001 Index
Emerging and Developing Economies,528484,56.73,313292,59.6,215192,53,98100,200I1542 Index,542D1200 Index
Non Fuel Exporting Countries,434034,46.59,283701,53.97,150333,37.02,133368,092D1542 Index,542D1092 Index
Advanced Economies,402752,43.23,212282,40.39,190470,46.91,21812,110D1542 Index,542D1110 Index
Developing Asia,366347,39.32,236667,45.03,129680,31.94,106987,505D1542 Index,542D1505 Index
China,246158.7,26.42,159187,30.29,86971.7,21.42,72215.3,924D1542 Index,542D1924 Index
United States,113321.7,12.16,69932.3,13.3,43389.4,10.69,26542.9,111D1542 Index,542D1111 Index
Fuel Exporting Countries,94449.5,10.14,29590.8,5.63,64858.7,15.97,-35267.9,080D1542 Index,542D1080 Index
European Union,84920.4,9.12,38324.2,7.29,46596.2,11.48,-8272,998D1542 Index,542D1998 Index
Japan,72479.7,7.78,25017.6,4.76,47462.1,11.69,-22444.5,158D1542 Index,542D1158 Index
Euro-zone,71434.4,7.67,29609.4,5.63,41825,10.3,-12215.6,995D1542 Index,542D1995 Index
Vietnam,44727.3,4.8,32193.1,6.12,12534.2,3.09,19658.9,582D1542 Index,542D1582 Index
Developing Western Hemisphere,43484.2,4.67,28581.4,5.44,14902.8,3.67,13678.6,205D1542 Index,542D1205 Index
Developing Europe,30858.2,3.31,18709.6,3.56,12148.6,2.99,6561,170D1542 Index,542D1170 Index
Hong Kong,27406.67,2.94,25746.1,4.9,1660.57,0.41,24085.53,532D1542 Index,542D1532 Index
Germany,26045.36,2.8,7073.66,1.35,18971.7,4.67,-11898.04,134D1542 Index,542D1134 Index
Singapore,23765.14,2.55,17220.1,3.28,6545.04,1.61,10675.06,576D1542 Index,542D1576 Index
Australia,23693.22,2.54,8560.12,1.63,15133.1,3.73,-6572.98,193D1542 Index,542D1193 Index
Saudi Arabia,21921.33,2.35,6220.73,1.18,15700.6,3.87,-9479.87,456D1542 Index,542D1456 Index
Mexico,17937.33,1.93,14429.4,2.75,3507.93,0.86,10921.47,273D1542 Index,542D1273 Index
CIS Countries,16700.85,1.79,7238.4,1.38,9462.45,2.33,-2224.05,901D1542 Index,542D1901 Index
India,16455.65,1.77,12213.4,2.32,4242.25,1.04,7971.15,534D1542 Index,542D1534 Index
Malaysia,16289.73,1.75,8865.75,1.69,7423.98,1.83,1441.77,548D1542 Index,542D1548 Index
Indonesia,14877.94,1.6,6674.58,1.27,8203.36,2.02,-1528.78,536D1542 Index,542D1536 Index
Russia,13760.72,1.48,5117.31,0.97,8643.41,2.13,-3526.1,922D1542 Index,542D1922 Index
Canada,12361.32,1.33,8490.28,1.62,3871.04,0.95,4619.24,156D1542 Index,542D1156 Index
United Arab Emirates,11987.06,1.29,4769.82,0.91,7217.24,1.78,-2447.42,466D1542 Index,542D1466 Index
Thailand,11847.12,1.27,7322.58,1.39,4524.54,1.11,2798.04,578D1542 Index,542D1578 Index
United Kingdom,11328.56,1.22,6068.78,1.15,5259.78,1.3,809,112D1542 Index,542D1112 Index
Qatar,10707.47,1.15,671.97,0.13,10035.5,2.47,-9363.53,453D1542 Index,542D1453 Index
Sub-Saharan Africa,10328.47,1.11,5833.26,1.11,4495.21,1.11,1338.05,603D1542 Index,542D1603 Index
Brazil,9759.74,1.05,6354.07,1.21,3405.67,0.84,2948.4,223D1542 Index,542D1223 Index
Philippines,8976.68,0.96,5622.55,1.07,3354.13,0.83,2268.42,566D1542 Index,542D1566 Index
Italy,8857.57,0.95,3282.37,0.62,5575.2,1.37,-2292.83,136D1542 Index,542D1136 Index
Netherlands,8501.75,0.91,4264.56,0.81,4237.19,1.04,27.37,138D1542 Index,542D1138 Index
France,8273.3,0.89,2728.66,0.52,5544.64,1.37,-2815.98,132D1542 Index,542D1132 Index
Iran,8239.7,0.88,3460.09,0.66,4779.61,1.18,-1319.52,429D1542 Index,542D1429 Index
Kuwait,7860.8,0.84,446.21,0.08,7414.59,1.83,-6968.38,443D1542 Index,542D1443 Index
Turkey,7216.18,0.77,6468.3,1.23,747.88,0.18,5720.42,186D1542 Index,542D1186 Index
Iraq,6502.21,0.7,1520.07,0.29,4982.14,1.23,-3462.07,433D1542 Index,542D1433 Index
Chile,5575.78,0.6,1764.41,0.34,3811.37,0.94,-2046.96,228D1542 Index,542D1228 Index
Spain,4421.23,0.47,2397.38,0.46,2023.85,0.5,373.53,184D1542 Index,542D1184 Index
Liberia,4084.3,0.44,4083.47,0.78,0.83,0,4082.64,668D1542 Index,542D1668 Index
Slovakia,3670.17,0.39,3447.39,0.66,222.78,0.05,3224.61,936D1542 Index,542D1936 Index
Belgium,3526.98,0.38,2459.53,0.47,1067.45,0.26,1392.08,124D1542 Index,542D1124 Index
Czech Republic,3278.27,0.35,2667.86,0.51,610.41,0.15,2057.45,935D1542 Index,542D1935 Index
Switzerland,3222.57,0.35,843.94,0.16,2378.63,0.59,-1534.69,146D1542 Index,542D1146 Index
Poland,3199.02,0.34,2659.21,0.51,539.81,0.13,2119.4,964D1542 Index,542D1964 Index
Oman,2657.26,0.29,307.82,0.06,2349.44,0.58,-2041.62,449D1542 Index,542D1449 Index
Peru,2639.48,0.28,1316.51,0.25,1322.97,0.33,-6.46,293D1542 Index,542D1293 Index
New Zealand,2626.25,0.28,1527.67,0.29,1098.58,0.27,429.09,196D1542 Index,542D1196 Index
Sweden,2417.79,0.26,831.66,0.16,1586.13,0.39,-754.47,144D1542 Index,542D1144 Index
South Africa,2335.28,0.25,1063.12,0.2,1272.16,0.31,-209.04,199D1542 Index,542D1199 Index
Norway,2257.73,0.24,609.85,0.12,1647.88,0.41,-1038.03,142D1542 Index,542D1142 Index
Israel,2217.9,0.24,1352.97,0.26,864.93,0.21,488.04,436D1542 Index,542D1436 Index
Congo,1950.13,0.21,1906.17,0.36,43.96,0.01,1862.21,634D1542 Index,542D1634 Index
Austria,1784.22,0.19,687.03,0.13,1097.19,0.27,-410.16,122D1542 Index,542D1122 Index
Argentina,1732.33,0.19,886.93,0.17,845.4,0.21,41.52,213D1542 Index,542D1213 Index
Hungary,1711.65,0.18,1056.77,0.2,654.88,0.16,401.89,944D1542 Index,542D1944 Index
Ireland,1650.14,0.18,453.31,0.09,1196.83,0.29,-743.52,178D1542 Index,542D1178 Index
Bangladesh,1499.82,0.16,1206.03,0.23,293.79,0.07,912.24,513D1542 Index,542D1513 Index
Nigeria,1372.53,0.15,874.95,0.17,497.58,0.12,377.38,694D1542 Index,542D1694 Index
Colombia,1277.74,0.14,888.9,0.17,388.84,0.1,500.07,233D1542 Index,542D1233 Index
Finland,1261.66,0.14,293.25,0.06,968.41,0.24,-675.16,172D1542 Index,542D1172 Index
Algeria,1249.23,0.13,1036.17,0.2,213.06,0.05,823.12,612D1542 Index,542D1612 Index
Egypt,1192.54,0.13,1131.2,0.22,61.34,0.02,1069.86,469D1542 Index,542D1469 Index
Romania,1119.28,0.12,565.07,0.11,554.21,0.14,10.87,968D1542 Index,542D1968 Index
Slovenia,1073.19,0.12,970.79,0.18,102.41,0.03,868.38,961D1542 Index,542D1961 Index
Denmark,1064,0.11,358.28,0.07,705.73,0.17,-347.45,128D1542 Index,542D1128 Index
Pakistan,1032.03,0.11,739.45,0.14,292.58,0.07,446.87,564D1542 Index,542D1564 Index
Libya,1013.78,0.11,717.21,0.14,296.57,0.07,420.64,672D1542 Index,542D1672 Index
Myanmar,963.93,0.1,500.07,0.1,463.86,0.11,36.21,518D1542 Index,542D1518 Index
Morocco,950.95,0.1,789.74,0.15,161.21,0.04,628.52,686D1542 Index,542D1686 Index
Brunei Darussalam,861.77,0.09,96.11,0.02,765.66,0.19,-669.55,516D1542 Index,542D1516 Index
Uzbekistan,830.15,0.09,807.13,0.15,23.01,0.01,784.12,927D1542 Index,542D1927 Index
Ukraine,720.98,0.08,255.28,0.05,465.7,0.11,-210.42,926D1542 Index,542D1926 Index
Kazakhstan,701.12,0.08,453.02,0.09,248.1,0.06,204.92,916D1542 Index,542D1916 Index
Cambodia,675.17,0.07,438.69,0.08,236.48,0.06,202.22,522D1542 Index,542D1522 Index
Panama,653,0.07,317.9,0.06,335.1,0.08,-17.19,283D1542 Index,542D1283 Index
"Congo, Democratic Republic",634.41,0.07,120.09,0.02,514.33,0.13,-394.24,636D1542 Index,542D1636 Index
Equatorial Guinea,628.3,0.07,10.99,0,617.31,0.15,-606.32,642D1542 Index,542D1642 Index
Ecuador,623.04,0.07,526.21,0.1,96.82,0.02,429.39,248D1542 Index,542D1248 Index
Angola,611.32,0.07,425.75,0.08,185.57,0.05,240.18,614D1542 Index,542D1614 Index
Portugal,605.51,0.06,361.28,0.07,244.23,0.06,117.05,182D1542 Index,542D1182 Index
Jordan,594.9,0.06,541.7,0.1,53.2,0.01,488.51,439D1542 Index,542D1439 Index
Greece,534.32,0.06,397.23,0.08,137.1,0.03,260.13,174D1542 Index,542D1174 Index
Bahrain,494.09,0.05,229.54,0.04,264.55,0.07,-35.01,419D1542 Index,542D1419 Index
Croatia,466.64,0.05,452.26,0.09,14.38,0,437.88,960D1542 Index,542D1960 Index
Bolivia,464.7,0.05,92.04,0.02,372.67,0.09,-280.63,218D1542 Index,542D1218 Index
Guatemala,458.4,0.05,321.27,0.06,137.13,0.03,184.15,258D1542 Index,542D1258 Index
Sri Lanka,411.59,0.04,324.93,0.06,86.67,0.02,238.26,524D1542 Index,542D1524 Index
New Caledonia,404.74,0.04,153.06,0.03,251.68,0.06,-98.62,839D1542 Index,542D1839 Index
Cyprus,399.72,0.04,341.71,0.07,58.01,0.01,283.7,423D1542 Index,542D1423 Index
Costa Rica,396.7,0.04,257.08,0.05,139.62,0.03,117.46,238D1542 Index,542D1238 Index
Turkmenistan,392.21,0.04,392.12,0.07,0.09,0,392.03,925D1542 Index,542D1925 Index
Dominican Republic,379.2,0.04,296.62,0.06,82.57,0.02,214.05,243D1542 Index,542D1243 Index
Lithuania,363.61,0.04,291.15,0.06,72.45,0.02,218.7,946D1542 Index,542D1946 Index
Trinidad And Tobago,314.15,0.03,164.36,0.03,149.79,0.04,14.57,369D1542 Index,542D1369 Index
Tunisia,313.36,0.03,259.3,0.05,54.07,0.01,205.23,744D1542 Index,542D1744 Index
Ghana,312.57,0.03,278.24,0.05,34.33,0.01,243.91,652D1542 Index,542D1652 Index
Gabon,311.05,0.03,14.13,0,296.92,0.07,-282.8,646D1542 Index,542D1646 Index
Zambia,307.59,0.03,34.46,0.01,273.12,0.07,-238.66,754D1542 Index,542D1754 Index
Paraguay,302.17,0.03,198.34,0.04,103.83,0.03,94.52,288D1542 Index,542D1288 Index
Kenya,244.11,0.03,140,0.03,104.1,0.03,35.9,664D1542 Index,542D1664 Index
Lebanon,237.48,0.03,218.56,0.04,18.92,0,199.64,446D1542 Index,542D1446 Index
Ethiopia,232.71,0.02,178.32,0.03,54.39,0.01,123.93,644D1542 Index,542D1644 Index
Venezuela,229.6,0.02,204.96,0.04,24.65,0.01,180.31,299D1542 Index,542D1299 Index
Bulgaria,229.26,0.02,123.63,0.02,105.63,0.03,18,918D1542 Index,542D1918 Index
Papua New Guinea,211.93,0.02,97.05,0.02,114.88,0.03,-17.83,853D1542 Index,542D1853 Index
Mongolia,209.38,0.02,197.89,0.04,11.49,0,186.4,948D1542 Index,542D1948 Index
Tanzania,202,0.02,165.31,0.03,36.69,0.01,128.62,738D1542 Index,542D1738 Index
Uruguay,194.2,0.02,105.88,0.02,88.31,0.02,17.57,298D1542 Index,542D1298 Index
Macau,187.58,0.02,183.93,0.03,3.65,0,180.28,546D1542 Index,542D1546 Index
Sudan,179.45,0.02,167.73,0.03,11.72,0,156.01,732D1542 Index,542D1732 Index
Serbia,164.94,0.02,121.96,0.02,42.98,0.01,78.98,942D1542 Index,542D1942 Index
Laos,161.38,0.02,136.9,0.03,24.48,0.01,112.42,544D1542 Index,542D1544 Index
Malta,151.25,0.02,69,0.01,82.25,0.02,-13.25,181D1542 Index,542D1181 Index
El Salvador,141.09,0.02,127.76,0.02,13.33,0,114.42,253D1542 Index,542D1253 Index
Honduras,139.22,0.01,90.54,0.02,48.67,0.01,41.87,268D1542 Index,542D1268 Index
Cote D Ivoire,134.86,0.01,119.66,0.02,15.19,0,104.47,662D1542 Index,542D1662 Index
Senegal,127.16,0.01,49.42,0.01,77.73,0.02,-28.31,722D1542 Index,542D1722 Index
Belarus,120.23,0.01,85.37,0.02,34.86,0.01,50.51,913D1542 Index,542D1913 Index
Estonia,115.92,0.01,50.44,0.01,65.48,0.02,-15.04,939D1542 Index,542D1939 Index
Madagascar,105.52,0.01,38.25,0.01,67.27,0.02,-29.02,674D1542 Index,542D1674 Index
Nicaragua,102.71,0.01,90.07,0.02,12.64,0,77.43,278D1542 Index,542D1278 Index
Iceland,101.01,0.01,73.02,0.01,27.98,0.01,45.04,176D1542 Index,542D1176 Index
Latvia,99.39,0.01,26.2,0,73.19,0.02,-46.98,941D1542 Index,542D1941 Index
Luxembourg,99.15,0.01,14.48,0,84.67,0.02,-70.19,137D1542 Index,542D1137 Index
Niger,98.96,0.01,5.66,0,93.3,0.02,-87.65,692D1542 Index,542D1692 Index
Syria,89.67,0.01,83.52,0.02,6.15,0,77.37,463D1542 Index,542D1463 Index
Fiji,80.96,0.01,78.02,0.01,2.95,0,75.07,819D1542 Index,542D1819 Index
Guinea,80.84,0.01,18,0,62.84,0.02,-44.84,656D1542 Index,542D1656 Index
Georgia,73.93,0.01,49.9,0.01,24.03,0.01,25.87,915D1542 Index,542D1915 Index
Togo,67.1,0.01,18.32,0,48.78,0.01,-30.46,742D1542 Index,542D1742 Index
Nepal,61.19,0.01,59.27,0.01,1.92,0,57.34,558D1542 Index,542D1558 Index
Malawi,54.38,0.01,27.86,0.01,26.52,0.01,1.33,676D1542 Index,542D1676 Index
Other Countries,51.63,0.01,45.96,0.01,5.67,0,40.29,910D1542 Index,542D1910 Index
Cuba,51.63,0.01,45.96,0.01,5.67,0,40.29,928D1542 Index,542D1928 Index
Mozambique,50.19,0.01,24.86,0,25.33,0.01,-0.47,688D1542 Index,542D1688 Index
Burkina Faso,48.93,0.01,45.9,0.01,3.03,0,42.86,748D1542 Index,542D1748 Index
Mauritius,48.27,0.01,42.26,0.01,6,0,36.26,684D1542 Index,542D1684 Index
Bosnia and Herzegovina,43.2,0,30.03,0.01,13.18,0,16.85,963D1542 Index,542D1963 Index
Afghanistan,41.17,0,41.15,0.01,0.02,0,41.13,512D1542 Index,542D1512 Index
Benin,39.47,0,16.82,0,22.65,0.01,-5.83,638D1542 Index,542D1638 Index
Uganda,39.32,0,32.14,0.01,7.18,0,24.96,746D1542 Index,542D1746 Index
Mauritania,36.5,0,1.12,0,35.37,0.01,-34.25,682D1542 Index,542D1682 Index
Solomon Islands,36.18,0,22.85,0,13.33,0,9.52,813D1542 Index,542D1813 Index
Albania,36.11,0,30.69,0.01,5.42,0,25.27,914D1542 Index,542D1914 Index
Cameroon,34.45,0,30.88,0.01,3.58,0,27.3,622D1542 Index,542D1622 Index
Netherlands Antilles,33.3,0,33.17,0.01,0.14,0,33.03,353D1542 Index,542D1353 Index
Moldova,30.99,0,21.42,0,9.58,0,11.84,921D1542 Index,542D1921 Index
Peoples Democratic Republic of Yemen,30.38,0,15.9,0,14.48,0,1.42,474D1542 Index,542D1474 Index
Jamaica,29.55,0,26.12,0,3.43,0,22.69,343D1542 Index,542D1343 Index
Macedonia,27.39,0,24.11,0,3.28,0,20.83,962D1542 Index,542D1962 Index
Kyrgyzstan,26.5,0,25.96,0,0.54,0,25.43,917D1542 Index,542D1917 Index
Rwanda,26.13,0,24.74,0,1.39,0,23.35,714D1542 Index,542D1714 Index
Seychelles,26,0,21.26,0,4.74,0,16.52,718D1542 Index,542D1718 Index
Tajikistan,22.3,0,13.52,0,8.78,0,4.73,923D1542 Index,542D1923 Index
Armenia,21.17,0,17.35,0,3.83,0,13.52,911D1542 Index,542D1911 Index
