Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
Slovakia,217.53,0.06,1.28,0,216.25,0.16,-214.97,936D1456 Index,456D1936 Index
Guatemala,216.47,0.06,42.31,0.02,174.16,0.13,-131.84,258D1456 Index,456D1258 Index
Myanmar,214.39,0.06,147.67,0.06,66.72,0.05,80.95,518D1456 Index,456D1518 Index
Norway,206.13,0.05,16.4,0.01,189.74,0.14,-173.34,142D1456 Index,456D1142 Index
Slovenia,190.43,0.05,119.61,0.05,70.82,0.05,48.8,961D1456 Index,456D1961 Index
Croatia,155.5,0.04,105.24,0.04,50.26,0.04,54.98,960D1456 Index,456D1960 Index
Rwanda,153.48,0.04,152.53,0.06,0.95,0,151.58,714D1456 Index,456D1714 Index
Djibouti,147.48,0.04,90.32,0.04,57.17,0.04,33.15,611D1456 Index,456D1611 Index
Chile,145.64,0.04,14.75,0.01,130.89,0.1,-116.14,228D1456 Index,456D1228 Index
Ecuador,145.36,0.04,17.35,0.01,128.01,0.1,-110.67,248D1456 Index,456D1248 Index
Syria,142.96,0.04,0.01,0,142.95,0.11,-142.94,463D1456 Index,456D1463 Index
Burundi,135.02,0.04,134.51,0.05,0.5,0,134.01,618D1456 Index,456D1618 Index
Bulgaria,134.62,0.04,31.47,0.01,103.15,0.08,-71.69,918D1456 Index,456D1918 Index
Libya,119.5,0.03,119.43,0.05,0.07,0,119.35,672D1456 Index,456D1672 Index
Somalia,115.14,0.03,59.22,0.02,55.92,0.04,3.29,726D1456 Index,456D1726 Index
Cote D Ivoire,110.42,0.03,109.02,0.04,1.4,0,107.62,662D1456 Index,456D1662 Index
Nigeria,103.79,0.03,90.61,0.04,13.18,0.01,77.43,694D1456 Index,456D1694 Index
Cambodia,102.59,0.03,14.69,0.01,87.9,0.07,-73.21,522D1456 Index,456D1522 Index
Ghana,94.92,0.02,90.05,0.04,4.86,0,85.19,652D1456 Index,456D1652 Index
Estonia,88.71,0.02,11.23,0,77.48,0.06,-66.25,939D1456 Index,456D1939 Index
Peru,84.87,0.02,70.08,0.03,14.79,0.01,55.28,293D1456 Index,456D1293 Index
Nepal,79.39,0.02,78.86,0.03,0.53,0,78.33,558D1456 Index,456D1558 Index
Zambia,70.17,0.02,32.78,0.01,37.4,0.03,-4.62,754D1456 Index,456D1754 Index
Colombia,61.41,0.02,32.99,0.01,28.42,0.02,4.57,233D1456 Index,456D1233 Index
Malta,60.74,0.02,1.09,0,59.65,0.05,-58.56,181D1456 Index,456D1181 Index
Belarus,59.78,0.02,46.97,0.02,12.81,0.01,34.16,913D1456 Index,456D1913 Index
Macau,56.51,0.01,55.99,0.02,0.52,0,55.47,546D1456 Index,456D1546 Index
Bolivia,51.93,0.01,51.13,0.02,0.8,0,50.33,218D1456 Index,456D1218 Index
Mozambique,50.96,0.01,49.51,0.02,1.45,0,48.06,688D1456 Index,456D1688 Index
Luxembourg,49.93,0.01,4.04,0,45.89,0.03,-41.85,137D1456 Index,456D1137 Index
Madagascar,47.56,0.01,44.1,0.02,3.46,0,40.64,674D1456 Index,456D1674 Index
Cyprus,43.59,0.01,15.67,0.01,27.92,0.02,-12.24,423D1456 Index,456D1423 Index
"Congo, Democratic Republic",43.27,0.01,41.34,0.02,1.93,0,39.41,636D1456 Index,456D1636 Index
Angola,41.35,0.01,41.28,0.02,0.07,0,41.21,614D1456 Index,456D1614 Index
Costa Rica,40.32,0.01,2.78,0,37.54,0.03,-34.75,238D1456 Index,456D1238 Index
Uzbekistan,40.23,0.01,24.87,0.01,15.36,0.01,9.5,927D1456 Index,456D1927 Index
Mauritius,40.16,0.01,37.22,0.01,2.94,0,34.29,684D1456 Index,456D1684 Index
Paraguay,38.69,0.01,6.4,0,32.29,0.02,-25.89,288D1456 Index,456D1288 Index
Panama,33.39,0.01,0.74,0,32.65,0.02,-31.91,283D1456 Index,456D1283 Index
Malawi,30.2,0.01,28.74,0.01,1.45,0,27.29,676D1456 Index,456D1676 Index
Senegal,24.92,0.01,24.79,0.01,0.14,0,24.65,722D1456 Index,456D1722 Index
Bosnia and Herzegovina,24.38,0.01,3.04,0,21.34,0.02,-18.3,963D1456 Index,456D1963 Index
Cameroon,23.4,0.01,19.36,0.01,4.03,0,15.33,622D1456 Index,456D1622 Index
Bahamas,22.71,0.01,0.02,0,22.7,0.02,-22.68,313D1456 Index,456D1313 Index
Guinea,21.94,0.01,21.59,0.01,0.35,0,21.24,656D1456 Index,456D1656 Index
Dominica,20.28,0.01,0.08,0,20.21,0.02,-20.13,321D1456 Index,456D1321 Index
Kazakhstan,18.96,0,5.54,0,13.41,0.01,-7.87,916D1456 Index,456D1916 Index
Afghanistan,16.81,0,4.14,0,12.67,0.01,-8.53,512D1456 Index,456D1512 Index
Uruguay,15.48,0,8.31,0,7.17,0.01,1.14,298D1456 Index,456D1298 Index
Dominican Republic,15.22,0,12.17,0,3.05,0,9.12,243D1456 Index,456D1243 Index
Benin,14.9,0,14.66,0.01,0.23,0,14.43,638D1456 Index,456D1638 Index
Mauritania,14.81,0,12.26,0,2.55,0,9.72,682D1456 Index,456D1682 Index
Other Countries,14.34,0,10.16,0,4.18,0,5.97,910D1456 Index,456D1910 Index
Latvia,14.2,0,0.17,0,14.03,0.01,-13.87,941D1456 Index,456D1941 Index
Georgia,13.74,0,3.39,0,10.34,0.01,-6.95,915D1456 Index,456D1915 Index
Azerbaijan,13.17,0,11.95,0,1.22,0,10.74,912D1456 Index,456D1912 Index
Liberia,12.95,0,12.86,0.01,0.09,0,12.77,668D1456 Index,456D1668 Index
Macedonia,12.14,0,9.64,0,2.5,0,7.13,962D1456 Index,456D1962 Index
El Salvador,11.74,0,9.25,0,2.5,0,6.75,253D1456 Index,456D1253 Index
Cuba,10.28,0,10.04,0,0.24,0,9.8,928D1456 Index,456D1928 Index
Albania,9.73,0,5.81,0,3.92,0,1.89,914D1456 Index,456D1914 Index
Algeria,9.69,0,1.06,0,8.63,0.01,-7.57,612D1456 Index,456D1612 Index
Moldova,6.62,0,2.89,0,3.73,0,-0.84,921D1456 Index,456D1921 Index
Guinea-Bissau,6.31,0,6.31,0,0,0,6.31,654D1456 Index,456D1654 Index
Honduras,5.73,0,1.62,0,4.11,0,-2.49,268D1456 Index,456D1268 Index
Nicaragua,5.73,0,4.27,0,1.46,0,2.82,278D1456 Index,456D1278 Index
Maldives,5.47,0,5.03,0,0.44,0,4.59,556D1456 Index,456D1556 Index
Sierra Leone,5.37,0,4.93,0,0.44,0,4.5,724D1456 Index,456D1724 Index
Armenia,4.25,0,2.85,0,1.4,0,1.45,911D1456 Index,456D1911 Index
Mali,4.14,0,4.1,0,0.04,0,4.06,678D1456 Index,456D1678 Index
North Korea,4.06,0,0.12,0,3.95,0,-3.83,954D1456 Index,456D1954 Index
Comoros,3.72,0,3.72,0,0,0,3.71,632D1456 Index,456D1632 Index
Chad,3.54,0,3.53,0,0.01,0,3.52,628D1456 Index,456D1628 Index
Brunei Darussalam,3.41,0,2.8,0,0.62,0,2.18,516D1456 Index,456D1516 Index
Gabon,3.22,0,0.52,0,2.7,0,-2.18,646D1456 Index,456D1646 Index
Zimbabwe,3.16,0,1.21,0,1.95,0,-0.74,698D1456 Index,456D1698 Index
Kyrgyzstan,2.95,0,0.42,0,2.54,0,-2.12,917D1456 Index,456D1917 Index
Seychelles,2.71,0,2.71,0,0,0,2.71,718D1456 Index,456D1718 Index
Netherlands Antilles,2.27,0,0.68,0,1.59,0,-0.91,353D1456 Index,456D1353 Index
Haiti,1.95,0,1.64,0,0.31,0,1.32,263D1456 Index,456D1263 Index
Niger,1.73,0,1.64,0,0.09,0,1.55,692D1456 Index,456D1692 Index
Iceland,1.29,0,0.37,0,0.92,0,-0.55,176D1456 Index,456D1176 Index
Gambia,1.28,0,0.95,0,0.33,0,0.62,648D1456 Index,456D1648 Index
Fiji,1.28,0,0.3,0,0.98,0,-0.68,819D1456 Index,456D1819 Index
Venezuela,1.01,0,0.87,0,0.14,0,0.73,299D1456 Index,456D1299 Index
Mongolia,0.79,0,0.06,0,0.72,0,-0.66,948D1456 Index,456D1948 Index
Equatorial Guinea,0.74,0,0.73,0,0.01,0,0.72,642D1456 Index,456D1642 Index
St. Vincent & Grens.,0.64,0,0,0,0.64,0,-0.63,364I1456 Index,456D1364 Index
Central African Rep.,0.51,0,0.13,0,0.39,0,-0.26,626D1456 Index,456D1626 Index
Jamaica,0.5,0,0.24,0,0.26,0,-0.01,343D1456 Index,456D1343 Index
Aruba,0.47,0,0.19,0,0.28,0,-0.09,314D1456 Index,456D1314 Index
Trinidad And Tobago,0.44,0,0.05,0,0.39,0,-0.34,369D1456 Index,456D1369 Index
Iran,0.36,0,0.25,0,0.1,0,0.15,429D1456 Index,456D1429 Index
Turkmenistan,0.31,0,0.23,0,0.08,0,0.15,925D1456 Index,456D1925 Index
Guyana,0.26,0,0.19,0,0.07,0,0.12,336D1456 Index,456D1336 Index
Bermuda,0.23,0,0.11,0,0.12,0,-0.01,319D1456 Index,456D1319 Index
Suriname,0.21,0,0.01,0,0.2,0,-0.19,366D1456 Index,456D1366 Index
Barbados,0.17,0,0.12,0,0.05,0,0.07,316D1456 Index,456D1316 Index
Belize,0.17,0,0.12,0,0.05,0,0.07,339D1456 Index,456D1339 Index
St. Lucia,0.14,0,0.13,0,0,0,0.13,362D1456 Index,456D1362 Index
Tajikistan,0.07,0,0.05,0,0.02,0,0.03,923D1456 Index,456D1923 Index
Qatar,0.06,0,0.05,0,0.01,0,0.04,453D1456 Index,456D1453 Index
Faeroe Islands,0.05,0,0.02,0,0.03,0,0,816D1456 Index,456D1816 Index
Vanuatu,0.05,0,0.04,0,0.01,0,0.04,846D1456 Index,456D1846 Index
New Caledonia,0.02,0,0.02,0,0,0,0.01,839D1456 Index,456D1839 Index
Cape Verde,0.01,0,0.01,0,0,0,0.01,624D1456 Index,456D1624 Index
