Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,35988,100,14758.5,100,21229.5,100,-6471,001D1429 Index,429D1001 Index
Emerging and Developing Economies,29093.6,80.84,13075.2,88.59,16018.4,75.45,-2943.2,200I1429 Index,429D1200 Index
Non Fuel Exporting Countries,22675,63.01,11055.6,74.91,11619.4,54.73,-563.8,092D1429 Index,429D1092 Index
Developing Asia,16029.41,44.54,6898.6,46.74,9130.81,43.01,-2232.21,505D1429 Index,429D1505 Index
China,12610.53,35.04,6401.22,43.37,6209.31,29.25,191.91,924D1429 Index,429D1924 Index
Advanced Economies,6866.5,19.08,1680.27,11.39,5186.23,24.43,-3505.96,110D1429 Index,429D1110 Index
Fuel Exporting Countries,6418.52,17.84,2019.59,13.68,4398.93,20.72,-2379.34,080D1429 Index,429D1080 Index
European Union,4370.01,12.14,814.06,5.52,3555.95,16.75,-2741.89,998D1429 Index,429D1998 Index
Euro-zone,3972.64,11.04,711,4.82,3261.64,15.36,-2550.64,995D1429 Index,429D1995 Index
CIS Countries,3523.2,9.79,1802.29,12.21,1720.91,8.11,81.38,901D1429 Index,429D1901 Index
United Arab Emirates,3006.68,8.35,358.7,2.43,2647.98,12.47,-2289.28,466D1429 Index,429D1466 Index
Turkey,2912.72,8.09,1192.72,8.08,1720,8.1,-527.28,186D1429 Index,429D1186 Index
India,2294.72,6.38,297.44,2.02,1997.28,9.41,-1699.84,534D1429 Index,429D1534 Index
Russia,2168.75,6.03,795.68,5.39,1373.07,6.47,-577.39,922D1429 Index,429D1922 Index
Germany,1751.88,4.87,301.84,2.05,1450.04,6.83,-1148.2,134D1429 Index,429D1134 Index
Afghanistan,1109.57,3.08,1103.75,7.48,5.82,0.03,1097.93,512D1429 Index,429D1512 Index
Netherlands,589.91,1.64,129.2,0.88,460.7,2.17,-331.5,138D1429 Index,429D1138 Index
Switzerland,586.35,1.63,14.18,0.1,572.17,2.7,-558,146D1429 Index,429D1146 Index
Italy,529.12,1.47,121.97,0.83,407.16,1.92,-285.19,136D1429 Index,429D1136 Index
Developing Western Hemisphere,522.84,1.45,140.27,0.95,382.57,1.8,-242.3,205D1429 Index,429D1205 Index
Oman,398.44,1.11,202.9,1.37,195.55,0.92,7.35,449D1429 Index,429D1449 Index
Pakistan,373.27,1.04,373.23,2.53,0.04,0,373.19,564D1429 Index,429D1564 Index
Brazil,368.53,1.02,122.96,0.83,245.57,1.16,-122.61,223D1429 Index,429D1223 Index
Armenia,338.91,0.94,317.18,2.15,21.72,0.1,295.46,911D1429 Index,429D1911 Index
Azerbaijan,331.39,0.92,300.61,2.04,30.78,0.14,269.83,912D1429 Index,429D1912 Index
France,323.1,0.9,19.18,0.13,303.93,1.43,-284.75,132D1429 Index,429D1132 Index
United Kingdom,322.74,0.9,14.82,0.1,307.93,1.45,-293.11,112D1429 Index,429D1112 Index
Canada,278.65,0.77,26.76,0.18,251.89,1.19,-225.13,156D1429 Index,429D1156 Index
Malaysia,236.5,0.66,51.69,0.35,184.81,0.87,-133.12,548D1429 Index,429D1548 Index
Thailand,230.6,0.64,103.28,0.7,127.32,0.6,-24.04,578D1429 Index,429D1578 Index
Spain,227.54,0.63,63.92,0.43,163.62,0.77,-99.7,184D1429 Index,429D1184 Index
Kazakhstan,214.79,0.6,107.9,0.73,106.89,0.5,1.01,916D1429 Index,429D1916 Index
Belgium,208.7,0.58,37.57,0.25,171.13,0.81,-133.55,124D1429 Index,429D1124 Index
Sub-Saharan Africa,207.76,0.58,160.74,1.09,47.02,0.22,113.72,603D1429 Index,429D1603 Index
South Korea,180.08,0.5,8.64,0.06,171.44,0.81,-162.8,542D1429 Index,429D1542 Index
Austria,176,0.49,11.76,0.08,164.24,0.77,-152.48,122D1429 Index,429D1122 Index
Denmark,170.54,0.47,8.88,0.06,161.66,0.76,-152.78,128D1429 Index,429D1128 Index
Indonesia,169.2,0.47,17.72,0.12,151.48,0.71,-133.77,536D1429 Index,429D1536 Index
Qatar,161.48,0.45,151.65,1.03,9.83,0.05,141.83,453D1429 Index,429D1453 Index
Ukraine,155.91,0.43,48.18,0.33,107.74,0.51,-59.56,926D1429 Index,429D1926 Index
Philippines,146.61,0.41,0.17,0,146.44,0.69,-146.27,566D1429 Index,429D1566 Index
Uzbekistan,144.6,0.4,107.04,0.73,37.56,0.18,69.48,927D1429 Index,429D1927 Index
Argentina,118.91,0.33,0.84,0.01,118.07,0.56,-117.23,213D1429 Index,429D1213 Index
Japan,88.77,0.25,33.8,0.23,54.97,0.26,-21.17,158D1429 Index,429D1158 Index
Sudan,80.38,0.22,76.38,0.52,4,0.02,72.37,732D1429 Index,429D1732 Index
Cyprus,77.01,0.21,0.5,0,76.52,0.36,-76.02,423D1429 Index,429D1423 Index
Kuwait,73.97,0.21,68.72,0.47,5.25,0.02,63.48,443D1429 Index,429D1443 Index
Georgia,71.91,0.2,45.24,0.31,26.67,0.13,18.56,915D1429 Index,429D1915 Index
