Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,403546,100,276916,100,126630,100,150286,001D1456 Index,456D1001 Index
Emerging and Developing Economies,204451.2,50.66,140223,50.64,64228.2,50.72,75994.8,200I1456 Index,456D1200 Index
Advanced Economies,199080.9,49.33,136688,49.36,62392.9,49.27,74295.1,110D1456 Index,456D1110 Index
Non Fuel Exporting Countries,175806.5,43.57,127969,46.21,47837.5,37.78,80131.5,092D1456 Index,456D1092 Index
Developing Asia,129229,32.02,95841,34.61,33388,26.37,62453,505D1456 Index,456D1505 Index
China,66990.5,16.6,45941.9,16.59,21048.6,16.62,24893.3,924D1456 Index,456D1924 Index
European Union,61119.2,15.15,32967.9,11.91,28151.3,22.23,4816.6,998D1456 Index,456D1998 Index
Euro-zone,55153.7,13.67,31477.9,11.37,23675.8,18.7,7802.1,995D1456 Index,456D1995 Index
United States,41278.9,10.23,24089.9,8.7,17189,13.57,6900.9,111D1456 Index,456D1111 Index
Japan,39076.08,9.68,33771.6,12.2,5304.48,4.19,28467.12,158D1456 Index,456D1158 Index
India,33763.25,8.37,28367.8,10.24,5395.45,4.26,22972.35,534D1456 Index,456D1534 Index
South Korea,30558.84,7.57,26261.2,9.48,4297.64,3.39,21963.56,542D1456 Index,456D1542 Index
Fuel Exporting Countries,28644,7.1,12253.3,4.42,16390.7,12.94,-4137.4,080D1456 Index,456D1080 Index
United Arab Emirates,18561.87,4.6,7577.27,2.74,10984.6,8.67,-3407.33,466D1456 Index,456D1466 Index
Singapore,13560.01,3.36,12624.4,4.56,935.61,0.74,11688.8,576D1456 Index,456D1576 Index
Sub-Saharan Africa,12423.93,3.08,10867.1,3.92,1556.83,1.23,9310.27,603D1456 Index,456D1603 Index
France,11588.5,2.87,7498.82,2.71,4089.68,3.23,3409.14,132D1456 Index,456D1132 Index
Developing Europe,10938.44,2.71,4459.57,1.61,6478.87,5.12,-2019.3,170D1456 Index,456D1170 Index
Italy,10100.29,2.5,6049.17,2.18,4051.12,3.2,1998.05,136D1456 Index,456D1136 Index
Thailand,9285.67,2.3,7273.27,2.63,2012.4,1.59,5260.87,578D1456 Index,456D1578 Index
Germany,7912.42,1.96,1041.43,0.38,6870.99,5.43,-5829.56,134D1456 Index,456D1134 Index
Spain,7588.82,1.88,5465.61,1.97,2123.21,1.68,3342.4,184D1456 Index,456D1184 Index
Developing Western Hemisphere,7153.1,1.77,3200.07,1.16,3953.03,3.12,-752.96,205D1456 Index,456D1205 Index
Indonesia,6378.75,1.58,4910.73,1.77,1468.02,1.16,3442.71,536D1456 Index,456D1536 Index
South Africa,6257.99,1.55,5681.1,2.05,576.89,0.46,5104.21,199D1456 Index,456D1199 Index
Egypt,6173.04,1.53,4650.62,1.68,1522.42,1.2,3128.2,469D1456 Index,456D1469 Index
Belgium,6063.31,1.5,4753.58,1.72,1309.73,1.03,3443.85,124D1456 Index,456D1124 Index
United Kingdom,5982.32,1.48,3103.04,1.12,2879.28,2.27,223.76,112D1456 Index,456D1112 Index
Netherlands,5554.09,1.38,3821.04,1.38,1733.05,1.37,2087.99,138D1456 Index,456D1138 Index
Malaysia,5460.8,1.35,4422.57,1.6,1038.23,0.82,3384.34,548D1456 Index,456D1548 Index
Turkey,5026.66,1.25,2512.79,0.91,2513.87,1.99,-1.08,186D1456 Index,456D1186 Index
Brazil,4621.76,1.15,2457.85,0.89,2163.91,1.71,293.94,223D1456 Index,456D1223 Index
Canada,4565.27,1.13,3112.12,1.12,1453.15,1.15,1658.97,156D1456 Index,456D1156 Index
Jordan,4140.85,1.03,3365.35,1.22,775.51,0.61,2589.84,439D1456 Index,456D1439 Index
Pakistan,3594.16,0.89,3196.98,1.15,397.18,0.31,2799.8,564D1456 Index,456D1564 Index
Vietnam,3080.28,0.76,1482.41,0.54,1597.87,1.26,-115.46,582D1456 Index,456D1582 Index
Bahrain,2619.7,0.65,1093.2,0.39,1526.5,1.21,-433.3,419D1456 Index,456D1419 Index
Oman,2540.31,0.63,826.75,0.3,1713.56,1.35,-886.81,449D1456 Index,456D1449 Index
Poland,2427.58,0.6,1143.77,0.41,1283.81,1.01,-140.04,964D1456 Index,456D1964 Index
Switzerland,2277.98,0.56,454.93,0.16,1823.05,1.44,-1368.12,146D1456 Index,456D1146 Index
Philippines,2101.73,0.52,1850.46,0.67,251.27,0.2,1599.19,566D1456 Index,456D1566 Index
CIS Countries,2021.93,0.5,633.82,0.23,1388.11,1.1,-754.29,901D1456 Index,456D1901 Index
Greece,1896.88,0.47,1187.03,0.43,709.85,0.56,477.18,174D1456 Index,456D1174 Index
Kenya,1792.72,0.44,1704.86,0.62,87.86,0.07,1617,664D1456 Index,456D1664 Index
Bangladesh,1414.91,0.35,1065.98,0.38,348.93,0.28,717.05,513D1456 Index,456D1513 Index
Ethiopia,1398.2,0.35,1205.18,0.44,193.02,0.15,1012.16,644D1456 Index,456D1644 Index
Morocco,1339.98,0.33,1160.97,0.42,179.01,0.14,981.96,686D1456 Index,456D1686 Index
Australia,1243.14,0.31,495.69,0.18,747.45,0.59,-251.76,193D1456 Index,456D1193 Index
Sudan,1221.84,0.3,648.76,0.23,573.08,0.45,75.68,732D1456 Index,456D1732 Index
Iraq,1206.03,0.3,1197.9,0.43,8.13,0.01,1189.77,433D1456 Index,456D1433 Index
Russia,1164.73,0.29,292.12,0.11,872.61,0.69,-580.49,922D1456 Index,456D1922 Index
Sweden,1152.98,0.29,145.34,0.05,1007.64,0.8,-862.3,144D1456 Index,456D1144 Index
Portugal,1056.43,0.26,840.7,0.3,215.73,0.17,624.96,182D1456 Index,456D1182 Index
Kuwait,1024.59,0.25,612.81,0.22,411.78,0.33,201.04,443D1456 Index,456D1443 Index
Ireland,990.65,0.25,18.2,0.01,972.45,0.77,-954.25,178D1456 Index,456D1178 Index
Denmark,814.51,0.2,33,0.01,781.52,0.62,-748.52,128D1456 Index,456D1128 Index
Mexico,805.86,0.2,94.95,0.03,710.91,0.56,-615.96,273D1456 Index,456D1273 Index
New Zealand,790.35,0.2,333.33,0.12,457.02,0.36,-123.69,196D1456 Index,456D1196 Index
Lebanon,785.5,0.19,506.19,0.18,279.32,0.22,226.87,446D1456 Index,456D1446 Index
Argentina,726.31,0.18,204.2,0.07,522.11,0.41,-317.9,213D1456 Index,456D1213 Index
Lithuania,661.96,0.16,591.27,0.21,70.69,0.06,520.58,946D1456 Index,456D1946 Index
Ukraine,660.3,0.16,186.8,0.07,473.51,0.37,-286.71,926D1456 Index,456D1926 Index
Austria,651.1,0.16,47.91,0.02,603.19,0.48,-555.28,122D1456 Index,456D1122 Index
Hong Kong,635.17,0.16,529.01,0.19,106.16,0.08,422.85,532D1456 Index,456D1532 Index
Czech Republic,623.29,0.15,57.26,0.02,566.03,0.45,-508.77,935D1456 Index,456D1935 Index
Uganda,609.14,0.15,605.31,0.22,3.82,0,601.49,746D1456 Index,456D1746 Index
Tanzania,574.75,0.14,567.73,0.21,7.02,0.01,560.71,738D1456 Index,456D1738 Index
Congo,550.64,0.14,1.41,0,549.23,0.43,-547.82,634D1456 Index,456D1634 Index
Peoples Democratic Republic of Yemen,411.13,0.1,259.32,0.09,151.81,0.12,107.52,474D1456 Index,456D1474 Index
Sri Lanka,371.95,0.09,257.49,0.09,114.46,0.09,143.03,524D1456 Index,456D1524 Index
Finland,345.67,0.09,15.95,0.01,329.71,0.26,-313.76,172D1456 Index,456D1172 Index
Tunisia,302.55,0.07,236.74,0.09,65.82,0.05,170.92,744D1456 Index,456D1744 Index
Romania,302.37,0.07,21.95,0.01,280.41,0.22,-258.46,968D1456 Index,456D1968 Index
Hungary,293.87,0.07,6.4,0,287.47,0.23,-281.07,944D1456 Index,456D1944 Index
Peru,204.42,0.05,193.46,0.07,10.96,0.01,182.49,293D1456 Index,456D1293 Index
Norway,195.61,0.05,36.97,0.01,158.65,0.13,-121.68,142D1456 Index,456D1142 Index
Guatemala,186.24,0.05,70.05,0.03,116.19,0.09,-46.14,258D1456 Index,456D1258 Index
Croatia,184.49,0.05,53.76,0.02,130.73,0.1,-76.98,960D1456 Index,456D1960 Index
Myanmar,184.09,0.05,146.47,0.05,37.62,0.03,108.85,518D1456 Index,456D1518 Index
Malta,181.59,0.04,18.93,0.01,162.66,0.13,-143.73,181D1456 Index,456D1181 Index
Slovakia,176.18,0.04,1.95,0,174.23,0.14,-172.27,936D1456 Index,456D1936 Index
Bulgaria,166.41,0.04,28.49,0.01,137.93,0.11,-109.44,918D1456 Index,456D1918 Index
Slovenia,153.05,0.04,95.15,0.03,57.9,0.05,37.25,961D1456 Index,456D1961 Index
Ecuador,148.11,0.04,24.98,0.01,123.13,0.1,-98.15,248D1456 Index,456D1248 Index
Burundi,136.15,0.03,136.08,0.05,0.07,0,136.02,618D1456 Index,456D1618 Index
Chile,135.74,0.03,12.11,0,123.63,0.1,-111.52,228D1456 Index,456D1228 Index
Somalia,135.57,0.03,65.8,0.02,69.77,0.06,-3.97,726D1456 Index,456D1726 Index
