Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,4617380,100,2548430,100,2068950,100,479480,001D1924 Index,924D1001 Index
Advanced Economies,2789720,60.42,1642400,64.45,1147320,55.45,495080,110D1924 Index,924D1110 Index
Emerging and Developing Economies,1692467,36.65,902270,35.4,790197,38.19,112073,200I1924 Index,924D1200 Index
Non Fuel Exporting Countries,1224680,26.52,718363,28.19,506317,24.47,212046,092D1924 Index,924D1092 Index
European Union,659502,14.28,406804,15.96,252698,12.21,154106,998D1924 Index,924D1998 Index
Developing Asia,628649,13.61,351780,13.8,276869,13.38,74911,505D1924 Index,924D1505 Index
United States,575479,12.46,452243,17.75,123236,5.96,329007,111D1924 Index,924D1111 Index
Euro-zone,557274,12.07,334620,13.13,222654,10.76,111966,995D1924 Index,924D1995 Index
Fuel Exporting Countries,467788,10.13,183908,7.22,283880,13.72,-99972,080D1924 Index,924D1080 Index
Developing Western Hemisphere,365565,7.92,201928,7.92,163637,7.91,38291,205D1924 Index,924D1205 Index
Japan,340756,7.38,169233,6.64,171523,8.29,-2290,158D1924 Index,924D1158 Index
South Korea,280744,6.08,107191,4.21,173553,8.39,-66362,542D1924 Index,924D1542 Index
Hong Kong,273707.65,5.93,264651,10.38,9056.65,0.44,255594.35,532D1924 Index,924D1532 Index
Developing Europe,251476,5.45,148281,5.82,103195,4.99,45086,170D1924 Index,924D1170 Index
Germany,191211.8,4.14,86174.8,3.38,105037,5.08,-18862.2,134D1924 Index,924D1134 Index
Australia,177988.4,3.85,58380.4,2.29,119608,5.78,-61227.6,193D1924 Index,924D1193 Index
CIS Countries,172607.5,3.74,85129.4,3.34,87478.1,4.23,-2348.7,901D1924 Index,924D1901 Index
Sub-Saharan Africa,144099.1,3.12,58523.4,2.3,85575.7,4.14,-27052.3,603D1924 Index,924D1603 Index
Vietnam,139550.6,3.02,75472.1,2.96,64078.5,3.1,11393.6,582D1924 Index,924D1582 Index
Brazil,116589.5,2.53,37385.9,1.47,79203.6,3.83,-41817.7,223D1924 Index,924D1223 Index
Russia,114323.6,2.48,54066.4,2.12,60257.2,2.91,-6190.8,922D1924 Index,924D1922 Index
Malaysia,114001.9,2.47,42372,1.66,71629.9,3.46,-29257.9,548D1924 Index,924D1548 Index
Netherlands,110508.5,2.39,99312.8,3.9,11195.7,0.54,88117.1,138D1924 Index,924D1138 Index
Mexico,102361.6,2.22,88012.8,3.45,14348.8,0.69,73664,273D1924 Index,924D1273 Index
Thailand,97000.1,2.1,50865.4,2,46134.7,2.23,4730.7,578D1924 Index,924D1578 Index
United Kingdom,88680.9,1.92,64853.4,2.54,23827.5,1.15,41025.9,112D1924 Index,924D1112 Index
Canada,87827.3,1.9,59794.8,2.35,28032.5,1.35,31762.3,156D1924 Index,924D1156 Index
India,86314.7,1.87,68344.6,2.68,17970.1,0.87,50374.5,534D1924 Index,924D1534 Index
Singapore,84316,1.83,49085.7,1.93,35230.3,1.7,13855.4,576D1924 Index,924D1576 Index
Saudi Arabia,79519.2,1.72,25261.9,0.99,54257.3,2.62,-28995.4,456D1924 Index,924D1456 Index
Indonesia,78923.4,1.71,44930.6,1.76,33992.8,1.64,10937.8,536D1924 Index,924D1536 Index
France,68517.7,1.48,35936.9,1.41,32580.8,1.57,3356.1,132D1924 Index,924D1132 Index
Italy,56875.5,1.23,35454.2,1.39,21421.3,1.04,14032.9,136D1924 Index,924D1136 Index
United Arab Emirates,55864.7,1.21,40777.7,1.6,15087,0.73,25690.7,466D1924 Index,924D1466 Index
Philippines,46926.1,1.02,26756.4,1.05,20169.7,0.97,6586.7,566D1924 Index,924D1566 Index
