Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,138830.9,100,67805.4,100,71025.5,100,-3220.1,001D1429 Index,429D1001 Index
Non Fuel Exporting Countries,113166.6,81.51,64771.4,95.53,48395.2,68.14,16376.2,092D1429 Index,429D1092 Index
Emerging and Developing Economies,98911.2,71.25,54529.1,80.42,44382.1,62.49,10147,200I1429 Index,429D1200 Index
Developing Asia,54974.7,39.6,38889.7,57.35,16085,22.65,22804.7,505D1429 Index,429D1505 Index
China,39610.6,28.53,27464.6,40.51,12146,17.1,15318.6,924D1429 Index,429D1924 Index
Advanced Economies,28412.3,20.47,13272.4,19.57,15139.9,21.32,-1867.5,110D1429 Index,429D1110 Index
Fuel Exporting Countries,25664.29,18.49,3033.99,4.47,22630.3,31.86,-19596.31,080D1429 Index,429D1080 Index
United Arab Emirates,21787.82,15.69,1546.02,2.28,20241.8,28.5,-18695.78,466D1429 Index,429D1466 Index
Developing Europe,17640.09,12.71,11105.7,16.38,6534.39,9.2,4571.31,170D1429 Index,429D1170 Index
India,13819.96,9.95,11253,16.6,2566.96,3.61,8686.04,534D1429 Index,429D1534 Index
Turkey,13591.61,9.79,9833.29,14.5,3758.32,5.29,6074.97,186D1429 Index,429D1186 Index
European Union,9144.81,6.59,1528.06,2.25,7616.75,10.72,-6088.69,998D1429 Index,429D1998 Index
Euro-zone,7910.93,5.7,1383.74,2.04,6527.19,9.19,-5143.45,995D1429 Index,429D1995 Index
South Korea,7733.75,5.57,4578.12,6.75,3155.63,4.44,1422.49,542D1429 Index,429D1542 Index
Japan,6392.7,4.6,6186.6,9.12,206.1,0.29,5980.5,158D1429 Index,429D1158 Index
CIS Countries,3614.14,2.6,1193.18,1.76,2420.96,3.41,-1227.78,901D1429 Index,429D1901 Index
Germany,3208.04,2.31,372.19,0.55,2835.85,3.99,-2463.66,134D1429 Index,429D1134 Index
Switzerland,2534.88,1.83,33.03,0.05,2501.85,3.52,-2468.82,146D1429 Index,429D1146 Index
Russia,2084.45,1.5,352.29,0.52,1732.16,2.44,-1379.87,922D1429 Index,429D1922 Index
Italy,1589.88,1.15,575.66,0.85,1014.22,1.43,-438.56,136D1429 Index,429D1136 Index
Afghanistan,1510.4,1.09,1497.08,2.21,13.32,0.02,1483.76,512D1429 Index,429D1512 Index
Singapore,797.27,0.57,8.3,0.01,788.97,1.11,-780.67,576D1429 Index,429D1576 Index
Hong Kong,654.67,0.47,524.83,0.77,129.84,0.18,394.99,532D1429 Index,429D1532 Index
Netherlands,617.11,0.44,57.21,0.08,559.9,0.79,-502.7,138D1429 Index,429D1138 Index
Developing Western Hemisphere,589.59,0.42,48.29,0.07,541.29,0.76,-493,205D1429 Index,429D1205 Index
Turkmenistan,588.06,0.42,336.53,0.5,251.53,0.35,85,925D1429 Index,429D1925 Index
France,532.01,0.38,39.1,0.06,492.91,0.69,-453.81,132D1429 Index,429D1132 Index
Belgium,519.2,0.37,107.1,0.16,412.1,0.58,-305,124D1429 Index,429D1124 Index
Austria,513.21,0.37,19.21,0.03,494,0.7,-474.79,122D1429 Index,429D1122 Index
Pakistan,507.03,0.37,185.73,0.27,321.29,0.45,-135.56,564D1429 Index,429D1564 Index
Brazil,471.28,0.34,5.45,0.01,465.83,0.66,-460.39,223D1429 Index,429D1223 Index
