Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,963871,100,475282,100,488589,100,-13307,001D1156 Index,156D1001 Index
Non Fuel Exporting Countries,942907,97.83,465340,97.91,477567,97.74,-12227,092D1156 Index,156D1092 Index
Advanced Economies,763501,79.21,411507,86.58,351994,72.04,59513,110D1156 Index,156D1110 Index
United States,613914,63.69,347798,73.18,266116,54.47,81682,111D1156 Index,156D1111 Index
Emerging and Developing Economies,195966.6,20.33,63367.6,13.33,132599,27.14,-69231.4,200I1156 Index,156D1200 Index
Developing Asia,102184.9,10.6,30290.3,6.37,71894.6,14.71,-41604.3,505D1156 Index,156D1505 Index
European Union,91765.9,9.52,36332.9,7.64,55433,11.35,-19100.1,998D1156 Index,156D1998 Index
China,77293.1,8.02,21133.5,4.45,56159.6,11.49,-35026.1,924D1156 Index,156D1924 Index
Developing Western Hemisphere,63489.7,6.59,19932.5,4.19,43557.2,8.91,-23624.7,205D1156 Index,156D1205 Index
Euro-zone,61182.4,6.35,20408.9,4.29,40773.5,8.35,-20364.6,995D1156 Index,156D1995 Index
Mexico,38199.2,3.96,10647.6,2.24,27551.6,5.64,-16904,273D1156 Index,156D1273 Index
Japan,23993,2.49,11263.1,2.37,12729.9,2.61,-1466.8,158D1156 Index,156D1158 Index
United Kingdom,23330.59,2.42,14555.4,3.06,8775.19,1.8,5780.21,112D1156 Index,156D1112 Index
Fuel Exporting Countries,20962.7,2.17,9941.6,2.09,11021.1,2.26,-1079.5,080D1156 Index,156D1080 Index
Germany,19038.21,1.98,3726.81,0.78,15311.4,3.13,-11584.59,134D1156 Index,156D1134 Index
South Korea,12396.56,1.29,5442.59,1.15,6953.97,1.42,-1511.38,542D1156 Index,156D1542 Index
Developing Europe,9838.14,1.02,3789.23,0.8,6048.91,1.24,-2259.68,170D1156 Index,156D1170 Index
Italy,9452.98,0.98,3306.31,0.7,6146.67,1.26,-2840.36,136D1156 Index,156D1136 Index
France,9042.85,0.94,3371.73,0.71,5671.12,1.16,-2299.39,132D1156 Index,156D1132 Index
India,6802.35,0.71,3763.26,0.79,3039.09,0.62,724.17,534D1156 Index,156D1534 Index
Sub-Saharan Africa,6434.1,0.67,2653.56,0.56,3780.54,0.77,-1126.98,603D1156 Index,156D1603 Index
Netherlands,6403.48,0.66,2851.1,0.6,3552.38,0.73,-701.28,138D1156 Index,156D1138 Index
Brazil,6200.57,0.64,2877.87,0.61,3322.7,0.68,-444.83,223D1156 Index,156D1223 Index
Belgium,5588.53,0.58,3605.73,0.76,1982.8,0.41,1622.93,124D1156 Index,156D1124 Index
Switzerland,5335.02,0.55,1602.98,0.34,3732.04,0.76,-2129.06,146D1156 Index,156D1146 Index
Saudi Arabia,4126.54,0.43,1566.13,0.33,2560.41,0.52,-994.28,456D1156 Index,156D1456 Index
CIS Countries,3986.75,0.41,2055.41,0.43,1931.34,0.4,124.07,901D1156 Index,156D1901 Index
Peru,3808.93,0.4,905.39,0.19,2903.54,0.59,-1998.15,293D1156 Index,156D1293 Index
Thailand,3456.04,0.36,713.92,0.15,2742.12,0.56,-2028.21,578D1156 Index,156D1578 Index
Australia,3329.4,0.35,1945.91,0.41,1383.49,0.28,562.42,193D1156 Index,156D1193 Index
Indonesia,3309.27,0.34,1860.2,0.39,1449.07,0.3,411.13,536D1156 Index,156D1536 Index
Spain,3284.02,0.34,1177.57,0.25,2106.45,0.43,-928.88,184D1156 Index,156D1184 Index
Malaysia,3237.35,0.34,920.34,0.19,2317.01,0.47,-1396.68,548D1156 Index,156D1548 Index
Vietnam,3098.96,0.32,386.53,0.08,2712.43,0.56,-2325.9,582D1156 Index,156D1582 Index
Norway,3085.78,0.32,2339.24,0.49,746.54,0.15,1592.7,142D1156 Index,156D1142 Index
Chile,2922.48,0.3,1267.86,0.27,1654.62,0.34,-386.76,228D1156 Index,156D1228 Index
Turkey,2469.14,0.26,1107.27,0.23,1361.87,0.28,-254.6,186D1156 Index,156D1186 Index
Argentina,2396.39,0.25,530.11,0.11,1866.28,0.38,-1336.18,213D1156 Index,156D1213 Index
Singapore,2287.63,0.24,1178.28,0.25,1109.35,0.23,68.93,576D1156 Index,156D1576 Index
United Arab Emirates,2212.96,0.23,2129.73,0.45,83.23,0.02,2046.5,466D1156 Index,156D1466 Index
Russia,2194.89,0.23,1499.71,0.32,695.18,0.14,804.53,922D1156 Index,156D1922 Index
Sweden,2169.98,0.23,423.14,0.09,1746.84,0.36,-1323.7,144D1156 Index,156D1144 Index
Iraq,2060.66,0.21,269.04,0.06,1791.62,0.37,-1522.58,433D1156 Index,156D1433 Index
Colombia,2019.56,0.21,1164.63,0.25,854.93,0.17,309.7,233D1156 Index,156D1233 Index
Austria,2018.52,0.21,406.22,0.09,1612.3,0.33,-1206.08,122D1156 Index,156D1122 Index
Hong Kong,1958.59,0.2,1692.85,0.36,265.74,0.05,1427.11,532D1156 Index,156D1532 Index
Ireland,1891.86,0.2,459.88,0.1,1431.98,0.29,-972.1,178D1156 Index,156D1178 Index
Dominican Republic,1869.87,0.19,291.75,0.06,1578.12,0.32,-1286.37,243D1156 Index,156D1243 Index
Bangladesh,1813.4,0.19,635.99,0.13,1177.41,0.24,-541.42,513D1156 Index,156D1513 Index
Poland,1793.2,0.19,262.78,0.06,1530.42,0.31,-1267.64,964D1156 Index,156D1964 Index
Algeria,1713.42,0.18,435.17,0.09,1278.25,0.26,-843.08,612D1156 Index,156D1612 Index
Finland,1712.26,0.18,363.93,0.08,1348.33,0.28,-984.4,172D1156 Index,156D1172 Index
Philippines,1537.28,0.16,350.56,0.07,1186.72,0.24,-836.16,566D1156 Index,156D1566 Index
South Africa,1507.33,0.16,447.27,0.09,1060.06,0.22,-612.79,199D1156 Index,156D1199 Index
Israel,1433.25,0.15,372.6,0.08,1060.65,0.22,-688.05,436D1156 Index,156D1436 Index
Denmark,1315.6,0.14,285.79,0.06,1029.81,0.21,-744.02,128D1156 Index,156D1128 Index
Angola,1254.8,0.13,124.37,0.03,1130.43,0.23,-1006.06,614D1156 Index,156D1614 Index
New Zealand,1021.63,0.11,432.95,0.09,588.68,0.12,-155.73,196D1156 Index,156D1196 Index
Other Countries,945.98,0.1,407.32,0.09,538.66,0.11,-131.34,910D1156 Index,156D1910 Index
Cuba,945.82,0.1,407.23,0.09,538.59,0.11,-131.36,928D1156 Index,156D1928 Index
Egypt,864.1,0.09,272.21,0.06,591.9,0.12,-319.69,469D1156 Index,156D1469 Index
Cambodia,807.96,0.08,13.26,0,794.7,0.16,-781.44,522D1156 Index,156D1522 Index
Trinidad And Tobago,775.19,0.08,240.87,0.05,534.32,0.11,-293.45,369D1156 Index,156D1369 Index
Venezuela,763.81,0.08,730.49,0.15,33.33,0.01,697.16,299D1156 Index,156D1299 Index
Nigeria,747.97,0.08,329.62,0.07,418.35,0.09,-88.73,694D1156 Index,156D1694 Index
Costa Rica,741.17,0.08,186.72,0.04,554.45,0.11,-367.73,238D1156 Index,156D1238 Index
Portugal,694.94,0.07,237.99,0.05,456.95,0.09,-218.96,182D1156 Index,156D1182 Index
Pakistan,660.92,0.07,357.52,0.08,303.4,0.06,54.12,564D1156 Index,156D1564 Index
Hungary,644.72,0.07,119.1,0.03,525.62,0.11,-406.52,944D1156 Index,156D1944 Index
Morocco,640.42,0.07,343.3,0.07,297.11,0.06,46.19,686D1156 Index,156D1686 Index
Kazakhstan,635.05,0.07,177.46,0.04,457.58,0.09,-280.12,916D1156 Index,156D1916 Index
Czech Republic,622.95,0.06,144.76,0.03,478.19,0.1,-333.43,935D1156 Index,156D1935 Index
Guatemala,600.08,0.06,77.68,0.02,522.39,0.11,-444.71,258D1156 Index,156D1258 Index
Sri Lanka,554.05,0.06,309.71,0.07,244.34,0.05,65.38,524D1156 Index,156D1524 Index
Ecuador,530.62,0.06,263.49,0.06,267.14,0.05,-3.65,248D1156 Index,156D1248 Index
Cote D Ivoire,528.44,0.05,31.06,0.01,497.38,0.1,-466.32,662D1156 Index,156D1662 Index
Azerbaijan,491.77,0.05,34.5,0.01,457.27,0.09,-422.77,912D1156 Index,156D1912 Index
Romania,481.32,0.05,76.5,0.02,404.82,0.08,-328.32,968D1156 Index,156D1968 Index
Malta,402.86,0.04,358.94,0.08,43.91,0.01,315.03,181D1156 Index,156D1181 Index
Nicaragua,372.01,0.04,36.19,0.01,335.82,0.07,-299.63,278D1156 Index,156D1278 Index
Jamaica,359.64,0.04,106.08,0.02,253.56,0.05,-147.48,343D1156 Index,156D1343 Index
Slovakia,358.07,0.04,54.5,0.01,303.57,0.06,-249.07,936D1156 Index,156D1936 Index
Bolivia,347,0.04,94.28,0.02,252.72,0.05,-158.44,218D1156 Index,156D1218 Index
Sudan,343.18,0.04,274.67,0.06,68.51,0.01,206.16,732D1156 Index,156D1732 Index
Guyana,339.91,0.04,17.61,0,322.3,0.07,-304.69,336D1156 Index,156D1336 Index
Luxembourg,319.68,0.03,162.18,0.03,157.5,0.03,4.68,137D1156 Index,156D1137 Index
Greece,301.58,0.03,123.38,0.03,178.2,0.04,-54.82,174D1156 Index,156D1174 Index
Ukraine,286.76,0.03,191.19,0.04,95.57,0.02,95.62,926D1156 Index,156D1926 Index
Lithuania,277.23,0.03,53.96,0.01,223.27,0.05,-169.31,946D1156 Index,156D1946 Index
Honduras,273.78,0.03,38.96,0.01,234.83,0.05,-195.87,268D1156 Index,156D1268 Index
Kuwait,270.23,0.03,266.58,0.06,3.64,0,262.94,443D1156 Index,156D1443 Index
Qatar,246.03,0.03,188.69,0.04,57.34,0.01,131.35,453D1156 Index,156D1453 Index
Slovenia,216.82,0.02,96.38,0.02,120.44,0.02,-24.05,961D1156 Index,156D1961 Index
Ghana,199.16,0.02,176.58,0.04,22.59,0,153.99,652D1156 Index,156D1652 Index
Tunisia,198.1,0.02,126.8,0.03,71.29,0.01,55.51,744D1156 Index,156D1744 Index
Cameroon,179,0.02,70.65,0.01,108.35,0.02,-37.71,622D1156 Index,156D1622 Index
Tanzania,165.67,0.02,123.71,0.03,41.96,0.01,81.76,738D1156 Index,156D1738 Index
Bulgaria,155.9,0.02,40.58,0.01,115.32,0.02,-74.74,918D1156 Index,156D1918 Index
Uruguay,147.88,0.02,48.57,0.01,99.31,0.02,-50.74,298D1156 Index,156D1298 Index
Suriname,144.98,0.02,9.17,0,135.81,0.03,-126.64,366D1156 Index,156D1366 Index
Oman,144.08,0.01,90.26,0.02,53.82,0.01,36.44,449D1156 Index,156D1449 Index
El Salvador,141.99,0.01,56.85,0.01,85.14,0.02,-28.28,253D1156 Index,156D1253 Index
Iceland,127.06,0.01,65.71,0.01,61.35,0.01,4.36,176D1156 Index,156D1176 Index
Belarus,124.24,0.01,77.68,0.02,46.56,0.01,31.11,913D1156 Index,156D1913 Index
Armenia,121.98,0.01,23.05,0,98.94,0.02,-75.89,911D1156 Index,156D1911 Index
Jordan,120.26,0.01,60.3,0.01,59.96,0.01,0.34,439D1156 Index,156D1439 Index
Kenya,115.21,0.01,88.06,0.02,27.14,0.01,60.92,664D1156 Index,156D1664 Index
Estonia,113.8,0.01,22.49,0,91.3,0.02,-68.81,939D1156 Index,156D1939 Index
Bahamas,108.68,0.01,20.14,0,88.54,0.02,-68.4,313D1156 Index,156D1313 Index
Serbia,108.56,0.01,27.51,0.01,81.05,0.02,-53.54,942D1156 Index,156D1942 Index
Madagascar,107.62,0.01,18.05,0,89.57,0.02,-71.52,674D1156 Index,156D1674 Index
Lebanon,100.32,0.01,76.63,0.02,23.69,0,52.95,446D1156 Index,156D1446 Index
Iran,98.72,0.01,77.18,0.02,21.54,0,55.64,429D1156 Index,156D1429 Index
Panama,96.65,0.01,86.05,0.02,10.61,0,75.44,283D1156 Index,156D1283 Index
