Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,790931,100,505087,100,285844,100,219243,001D1922 Index,922D1001 Index
Non Fuel Exporting Countries,752045,95.08,476377,94.32,275668,96.44,200709,092D1922 Index,922D1092 Index
Advanced Economies,443740,56.1,289108,57.24,154632,54.1,134476,110D1922 Index,922D1110 Index
European Union,361599,45.72,243273,48.16,118326,41.4,124947,998D1922 Index,922D1998 Index
Emerging and Developing Economies,346803,43.85,215668,42.7,131135,45.88,84533,200I1922 Index,922D1200 Index
Euro-zone,266598.8,33.71,178918,35.42,87680.8,30.67,91237.2,995D1922 Index,922D1995 Index
Developing Europe,182434.2,23.07,128833,25.51,53601.2,18.75,75231.8,170D1922 Index,922D1170 Index
Developing Asia,119951.4,15.17,56553.5,11.2,63397.9,22.18,-6844.4,505D1922 Index,922D1505 Index
China,92487.3,11.69,41558.1,8.23,50929.2,17.82,-9371.1,924D1922 Index,922D1924 Index
CIS Countries,92283.1,11.67,60038.6,11.89,32244.5,11.28,27794.1,901D1922 Index,922D1901 Index
Germany,81121.3,10.26,48160,9.53,32961.3,11.53,15198.7,134D1922 Index,922D1134 Index
United States,42385.4,5.36,23658.1,4.68,18727.3,6.55,4930.8,111D1922 Index,922D1111 Index
Fuel Exporting Countries,38885.6,4.92,28710.4,5.68,10175.2,3.56,18535.2,080D1922 Index,922D1080 Index
Netherlands,38781.72,4.9,33523.7,6.64,5258.02,1.84,28265.68,138D1922 Index,922D1138 Index
Italy,35777,4.52,23049.7,4.56,12727.3,4.45,10322.4,136D1922 Index,922D1136 Index
Japan,35657.6,4.51,24732.6,4.9,10925,3.82,13807.6,158D1922 Index,922D1158 Index
Belarus,33934.3,4.29,22190.2,4.39,11744.1,4.11,10446.1,913D1922 Index,922D1913 Index
Turkey,31938.75,4.04,25288.6,5.01,6650.15,2.33,18638.45,186D1922 Index,922D1186 Index
Poland,29815.95,3.77,22740.7,4.5,7075.25,2.48,15665.45,964D1922 Index,922D1964 Index
South Korea,24691.13,3.12,15669.2,3.1,9021.93,3.16,6647.27,542D1922 Index,922D1542 Index
France,23972.7,3.03,13257.6,2.62,10715.1,3.75,2542.5,132D1922 Index,922D1132 Index
Ukraine,23404.4,2.96,12678.7,2.51,10725.7,3.75,1953,926D1922 Index,922D1926 Index
Kazakhstan,20904.64,2.64,13807.7,2.73,7096.94,2.48,6710.76,916D1922 Index,922D1916 Index
Developing Western Hemisphere,18667.09,2.36,8635.99,1.71,10031.1,3.51,-1395.11,205D1922 Index,922D1205 Index
Belgium,17764.05,2.25,14191.4,2.81,3572.65,1.25,10618.75,124D1922 Index,922D1124 Index
United Kingdom,17738.09,2.24,9929.16,1.97,7808.93,2.73,2120.23,112D1922 Index,922D1112 Index
Finland,16010.54,2.02,11442.3,2.27,4568.24,1.6,6874.06,172D1922 Index,922D1172 Index
Spain,12338.49,1.56,7997.24,1.58,4341.25,1.52,3655.99,184D1922 Index,922D1184 Index
Sweden,11523.89,1.46,8284.59,1.64,3239.3,1.13,5045.29,144D1922 Index,922D1144 Index
Czech Republic,10422.56,1.32,5525.26,1.09,4897.3,1.71,627.96,935D1922 Index,922D1935 Index
Hungary,9938.44,1.26,7198.85,1.43,2739.59,0.96,4459.26,944D1922 Index,922D1944 Index
Slovakia,9231.52,1.17,6368.46,1.26,2863.06,1,3505.4,936D1922 Index,922D1936 Index
Singapore,8531.02,1.08,7926.79,1.57,604.23,0.21,7322.56,576D1922 Index,922D1576 Index
Lithuania,8081.26,1.02,7101.97,1.41,979.29,0.34,6122.68,946D1922 Index,922D1946 Index
India,7392.87,0.93,4221.14,0.84,3171.73,1.11,1049.41,534D1922 Index,922D1534 Index
Brazil,7086.27,0.9,3116.97,0.62,3969.3,1.39,-852.33,223D1922 Index,922D1223 Index
Greece,7027.74,0.89,6531.09,1.29,496.65,0.17,6034.44,174D1922 Index,922D1174 Index
Switzerland,6610.37,0.84,3341.83,0.66,3268.54,1.14,73.29,146D1922 Index,922D1146 Index
Austria,6321.56,0.8,2883.13,0.57,3438.43,1.2,-555.3,122D1922 Index,922D1122 Index
Bulgaria,5908.4,0.75,5256.21,1.04,652.19,0.23,4604.02,918D1922 Index,922D1918 Index
Thailand,5307.32,0.67,3075.14,0.61,2232.18,0.78,842.96,578D1922 Index,922D1578 Index
Romania,5228.91,0.66,3023.34,0.6,2205.57,0.77,817.77,968D1922 Index,922D1968 Index
Uzbekistan,4182.94,0.53,3308.28,0.65,874.66,0.31,2433.62,927D1922 Index,922D1927 Index
Sub-Saharan Africa,3894.9,0.49,2383.42,0.47,1511.48,0.53,871.94,603D1922 Index,922D1603 Index
Malaysia,3529.89,0.45,2071.6,0.41,1458.29,0.51,613.31,548D1922 Index,922D1548 Index
Serbia,3417.68,0.43,2313.32,0.46,1104.36,0.39,1208.96,942D1922 Index,922D1942 Index
Egypt,3372.91,0.43,2833.02,0.56,539.89,0.19,2293.13,469D1922 Index,922D1469 Index
Indonesia,3239.46,0.41,1589.81,0.31,1649.65,0.58,-59.84,536D1922 Index,922D1536 Index
Vietnam,3116.15,0.39,820.23,0.16,2295.92,0.8,-1475.69,582D1922 Index,922D1582 Index
United Arab Emirates,2861.36,0.36,2601.82,0.52,259.54,0.09,2342.28,466D1922 Index,922D1466 Index
Denmark,2853.98,0.36,1249.42,0.25,1604.56,0.56,-355.14,128D1922 Index,922D1128 Index
Estonia,2773.37,0.35,1159.69,0.23,1613.68,0.56,-453.99,939D1922 Index,922D1939 Index
Norway,2733.03,0.35,1582.3,0.31,1150.73,0.4,431.57,142D1922 Index,922D1142 Index
Morocco,2549.25,0.32,1941.02,0.38,608.23,0.21,1332.79,686D1922 Index,922D1686 Index
Mexico,2384.42,0.3,1601.14,0.32,783.28,0.27,817.86,273D1922 Index,922D1273 Index
Argentina,2282.85,0.29,1166.41,0.23,1116.44,0.39,49.97,213D1922 Index,922D1213 Index
Canada,2194.89,0.28,695.18,0.14,1499.71,0.52,-804.53,156D1922 Index,922D1156 Index
Saudi Arabia,2159.5,0.27,1892.49,0.37,267.01,0.09,1625.48,456D1922 Index,922D1456 Index
Israel,2115.14,0.27,973.7,0.19,1141.44,0.4,-167.74,436D1922 Index,922D1436 Index
Iran,2084.45,0.26,1732.16,0.34,352.29,0.12,1379.87,429D1922 Index,922D1429 Index
Latvia,2028.79,0.26,1377.5,0.27,651.29,0.23,726.22,941D1922 Index,922D1941 Index
Azerbaijan,1950.49,0.25,1314.48,0.26,636.01,0.22,678.47,912D1922 Index,922D1912 Index
Australia,1929.55,0.24,1256.42,0.25,673.13,0.24,583.29,193D1922 Index,922D1193 Index
Slovenia,1912.6,0.24,572.93,0.11,1339.67,0.47,-766.74,961D1922 Index,922D1961 Index
Iraq,1864.03,0.24,1864.02,0.37,0.01,0,1864.01,433D1922 Index,922D1433 Index
Kyrgyzstan,1769.97,0.22,1696.16,0.34,73.81,0.03,1622.35,917D1922 Index,922D1917 Index
Syria,1741.67,0.22,1734.55,0.34,7.12,0,1727.43,463D1922 Index,922D1463 Index
Ireland,1589.16,0.2,287.37,0.06,1301.79,0.46,-1014.42,178D1922 Index,922D1178 Index
Mongolia,1575.79,0.2,1535.4,0.3,40.39,0.01,1495.01,948D1922 Index,922D1948 Index
Croatia,1568.74,0.2,1146.64,0.23,422.1,0.15,724.55,960D1922 Index,922D1960 Index
Portugal,1525.62,0.19,938.66,0.19,586.96,0.21,351.7,182D1922 Index,922D1182 Index
Tajikistan,1468.18,0.19,1430.91,0.28,37.27,0.01,1393.64,923D1922 Index,922D1923 Index
Philippines,1464.74,0.19,1086.3,0.22,378.44,0.13,707.87,566D1922 Index,922D1566 Index
Hong Kong,1452.32,0.18,1248.17,0.25,204.15,0.07,1044.02,532D1922 Index,922D1532 Index
Armenia,1407.8,0.18,1094.33,0.22,313.47,0.11,780.86,911D1922 Index,922D1911 Index
Ecuador,1352.19,0.17,111.55,0.02,1240.64,0.43,-1129.09,248D1922 Index,922D1248 Index
Turkmenistan,1316.22,0.17,1225.29,0.24,90.93,0.03,1134.36,925D1922 Index,922D1925 Index
