Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,4566300,100,2506040,100,2060260,100,445780,001D1924 Index,924D1001 Index
Advanced Economies,2815250,61.65,1642690,65.55,1172560,56.91,470130,110D1924 Index,924D1110 Index
Emerging and Developing Economies,1622388,35.53,862168,34.4,760220,36.9,101948,200I1924 Index,924D1200 Index
Non Fuel Exporting Countries,1215498,26.62,680196,27.14,535302,25.98,144894,092D1924 Index,924D1092 Index
European Union,699744,15.32,440442,17.58,259302,12.59,181140,998D1924 Index,924D1998 Index
Developing Asia,634803,13.9,334076,13.33,300727,14.6,33349,505D1924 Index,924D1505 Index
Euro-zone,584182,12.79,358265,14.3,225917,10.97,132348,995D1924 Index,924D1995 Index
United States,571572,12.52,435449,17.38,136123,6.61,299326,111D1924 Index,924D1111 Index
Fuel Exporting Countries,406889,8.91,181972,7.26,224917,10.92,-42945,080D1924 Index,924D1080 Index
Developing Western Hemisphere,346179,7.58,181494,7.24,164685,7.99,16809,205D1924 Index,924D1205 Index
Japan,340009,7.45,163920,6.54,176089,8.55,-12169,158D1924 Index,924D1158 Index
South Korea,282356,6.18,108855,4.34,173501,8.42,-64646,542D1924 Index,924D1542 Index
Hong Kong,258510.96,5.66,251385,10.03,7125.96,0.35,244259.04,532D1924 Index,924D1532 Index
Germany,199007.1,4.36,93725.1,3.74,105282,5.11,-11556.9,134D1924 Index,924D1134 Index
Australia,176780.7,3.87,62013.7,2.47,114767,5.57,-52753.3,193D1924 Index,924D1193 Index
CIS Countries,167437.3,3.67,82688,3.3,84749.3,4.11,-2061.3,901D1924 Index,924D1901 Index
Vietnam,163218.6,3.57,84374.3,3.37,78844.3,3.83,5530,582D1924 Index,924D1582 Index
Sub-Saharan Africa,124076,2.72,56810.4,2.27,67265.6,3.26,-10455.2,603D1924 Index,924D1603 Index
Brazil,120097.4,2.63,36076.2,1.44,84021.2,4.08,-47945,223D1924 Index,924D1223 Index
Netherlands,117879.1,2.58,105091,4.19,12788.1,0.62,92302.9,138D1924 Index,924D1138 Index
Malaysia,115670.2,2.53,40924.1,1.63,74746.1,3.63,-33822,548D1924 Index,924D1548 Index
Russia,112000.3,2.45,54908.2,2.19,57092.1,2.77,-2183.9,922D1924 Index,924D1922 Index
Thailand,98338.3,2.15,50159.6,2,48178.7,2.34,1980.9,578D1924 Index,924D1578 Index
United Kingdom,95290.8,2.09,75520,3.01,19770.8,0.96,55749.2,112D1924 Index,924D1112 Index
Mexico,93928.3,2.06,77916,3.11,16012.3,0.78,61903.7,273D1924 Index,924D1273 Index
Canada,82150.2,1.8,60277,2.41,21873.2,1.06,38403.8,156D1924 Index,924D1156 Index
India,79573.6,1.74,58700.6,2.34,20873,1.01,37827.6,534D1924 Index,924D1534 Index
Indonesia,77062.3,1.69,39634.7,1.58,37427.6,1.82,2207.1,536D1924 Index,924D1536 Index
France,71327.3,1.56,41111.5,1.64,30215.8,1.47,10895.7,132D1924 Index,924D1132 Index
Singapore,69385.2,1.52,37802.1,1.51,31583.1,1.53,6219,576D1924 Index,924D1576 Index
Saudi Arabia,65573,1.44,26509.2,1.06,39063.8,1.9,-12554.6,456D1924 Index,924D1456 Index
Italy,59064.7,1.29,36815.8,1.47,22248.9,1.08,14566.9,136D1924 Index,924D1136 Index
United Arab Emirates,56330.1,1.23,39372.6,1.57,16957.5,0.82,22415.1,466D1924 Index,924D1466 Index
Chile,45272.2,0.99,16459,0.66,28813.2,1.4,-12354.2,228D1924 Index,924D1228 Index
Philippines,39715.4,0.87,20396.8,0.81,19318.6,0.94,1078.2,566D1924 Index,924D1566 Index
Spain,39112.6,0.86,28760.3,1.15,10352.3,0.5,18408,184D1924 Index,924D1184 Index
South Africa,35740.4,0.78,15132.4,0.6,20608,1,-5475.6,199D1924 Index,924D1199 Index
Switzerland,35058.3,0.77,17678.8,0.71,17379.5,0.84,299.3,146D1924 Index,924D1146 Index
Poland,31002.21,0.68,26680.2,1.06,4322.01,0.21,22358.19,964D1924 Index,924D1964 Index
Iraq,30899.5,0.68,11616.5,0.46,19283,0.94,-7666.5,433D1924 Index,924D1433 Index
Belgium,28726.84,0.63,20869.8,0.83,7857.04,0.38,13012.76,124D1924 Index,924D1124 Index
Turkey,26761.55,0.59,23041.4,0.92,3720.15,0.18,19321.25,186D1924 Index,924D1186 Index
Czech Republic,24418.08,0.53,19274.8,0.77,5143.28,0.25,14131.52,935D1924 Index,924D1935 Index
New Zealand,20456.34,0.45,8394.04,0.33,12062.3,0.59,-3668.26,196D1924 Index,924D1196 Index
Peru,19784.97,0.43,5574.87,0.22,14210.1,0.69,-8635.23,293D1924 Index,924D1293 Index
