Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,414155,100,201208,100,212947,100,-11739,001D1193 Index,193D1001 Index
Emerging and Developing Economies,204958.4,49.49,108557,53.95,96401.4,45.27,12155.6,200I1193 Index,193D1200 Index
Advanced Economies,202804.6,48.97,92650.6,46.05,110154,51.73,-17503.4,110D1193 Index,193D1110 Index
Non Fuel Exporting Countries,193481,46.72,101268,50.33,92213,43.3,9055,092D1193 Index,193D1092 Index
Developing Asia,178584.3,43.12,94378.1,46.91,84206.2,39.54,10171.9,505D1193 Index,193D1505 Index
China,114171.5,27.57,65141.4,32.38,49030.1,23.02,16111.3,924D1193 Index,193D1924 Index
Japan,50519.1,12.2,34817.4,17.3,15701.7,7.37,19115.7,158D1193 Index,193D1158 Index
European Union,38500.36,9.3,7577.26,3.77,30923.1,14.52,-23345.84,998D1193 Index,193D1998 Index
United States,34795.3,8.4,10862.2,5.4,23933.1,11.24,-13070.9,111D1193 Index,193D1111 Index
Euro-zone,33206.05,8.02,6603.15,3.28,26602.9,12.49,-19999.75,995D1193 Index,193D1995 Index
South Korea,28090,6.78,16437.8,8.17,11652.2,5.47,4785.6,542D1193 Index,193D1542 Index
Thailand,14980.88,3.62,4198.28,2.09,10782.6,5.06,-6584.32,578D1193 Index,193D1578 Index
India,13264.04,3.2,9467.95,4.71,3796.09,1.78,5671.86,534D1193 Index,193D1534 Index
Malaysia,12375.17,2.99,4501.11,2.24,7874.06,3.7,-3372.95,548D1193 Index,193D1548 Index
Fuel Exporting Countries,11477.1,2.77,7288.69,3.62,4188.41,1.97,3100.28,080D1193 Index,193D1080 Index
Germany,11259.26,2.72,1439.22,0.72,9820.04,4.61,-8380.82,134D1193 Index,193D1134 Index
Singapore,10642.07,2.57,3231.67,1.61,7410.4,3.48,-4178.73,576D1193 Index,193D1576 Index
New Zealand,10387.22,2.51,4331.37,2.15,6055.85,2.84,-1724.48,196D1193 Index,193D1196 Index
Indonesia,9312.84,2.25,4815.79,2.39,4497.05,2.11,318.74,536D1193 Index,193D1536 Index
United Kingdom,8683.98,2.1,3037,1.51,5646.98,2.65,-2609.98,112D1193 Index,193D1112 Index
Developing Western Hemisphere,7005.9,1.69,2658.81,1.32,4347.09,2.04,-1688.28,205D1193 Index,193D1205 Index
Hong Kong,5836.03,1.41,4862.88,2.42,973.15,0.46,3889.73,532D1193 Index,193D1532 Index
Vietnam,5597.87,1.35,2021.98,1,3575.89,1.68,-1553.91,582D1193 Index,193D1582 Index
Italy,5173.66,1.25,559.19,0.28,4614.47,2.17,-4055.28,136D1193 Index,193D1136 Index
France,4331.92,1.05,862.56,0.43,3469.36,1.63,-2606.8,132D1193 Index,193D1132 Index
Sub-Saharan Africa,4197.89,1.01,2026.47,1.01,2171.42,1.02,-144.95,603D1193 Index,193D1603 Index
United Arab Emirates,4124.55,1,2168.7,1.08,1955.85,0.92,212.85,466D1193 Index,193D1466 Index
Developing Europe,4104.21,0.99,1898.67,0.94,2205.54,1.04,-306.87,170D1193 Index,193D1170 Index
Papua New Guinea,3817.71,0.92,1438.24,0.71,2379.47,1.12,-941.23,853D1193 Index,193D1853 Index
Netherlands,3343.09,0.81,1651.05,0.82,1692.04,0.79,-40.99,138D1193 Index,193D1138 Index
Canada,3168.8,0.77,1393.84,0.69,1774.96,0.83,-381.12,156D1193 Index,193D1156 Index
Switzerland,3103.61,0.75,535.8,0.27,2567.81,1.21,-2032.01,146D1193 Index,193D1146 Index
Mexico,2595.87,0.63,634.74,0.32,1961.13,0.92,-1326.39,273D1193 Index,193D1273 Index
Belgium,2505.78,0.61,1188.63,0.59,1317.15,0.62,-128.52,124D1193 Index,193D1124 Index
Saudi Arabia,2254.87,0.54,1909.05,0.95,345.82,0.16,1563.23,456D1193 Index,193D1456 Index
Spain,2141.06,0.52,510.55,0.25,1630.51,0.77,-1119.96,184D1193 Index,193D1184 Index
South Africa,1974.45,0.48,1032.47,0.51,941.98,0.44,90.49,199D1193 Index,193D1199 Index
Sweden,1806.7,0.44,262.84,0.13,1543.86,0.72,-1281.02,144D1193 Index,193D1144 Index
Ireland,1734.83,0.42,79.74,0.04,1655.09,0.78,-1575.35,178D1193 Index,193D1178 Index
Brazil,1628.73,0.39,1116.05,0.55,512.68,0.24,603.37,223D1193 Index,193D1223 Index
Philippines,1443.87,0.35,853.22,0.42,590.65,0.28,262.57,566D1193 Index,193D1566 Index
Turkey,1204.56,0.29,550.69,0.27,653.87,0.31,-103.18,186D1193 Index,193D1186 Index
Bangladesh,1195.44,0.29,521.08,0.26,674.36,0.32,-153.27,513D1193 Index,193D1513 Index
CIS Countries,1142.42,0.28,835.69,0.42,306.72,0.14,528.97,901D1193 Index,193D1901 Index
Qatar,1076.17,0.26,633.2,0.31,442.97,0.21,190.22,453D1193 Index,193D1453 Index
Denmark,1026.22,0.25,131.17,0.07,895.05,0.42,-763.88,128D1193 Index,193D1128 Index
Chile,983.83,0.24,270.31,0.13,713.53,0.34,-443.22,228D1193 Index,193D1228 Index
Austria,962.46,0.23,67.65,0.03,894.81,0.42,-827.16,122D1193 Index,193D1122 Index
Argentina,924.21,0.22,267.97,0.13,656.24,0.31,-388.26,213D1193 Index,193D1213 Index
Poland,894.83,0.22,286.65,0.14,608.18,0.29,-321.52,964D1193 Index,193D1964 Index
Bahrain,860.32,0.21,788.21,0.39,72.11,0.03,716.1,419D1193 Index,193D1419 Index
Russia,853.71,0.21,581.84,0.29,271.87,0.13,309.97,922D1193 Index,193D1922 Index
Israel,792.74,0.19,158.3,0.08,634.44,0.3,-476.14,436D1193 Index,193D1436 Index
Pakistan,759.37,0.18,537.59,0.27,221.78,0.1,315.81,564D1193 Index,193D1564 Index
Czech Republic,740.78,0.18,74.99,0.04,665.79,0.31,-590.8,935D1193 Index,193D1935 Index
Finland,661.88,0.16,85.32,0.04,576.56,0.27,-491.24,172D1193 Index,193D1172 Index
Gabon,484.13,0.12,3.5,0,480.64,0.23,-477.14,646D1193 Index,193D1646 Index
Hungary,471.57,0.11,37.74,0.02,433.83,0.2,-396.09,944D1193 Index,193D1944 Index
Fiji,468.42,0.11,320.24,0.16,148.18,0.07,172.06,819D1193 Index,193D1819 Index
