Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,1249936,100,614258,100,635678,100,-21420,001D1138 Index,138D1001 Index
Advanced Economies,917254,73.38,529032,86.13,388222,61.07,140810,110D1138 Index,138D1110 Index
European Union,695968,55.68,440345,71.69,255623,40.21,184722,998D1138 Index,138D1998 Index
Euro-zone,595925,47.68,378955,61.69,216970,34.13,161985,995D1138 Index,138D1995 Index
Emerging and Developing Economies,327645.6,26.21,85106.6,13.86,242539,38.15,-157432.4,200I1138 Index,138D1200 Index
Non Fuel Exporting Countries,269955.6,21.6,71193.6,11.59,198762,31.27,-127568.4,092D1138 Index,138D1092 Index
Germany,265929.3,21.28,173056,28.17,92873.3,14.61,80182.7,134D1138 Index,138D1134 Index
Developing Asia,157548.5,12.6,20116.5,3.27,137432,21.62,-117315.5,505D1138 Index,138D1505 Index
Belgium,124715,9.98,73579.6,11.98,51135.4,8.04,22444.2,124D1138 Index,138D1124 Index
China,110508.5,8.84,11195.7,1.82,99312.8,15.62,-88117.1,924D1138 Index,138D1924 Index
Developing Europe,90115.8,7.21,38316.6,6.24,51799.2,8.15,-13482.6,170D1138 Index,138D1170 Index
United Kingdom,85514.8,6.84,54423.7,8.86,31091.1,4.89,23332.6,112D1138 Index,138D1112 Index
United States,78464.4,6.28,29766.2,4.85,48698.2,7.66,-18932,111D1138 Index,138D1111 Index
France,72419.8,5.79,52212.4,8.5,20207.4,3.18,32005,132D1138 Index,138D1132 Index
Fuel Exporting Countries,57689.9,4.62,13912.9,2.26,43777,6.89,-29864.1,080D1138 Index,138D1080 Index
Italy,38330.7,3.07,24904.1,4.05,13426.6,2.11,11477.5,136D1138 Index,138D1136 Index
CIS Countries,33545.63,2.68,6058.23,0.99,27487.4,4.32,-21429.17,901D1138 Index,138D1901 Index
Developing Western Hemisphere,32845.84,2.63,9023.64,1.47,23822.2,3.75,-14798.56,205D1138 Index,138D1205 Index
Spain,31173.6,2.49,20136,3.28,11037.6,1.74,9098.4,184D1138 Index,138D1184 Index
Russia,28286.29,2.26,3981.69,0.65,24304.6,3.82,-20322.91,922D1138 Index,138D1922 Index
Poland,26214.3,2.1,14949.5,2.43,11264.8,1.77,3684.7,964D1138 Index,138D1964 Index
Sweden,23511.38,1.88,15012.5,2.44,8498.88,1.34,6513.62,144D1138 Index,138D1144 Index
Sub-Saharan Africa,21746.6,1.74,7265.1,1.18,14481.5,2.28,-7216.4,603D1138 Index,138D1603 Index
Norway,19692.15,1.58,3251.15,0.53,16441,2.59,-13189.85,142D1138 Index,138D1142 Index
Czech Republic,17522.21,1.4,11035.6,1.8,6486.61,1.02,4548.99,935D1138 Index,138D1935 Index
Ireland,15610.5,1.25,4575.3,0.74,11035.2,1.74,-6459.9,178D1138 Index,138D1178 Index
Japan,14871.44,1.19,3174.14,0.52,11697.3,1.84,-8523.16,158D1138 Index,138D1158 Index
Switzerland,13619.17,1.09,5552.03,0.9,8067.14,1.27,-2515.11,146D1138 Index,138D1146 Index
Denmark,13435.58,1.07,7856.28,1.28,5579.3,0.88,2276.98,128D1138 Index,138D1128 Index
Austria,11507.81,0.92,8045.11,1.31,3462.7,0.54,4582.41,122D1138 Index,138D1122 Index
South Korea,11188.24,0.9,4132.55,0.67,7055.69,1.11,-2923.14,542D1138 Index,138D1542 Index
Finland,10695.48,0.86,5985.71,0.97,4709.77,0.74,1275.94,172D1138 Index,138D1172 Index
Malaysia,10533.82,0.84,1376.08,0.22,9157.74,1.44,-7781.66,548D1138 Index,138D1548 Index
Hungary,9761.67,0.78,6308.33,1.03,3453.34,0.54,2854.99,944D1138 Index,138D1944 Index
India,9593.81,0.77,3747.89,0.61,5845.92,0.92,-2098.03,534D1138 Index,138D1534 Index
Turkey,8970.74,0.72,3202.99,0.52,5767.75,0.91,-2564.76,186D1138 Index,138D1186 Index
Brazil,8936.55,0.71,2268.28,0.37,6668.27,1.05,-4399.99,223D1138 Index,138D1223 Index
Israel,8562.06,0.68,2854.4,0.46,5707.66,0.9,-2853.26,436D1138 Index,138D1436 Index
Singapore,8443.06,0.68,3130.01,0.51,5313.05,0.84,-2183.04,576D1138 Index,138D1576 Index
Nigeria,7728.21,0.62,2211.03,0.36,5517.18,0.87,-3306.15,694D1138 Index,138D1694 Index
Vietnam,7582.3,0.61,661.17,0.11,6921.13,1.09,-6259.96,582D1138 Index,138D1582 Index
Canada,6993.83,0.56,3707.29,0.6,3286.54,0.52,420.75,156D1138 Index,138D1156 Index
Portugal,6925.45,0.55,4449.19,0.72,2476.26,0.39,1972.93,182D1138 Index,138D1182 Index
Thailand,6535.3,0.52,1006.82,0.16,5528.48,0.87,-4521.66,578D1138 Index,138D1578 Index
Mexico,6313.59,0.51,2291.54,0.37,4022.05,0.63,-1730.51,273D1138 Index,138D1273 Index
Romania,6043.4,0.48,3785.24,0.62,2258.16,0.36,1527.08,968D1138 Index,138D1968 Index
Saudi Arabia,5024.28,0.4,1954.08,0.32,3070.2,0.48,-1116.12,456D1138 Index,138D1456 Index
Australia,4841.3,0.39,2471.45,0.4,2369.85,0.37,101.6,193D1138 Index,138D1193 Index
Indonesia,4833.39,0.39,832.01,0.14,4001.38,0.63,-3169.37,536D1138 Index,138D1536 Index
South Africa,4219.05,0.34,1180.56,0.19,3038.49,0.48,-1857.93,199D1138 Index,138D1199 Index
Iraq,4026.79,0.32,638.61,0.1,3388.18,0.53,-2749.58,433D1138 Index,138D1433 Index
Slovakia,3845.44,0.31,2173.36,0.35,1672.08,0.26,501.28,936D1138 Index,138D1936 Index
Greece,3802.22,0.3,3168.07,0.52,634.15,0.1,2533.92,174D1138 Index,138D1174 Index
Ukraine,3118.75,0.25,765.05,0.12,2353.7,0.37,-1588.65,926D1138 Index,138D1926 Index
Lithuania,3089.08,0.25,1927.29,0.31,1161.79,0.18,765.5,946D1138 Index,138D1946 Index
Hong Kong,3002.53,0.24,2463.81,0.4,538.72,0.08,1925.09,532D1138 Index,138D1532 Index
Bangladesh,2893.35,0.23,136.35,0.02,2757,0.43,-2620.65,513D1138 Index,138D1513 Index
Iceland,2877.83,0.23,455.02,0.07,2422.81,0.38,-1967.79,176D1138 Index,138D1176 Index
Philippines,2722.74,0.22,686.26,0.11,2036.48,0.32,-1350.22,566D1138 Index,138D1566 Index
United Arab Emirates,2648.69,0.21,1489.68,0.24,1159.01,0.18,330.67,466D1138 Index,138D1466 Index
