Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,826771,100,317783,100,508988,100,-191205,001D1534 Index,534D1001 Index
Emerging and Developing Economies,483332,58.46,164001,51.61,319331,62.74,-155330,200I1534 Index,534D1200 Index
Advanced Economies,340638,41.2,153691,48.36,186947,36.73,-33256,110D1534 Index,534D1110 Index
Non Fuel Exporting Countries,286516,34.65,118478,37.28,168038,33.01,-49560,092D1534 Index,534D1092 Index
Fuel Exporting Countries,196816,23.81,45523,14.33,151293,29.72,-105770,080D1534 Index,534D1080 Index
Developing Asia,186067.5,22.51,66311.5,20.87,119756,23.53,-53444.5,505D1534 Index,534D1505 Index
China,92606.9,11.2,18847.9,5.93,73759,14.49,-54911.1,924D1534 Index,534D1924 Index
European Union,90870.8,10.99,44901.4,14.13,45969.4,9.03,-1068,998D1534 Index,534D1998 Index
United States,87410.5,10.57,54407.5,17.12,33003,6.48,21404.5,111D1534 Index,534D1111 Index
Euro-zone,82072.1,9.93,39959.9,12.57,42112.2,8.27,-2152.3,995D1534 Index,534D1995 Index
Sub-Saharan Africa,55048.8,6.66,19068.5,6,35980.3,7.07,-16911.8,603D1534 Index,534D1603 Index
United Arab Emirates,49850.2,6.03,23063.7,7.26,26786.5,5.26,-3722.8,466D1534 Index,534D1466 Index
Developing Western Hemisphere,41934.9,5.07,15856.8,4.99,26078.1,5.12,-10221.3,205D1534 Index,534D1205 Index
Saudi Arabia,33763.25,4.08,5395.45,1.7,28367.8,5.57,-22972.35,456D1534 Index,534D1456 Index
Developing Europe,30326.4,3.67,16051.3,5.05,14275.1,2.8,1776.2,170D1534 Index,534D1170 Index
Hong Kong,27749.9,3.36,11846.9,3.73,15903,3.12,-4056.1,532D1534 Index,534D1532 Index
Iraq,25032.79,3.03,1966.49,0.62,23066.3,4.53,-21099.81,433D1534 Index,534D1433 Index
Germany,22364.89,2.71,8376.29,2.64,13988.6,2.75,-5612.31,134D1534 Index,534D1134 Index
South Korea,22253.75,2.69,5885.45,1.85,16368.3,3.22,-10482.85,542D1534 Index,534D1542 Index
Singapore,21593.3,2.61,7263.6,2.29,14329.7,2.82,-7066.1,576D1534 Index,534D1576 Index
Indonesia,21046.81,2.55,5016.91,1.58,16029.9,3.15,-11012.99,536D1534 Index,534D1536 Index
Switzerland,19849.55,2.4,1816.35,0.57,18033.2,3.54,-16216.85,146D1534 Index,534D1146 Index
Australia,18482.15,2.24,4342.55,1.37,14139.6,2.78,-9797.05,193D1534 Index,534D1193 Index
Japan,18041.41,2.18,5506.91,1.73,12534.5,2.46,-7027.59,158D1534 Index,534D1158 Index
Iran,17423.1,2.11,2650.2,0.83,14772.9,2.9,-12122.7,429D1534 Index,534D1429 Index
Malaysia,16972.23,2.05,6556.73,2.06,10415.5,2.05,-3858.77,548D1534 Index,534D1548 Index
United Kingdom,16521.61,2,9473.97,2.98,7047.64,1.38,2426.33,112D1534 Index,534D1112 Index
CIS Countries,15449.07,1.87,4852.57,1.53,10596.5,2.08,-5743.93,901D1534 Index,534D1901 Index
