Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,4262030,100,2429900,100,1832130,100,597770,001D1924 Index,924D1001 Index
Advanced Economies,2709960,63.58,1622320,66.76,1087640,59.36,534680,110D1924 Index,924D1110 Index
Emerging and Developing Economies,1411398,33.12,802298,33.02,609100,33.25,193198,200I1924 Index,924D1200 Index
Non Fuel Exporting Countries,1030703,24.18,622648,25.62,408055,22.27,214593,092D1924 Index,924D1092 Index
United States,660530,15.5,505597,20.81,154933,8.46,350664,111D1924 Index,924D1111 Index
European Union,588007,13.8,365053,15.02,222954,12.17,142099,998D1924 Index,924D1998 Index
Developing Asia,530226,12.44,302331,12.44,227895,12.44,74436,505D1924 Index,924D1505 Index
Euro-zone,503788,11.82,307030,12.64,196758,10.74,110272,995D1924 Index,924D1995 Index
Fuel Exporting Countries,380696,8.93,179650,7.39,201046,10.97,-21396,080D1924 Index,924D1080 Index
Japan,330127,7.75,164354,6.76,165773,9.05,-1419,158D1924 Index,924D1158 Index
Developing Western Hemisphere,305220,7.16,179532,7.39,125688,6.86,53844,205D1924 Index,924D1205 Index
South Korea,274571.6,6.44,97009.6,3.99,177562,9.69,-80552.4,542D1924 Index,924D1542 Index
Hong Kong,270292.16,6.34,262790,10.81,7502.16,0.41,255287.84,532D1924 Index,924D1532 Index
Developing Europe,201398.6,4.73,127036,5.23,74362.6,4.06,52673.4,170D1924 Index,924D1170 Index
Germany,178761.8,4.19,81816.6,3.37,96945.2,5.29,-15128.6,134D1924 Index,924D1134 Index
Australia,144916.5,3.4,52108.7,2.14,92807.8,5.07,-40699.1,193D1924 Index,924D1193 Index
CIS Countries,128145.6,3.01,68691.3,2.83,59454.3,3.25,9237,901D1924 Index,924D1901 Index
Sub-Saharan Africa,119682.5,2.81,51296.6,2.11,68385.9,3.73,-17089.3,603D1924 Index,924D1603 Index
