Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,972976,100,480815,100,492161,100,-11346,001D1273 Index,273D1001 Index
Advanced Economies,770298,79.17,425896,88.58,344402,69.98,81494,110D1273 Index,273D1110 Index
United States,575306,59.13,346528,72.07,228778,46.48,117750,111D1273 Index,273D1111 Index
Emerging and Developing Economies,201582.9,20.72,54380.9,11.31,147202,29.91,-92821.1,200I1273 Index,273D1200 Index
Non Fuel Exporting Countries,191997.9,19.73,48617.9,10.11,143380,29.13,-94762.1,092D1273 Index,273D1092 Index
Developing Asia,142775.7,14.67,21744.7,4.52,121031,24.59,-99286.3,505D1273 Index,273D1505 Index
China,102588.3,10.54,14067.1,2.93,88521.2,17.99,-74454.1,924D1273 Index,273D1924 Index
European Union,81563.4,8.38,28000.5,5.82,53562.9,10.88,-25562.4,998D1273 Index,273D1998 Index
Euro-zone,73311.9,7.53,26536.6,5.52,46775.3,9.5,-20238.7,995D1273 Index,273D1995 Index
Canada,41341.2,4.25,29922.7,6.22,11418.5,2.32,18504.2,156D1273 Index,273D1156 Index
Developing Western Hemisphere,41333.3,4.25,25741.9,5.35,15591.4,3.17,10150.5,205D1273 Index,273D1205 Index
Germany,26620.73,2.74,7792.83,1.62,18827.9,3.83,-11035.07,134D1273 Index,273D1134 Index
Japan,25646.24,2.64,6360.14,1.32,19286.1,3.92,-12925.96,158D1273 Index,273D1158 Index
South Korea,22835.55,2.35,5104.55,1.06,17731,3.6,-12626.45,542D1273 Index,273D1542 Index
Brazil,12106.21,1.24,5204.59,1.08,6901.62,1.4,-1697.03,223D1273 Index,273D1223 Index
Spain,11199.12,1.15,5347.68,1.11,5851.44,1.19,-503.76,184D1273 Index,273D1184 Index
India,10537.46,1.08,4991.62,1.04,5545.84,1.13,-554.22,534D1273 Index,273D1534 Index
Malaysia,10322.32,1.06,367.78,0.08,9954.54,2.02,-9586.77,548D1273 Index,273D1548 Index
Developing Europe,9861.27,1.01,2806.73,0.58,7054.54,1.43,-4247.81,170D1273 Index,273D1170 Index
Fuel Exporting Countries,9585.61,0.99,5762.97,1.2,3822.64,0.78,1940.33,080D1273 Index,273D1080 Index
Italy,8105.06,0.83,1099.04,0.23,7006.02,1.42,-5906.98,136D1273 Index,273D1136 Index
Thailand,7399.09,0.76,656.1,0.14,6742.99,1.37,-6086.89,578D1273 Index,273D1578 Index
Belgium,6508.46,0.67,5225.61,1.09,1282.85,0.26,3942.76,124D1273 Index,273D1124 Index
France,6471.05,0.67,1820.28,0.38,4650.77,0.94,-2830.49,132D1273 Index,273D1132 Index
Netherlands,6413.52,0.66,3814.66,0.79,2598.86,0.53,1215.8,138D1273 Index,273D1138 Index
Colombia,5825.06,0.6,3947.39,0.82,1877.67,0.38,2069.72,233D1273 Index,273D1233 Index
Vietnam,5800.13,0.6,1124.62,0.23,4675.51,0.95,-3550.89,582D1273 Index,273D1582 Index
United Kingdom,5421.28,0.56,2855.38,0.59,2565.9,0.52,289.48,112D1273 Index,273D1112 Index
Chile,4178.91,0.43,2411.08,0.5,1767.83,0.36,643.25,228D1273 Index,273D1228 Index
Singapore,4119.82,0.42,2347.34,0.49,1772.48,0.36,574.86,576D1273 Index,273D1576 Index
CIS Countries,3650.44,0.38,1279.97,0.27,2370.47,0.48,-1090.5,901D1273 Index,273D1901 Index
Switzerland,3190.42,0.33,1288.03,0.27,1902.39,0.39,-614.36,146D1273 Index,273D1146 Index
Philippines,3119.24,0.32,143.54,0.03,2975.7,0.6,-2832.16,566D1273 Index,273D1566 Index
Russia,3041.7,0.31,937.98,0.2,2103.72,0.43,-1165.74,922D1273 Index,273D1922 Index
Australia,2815.22,0.29,2466.27,0.51,348.95,0.07,2117.32,193D1273 Index,273D1193 Index
Argentina,2759.91,0.28,1877.26,0.39,882.65,0.18,994.61,213D1273 Index,273D1213 Index
Guatemala,2701.61,0.28,2133.63,0.44,567.98,0.12,1565.65,258D1273 Index,273D1258 Index
Sub-Saharan Africa,2687.54,0.28,850.66,0.18,1836.88,0.37,-986.22,603D1273 Index,273D1603 Index
Peru,2547.71,0.26,2039.76,0.42,507.95,0.1,1531.81,293D1273 Index,273D1293 Index
Ireland,2207.93,0.23,332.75,0.07,1875.18,0.38,-1542.43,178D1273 Index,273D1178 Index
Austria,2182.53,0.22,162.61,0.03,2019.92,0.41,-1857.31,122D1273 Index,273D1122 Index
Indonesia,1973.84,0.2,287.32,0.06,1686.52,0.34,-1399.2,536D1273 Index,273D1536 Index
Czech Republic,1921.57,0.2,363.05,0.08,1558.52,0.32,-1195.47,935D1273 Index,273D1935 Index
Hungary,1833.22,0.19,283.84,0.06,1549.38,0.31,-1265.54,944D1273 Index,273D1944 Index
Turkey,1763.51,0.18,672.82,0.14,1090.69,0.22,-417.87,186D1273 Index,273D1186 Index
United Arab Emirates,1677.32,0.17,1139.5,0.24,537.82,0.11,601.68,466D1273 Index,273D1466 Index
Costa Rica,1627.02,0.17,1166.89,0.24,460.13,0.09,706.76,238D1273 Index,273D1238 Index
Poland,1420.97,0.15,302.57,0.06,1118.4,0.23,-815.83,964D1273 Index,273D1964 Index
Hong Kong,1372.5,0.14,987.37,0.21,385.13,0.08,602.23,532D1273 Index,273D1532 Index
Venezuela,1295.91,0.13,1228.6,0.26,67.31,0.01,1161.29,299D1273 Index,273D1299 Index
Sweden,1260.08,0.13,153.94,0.03,1106.14,0.22,-952.2,144D1273 Index,273D1144 Index
El Salvador,1178.94,0.12,917.41,0.19,261.53,0.05,655.88,253D1273 Index,273D1253 Index
Honduras,1163.28,0.12,700.11,0.15,463.18,0.09,236.93,268D1273 Index,273D1268 Index
South Africa,1052.57,0.11,611.7,0.13,440.87,0.09,170.84,199D1273 Index,273D1199 Index
Dominican Republic,1027.29,0.11,854.85,0.18,172.45,0.04,682.4,243D1273 Index,273D1243 Index
Ecuador,935.43,0.1,732.26,0.15,203.17,0.04,529.09,248D1273 Index,273D1248 Index
Denmark,934.06,0.1,163.11,0.03,770.95,0.16,-607.84,128D1273 Index,273D1128 Index
Portugal,895.59,0.09,190.51,0.04,705.08,0.14,-514.57,182D1273 Index,273D1182 Index
Israel,835.87,0.09,124.1,0.03,711.77,0.14,-587.67,436D1273 Index,273D1436 Index
Finland,832.77,0.09,182.42,0.04,650.35,0.13,-467.94,172D1273 Index,273D1172 Index
Nicaragua,815.34,0.08,461.97,0.1,353.36,0.07,108.61,278D1273 Index,273D1278 Index
Saudi Arabia,805.86,0.08,710.91,0.15,94.95,0.02,615.96,456D1273 Index,273D1456 Index
Panama,752.26,0.08,640.25,0.13,112.01,0.02,528.24,283D1273 Index,273D1283 Index
Romania,687.42,0.07,178.68,0.04,508.74,0.1,-330.05,968D1273 Index,273D1968 Index
New Zealand,627.01,0.06,317.8,0.07,309.21,0.06,8.59,196D1273 Index,273D1196 Index
Uruguay,615.75,0.06,216.04,0.04,399.71,0.08,-183.67,298D1273 Index,273D1298 Index
Morocco,588.58,0.06,135.6,0.03,452.98,0.09,-317.38,686D1273 Index,273D1686 Index
Trinidad And Tobago,586.75,0.06,172.75,0.04,414,0.08,-241.24,369D1273 Index,273D1369 Index
Cuba,560.46,0.06,538.35,0.11,22.11,0,516.23,928D1273 Index,273D1928 Index
Other Countries,560.46,0.06,538.35,0.11,22.11,0,516.23,910D1273 Index,273D1910 Index
Luxembourg,549.89,0.06,374.16,0.08,175.73,0.04,198.44,137D1273 Index,273D1137 Index
Slovakia,519.04,0.05,52.64,0.01,466.4,0.09,-413.76,936D1273 Index,273D1936 Index
Norway,462.83,0.05,270.04,0.06,192.8,0.04,77.24,142D1273 Index,273D1142 Index
Ukraine,404.17,0.04,169.77,0.04,234.41,0.05,-64.64,926D1273 Index,273D1926 Index
Bangladesh,366.58,0.04,19.71,0,346.87,0.07,-327.16,513D1273 Index,273D1513 Index
Jordan,335.29,0.03,301.02,0.06,34.28,0.01,266.74,439D1273 Index,273D1439 Index
Pakistan,299.63,0.03,88.49,0.02,211.14,0.04,-122.65,564D1273 Index,273D1564 Index
Algeria,292.25,0.03,254.05,0.05,38.2,0.01,215.84,612D1273 Index,273D1612 Index
Bolivia,289.16,0.03,255.62,0.05,33.55,0.01,222.07,218D1273 Index,273D1218 Index
Paraguay,276.78,0.03,237.58,0.05,39.2,0.01,198.38,288D1273 Index,273D1288 Index
Qatar,254.55,0.03,192.42,0.04,62.14,0.01,130.28,453D1273 Index,273D1453 Index
Sri Lanka,250.07,0.03,15.29,0,234.78,0.05,-219.49,524D1273 Index,273D1524 Index
Greece,243.95,0.03,39.43,0.01,204.52,0.04,-165.09,174D1273 Index,273D1174 Index
Nigeria,234.56,0.02,77.92,0.02,156.64,0.03,-78.73,694D1273 Index,273D1694 Index
Cambodia,186.14,0.02,9.75,0,176.39,0.04,-166.64,522D1273 Index,273D1522 Index
Estonia,184.23,0.02,12.92,0,171.31,0.03,-158.39,939D1273 Index,273D1939 Index
Slovenia,181.91,0.02,16.8,0,165.11,0.03,-148.31,961D1273 Index,273D1961 Index
Jamaica,164.69,0.02,162.72,0.03,1.96,0,160.76,343D1273 Index,273D1343 Index
Bulgaria,143.55,0.01,12.6,0,130.95,0.03,-118.35,918D1273 Index,273D1918 Index
Bahrain,121.52,0.01,74.26,0.02,47.26,0.01,27,419D1273 Index,273D1419 Index
Cote D Ivoire,113,0.01,16.35,0,96.65,0.02,-80.29,662D1273 Index,273D1662 Index
Belize,105.34,0.01,103.01,0.02,2.33,0,100.67,339D1273 Index,273D1339 Index
Haiti,101.62,0.01,77.26,0.02,24.36,0,52.9,263D1273 Index,273D1263 Index
Tunisia,98.28,0.01,38.35,0.01,59.93,0.01,-21.57,744D1273 Index,273D1744 Index
Lebanon,96.76,0.01,94.54,0.02,2.22,0,92.32,446D1273 Index,273D1446 Index
Egypt,95.82,0.01,39.81,0.01,56.01,0.01,-16.2,469D1273 Index,273D1469 Index
Kuwait,85.52,0.01,67.13,0.01,18.39,0,48.74,443D1273 Index,273D1443 Index
Kazakhstan,84.28,0.01,76.45,0.02,7.83,0,68.61,916D1273 Index,273D1916 Index
Guyana,75.85,0.01,36.48,0.01,39.37,0.01,-2.89,336D1273 Index,273D1336 Index
Lithuania,74.38,0.01,40.22,0.01,34.16,0.01,6.07,946D1273 Index,273D1946 Index
Malta,61.55,0.01,1.04,0,60.51,0.01,-59.46,181D1273 Index,273D1181 Index
Myanmar,58.43,0.01,13.29,0,45.14,0.01,-31.85,518D1273 Index,273D1518 Index
Oman,55.01,0.01,17.14,0,37.87,0.01,-20.74,449D1273 Index,273D1449 Index
Papua New Guinea,51.15,0.01,0.62,0,50.53,0.01,-49.91,853D1273 Index,273D1853 Index
Croatia,50.57,0.01,6.1,0,44.47,0.01,-38.37,960D1273 Index,273D1960 Index
Belarus,49.77,0.01,36.73,0.01,13.03,0,23.7,913D1273 Index,273D1913 Index
Bahamas,46.25,0,18.17,0,28.08,0.01,-9.9,313D1273 Index,273D1313 Index
Latvia,45.21,0,24.59,0.01,20.63,0,3.96,941D1273 Index,273D1941 Index
Laos,44.23,0,11.02,0,33.21,0.01,-22.18,544D1273 Index,273D1544 Index
Iceland,40.5,0,20.04,0,20.46,0,-0.42,176D1273 Index,273D1176 Index
Barbados,36.4,0,35.8,0.01,0.6,0,35.2,316D1273 Index,273D1316 Index
Kenya,34.12,0,18.63,0,15.49,0,3.13,664D1273 Index,273D1664 Index
Iraq,30.95,0,30.94,0.01,0,0,30.94,433D1273 Index,273D1433 Index
Senegal,29.68,0,2.45,0,27.23,0.01,-24.78,722D1273 Index,273D1722 Index
Gabon,27.29,0,2.64,0,24.64,0.01,-22,646D1273 Index,273D1646 Index
Aruba,26.93,0,24.62,0.01,2.31,0,22.3,314D1273 Index,273D1314 Index
Bermuda,22.83,0,22.79,0,0.04,0,22.75,319D1273 Index,273D1319 Index
Cameroon,20.94,0,17.54,0,3.39,0,14.15,622D1273 Index,273D1622 Index
Mozambique,20.49,0,11.32,0,9.17,0,2.15,688D1273 Index,273D1688 Index
Ghana,17.37,0,13.46,0,3.91,0,9.56,652D1273 Index,273D1652 Index
Mauritania,17.02,0,0.33,0,16.69,0,-16.36,682D1273 Index,273D1682 Index
Albania,16.66,0,7.98,0,8.68,0,-0.7,914D1273 Index,273D1914 Index
Macau,16.49,0,15.6,0,0.89,0,14.7,546D1273 Index,273D1546 Index
Dominica,15.18,0,14.86,0,0.32,0,14.53,321D1273 Index,273D1321 Index
Cyprus,15.01,0,6.43,0,8.58,0,-2.15,423D1273 Index,273D1423 Index
Niger,14.82,0,1.38,0,13.44,0,-12.07,692D1273 Index,273D1692 Index
Madagascar,14,0,5.73,0,8.27,0,-2.54,674D1273 Index,273D1674 Index
Sierra Leone,13.06,0,0.22,0,12.83,0,-12.61,724D1273 Index,273D1724 Index
Mauritius,12.2,0,7.63,0,4.57,0,3.06,684D1273 Index,273D1684 Index
Mongolia,11.95,0,11.91,0,0.04,0,11.86,948D1273 Index,273D1948 Index
Angola,11.57,0,11.47,0,0.1,0,11.37,614D1273 Index,273D1614 Index
Mali,10.67,0,2.48,0,8.18,0,-5.7,678D1273 Index,273D1678 Index
Suriname,10.63,0,9.26,0,1.37,0,7.89,366D1273 Index,273D1366 Index
Afghanistan,10.51,0,0.71,0,9.81,0,-9.1,512D1273 Index,273D1512 Index
Burkina Faso,9.82,0,9.81,0,0.01,0,9.8,748D1273 Index,273D1748 Index
Tanzania,9.49,0,8.1,0,1.39,0,6.71,738D1273 Index,273D1738 Index
Ethiopia,8.93,0,3.42,0,5.51,0,-2.1,644D1273 Index,273D1644 Index
St. Lucia,8.9,0,8.79,0,0.1,0,8.69,362D1273 Index,273D1362 Index
Uganda,8.59,0,4.99,0,3.6,0,1.38,746D1273 Index,273D1746 Index
Seychelles,7.85,0,0.24,0,7.61,0,-7.36,718D1273 Index,273D1718 Index
Moldova,7.42,0,5.62,0,1.81,0,3.81,921D1273 Index,273D1921 Index
Iran,6.99,0,1.13,0,5.85,0,-4.72,429D1273 Index,273D1429 Index
Nepal,6.17,0,4.41,0,1.76,0,2.65,558D1273 Index,273D1558 Index
New Caledonia,6.13,0,4.51,0,1.62,0,2.89,839D1273 Index,273D1839 Index
Sudan,5.98,0,3.98,0,1.99,0,1.99,732D1273 Index,273D1732 Index
Fiji,5.81,0,1.42,0,4.38,0,-2.96,819D1273 Index,273D1819 Index
Brunei Darussalam,4.75,0,4.37,0,0.37,0,4,516D1273 Index,273D1516 Index
Liberia,4.58,0,1.92,0,2.65,0,-0.73,668D1273 Index,273D1668 Index
Kyrgyzstan,4.44,0,4.27,0,0.16,0,4.11,917D1273 Index,273D1917 Index
Zambia,4.14,0,4.08,0,0.06,0,4.02,754D1273 Index,273D1754 Index
Togo,4.12,0,4.11,0,0.01,0,4.1,742D1273 Index,273D1742 Index
St. Vincent & Grens.,3.18,0,3.1,0,0.08,0,3.01,364I1273 Index,273D1364 Index
Malawi,2.54,0,2.08,0,0.46,0,1.62,676D1273 Index,273D1676 Index
St. Kitts And Nevis,2.22,0,1.61,0,0.61,0,0.99,361D1273 Index,273D1361 Index
Netherlands Antilles,1.92,0,1.47,0,0.45,0,1.03,353D1273 Index,273D1353 Index
Grenada,1.9,0,1.89,0,0.02,0,1.87,328D1273 Index,273D1328 Index
Zimbabwe,1.3,0,0.14,0,1.17,0,-1.03,698D1273 Index,273D1698 Index
Congo,1.17,0,0.9,0,0.26,0,0.64,634D1273 Index,273D1634 Index
Syria,1.12,0,0.84,0,0.28,0,0.57,463D1273 Index,273D1463 Index
"Congo, Democratic Republic",1.03,0,1.01,0,0.03,0,0.98,636D1273 Index,273D1636 Index
Djibouti,1.02,0,0.83,0,0.19,0,0.64,611D1273 Index,273D1611 Index
Rwanda,0.94,0,0.63,0,0.31,0,0.33,714D1273 Index,273D1714 Index
Equatorial Guinea,0.84,0,0.66,0,0.18,0,0.49,642D1273 Index,273D1642 Index
Benin,0.82,0,0.82,0,0,0,0.81,638D1273 Index,273D1638 Index
Maldives,0.77,0,0.56,0,0.21,0,0.34,556D1273 Index,273D1556 Index
Central African Rep.,0.76,0,0.19,0,0.57,0,-0.38,626D1273 Index,273D1626 Index
Samoa,0.63,0,0.09,0,0.54,0,-0.45,862D1273 Index,273D1862 Index
Chad,0.54,0,0.45,0,0.09,0,0.35,628D1273 Index,273D1628 Index
Burundi,0.49,0,0.48,0,0.01,0,0.47,618D1273 Index,273D1618 Index
Libya,0.47,0,0.42,0,0.04,0,0.38,672D1273 Index,273D1672 Index
Somalia,0.43,0,0.36,0,0.07,0,0.29,726D1273 Index,273D1726 Index
Guinea,0.37,0,0.33,0,0.04,0,0.3,656D1273 Index,273D1656 Index
Comoros,0.36,0,0.24,0,0.13,0,0.11,632D1273 Index,273D1632 Index
Gambia,0.28,0,0.02,0,0.26,0,-0.23,648D1273 Index,273D1648 Index
Cape Verde,0.26,0,0.18,0,0.08,0,0.1,624D1273 Index,273D1624 Index
Solomon Islands,0.13,0,0.12,0,0.01,0,0.1,813D1273 Index,273D1813 Index
Peoples Democratic Republic of Yemen,0.11,0,0.01,0,0.11,0,-0.1,474D1273 Index,273D1474 Index
Sao Tome & Principe,0.08,0,0.05,0,0.03,0,0.02,716D1273 Index,273D1716 Index
Greenland,0.07,0,0.06,0,0.01,0,0.05,326D1273 Index,273D1326 Index
Vanuatu,0.05,0,0.05,0,0.01,0,0.04,846D1273 Index,273D1846 Index
Tonga,0.03,0,0.01,0,0.01,0,0,866D1273 Index,273D1866 Index
