Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,2682780,100,1475590,100,1207190,100,268400,001D1134 Index,134D1001 Index
Non Fuel Exporting Countries,2524220,94.09,1390940,94.26,1133280,93.88,257660,092D1134 Index,134D1092 Index
Advanced Economies,1891417,70.5,1033770,70.06,857647,71.04,176123,110D1134 Index,134D1110 Index
European Union,1632958,60.87,842573,57.1,790385,65.47,52188,998D1134 Index,134D1998 Index
Euro-zone,1087339,40.53,540221,36.61,547118,45.32,-6897,995D1134 Index,134D1995 Index
Emerging and Developing Economies,791037,29.49,441532,29.92,349505,28.95,92027,200I1134 Index,134D1200 Index
Developing Europe,365633,13.63,183631,12.44,182002,15.08,1629,170D1134 Index,134D1170 Index
Developing Asia,260935,9.73,141775,9.61,119160,9.87,22615,505D1134 Index,134D1505 Index
Netherlands,250657.4,9.34,85009.4,5.76,165648,13.72,-80638.6,138D1134 Index,134D1138 Index
France,225009.3,8.39,130043,8.81,94966.3,7.87,35076.7,132D1134 Index,134D1132 Index
China,185534.5,6.92,104776,7.1,80758.5,6.69,24017.5,924D1134 Index,134D1924 Index
United States,172497.6,6.43,123260,8.35,49237.6,4.08,74022.4,111D1134 Index,134D1111 Index
Fuel Exporting Countries,158559.1,5.91,84650.3,5.74,73908.8,6.12,10741.5,080D1134 Index,134D1080 Index
United Kingdom,150794.5,5.62,97789.7,6.63,53004.8,4.39,44784.9,112D1134 Index,134D1112 Index
Italy,138033.7,5.15,72277.7,4.9,65756,5.45,6521.7,136D1134 Index,134D1136 Index
Belgium,134739.4,5.02,59607.8,4.04,75131.6,6.22,-15523.8,124D1134 Index,134D1124 Index
Austria,126453.1,4.71,75204.7,5.1,51248.4,4.25,23956.3,122D1134 Index,134D1122 Index
Poland,115701.4,4.31,60308.1,4.09,55393.3,4.59,4914.8,964D1134 Index,134D1964 Index
Switzerland,108803.5,4.06,59641.2,4.04,49162.3,4.07,10478.9,146D1134 Index,134D1146 Index
CIS Countries,106490.3,3.97,46308.5,3.14,60181.8,4.99,-13873.3,901D1134 Index,134D1901 Index
Czech Republic,99130.3,3.7,46418.8,3.15,52711.5,4.37,-6292.7,935D1134 Index,134D1935 Index
Russia,81121.3,3.02,32961.3,2.23,48160,3.99,-15198.7,922D1134 Index,134D1922 Index
Spain,80562.6,3,47473.5,3.22,33089.1,2.74,14384.4,184D1134 Index,134D1184 Index
Developing Western Hemisphere,63982.7,2.38,44268.3,3,19714.4,1.63,24553.9,205D1134 Index,134D1205 Index
Hungary,55553.3,2.07,26539.7,1.8,29013.6,2.4,-2473.9,944D1134 Index,134D1944 Index
Sweden,46345.9,1.73,28218.3,1.91,18127.6,1.5,10090.7,144D1134 Index,134D1144 Index
Japan,43441,1.62,24119.1,1.63,19321.9,1.6,4797.2,158D1134 Index,134D1158 Index
Denmark,38275.1,1.43,20494,1.39,17781.1,1.47,2712.9,128D1134 Index,134D1128 Index
Turkey,38166.4,1.42,22369.5,1.52,15796.9,1.31,6572.6,186D1134 Index,134D1186 Index
Slovakia,33431,1.25,15354.5,1.04,18076.5,1.5,-2722,936D1134 Index,134D1936 Index
Norway,32328.8,1.21,10570.4,0.72,21758.4,1.8,-11188,142D1134 Index,134D1142 Index
Sub-Saharan Africa,30781.3,1.15,17570.6,1.19,13210.7,1.09,4359.9,603D1134 Index,134D1603 Index
South Korea,30276.33,1.13,21298.8,1.44,8977.53,0.74,12321.27,542D1134 Index,134D1542 Index
Romania,27622.4,1.03,14887.9,1.01,12734.5,1.05,2153.4,968D1134 Index,134D1968 Index
Brazil,22549.64,0.84,14667.5,0.99,7882.14,0.65,6785.36,223D1134 Index,134D1223 Index
Finland,20876.79,0.78,11709,0.79,9167.79,0.76,2541.21,172D1134 Index,134D1172 Index
India,20613.21,0.77,12704.4,0.86,7908.81,0.66,4795.59,534D1134 Index,134D1534 Index
Canada,19038.21,0.71,15311.4,1.04,3726.81,0.31,11584.59,156D1134 Index,134D1156 Index
Mexico,18682.91,0.7,14588.1,0.99,4094.81,0.34,10493.29,273D1134 Index,134D1273 Index
Portugal,16414.12,0.61,9657.73,0.65,6756.39,0.56,2901.34,182D1134 Index,134D1182 Index
South Africa,15859.54,0.59,10629.3,0.72,5230.24,0.43,5399.06,199D1134 Index,134D1199 Index
Ireland,15609.67,0.58,6396.71,0.43,9212.96,0.76,-2816.25,178D1134 Index,134D1178 Index
United Arab Emirates,14995.62,0.56,14079.1,0.95,916.52,0.08,13162.58,466D1134 Index,134D1466 Index
Singapore,13764.63,0.51,10643,0.72,3121.63,0.26,7521.37,576D1134 Index,134D1576 Index
Saudi Arabia,13630.99,0.51,12416.6,0.84,1214.39,0.1,11202.21,456D1134 Index,134D1456 Index
Malaysia,13484.43,0.5,7089.84,0.48,6394.59,0.53,695.25,548D1134 Index,134D1548 Index
Australia,13112.55,0.49,11341.7,0.77,1770.85,0.15,9570.85,193D1134 Index,134D1193 Index
Slovenia,12003.02,0.45,5497.71,0.37,6505.31,0.54,-1007.6,961D1134 Index,134D1961 Index
Luxembourg,11435.67,0.43,6544.84,0.44,4890.83,0.41,1654.01,137D1134 Index,134D1137 Index
Thailand,9892.18,0.37,4992.89,0.34,4899.29,0.41,93.6,578D1134 Index,134D1578 Index
Hong Kong,9496.3,0.35,7549.47,0.51,1946.83,0.16,5602.64,532D1134 Index,134D1532 Index
Vietnam,9204.84,0.34,2623.28,0.18,6581.56,0.55,-3958.28,582D1134 Index,134D1582 Index
Greece,8608.57,0.32,6418.13,0.43,2190.44,0.18,4227.69,174D1134 Index,134D1174 Index
Kazakhstan,8099.39,0.3,2327.1,0.16,5772.29,0.48,-3445.19,916D1134 Index,134D1916 Index
Indonesia,7799.9,0.29,4091.18,0.28,3708.72,0.31,382.46,536D1134 Index,134D1536 Index
Bulgaria,7578.02,0.28,4250.29,0.29,3327.73,0.28,922.56,918D1134 Index,134D1918 Index
Egypt,7312.47,0.27,5390.1,0.37,1922.37,0.16,3467.73,469D1134 Index,134D1469 Index
Ukraine,7138.22,0.27,5360.24,0.36,1777.98,0.15,3582.26,926D1134 Index,134D1926 Index
Nigeria,7124.05,0.27,1872.21,0.13,5251.84,0.44,-3379.63,694D1134 Index,134D1694 Index
Algeria,6971.75,0.26,3633.2,0.25,3338.55,0.28,294.65,612D1134 Index,134D1612 Index
Israel,6317.02,0.24,4651.7,0.32,1665.32,0.14,2986.38,436D1134 Index,134D1436 Index
Philippines,6044.37,0.23,2954.82,0.2,3089.55,0.26,-134.73,566D1134 Index,134D1566 Index
Lithuania,6025.98,0.22,3846.3,0.26,2179.68,0.18,1666.62,946D1134 Index,134D1946 Index
Argentina,5171.65,0.19,3517.98,0.24,1653.67,0.14,1864.31,213D1134 Index,134D1213 Index
Croatia,4617.92,0.17,3444.71,0.23,1173.21,0.1,2271.5,960D1134 Index,134D1960 Index
Bangladesh,4226.87,0.16,596.44,0.04,3630.43,0.3,-3033.99,513D1134 Index,134D1513 Index
Serbia,4058.3,0.15,2455.9,0.17,1602.4,0.13,853.5,942D1134 Index,134D1942 Index
Chile,3932.31,0.15,2615.82,0.18,1316.49,0.11,1299.33,228D1134 Index,134D1228 Index
Azerbaijan,3862.63,0.14,703.64,0.05,3158.99,0.26,-2455.35,912D1134 Index,134D1912 Index
Tunisia,3675.18,0.14,1739.94,0.12,1935.24,0.16,-195.3,744D1134 Index,134D1744 Index
Colombia,3632.91,0.14,2530.98,0.17,1101.93,0.09,1429.05,233D1134 Index,134D1233 Index
Iran,3208.04,0.12,2835.85,0.19,372.19,0.03,2463.66,429D1134 Index,134D1429 Index
Morocco,3149.45,0.12,2363.33,0.16,786.12,0.07,1577.21,686D1134 Index,134D1686 Index
Belarus,3122.05,0.12,2465.32,0.17,656.73,0.05,1808.59,913D1134 Index,134D1913 Index
Latvia,2897.95,0.11,2044.5,0.14,853.45,0.07,1191.05,941D1134 Index,134D1941 Index
Estonia,2843.51,0.11,2100.52,0.14,742.99,0.06,1357.53,939D1134 Index,134D1939 Index
Peru,2832.55,0.11,1600.64,0.11,1231.91,0.1,368.73,293D1134 Index,134D1293 Index
Macedonia,2776.55,0.1,807.28,0.05,1969.27,0.16,-1161.99,962D1134 Index,134D1962 Index
New Zealand,2645.48,0.1,2047.78,0.14,597.7,0.05,1450.08,196D1134 Index,134D1196 Index
Libya,2642.9,0.1,396.83,0.03,2246.07,0.19,-1849.24,672D1134 Index,134D1672 Index
Pakistan,2536.92,0.09,1070.47,0.07,1466.45,0.12,-395.98,564D1134 Index,134D1564 Index
Qatar,2327.11,0.09,2172.73,0.15,154.38,0.01,2018.35,453D1134 Index,134D1453 Index
Kuwait,2279.81,0.08,2099.38,0.14,180.43,0.01,1918.95,443D1134 Index,134D1443 Index
Iraq,2190.11,0.08,1618.51,0.11,571.61,0.05,1046.91,433D1134 Index,134D1433 Index
Bosnia and Herzegovina,1930.91,0.07,1268.36,0.09,662.55,0.05,605.81,963D1134 Index,134D1963 Index
Lebanon,1312.35,0.05,1256.66,0.09,55.69,0,1200.97,446D1134 Index,134D1446 Index
Venezuela,1234.76,0.05,1142.97,0.08,91.79,0.01,1051.18,299D1134 Index,134D1299 Index
Ecuador,1093.98,0.04,577.56,0.04,516.42,0.04,61.14,248D1134 Index,134D1248 Index
Cambodia,1047.56,0.04,90.7,0.01,956.86,0.08,-866.16,522D1134 Index,134D1522 Index
Cote D Ivoire,1021.15,0.04,304.49,0.02,716.66,0.06,-412.17,662D1134 Index,134D1662 Index
Oman,927.34,0.03,863.39,0.06,63.95,0.01,799.43,449D1134 Index,134D1449 Index
Jordan,919.89,0.03,899.13,0.06,20.77,0,878.36,439D1134 Index,134D1439 Index
Malta,906.89,0.03,430.97,0.03,475.92,0.04,-44.95,181D1134 Index,134D1181 Index
Sri Lanka,850.12,0.03,327.21,0.02,522.9,0.04,-195.69,524D1134 Index,134D1524 Index
Cyprus,831.15,0.03,604.62,0.04,226.53,0.02,378.09,423D1134 Index,134D1423 Index
Uruguay,734.06,0.03,467.87,0.03,266.19,0.02,201.69,298D1134 Index,134D1298 Index
Uzbekistan,723.48,0.03,701.01,0.05,22.47,0,678.54,927D1134 Index,134D1927 Index
Kenya,681.83,0.03,531.29,0.04,150.54,0.01,380.74,664D1134 Index,134D1664 Index
Ghana,661.09,0.02,460.02,0.03,201.06,0.02,258.96,652D1134 Index,134D1652 Index
Ethiopia,653.27,0.02,417.69,0.03,235.57,0.02,182.12,644D1134 Index,134D1644 Index
Bahrain,622.43,0.02,580.04,0.04,42.39,0,537.66,419D1134 Index,134D1419 Index
