Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,515788,100,264288,100,251500,100,12788,001D1146 Index,146D1001 Index
Advanced Economies,382298,74.12,190652,72.14,191646,76.2,-994,110D1146 Index,146D1110 Index
European Union,235271,45.61,104849,39.67,130422,51.86,-25573,998D1146 Index,146D1998 Index
Euro-zone,221137.4,42.87,99489.4,37.64,121648,48.37,-22158.6,995D1146 Index,146D1995 Index
Emerging and Developing Economies,133424,25.87,73602.7,27.85,59821.3,23.79,13781.4,200I1146 Index,146D1200 Index
Non Fuel Exporting Countries,108773.8,21.09,57035.9,21.58,51737.9,20.57,5298,092D1146 Index,146D1092 Index
Germany,96302.7,18.67,44315.2,16.77,51987.5,20.67,-7672.3,134D1146 Index,146D1134 Index
Developing Asia,60683.6,11.77,39120.4,14.8,21563.2,8.57,17557.2,505D1146 Index,146D1505 Index
United States,51844.1,10.05,31533,11.93,20311.1,8.08,11221.9,111D1146 Index,146D1111 Index
United Kingdom,41920.84,8.13,9764.24,3.69,32156.6,12.79,-22392.36,112D1146 Index,146D1112 Index
France,35188.4,6.82,18385.3,6.96,16803.1,6.68,1582.2,132D1146 Index,146D1132 Index
Italy,31417.3,6.09,11936.6,4.52,19480.7,7.75,-7544.1,136D1146 Index,146D1136 Index
Fuel Exporting Countries,24650.33,4.78,16566.9,6.27,8083.43,3.21,8483.47,080D1146 Index,146D1080 Index
Developing Europe,23646.69,4.58,8717.29,3.3,14929.4,5.94,-6212.11,170D1146 Index,146D1170 Index
India,22608.63,4.38,21085.8,7.98,1522.83,0.61,19562.97,534D1146 Index,146D1534 Index
China,22004.59,4.27,9146.99,3.46,12857.6,5.11,-3710.61,924D1146 Index,146D1924 Index
Hong Kong,21440.05,4.16,18741.1,7.09,2698.95,1.07,16042.15,532D1146 Index,146D1532 Index
Developing Western Hemisphere,17131.59,3.32,6774.29,2.56,10357.3,4.12,-3583.01,205D1146 Index,146D1205 Index
Austria,17067.37,3.31,9264.44,3.51,7802.93,3.1,1461.51,122D1146 Index,146D1122 Index
Japan,10891.93,2.11,7387.34,2.8,3504.59,1.39,3882.75,158D1146 Index,146D1158 Index
Sub-Saharan Africa,10061.37,1.95,2651.48,1,7409.89,2.95,-4758.41,603D1146 Index,146D1603 Index
Belgium,9608.65,1.86,4830.24,1.83,4778.41,1.9,51.83,124D1146 Index,146D1124 Index
Ireland,8839.42,1.71,1559.39,0.59,7280.03,2.89,-5720.64,178D1146 Index,146D1178 Index
Turkey,8620.87,1.67,2531.3,0.96,6089.57,2.42,-3558.27,186D1146 Index,146D1186 Index
United Arab Emirates,8539.68,1.66,4665.9,1.77,3873.78,1.54,792.12,466D1146 Index,146D1466 Index
Spain,8488.18,1.65,3774.14,1.43,4714.04,1.87,-939.9,184D1146 Index,146D1184 Index
Netherlands,8114.53,1.57,2950.71,1.12,5163.82,2.05,-2213.11,138D1146 Index,146D1138 Index
CIS Countries,8041.14,1.56,3377.58,1.28,4663.56,1.85,-1285.98,901D1146 Index,146D1901 Index
Thailand,7234.84,1.4,4640.52,1.76,2594.32,1.03,2046.2,578D1146 Index,146D1578 Index
Singapore,5758.86,1.12,3760.47,1.42,1998.39,0.79,1762.08,576D1146 Index,146D1576 Index
Israel,5071.39,0.98,4425.4,1.67,645.99,0.26,3779.41,436D1146 Index,146D1436 Index
Canada,4834.2,0.94,3756.94,1.42,1077.26,0.43,2679.68,156D1146 Index,146D1156 Index
Saudi Arabia,4222.38,0.82,4087.07,1.55,135.31,0.05,3951.76,456D1146 Index,146D1456 Index
Brazil,3995.9,0.77,2508.9,0.95,1487,0.59,1021.9,223D1146 Index,146D1223 Index
Czech Republic,3724.41,0.72,1275.71,0.48,2448.7,0.97,-1172.99,935D1146 Index,146D1935 Index
