Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,665326,100,422698,100,242628,100,180070,001D1922 Index,922D1001 Index
Emerging and Developing Economies,335779,50.47,211803,50.11,123976,51.1,87827,200I1922 Index,922D1200 Index
Advanced Economies,328986,49.45,210535,49.81,118451,48.82,92084,110D1922 Index,922D1110 Index
Non Fuel Exporting Countries,303289,45.59,188038,44.49,115251,47.5,72787,092D1922 Index,922D1092 Index
European Union,246748.8,37.09,162355,38.41,84393.8,34.78,77961.2,998D1922 Index,922D1998 Index
Euro-zone,192506.2,28.93,124794,29.52,67712.2,27.91,57081.8,995D1922 Index,922D1995 Index
Developing Europe,153575.7,23.08,110732,26.2,42843.7,17.66,67888.3,170D1922 Index,922D1170 Index
Developing Asia,145624.6,21.89,76561.1,18.11,69063.5,28.46,7497.6,505D1922 Index,922D1505 Index
China,114323.6,17.18,60257.2,14.26,54066.4,22.28,6190.8,924D1922 Index,922D1924 Index
CIS Countries,82021.1,12.33,55460.8,13.12,26560.3,10.95,28900.5,901D1922 Index,922D1901 Index
Germany,56334.2,8.47,31243.5,7.39,25090.7,10.34,6152.8,134D1922 Index,922D1134 Index
United States,35707,5.37,22284.8,5.27,13422.2,5.53,8862.6,111D1922 Index,922D1111 Index
Belarus,34213.6,5.14,22016.4,5.21,12197.2,5.03,9819.2,913D1922 Index,922D1913 Index
Fuel Exporting Countries,32490.07,4.88,23764.6,5.62,8725.47,3.6,15039.13,080D1922 Index,922D1080 Index
Netherlands,28286.29,4.25,24304.6,5.75,3981.69,1.64,20322.91,138D1922 Index,922D1138 Index
Turkey,28065.29,4.22,23115.2,5.47,4950.09,2.04,18165.11,186D1922 Index,922D1186 Index
Italy,26928.5,4.05,16044,3.8,10884.5,4.49,5159.5,136D1922 Index,922D1136 Index
Japan,23304.93,3.5,14345.6,3.39,8959.33,3.69,5386.27,158D1922 Index,922D1158 Index
South Korea,22528.67,3.39,14531.5,3.44,7997.17,3.3,6534.33,542D1922 Index,922D1542 Index
Poland,20995.28,3.16,15919,3.77,5076.28,2.09,10842.72,964D1922 Index,922D1964 Index
Kazakhstan,19411.52,2.92,14065.1,3.33,5346.42,2.2,8718.68,916D1922 Index,922D1916 Index
United Kingdom,18293.09,2.75,14256.5,3.37,4036.59,1.66,10219.91,112D1922 Index,922D1112 Index
France,17832.04,2.68,9258.71,2.19,8573.33,3.53,685.38,132D1922 Index,922D1132 Index
Developing Western Hemisphere,15206.17,2.29,7335.15,1.74,7871.02,3.24,-535.87,205D1922 Index,922D1205 Index
Finland,13476.91,2.03,9997.84,2.37,3479.07,1.43,6518.77,172D1922 Index,922D1172 Index
Ukraine,11787.4,1.77,6986.2,1.65,4801.2,1.98,2185,926D1922 Index,922D1926 Index
Belgium,11486.38,1.73,9094.09,2.15,2392.29,0.99,6701.8,124D1922 Index,922D1124 Index
India,10158.09,1.53,6238,1.48,3920.09,1.62,2317.91,534D1922 Index,922D1534 Index
Hungary,7329.83,1.1,5057.17,1.2,2272.66,0.94,2784.51,944D1922 Index,922D1944 Index
Spain,7122.39,1.07,3803.72,0.9,3318.67,1.37,485.05,184D1922 Index,922D1184 Index
Czech Republic,6978.05,1.05,3282.8,0.78,3695.25,1.52,-412.45,935D1922 Index,922D1935 Index
Sweden,6401.26,0.96,4166.21,0.99,2235.05,0.92,1931.16,144D1922 Index,922D1144 Index
Brazil,6044.61,0.91,3901.28,0.92,2143.33,0.88,1757.95,223D1922 Index,922D1223 Index
Slovakia,5864.33,0.88,3702.24,0.88,2162.09,0.89,1540.15,936D1922 Index,922D1936 Index
Lithuania,5761.93,0.87,5189.15,1.23,572.78,0.24,4616.37,946D1922 Index,922D1946 Index
Vietnam,5607.53,0.84,1825.61,0.43,3781.92,1.56,-1956.31,582D1922 Index,922D1582 Index
Singapore,5311.77,0.8,4723.41,1.12,588.36,0.24,4135.05,576D1922 Index,922D1576 Index
Sub-Saharan Africa,5219.53,0.78,3507.41,0.83,1712.12,0.71,1795.29,603D1922 Index,922D1603 Index
Uzbekistan,5142.68,0.77,3974.46,0.94,1168.22,0.48,2806.24,927D1922 Index,922D1927 Index
Austria,4961.58,0.75,2329.38,0.55,2632.2,1.08,-302.82,122D1922 Index,922D1122 Index
Romania,4933.81,0.74,3472.11,0.82,1461.7,0.6,2010.41,968D1922 Index,922D1968 Index
Greece,4700.48,0.71,4443.03,1.05,257.46,0.11,4185.58,174D1922 Index,922D1174 Index
Bulgaria,4305.11,0.65,3728.36,0.88,576.75,0.24,3151.61,918D1922 Index,922D1918 Index
Egypt,4095.96,0.62,3617.74,0.86,478.23,0.2,3139.52,469D1922 Index,922D1469 Index
Thailand,3926.65,0.59,2173.51,0.51,1753.14,0.72,420.37,578D1922 Index,922D1578 Index
Serbia,3625.81,0.54,2582.13,0.61,1043.68,0.43,1538.45,942D1922 Index,922D1942 Index
Switzerland,3325.76,0.5,452.27,0.11,2873.49,1.18,-2421.22,146D1922 Index,922D1146 Index
Azerbaijan,3137.25,0.47,2289.59,0.54,847.66,0.35,1441.94,912D1922 Index,922D1912 Index
United Arab Emirates,3029.21,0.46,2794.41,0.66,234.8,0.1,2559.61,466D1922 Index,922D1466 Index
