Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,1056274,100,429854,100,626420,100,-196566,001D1112 Index,112D1001 Index
Advanced Economies,782635,74.09,336218,78.22,446417,71.26,-110199,110D1112 Index,112D1110 Index
European Union,538693,51,204737,47.63,333956,53.31,-129219,998D1112 Index,112D1998 Index
Euro-zone,471306,44.62,179556,41.77,291750,46.57,-112194,995D1112 Index,112D1995 Index
Emerging and Developing Economies,263598.6,24.96,93590.6,21.77,170008,27.14,-76417.4,200I1112 Index,112D1200 Index
Non Fuel Exporting Countries,215766.8,20.43,69154.8,16.09,146612,23.4,-77457.2,092D1112 Index,112D1092 Index
Germany,137478.5,13.02,44756.4,10.41,92722.1,14.8,-47965.7,134D1112 Index,112D1134 Index
Developing Asia,125232.3,11.86,31607.3,7.35,93625,14.95,-62017.7,505D1112 Index,112D1505 Index
United States,115381.1,10.92,57805.2,13.45,57575.9,9.19,229.3,111D1112 Index,112D1111 Index
China,80107.7,7.58,18880.7,4.39,61227,9.77,-42346.3,924D1112 Index,112D1924 Index
Netherlands,73343.2,6.94,25971.9,6.04,47371.3,7.56,-21399.4,138D1112 Index,112D1138 Index
France,61592.2,5.83,25889.4,6.02,35702.8,5.7,-9813.4,132D1112 Index,112D1132 Index
Developing Europe,61581.3,5.83,23002.9,5.35,38578.4,6.16,-15575.5,170D1112 Index,112D1170 Index
Belgium,51083.5,4.84,19099.4,4.44,31984.1,5.11,-12884.7,124D1112 Index,112D1124 Index
Fuel Exporting Countries,47831.4,4.53,24435.9,5.68,23395.5,3.73,1040.4,080D1112 Index,112D1080 Index
Ireland,43384.6,4.11,24254.8,5.64,19129.8,3.05,5125,178D1112 Index,112D1178 Index
Switzerland,41920.84,3.97,32156.6,7.48,9764.24,1.56,22392.36,146D1112 Index,112D1146 Index
Spain,36680.3,3.47,15317.7,3.56,21362.6,3.41,-6044.9,184D1112 Index,112D1184 Index
Italy,36123.8,3.42,12061,2.81,24062.8,3.84,-12001.8,136D1112 Index,112D1136 Index
Norway,24136.93,2.29,4893.03,1.14,19243.9,3.07,-14350.87,142D1112 Index,112D1142 Index
Canada,20942.56,1.98,7624.76,1.77,13317.8,2.13,-5693.04,156D1112 Index,112D1156 Index
Developing Western Hemisphere,20729.22,1.96,9525.82,2.22,11203.4,1.79,-1677.58,205D1112 Index,112D1205 Index
Sub-Saharan Africa,20604.34,1.95,8993.24,2.09,11611.1,1.85,-2617.86,603D1112 Index,112D1603 Index
Poland,18108.93,1.71,5714.93,1.33,12394,1.98,-6679.07,964D1112 Index,112D1964 Index
Sweden,18060.31,1.71,7652.51,1.78,10407.8,1.66,-2755.29,144D1112 Index,112D1144 Index
Turkey,16375.89,1.55,5792.39,1.35,10583.5,1.69,-4791.11,186D1112 Index,112D1186 Index
Japan,16045.46,1.52,6511.51,1.51,9533.95,1.52,-3022.44,158D1112 Index,112D1158 Index
India,14167.22,1.34,5384.15,1.25,8783.07,1.4,-3398.92,534D1112 Index,112D1534 Index
