Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,477875,100,250357,100,227518,100,22839,001D1193 Index,193D1001 Index
Emerging and Developing Economies,248257,51.95,146135,58.37,102122,44.89,44013,200I1193 Index,193D1200 Index
Non Fuel Exporting Countries,237203.1,49.64,139817,55.85,97386.1,42.8,42430.9,092D1193 Index,193D1092 Index
Developing Asia,220426.2,46.13,131168,52.39,89258.2,39.23,41909.8,505D1193 Index,193D1505 Index
Advanced Economies,216962,45.4,104221,41.63,112741,49.55,-8520,110D1193 Index,193D1110 Index
China,144916.5,30.33,92807.8,37.07,52108.7,22.9,40699.1,924D1193 Index,193D1924 Index
Japan,56135.7,11.75,38984.9,15.57,17150.8,7.54,21834.1,158D1193 Index,193D1158 Index
European Union,44341.66,9.28,9665.86,3.86,34675.8,15.24,-25009.94,998D1193 Index,193D1998 Index
Euro-zone,38029.81,7.96,8424.51,3.36,29605.3,13.01,-21180.79,995D1193 Index,193D1995 Index
United States,34554.9,7.23,10051.3,4.01,24503.6,10.77,-14452.3,111D1193 Index,193D1111 Index
South Korea,28891,6.05,18652.4,7.45,10238.6,4.5,8413.8,542D1193 Index,193D1542 Index
India,18477.25,3.87,14325.1,5.72,4152.15,1.82,10172.95,534D1193 Index,193D1534 Index
Thailand,16149.32,3.38,4460.12,1.78,11689.2,5.14,-7229.08,578D1193 Index,193D1578 Index
Malaysia,13708.91,2.87,4672.68,1.87,9036.23,3.97,-4363.55,548D1193 Index,193D1548 Index
Germany,13191.04,2.76,2063.24,0.82,11127.8,4.89,-9064.56,134D1193 Index,193D1134 Index
New Zealand,11180.12,2.34,4937.26,1.97,6242.86,2.74,-1305.6,196D1193 Index,193D1196 Index
Fuel Exporting Countries,11054.78,2.31,6318.63,2.52,4736.15,2.08,1582.48,080D1193 Index,193D1080 Index
Singapore,10726.04,2.24,4090.97,1.63,6635.07,2.92,-2544.1,576D1193 Index,193D1576 Index
United Kingdom,10596.47,2.22,5019.29,2,5577.18,2.45,-557.89,112D1193 Index,193D1112 Index
Hong Kong,9697.33,2.03,9082.73,3.63,614.6,0.27,8468.13,532D1193 Index,193D1532 Index
Indonesia,9391.72,1.97,6009.01,2.4,3382.71,1.49,2626.3,536D1193 Index,193D1536 Index
Developing Western Hemisphere,7353.7,1.54,2803.61,1.12,4550.09,2,-1746.48,205D1193 Index,193D1205 Index
Vietnam,7314.56,1.53,3200.1,1.28,4114.46,1.81,-914.36,582D1193 Index,193D1582 Index
Developing Europe,6176.29,1.29,3512.62,1.4,2663.67,1.17,848.95,170D1193 Index,193D1170 Index
Italy,5740.98,1.2,675.74,0.27,5065.24,2.23,-4389.5,136D1193 Index,193D1136 Index
France,5094.01,1.07,1193.3,0.48,3900.71,1.71,-2707.41,132D1193 Index,193D1132 Index
Netherlands,4251.36,0.89,2393.44,0.96,1857.92,0.82,535.52,138D1193 Index,193D1138 Index
Papua New Guinea,4223.62,0.88,1524.28,0.61,2699.34,1.19,-1175.06,853D1193 Index,193D1853 Index
Sub-Saharan Africa,4185.35,0.88,1992.69,0.8,2192.66,0.96,-199.97,603D1193 Index,193D1603 Index
