Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,870551,100,463763,100,406788,100,56975,001D1136 Index,136D1001 Index
Advanced Economies,587565,67.49,325319,70.15,262246,64.47,63073,110D1136 Index,136D1110 Index
European Union,456356,52.42,221964,47.86,234392,57.62,-12428,998D1136 Index,136D1998 Index
Euro-zone,374991,43.08,180332,38.88,194659,47.85,-14327,995D1136 Index,136D1995 Index
Emerging and Developing Economies,281284,32.31,138037,29.76,143247,35.21,-5210,200I1136 Index,136D1200 Index
Non Fuel Exporting Countries,212655,24.43,106736,23.02,105919,26.04,817,092D1136 Index,136D1092 Index
Germany,123957.2,14.24,57597.5,12.42,66359.7,16.31,-8762.2,134D1136 Index,136D1134 Index
Developing Europe,114826.6,13.19,56545.8,12.19,58280.8,14.33,-1735,170D1136 Index,136D1170 Index
France,81044.8,9.31,44790.9,9.66,36253.9,8.91,8537,132D1136 Index,136D1132 Index
Developing Asia,74267.8,8.53,28816.4,6.21,45451.4,11.17,-16635,505D1136 Index,136D1505 Index
Fuel Exporting Countries,68629,7.88,31301,6.75,37328,9.18,-6027,080D1136 Index,136D1080 Index
United States,60617.7,6.96,45216.8,9.75,15400.9,3.79,29815.9,111D1136 Index,136D1111 Index
China,47007.9,5.4,16738,3.61,30269.9,7.44,-13531.9,924D1136 Index,136D1924 Index
Spain,42830.9,4.92,20899.9,4.51,21931,5.39,-1031.1,184D1136 Index,136D1184 Index
United Kingdom,35633,4.09,23177.5,5,12455.5,3.06,10722,112D1136 Index,136D1112 Index
Belgium,34406.8,3.95,14757.3,3.18,19649.5,4.83,-4892.2,124D1136 Index,136D1124 Index
Netherlands,32473.1,3.73,10161.1,2.19,22312,5.48,-12150.9,138D1136 Index,136D1138 Index
CIS Countries,31875.5,3.66,12083.4,2.61,19792.1,4.87,-7708.7,901D1136 Index,136D1901 Index
