Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,1017346,100,542340,100,475006,100,67334,001D1136 Index,136D1001 Index
Advanced Economies,682671,67.1,383538,70.72,299133,62.97,84405,110D1136 Index,136D1110 Index
European Union,530387,52.13,260286,47.99,270101,56.86,-9815,998D1136 Index,136D1998 Index
Euro-zone,434381,42.7,210688,38.85,223693,47.09,-13005,995D1136 Index,136D1995 Index
Emerging and Developing Economies,332526,32.69,158415,29.21,174111,36.65,-15696,200I1136 Index,136D1200 Index
Non Fuel Exporting Countries,248682,24.44,125386,23.12,123296,25.96,2090,092D1136 Index,136D1092 Index
Germany,141836.6,13.94,65052.9,11.99,76783.7,16.16,-11730.8,134D1136 Index,136D1134 Index
Developing Europe,138520.9,13.62,67254.3,12.4,71266.6,15,-4012.3,170D1136 Index,136D1170 Index
France,92053.4,9.05,53053,9.78,39000.4,8.21,14052.6,132D1136 Index,136D1132 Index
Developing Asia,89936.1,8.84,36639.8,6.76,53296.3,11.22,-16656.5,505D1136 Index,136D1505 Index
Fuel Exporting Countries,83844.5,8.24,33029.3,6.09,50815.2,10.7,-17785.9,080D1136 Index,136D1080 Index
United States,76199.2,7.49,57159.7,10.54,19039.5,4.01,38120.2,111D1136 Index,136D1111 Index
China,56875.5,5.59,21421.3,3.95,35454.2,7.46,-14032.9,924D1136 Index,136D1924 Index
Spain,49974.4,4.91,24231.1,4.47,25743.3,5.42,-1512.2,184D1136 Index,136D1184 Index
CIS Countries,44393.2,4.36,17039.6,3.14,27353.6,5.76,-10314,901D1136 Index,136D1901 Index
Netherlands,38330.7,3.77,13426.6,2.48,24904.1,5.24,-11477.5,138D1136 Index,136D1138 Index
Belgium,37501.2,3.69,15352.3,2.83,22148.9,4.66,-6796.6,124D1136 Index,136D1124 Index
United Kingdom,37471.3,3.68,25837.9,4.76,11633.4,2.45,14204.5,112D1136 Index,136D1112 Index
Switzerland,34602,3.4,22354.3,4.12,12247.7,2.58,10106.6,146D1136 Index,136D1146 Index
Developing Western Hemisphere,27528.6,2.71,16837.6,3.1,10691,2.25,6146.6,205D1136 Index,136D1205 Index
Russia,26928.5,2.65,10884.5,2.01,16044,3.38,-5159.5,922D1136 Index,136D1922 Index
Poland,25302.7,2.49,13385.2,2.47,11917.5,2.51,1467.7,964D1136 Index,136D1964 Index
Austria,23259.5,2.29,11861.5,2.19,11398,2.4,463.5,122D1136 Index,136D1122 Index
Turkey,19938.89,1.96,9349.59,1.72,10589.3,2.23,-1239.71,186D1136 Index,136D1186 Index
Romania,16849.92,1.66,8830.1,1.63,8019.82,1.69,810.28,968D1136 Index,136D1968 Index
Japan,16211.52,1.59,11602.9,2.14,4608.62,0.97,6994.28,158D1136 Index,136D1158 Index
Czech Republic,14877.78,1.46,7043.04,1.3,7834.74,1.65,-791.7,935D1136 Index,136D1935 Index
Sub-Saharan Africa,13500.37,1.33,5954.5,1.1,7545.87,1.59,-1591.37,603D1136 Index,136D1603 Index
Hungary,11019.23,1.08,5120.02,0.94,5899.21,1.24,-779.19,944D1136 Index,136D1944 Index
South Korea,10628.78,1.04,6449.03,1.19,4179.75,0.88,2269.28,542D1136 Index,136D1542 Index
India,10478.71,1.03,4708.02,0.87,5770.69,1.21,-1062.67,534D1136 Index,136D1534 Index
Sweden,10305.59,1.01,5318.76,0.98,4986.83,1.05,331.93,144D1136 Index,136D1144 Index
Canada,9421.44,0.93,7464.51,1.38,1956.93,0.41,5507.58,156D1136 Index,136D1156 Index
Slovenia,9014.92,0.89,5323.16,0.98,3691.76,0.78,1631.4,961D1136 Index,136D1961 Index
Greece,8824.28,0.87,5414.26,1,3410.02,0.72,2004.24,174D1136 Index,136D1174 Index
Saudi Arabia,8194.57,0.81,3936.21,0.73,4258.36,0.9,-322.15,456D1136 Index,136D1456 Index
Algeria,7848.98,0.77,2980.96,0.55,4868.02,1.02,-1887.06,612D1136 Index,136D1612 Index
Brazil,7814.36,0.77,4284.52,0.79,3529.84,0.74,754.68,223D1136 Index,136D1223 Index
Mexico,7670.83,0.75,6460.8,1.19,1210.03,0.25,5250.77,273D1136 Index,136D1273 Index
United Arab Emirates,7572.63,0.74,6558.89,1.21,1013.74,0.21,5545.15,466D1136 Index,136D1466 Index
Portugal,7041.41,0.69,4599.8,0.85,2441.61,0.51,2158.19,182D1136 Index,136D1182 Index
Slovakia,6922.14,0.68,3126.77,0.58,3795.37,0.8,-668.6,936D1136 Index,136D1936 Index
Hong Kong,6752.3,0.66,6379.86,1.18,372.44,0.08,6007.42,532D1136 Index,136D1532 Index
Libya,6692.41,0.66,1419.47,0.26,5272.94,1.11,-3853.47,672D1136 Index,136D1672 Index
Ireland,6464.34,0.64,1471.35,0.27,4992.99,1.05,-3521.64,178D1136 Index,136D1178 Index
Denmark,6139.68,0.6,3209.46,0.59,2930.22,0.62,279.24,128D1136 Index,136D1128 Index
Tunisia,6049.23,0.59,3313.08,0.61,2736.15,0.58,576.93,744D1136 Index,136D1744 Index
Croatia,5991.64,0.59,3882.34,0.72,2109.3,0.44,1773.04,960D1136 Index,136D1960 Index
Iraq,5964.39,0.59,650.79,0.12,5313.6,1.12,-4662.81,433D1136 Index,136D1433 Index
Azerbaijan,5862.94,0.58,371.81,0.07,5491.13,1.16,-5119.32,912D1136 Index,136D1912 Index
Australia,5816.41,0.57,5247.03,0.97,569.38,0.12,4677.65,193D1136 Index,136D1193 Index
Bulgaria,5518.81,0.54,2808.49,0.52,2710.32,0.57,98.17,918D1136 Index,136D1918 Index
Egypt,5458.16,0.54,3296.9,0.61,2161.26,0.45,1135.64,469D1136 Index,136D1469 Index
Vietnam,5389.68,0.53,1877.81,0.35,3511.87,0.74,-1634.06,582D1136 Index,136D1582 Index
Ukraine,4876.4,0.48,2074.74,0.38,2801.66,0.59,-726.92,926D1136 Index,136D1926 Index
Finland,4679.85,0.46,1907.92,0.35,2771.93,0.58,-864.01,172D1136 Index,136D1172 Index
Singapore,4611.91,0.45,4148.72,0.76,463.19,0.1,3685.53,576D1136 Index,136D1576 Index
Thailand,4319.09,0.42,2627.29,0.48,1691.8,0.36,935.49,578D1136 Index,136D1578 Index
Serbia,4083.73,0.4,2322.02,0.43,1761.71,0.37,560.31,942D1136 Index,136D1942 Index
South Africa,4025.6,0.4,2367.83,0.44,1657.77,0.35,710.06,199D1136 Index,136D1199 Index
Morocco,3966.37,0.39,2710.07,0.5,1256.3,0.26,1453.77,686D1136 Index,136D1686 Index
Kazakhstan,3939.05,0.39,1579.37,0.29,2359.68,0.5,-780.31,916D1136 Index,136D1916 Index
Israel,3922.89,0.39,3027.3,0.56,895.59,0.19,2131.72,436D1136 Index,136D1436 Index
Norway,3920.3,0.39,2676.04,0.49,1244.26,0.26,1431.78,142D1136 Index,136D1142 Index
Indonesia,3826.56,0.38,1776.58,0.33,2049.98,0.43,-273.4,536D1136 Index,136D1536 Index
Malaysia,3020.95,0.3,1701.51,0.31,1319.44,0.28,382.07,548D1136 Index,136D1548 Index
Albania,2884.38,0.28,1641.59,0.3,1242.79,0.26,398.8,914D1136 Index,136D1914 Index
Qatar,2807.42,0.28,1302.33,0.24,1505.09,0.32,-202.76,453D1136 Index,136D1453 Index
Lithuania,2576.57,0.25,1763.37,0.33,813.2,0.17,950.17,946D1136 Index,136D1946 Index
Bangladesh,2237.83,0.22,586.41,0.11,1651.42,0.35,-1065.01,513D1136 Index,136D1513 Index
Nigeria,2234.91,0.22,513.66,0.09,1721.25,0.36,-1207.59,694D1136 Index,136D1694 Index
Argentina,2231.69,0.22,1125.97,0.21,1105.72,0.23,20.25,213D1136 Index,136D1213 Index
Chile,2118.55,0.21,1335.51,0.25,783.04,0.16,552.47,228D1136 Index,136D1228 Index
Bosnia and Herzegovina,2079.6,0.2,1336.37,0.25,743.23,0.16,593.14,963D1136 Index,136D1963 Index
Colombia,1831.12,0.18,822.17,0.15,1008.95,0.21,-186.78,233D1136 Index,136D1233 Index
Malta,1827.54,0.18,1401.31,0.26,426.23,0.09,975.08,181D1136 Index,136D1181 Index
Pakistan,1772.03,0.17,945.26,0.17,826.77,0.17,118.48,564D1136 Index,136D1564 Index
Lebanon,1370.99,0.13,1329.84,0.25,41.15,0.01,1288.69,446D1136 Index,136D1446 Index
Peru,1349.97,0.13,751.9,0.14,598.07,0.13,153.84,293D1136 Index,136D1293 Index
