Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,585206,100,274285,100,310921,100,-36636,001D1184 Index,184D1001 Index
Advanced Economies,411012,70.23,203409,74.16,207603,66.77,-4194,110D1184 Index,184D1110 Index
European Union,336960,57.58,158245,57.69,178715,57.48,-20470,998D1184 Index,184D1998 Index
Euro-zone,299738,51.22,142724,52.03,157014,50.5,-14290,995D1184 Index,184D1995 Index
Emerging and Developing Economies,172920.3,29.55,69769.3,25.44,103151,33.18,-33381.7,200I1184 Index,184D1200 Index
Non Fuel Exporting Countries,135143.6,23.09,55698.7,20.31,79444.9,25.55,-23746.2,092D1184 Index,184D1092 Index
France,78211.1,13.36,40238.9,14.67,37972.2,12.21,2266.7,132D1184 Index,184D1132 Index
Germany,76516.2,13.08,30888.2,11.26,45628,14.68,-14739.8,134D1184 Index,184D1134 Index
Developing Asia,45315,7.74,10775.4,3.93,34539.6,11.11,-23764.2,505D1184 Index,184D1505 Index
Developing Europe,44978.6,7.69,20723.7,7.56,24254.9,7.8,-3531.2,170D1184 Index,184D1170 Index
Italy,42830.9,7.32,21931,8,20899.9,6.72,1031.1,136D1184 Index,184D1136 Index
Fuel Exporting Countries,37776.6,6.46,14070.6,5.13,23706,7.62,-9635.4,080D1184 Index,184D1080 Index
Portugal,35016.3,5.98,22509.7,8.21,12506.6,4.02,10003.1,182D1184 Index,184D1182 Index
United Kingdom,34819.6,5.95,21178.9,7.72,13640.7,4.39,7538.2,112D1184 Index,184D1112 Index
Developing Western Hemisphere,29561.9,5.05,14708.1,5.36,14853.8,4.78,-145.7,205D1184 Index,184D1205 Index
China,28239.17,4.83,6200.37,2.26,22038.8,7.09,-15838.43,924D1184 Index,184D1924 Index
United States,25149.5,4.3,13467.9,4.91,11681.6,3.76,1786.3,111D1184 Index,184D1111 Index
Netherlands,24850.59,4.25,8739.59,3.19,16111,5.18,-7371.41,138D1184 Index,184D1138 Index
Belgium,19552.08,3.34,9014.08,3.29,10538,3.39,-1523.92,124D1184 Index,184D1124 Index
Morocco,12714.52,2.17,6548.47,2.39,6166.05,1.98,382.42,686D1184 Index,184D1686 Index
Sub-Saharan Africa,12379.25,2.12,4286.38,1.56,8092.87,2.6,-3806.49,603D1184 Index,184D1603 Index
Turkey,11233.2,1.92,5800.68,2.11,5432.52,1.75,368.16,186D1184 Index,184D1186 Index
Poland,10755.43,1.84,4665.69,1.7,6089.74,1.96,-1424.05,964D1184 Index,184D1964 Index
CIS Countries,10006.03,1.71,3804.15,1.39,6201.88,1.99,-2397.73,901D1184 Index,184D1901 Index
Switzerland,9261.38,1.58,5178.44,1.89,4082.94,1.31,1095.5,146D1184 Index,184D1146 Index
Algeria,8596.51,1.47,3596.18,1.31,5000.33,1.61,-1404.15,612D1184 Index,184D1612 Index
Mexico,8281.04,1.42,4723.62,1.72,3557.42,1.14,1166.2,273D1184 Index,184D1273 Index
Czech Republic,7012.81,1.2,2338.68,0.85,4674.13,1.5,-2335.45,935D1184 Index,184D1935 Index
Japan,6921.12,1.18,3690.2,1.35,3230.92,1.04,459.28,158D1184 Index,184D1158 Index
Saudi Arabia,5945.24,1.02,2610.05,0.95,3335.19,1.07,-725.14,456D1184 Index,184D1456 Index
Russia,5841.21,1,2424.9,0.88,3416.31,1.1,-991.41,922D1184 Index,184D1922 Index
Brazil,5812.98,0.99,2757.58,1.01,3055.4,0.98,-297.82,223D1184 Index,184D1223 Index
