Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,447002,100,257036,100,189966,100,67070,001D1223 Index,223D1001 Index
Emerging and Developing Economies,258718.1,57.88,163061,63.44,95657.1,50.35,67403.9,200I1223 Index,223D1200 Index
Non Fuel Exporting Countries,230613.9,51.59,148227,57.67,82386.9,43.37,65840.1,092D1223 Index,223D1092 Index
Advanced Economies,182124.4,40.74,93574,36.41,88550.4,46.61,5023.6,110D1223 Index,223D1110 Index
Developing Asia,140394.6,31.41,91819.6,35.72,48575,25.57,43244.6,505D1223 Index,223D1505 Index
China,113684.7,25.43,76866.7,29.91,36818,19.38,40048.7,924D1223 Index,223D1924 Index
Developing Western Hemisphere,74798.5,16.73,45330.8,17.64,29467.7,15.51,15863.1,205D1223 Index,223D1205 Index
European Union,68964.8,15.43,34503.4,13.42,34461.4,18.14,42,998D1223 Index,223D1998 Index
United States,62268.5,13.93,31161.4,12.12,31107.1,16.38,54.3,111D1223 Index,223D1111 Index
Euro-zone,61891.8,13.85,31209.9,12.14,30681.9,16.15,528,995D1223 Index,223D1995 Index
Fuel Exporting Countries,28103.8,6.29,14833.6,5.77,13270.2,6.99,1563.4,080D1223 Index,223D1080 Index
Argentina,27411.7,6.13,15697.8,6.11,11713.9,6.17,3983.9,213D1223 Index,223D1213 Index
Germany,17038.15,3.81,5849.05,2.28,11189.1,5.89,-5340.05,134D1223 Index,223D1134 Index
Developing Europe,15296.47,3.42,9006,3.5,6290.47,3.31,2715.53,170D1223 Index,223D1170 Index
Mexico,12106.21,2.71,6901.62,2.69,5204.59,2.74,1697.03,273D1223 Index,223D1273 Index
Japan,11507.41,2.57,6890.14,2.68,4617.27,2.43,2272.87,158D1223 Index,223D1158 Index
Chile,10341.61,2.31,6755.13,2.63,3586.48,1.89,3168.65,228D1223 Index,223D1228 Index
South Korea,9603.19,2.15,3899.7,1.52,5703.49,3,-1803.79,542D1223 Index,223D1542 Index
Netherlands,8877.3,1.99,7084.79,2.76,1792.51,0.94,5292.28,138D1223 Index,223D1138 Index
Italy,8765.03,1.96,3981.26,1.55,4783.77,2.52,-802.51,136D1223 Index,223D1136 Index
Spain,8737.25,1.95,5620.03,2.19,3117.22,1.64,2502.81,184D1223 Index,223D1184 Index
India,8498.4,1.9,4619.21,1.8,3879.19,2.04,740.02,534D1223 Index,223D1534 Index
CIS Countries,7721.97,1.73,3357.25,1.31,4364.72,2.3,-1007.47,901D1223 Index,223D1901 Index
France,7171.77,1.6,3000.91,1.17,4170.86,2.2,-1169.95,132D1223 Index,223D1132 Index
Sub-Saharan Africa,6900.31,1.54,3773.62,1.47,3126.69,1.65,646.93,603D1223 Index,223D1603 Index
Canada,6871.28,1.54,4484.26,1.74,2387.02,1.26,2097.24,156D1223 Index,223D1156 Index
Russia,6047.27,1.35,2471.1,0.96,3576.17,1.88,-1105.07,922D1223 Index,223D1922 Index
United Kingdom,5398.77,1.21,3038.6,1.18,2360.17,1.24,678.43,112D1223 Index,223D1112 Index
Vietnam,4846.59,1.08,2386.68,0.93,2459.91,1.29,-73.23,582D1223 Index,223D1582 Index
Belgium,4798.62,1.07,2895.23,1.13,1903.39,1,991.84,124D1223 Index,223D1124 Index
Colombia,4646.22,1.04,2828.2,1.1,1818.02,0.96,1010.18,233D1223 Index,223D1233 Index
Saudi Arabia,4621.76,1.03,2163.91,0.84,2457.85,1.29,-293.94,456D1223 Index,223D1456 Index
Peru,4479.05,1,2559.74,1,1919.31,1.01,640.43,293D1223 Index,223D1293 Index
Paraguay,4216.74,0.94,2984.91,1.16,1231.83,0.65,1753.08,288D1223 Index,223D1288 Index
Switzerland,4106.15,0.92,1720,0.67,2386.15,1.26,-666.15,146D1223 Index,223D1146 Index
Turkey,3868.55,0.87,3303.73,1.29,564.82,0.3,2738.91,186D1223 Index,223D1186 Index
Thailand,3810.59,0.85,2059.75,0.8,1750.84,0.92,308.91,578D1223 Index,223D1578 Index
Algeria,3768.59,0.84,1202.76,0.47,2565.83,1.35,-1363.07,612D1223 Index,223D1612 Index
Malaysia,3586.62,0.8,1964.04,0.76,1622.58,0.85,341.46,548D1223 Index,223D1548 Index
Hong Kong,3509.38,0.79,2739.37,1.07,770.01,0.41,1969.36,532D1223 Index,223D1532 Index
Bolivia,3353.28,0.75,1618.61,0.63,1734.67,0.91,-116.06,218D1223 Index,223D1218 Index
Indonesia,3213.37,0.72,1802.54,0.7,1410.83,0.74,391.71,536D1223 Index,223D1536 Index
United Arab Emirates,2976.94,0.67,2381.81,0.93,595.13,0.31,1786.68,466D1223 Index,223D1466 Index
Uruguay,2674.43,0.6,1444.65,0.56,1229.78,0.65,214.87,298D1223 Index,223D1298 Index
South Africa,2275.11,0.51,1572.48,0.61,702.63,0.37,869.85,199D1223 Index,223D1199 Index
Singapore,2238.19,0.5,1553.89,0.6,684.3,0.36,869.6,576D1223 Index,223D1576 Index
Portugal,2097.01,0.47,1187.1,0.46,909.91,0.48,277.19,182D1223 Index,223D1182 Index
Egypt,1994.84,0.45,1709.21,0.66,285.63,0.15,1423.58,469D1223 Index,223D1469 Index
Poland,1990.7,0.45,1298.37,0.51,692.33,0.36,606.04,964D1223 Index,223D1964 Index
Nigeria,1984.42,0.44,256.9,0.1,1727.52,0.91,-1470.62,694D1223 Index,223D1694 Index
Norway,1900.46,0.43,1331.18,0.52,569.28,0.3,761.9,142D1223 Index,223D1142 Index
Australia,1848.23,0.41,655.83,0.26,1192.4,0.63,-536.57,193D1223 Index,223D1193 Index
Sweden,1840.43,0.41,608.83,0.24,1231.6,0.65,-622.77,144D1223 Index,223D1144 Index
Morocco,1586.75,0.35,618.15,0.24,968.59,0.51,-350.44,686D1223 Index,223D1686 Index
Israel,1425.64,0.32,186.7,0.07,1238.94,0.65,-1052.24,436D1223 Index,223D1436 Index
Bangladesh,1420.35,0.32,1194.22,0.46,226.13,0.12,968.1,513D1223 Index,223D1513 Index
Austria,1418.99,0.32,254.08,0.1,1164.91,0.61,-910.83,122D1223 Index,223D1122 Index
Denmark,1153.49,0.26,430.57,0.17,722.92,0.38,-292.35,128D1223 Index,223D1128 Index
Ecuador,1081.46,0.24,962.41,0.37,119.05,0.06,843.36,248D1223 Index,223D1248 Index
Trinidad And Tobago,989.32,0.22,448.28,0.17,541.04,0.28,-92.76,369D1223 Index,223D1369 Index
Iraq,973.28,0.22,626.54,0.24,346.74,0.18,279.8,433D1223 Index,223D1433 Index
Angola,920.5,0.21,696.96,0.27,223.54,0.12,473.42,614D1223 Index,223D1614 Index
Dominican Republic,883.69,0.2,866.93,0.34,16.77,0.01,850.16,243D1223 Index,223D1243 Index
Ireland,877.42,0.2,256.12,0.1,621.3,0.33,-365.18,178D1223 Index,223D1178 Index
Philippines,857.08,0.19,569.33,0.22,287.75,0.15,281.58,566D1223 Index,223D1566 Index
Venezuela,823.84,0.18,642.71,0.25,181.13,0.1,461.58,299D1223 Index,223D1299 Index
Finland,812.75,0.18,336.03,0.13,476.72,0.25,-140.69,172D1223 Index,223D1172 Index
Bahrain,795.6,0.18,672.08,0.26,123.52,0.07,548.56,419D1223 Index,223D1419 Index
Belarus,752.17,0.17,125.7,0.05,626.46,0.33,-500.76,913D1223 Index,223D1913 Index
Czech Republic,739.56,0.17,237.56,0.09,502,0.26,-264.44,935D1223 Index,223D1935 Index
Oman,734.06,0.16,602,0.23,132.06,0.07,469.94,449D1223 Index,223D1449 Index
Pakistan,648.01,0.14,576.94,0.22,71.08,0.04,505.86,564D1223 Index,223D1564 Index
Romania,614.3,0.14,450.21,0.18,164.09,0.09,286.12,968D1223 Index,223D1968 Index
Qatar,609.39,0.14,320.09,0.12,289.3,0.15,30.79,453D1223 Index,223D1453 Index
Hungary,565.41,0.13,179.2,0.07,386.21,0.2,-207.01,944D1223 Index,223D1944 Index
Iran,531.63,0.12,489.31,0.19,42.32,0.02,446.99,429D1223 Index,223D1429 Index
Slovenia,515.33,0.12,436.2,0.17,79.13,0.04,357.07,961D1223 Index,223D1961 Index
Other Countries,437.77,0.1,401.27,0.16,36.5,0.02,364.77,910D1223 Index,223D1910 Index
Cuba,429.1,0.1,393.33,0.15,35.77,0.02,357.56,928D1223 Index,223D1928 Index
Costa Rica,414.19,0.09,349.83,0.14,64.36,0.03,285.47,238D1223 Index,223D1238 Index
Tunisia,377.39,0.08,346.69,0.13,30.7,0.02,315.99,744D1223 Index,223D1744 Index
Lebanon,372.84,0.08,343.67,0.13,29.17,0.02,314.5,446D1223 Index,223D1446 Index
Jordan,361.11,0.08,352.31,0.14,8.8,0,343.52,439D1223 Index,223D1439 Index
Greece,338.51,0.08,155.47,0.06,183.04,0.1,-27.56,174D1223 Index,223D1174 Index
Kuwait,313.41,0.07,87.69,0.03,225.71,0.12,-138.02,443D1223 Index,223D1443 Index
Guatemala,309.63,0.07,267.38,0.1,42.26,0.02,225.12,258D1223 Index,223D1258 Index
Ghana,306.56,0.07,158.04,0.06,148.52,0.08,9.52,652D1223 Index,223D1652 Index
Panama,258.77,0.06,243.99,0.09,14.78,0.01,229.21,283D1223 Index,223D1283 Index
Ukraine,258.64,0.06,194.72,0.08,63.92,0.03,130.8,926D1223 Index,223D1926 Index
Libya,250.1,0.06,228.12,0.09,21.99,0.01,206.13,672D1223 Index,223D1672 Index
Iceland,237.38,0.05,223.42,0.09,13.97,0.01,209.45,176D1223 Index,223D1176 Index
Peoples Democratic Republic of Yemen,196.19,0.04,196.12,0.08,0.07,0,196.05,474D1223 Index,223D1474 Index
Slovakia,193.9,0.04,54.72,0.02,139.18,0.07,-84.45,936D1223 Index,223D1936 Index
New Zealand,191.36,0.04,126.65,0.05,64.71,0.03,61.95,196D1223 Index,223D1196 Index
Kazakhstan,187.42,0.04,102.29,0.04,85.12,0.04,17.17,916D1223 Index,223D1916 Index
Mozambique,174.51,0.04,35.17,0.01,139.34,0.07,-104.17,688D1223 Index,223D1688 Index
Azerbaijan,170.34,0.04,169.72,0.07,0.62,0,169.1,912D1223 Index,223D1912 Index
El Salvador,154.37,0.03,147.92,0.06,6.45,0,141.47,253D1223 Index,223D1253 Index
Honduras,146.89,0.03,132.14,0.05,14.75,0.01,117.4,268D1223 Index,223D1268 Index
Nicaragua,134.96,0.03,130.46,0.05,4.5,0,125.96,278D1223 Index,223D1278 Index
Georgia,131.16,0.03,130.78,0.05,0.39,0,130.39,915D1223 Index,223D1915 Index
"Congo, Democratic Republic",125.05,0.03,52.14,0.02,72.91,0.04,-20.77,636D1223 Index,223D1636 Index
Senegal,124.68,0.03,119.83,0.05,4.85,0,114.99,722D1223 Index,223D1722 Index
Cote D Ivoire,121.62,0.03,63.04,0.02,58.58,0.03,4.46,662D1223 Index,223D1662 Index
Bulgaria,118.49,0.03,52.35,0.02,66.14,0.03,-13.79,918D1223 Index,223D1918 Index
Sri Lanka,108.38,0.02,46.45,0.02,61.93,0.03,-15.48,524D1223 Index,223D1524 Index
Serbia,107.78,0.02,80.07,0.03,27.71,0.01,52.36,942D1223 Index,223D1942 Index
Myanmar,104.59,0.02,96.89,0.04,7.7,0,89.19,518D1223 Index,223D1518 Index
Cameroon,104.21,0.02,102.42,0.04,1.79,0,100.64,622D1223 Index,223D1622 Index
Bosnia and Herzegovina,99.66,0.02,96.78,0.04,2.89,0,93.89,963D1223 Index,223D1963 Index
