Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%),Imports ($M),RtW (%),Net Exports ($M),Exports Ticker,Imports Ticker
,,,,,,,,,
World,377220,100,202940,100,174280,100,28660,001D1536 Index,536D1001 Index
Emerging and Developing Economies,202676,53.73,106825,52.64,95851,55,10974,200I1536 Index,536D1200 Index
Non Fuel Exporting Countries,182859.2,48.48,98541.3,48.56,84317.9,48.38,14223.4,092D1536 Index,536D1092 Index
Advanced Economies,174424.8,46.24,96096.1,47.35,78328.7,44.94,17767.4,110D1536 Index,536D1110 Index
Developing Asia,159822.4,42.37,84269.2,41.52,75553.2,43.35,8716,505D1536 Index,536D1505 Index
China,78923.4,20.92,33992.8,16.75,44930.6,25.78,-10937.8,924D1536 Index,536D1924 Index
Japan,33803.3,8.96,18141.5,8.94,15661.8,8.99,2479.7,158D1536 Index,536D1158 Index
Singapore,33215.7,8.81,15625.8,7.7,17589.9,10.09,-1964.1,576D1536 Index,536D1576 Index
United States,29475.36,7.81,20156.2,9.93,9319.16,5.35,10837.04,111D1536 Index,536D1111 Index
European Union,27555.4,7.3,16093.3,7.93,11462.1,6.58,4631.2,998D1536 Index,536D1998 Index
Euro-zone,24645,6.53,14596.1,7.19,10048.9,5.77,4547.2,995D1536 Index,536D1995 Index
India,19839.99,5.26,15544.3,7.66,4295.69,2.46,11248.61,534D1536 Index,536D1534 Index
Fuel Exporting Countries,19817.24,5.25,8284.14,4.08,11533.1,6.62,-3248.96,080D1536 Index,536D1080 Index
South Korea,17267.08,4.58,8845.82,4.36,8421.26,4.83,424.56,542D1536 Index,536D1542 Index
Malaysia,17138.51,4.54,9363.24,4.61,7775.27,4.46,1587.97,548D1536 Index,536D1548 Index
Thailand,16768.66,4.45,7299.57,3.6,9469.09,5.43,-2169.52,578D1536 Index,536D1578 Index
Vietnam,9568.5,2.54,5720.3,2.82,3848.2,2.21,1872.1,582D1536 Index,536D1582 Index
Developing Western Hemisphere,9438.12,2.5,4882.08,2.41,4556.04,2.61,326.04,205D1536 Index,536D1205 Index
Australia,9224.97,2.45,3709.59,1.83,5515.38,3.16,-1805.79,193D1536 Index,536D1193 Index
Philippines,8121.18,2.15,7299.28,3.6,821.9,0.47,6477.38,566D1536 Index,536D1566 Index
Developing Europe,7910.79,2.1,4913.03,2.42,2997.76,1.72,1915.27,170D1536 Index,536D1170 Index
Sub-Saharan Africa,7276.84,1.93,3819.62,1.88,3457.22,1.98,362.4,603D1536 Index,536D1603 Index
Germany,6317.37,1.67,2840.83,1.4,3476.54,1.99,-635.71,134D1536 Index,536D1134 Index
Hong Kong,6037.26,1.6,2811.26,1.39,3226,1.85,-414.74,532D1536 Index,536D1532 Index
Saudi Arabia,5487.03,1.45,1919.3,0.95,3567.73,2.05,-1648.43,456D1536 Index,536D1456 Index
CIS Countries,5026.52,1.33,2404.13,1.18,2622.39,1.5,-218.26,901D1536 Index,536D1901 Index
Netherlands,4833.39,1.28,4001.38,1.97,832.01,0.48,3169.37,138D1536 Index,536D1138 Index
United Arab Emirates,4111.42,1.09,1927.77,0.95,2183.65,1.25,-255.88,466D1536 Index,536D1466 Index
Italy,3826.56,1.01,2049.98,1.01,1776.58,1.02,273.4,136D1536 Index,536D1136 Index
